cluster,theta_E_obs,theta_E_pred,error,chi2,R_500,ell0,A_c
MACS0416,30.0,63.625605369553554,33.625605369553554,502.5250384306439,1200.0,200.9727693459033,16.226842430794765
MACS0717,55.0,81.62597675125092,26.625976751250917,78.7714042175727,1800.0,203.29682896972142,16.254394407536008
A2744,26.0,71.57896868005898,45.57896868005898,519.3605964844493,1430.0,201.97458500367767,16.914091002585465
RXJ1347,32.0,72.0111831515646,40.011183151564595,400.2236942970116,1338.9826249546618,201.59828010767112,16.334861622290976
A370,38.0,68.73885423824485,30.738854238244855,236.21928997001592,1300.0,201.42944664975653,16.77366418336502
CL0024,24.0,63.72421400593077,39.72421400593077,252.48210854223777,1180.0,200.87700927427488,16.42770890907204
