r_kpc,C
289.195,1.0577873463290373
274.36499999999995,1.0526203431259373
259.535,1.0476126491747109
244.705,1.0427791129037076
229.875,1.0381345792393613
215.04,1.033692333036488
200.205,1.0294685343445127
185.375,1.0254787445641191
170.54500000000002,1.0217353333821002
155.715,1.018251610725956
140.885,1.0150402559993312
126.055,1.0121132097938783
111.225,1.0094815684734209
96.395,1.007155483266301
81.565,1.0051440655005026
66.73499999999999,1.003455299574608
51.905,1.0020959651748236
37.075,1.0010715701246213
22.245,1.0003862950909805
7.415,1.0000429511733577
