r_kpc,rho_star_Msun_per_kpc3
289.195,761.5065200021477
274.36499999999995,925.8056073406352
259.535,1136.9294102408019
244.705,1411.8550430245969
229.875,1775.200437075813
215.04,2263.614371897381
200.205,2932.3342254232493
185.375,3867.1908901943602
170.54500000000002,5206.647046133898
155.715,7180.608475579029
140.885,10187.228812908868
126.055,14949.941892103574
111.225,22861.013534618305
96.395,36794.97015825111
81.565,63233.161439242824
66.73499999999999,118557.23787371605
51.905,251126.30468748967
37.075,640131.8580579241
22.245,2257698.9696925874
7.415,18440990.38385833
