name,hubble_type,type_group,B_T,R_d_kpc,Sigma0,shear,bar_class,g_bar,v2p2_ape,per_galaxy_ape,delta_ape,v2p2_params,per_galaxy_params
CamB,Im,late,0.0,0.47,33.1,0.7918202350504602,S,0.7316,86.9604263305664,57.82568359375,29.134742736816406,"{'eta': 0.5045709171129797, 'ring_amp': np.float64(1.3259023625370556), 'M_max': 1.9383662509563853, 'lambda_ring': np.float64(7.172979887135778), 'kappa': np.float64(0.4202159836317145), 'g_bar': np.float64(0.7316), 'R0': 0.94, 'R1': 13.16, 'R_ring': np.float64(1.1749999999999998), 'sigma_ring': 0.5, 'q': 3.5, 'p': 2.0, 'k_an': 1.4}","{'eta': 0.010000762505925485, 'ring_amp': 6.481620495927982e-05, 'M_max': 2.9813184456786646, 'bulge_gate_power': 43.24698972979257, 'lambda_hat': 5.124797879730373}"
D512-2,Im,late,0.0,1.24,46.97,0.7490131351004494,S,0.7316,20.408710479736328,2.9777638912200928,17.430946588516235,"{'eta': 0.5473157713511047, 'ring_amp': np.float64(1.374612168141842), 'M_max': 2.0299623671809384, 'lambda_ring': np.float64(7.4026519063456755), 'kappa': np.float64(0.44493669015362125), 'g_bar': np.float64(0.7316), 'R0': 2.48, 'R1': 34.72, 'R_ring': np.float64(3.1), 'sigma_ring': 0.5, 'q': 3.5, 'p': 2.0, 'k_an': 1.4}","{'eta': 0.9615711892183582, 'ring_amp': 9.635356454938574, 'M_max': 1.7500218824881075, 'bulge_gate_power': 33.224687704513705, 'lambda_hat': 18.52541686012775}"
D564-8,Im,late,0.0,0.61,10.565,0.7444917907120756,S,0.7316,24.0322322845459,2.645246744155884,21.386985540390015,"{'eta': 0.39945785565759384, 'ring_amp': np.float64(1.3799025481748393), 'M_max': 1.7131239764091295, 'lambda_ring': np.float64(7.4290904287615955), 'kappa': np.float64(0.3773146423529941), 'g_bar': np.float64(0.7316), 'R0': 1.22, 'R1': 17.08, 'R_ring': np.float64(1.525), 'sigma_ring': 0.5, 'q': 3.5, 'p': 2.0, 'k_an': 1.4}","{'eta': 1.999996663015264, 'ring_amp': 2.2124913454670314, 'M_max': 4.912684255044561, 'bulge_gate_power': 38.86301527799567, 'lambda_hat': 49.999917744651356}"
D631-7,Im,late,0.0,0.7,57.52,0.4954407692909656,S,0.7316,28.36363983154297,16.171321868896484,12.192317962646484,"{'eta': 0.5738134746822384, 'ring_amp': np.float64(1.708058124637097), 'M_max': 2.086743160033368, 'lambda_ring': np.float64(9.72031960589733), 'kappa': np.float64(0.5113848616206681), 'g_bar': np.float64(0.7316), 'R0': 1.4, 'R1': 19.599999999999998, 'R_ring': np.float64(1.75), 'sigma_ring': 0.5, 'q': 3.5, 'p': 2.0, 'k_an': 1.4}","{'eta': 1.9999999201750205, 'ring_amp': 0.15946820607232587, 'M_max': 4.999999997573485, 'bulge_gate_power': 4.434154724345982, 'lambda_hat': 49.99998005570658}"
DDO064,Im,late,0.0,0.69,75.825,0.16310707539762326,S,0.7316,19.551645278930664,12.167132377624512,7.384512901306152,"{'eta': 0.6114135828502626, 'ring_amp': np.float64(2.1247250691524067), 'M_max': 2.16731482039342, 'lambda_ring': np.float64(14.917179263382343), 'kappa': np.float64(0.6081973178325378), 'g_bar': np.float64(0.7316), 'R0': 1.38, 'R1': 19.32, 'R_ring': np.float64(1.7249999999999999), 'sigma_ring': 0.5, 'q': 3.5, 'p': 2.0, 'k_an': 1.4}","{'eta': 0.8291528070149885, 'ring_amp': 6.757315156928464, 'M_max': 1.8684416212386328, 'bulge_gate_power': 47.753923981706826, 'lambda_hat': 39.00150964338899}"
DDO154,Im,late,0.0,0.37,35.63,0.774492009815339,S,0.7316,21.45229148864746,5.418088436126709,16.034203052520752,"{'eta': 0.513205471584015, 'ring_amp': np.float64(1.3453185039858468), 'M_max': 1.9568688676800319, 'lambda_ring': np.float64(7.261592265642241), 'kappa': np.float64(0.4264558084260651), 'g_bar': np.float64(0.7316), 'R0': 0.74, 'R1': 10.36, 'R_ring': np.float64(1.0), 'sigma_ring': 0.5, 'q': 3.5, 'p': 2.0, 'k_an': 1.4}","{'eta': 1.9999999315017274, 'ring_amp': 0.9873740753501596, 'M_max': 4.999997407099846, 'bulge_gate_power': 31.841419559668818, 'lambda_hat': 49.88786802012992}"
DDO161,Im,late,0.0,1.22,84.685,0.6658737834248012,S,0.7316,13.588597297668457,3.4304263591766357,10.158170938491821,"{'eta': 0.6267618000200839, 'ring_amp': np.float64(1.4762040053252485), 'M_max': 2.200203857185894, 'lambda_ring': np.float64(7.964293347851801), 'kappa': np.float64(0.4964563958965082), 'g_bar': np.float64(0.7316), 'R0': 2.44, 'R1': 34.16, 'R_ring': np.float64(3.05), 'sigma_ring': 0.5, 'q': 3.5, 'p': 2.0, 'k_an': 1.4}","{'eta': 0.39841907464206994, 'ring_amp': 0.21199000221443182, 'M_max': 3.7698329555113768, 'bulge_gate_power': 15.16691115887254, 'lambda_hat': 31.26582017531371}"
DDO168,Im,late,0.0,1.02,46.11,0.83227781534097,S,0.7316,13.793760299682617,6.190116882324219,7.603643417358398,"{'eta': 0.5449565164333955, 'ring_amp': np.float64(1.2821723507218377), 'M_max': 2.0249068209287047, 'lambda_ring': np.float64(6.987177997508138), 'kappa': np.float64(0.4297329392492699), 'g_bar': np.float64(0.7316), 'R0': 2.04, 'R1': 28.560000000000002, 'R_ring': np.float64(2.55), 'sigma_ring': 0.5, 'q': 3.5, 'p': 2.0, 'k_an': 1.4}","{'eta': 1.9999872474888256, 'ring_amp': 0.7193457222346451, 'M_max': 2.6489044554712367, 'bulge_gate_power': 43.60443460997601, 'lambda_hat': 49.99575726748928}"
DDO170,Im,late,0.0,1.95,36.965,0.653532779746515,S,0.7316,16.367847442626953,3.170415163040161,13.197432279586792,"{'eta': 0.5175934314438765, 'ring_amp': np.float64(1.4920311605674415), 'M_max': 1.9662716388083068, 'lambda_ring': np.float64(8.062432631782485), 'kappa': np.float64(0.4490400223694505), 'g_bar': np.float64(0.7316), 'R0': 3.9, 'R1': 54.6, 'R_ring': np.float64(4.875), 'sigma_ring': 0.5, 'q': 3.5, 'p': 2.0, 'k_an': 1.4}","{'eta': 1.803110361265228, 'ring_amp': 0.2623756046043349, 'M_max': 2.2689706690144225, 'bulge_gate_power': 6.242074716170146, 'lambda_hat': 28.90961641125221}"
ESO079-G014,Sbc,intermediate,0.3,5.08,1147.625,0.7387410222640899,SB,0.45,12.38563346862793,7.666964054107666,4.718669414520264,"{'eta': 0.22614478821464054, 'ring_amp': np.float64(0.2847252625270338), 'M_max': 1.5307309677015022, 'lambda_ring': np.float64(3.837851606758274), 'kappa': np.float64(0.4503598270098763), 'g_bar': np.float64(0.45), 'R0': 10.16, 'R1': 142.24, 'R_ring': np.float64(10.8712), 'sigma_ring': 0.5, 'q': 3.5, 'p': 2.0, 'k_an': 1.4}","{'eta': 0.033322833423235894, 'ring_amp': 1.7493152899563347, 'M_max': 0.6675562801079484, 'bulge_gate_power': 19.17060972591519, 'lambda_hat': 46.262038736680196}"
ESO116-G012,Sd,late,0.06,1.51,660.39,0.8405177324251826,S,0.7316,6.768591403961182,4.46946382522583,2.2991275787353516,"{'eta': 0.6837867520219578, 'ring_amp': np.float64(1.028753147847788), 'M_max': 2.3696686244180794, 'lambda_ring': np.float64(6.711542520613177), 'kappa': np.float64(0.5223521270787005), 'g_bar': np.float64(0.7316), 'R0': 3.02, 'R1': 42.28, 'R_ring': np.float64(3.66628), 'sigma_ring': 0.5, 'q': 3.5, 'p': 2.0, 'k_an': 1.4}","{'eta': 0.3679669887925565, 'ring_amp': 1.0125506724975841, 'M_max': 4.094575783064954, 'bulge_gate_power': 6.56769473296225, 'lambda_hat': 26.39434415508784}"
