r_kpc,rho_star_Msun_per_kpc3
486.655,106.7110874318365
469.58,122.32294344923169
452.505,140.89766915612543
435.43,163.13651445689285
418.35,189.9508974627051
401.275,222.49880892609428
384.2,262.32821324559296
367.12500000000006,311.4849031365069
350.04999999999995,372.7179878100284
332.975,449.77040573847677
315.90000000000003,547.8117377394647
298.825,674.0951940896418
281.75,838.9756074548457
264.67,1057.5968746545916
247.595,1352.2464719347554
230.52,1757.117588523045
213.445,2325.648533094638
196.37,3144.1328834436563
179.295,4357.003481842118
162.22,6216.308075170173
145.14,9185.21847248986
128.065,14161.036578474592
110.99,23024.16359454355
93.915,40079.84551665343
76.83999999999999,76426.44367461366
59.765,165677.91326057457
42.69,436799.85350481205
25.615,1625408.252932787
8.540000000000001,14650068.10951775
