galaxy,n_points,r_max_kpc,r_half_kpc,sigma_bar,chi2_default,chi2_optimized,improvement_pct,S0_opt,rc_opt,gamma_opt,beta_opt,g_sat_opt
CamB,9,1.79,1.0755507946014404,19.489161608996977,66.15934320987655,66.15934320987655,0.0,2.944751671885677,20.517577423923303,0.4023878618961569,0.5336030231855508,173.4824241542525
D512-2,4,3.83,1.7925846576690674,21.671929007001616,84.76984652131557,84.76984652131557,0.0,2.944751671885677,20.517577423923303,0.4023878618961569,0.5336030231855508,173.4824241542525
D564-8,6,3.07,1.7925846576690674,5.721676311305859,120.26762294079673,120.26762294079673,0.0,2.944751671885677,20.517577423923303,0.4023878618961569,0.5336030231855508,173.4824241542525
D631-7,16,7.19,3.5851693153381348,10.616196183762904,390.02992341537663,390.02992341537663,0.0,2.944751671885677,20.517577423923303,0.4023878618961569,0.5336030231855508,173.4824241542525
DDO064,14,2.98,1.434067726135254,23.953725659636355,49.31301917668727,49.31301917668727,0.0,2.944751671885677,20.517577423923303,0.4023878618961569,0.5336030231855508,173.4824241542525
DDO154,12,5.92,3.5851693153381348,5.446062896364797,16748.585813610163,16748.585813610163,0.0,2.944751671885677,20.517577423923303,0.4023878618961569,0.5336030231855508,173.4824241542525
DDO161,31,13.37,7.528855323791504,8.14221977014328,1585.5174206279378,1585.5174206279378,0.0,2.944751671885677,20.517577423923303,0.4023878618961569,0.5336030231855508,173.4824241542525
DDO168,10,4.12,1.7925846576690674,17.69338716957769,772.8041045575053,772.8041045575053,0.0,2.944751671885677,20.517577423923303,0.4023878618961569,0.5336030231855508,173.4824241542525
DDO170,8,12.33,7.1703386306762695,7.35066949673318,2248.27887323341,2248.27887323341,0.0,2.944751671885677,20.517577423923303,0.4023878618961569,0.5336030231855508,173.4824241542525
ESO079-G014,15,16.67,7.8873724937438965,215.96477262486403,2086.348448193645,2086.348448193645,0.0,2.944751671885677,20.517577423923303,0.4023878618961569,0.5336030231855508,173.4824241542525
ESO116-G012,15,9.86,2.868135452270508,172.76877221336707,1198.864322637066,1198.864322637066,0.0,2.944751671885677,20.517577423923303,0.4023878618961569,0.5336030231855508,173.4824241542525
ESO444-G084,7,4.44,2.151101589202881,10.85710763458547,672.7834504230732,672.7834504230732,0.0,2.944751671885677,20.517577423923303,0.4023878618961569,0.5336030231855508,173.4824241542525
ESO563-G021,30,42.41,5.019237041473389,792.477770542006,1497.7281305674685,1497.7281305674685,0.0,2.944751671885677,20.517577423923303,0.4023878618961569,0.5336030231855508,173.4824241542525
F561-1,6,9.66,5.019237041473389,45.00802894517874,75.70973333333333,75.70973333333333,0.0,2.944751671885677,20.517577423923303,0.4023878618961569,0.5336030231855508,173.4824241542525
F563-1,17,20.1,9.679957389831543,12.030382061263486,69.69064340691789,69.69064340691789,0.0,2.944751671885677,20.517577423923303,0.4023878618961569,0.5336030231855508,173.4824241542525
F563-V1,6,7.87,4.302203178405762,18.416312022121815,25.77566666666667,25.77566666666667,0.0,2.944751671885677,20.517577423923303,0.4023878618961569,0.5336030231855508,173.4824241542525
F563-V2,10,10.47,3.9436862468719482,62.79834060656429,54.21200629253635,54.21200629253635,0.0,2.944751671885677,20.517577423923303,0.4023878618961569,0.5336030231855508,173.4824241542525
F565-V2,7,8.8,4.302203178405762,13.199034654566653,104.7453139941691,104.7453139941691,0.0,2.944751671885677,20.517577423923303,0.4023878618961569,0.5336030231855508,173.4824241542525
F567-2,5,9.59,4.660719871520996,28.934668735954727,50.588992499999996,50.588992499999996,0.0,2.944751671885677,20.517577423923303,0.4023878618961569,0.5336030231855508,173.4824241542525
F568-1,12,13.23,6.453304767608643,44.174807029907065,97.08105859273981,97.08105859273981,0.0,2.944751671885677,20.517577423923303,0.4023878618961569,0.5336030231855508,173.4824241542525
F568-3,18,17.98,7.528855323791504,45.51905610221481,104.22719757149369,104.22719757149369,0.0,2.944751671885677,20.517577423923303,0.4023878618961569,0.5336030231855508,173.4824241542525
F568-V1,15,17.63,6.09478759765625,41.484883163313846,98.90758882358217,98.90758882358217,0.0,2.944751671885677,20.517577423923303,0.4023878618961569,0.5336030231855508,173.4824241542525
F571-8,13,15.55,1.7925846576690674,919.2808092178735,522.3423546512684,522.3423546512684,0.0,2.944751671885677,20.517577423923303,0.4023878618961569,0.5336030231855508,173.4824241542525
F571-V1,7,13.59,5.377753734588623,26.562498281083226,127.52837353417557,127.52837353417557,0.0,2.944751671885677,20.517577423923303,0.4023878618961569,0.5336030231855508,173.4824241542525
F574-1,14,12.6,5.736270904541016,54.7279654650535,341.4623551096305,341.4623551096305,0.0,2.944751671885677,20.517577423923303,0.4023878618961569,0.5336030231855508,173.4824241542525
F574-2,5,10.83,5.736270904541016,24.784735465526825,13.23802,13.23802,0.0,2.944751671885677,20.517577423923303,0.4023878618961569,0.5336030231855508,173.4824241542525
F579-V1,14,15.16,5.736270904541016,103.34120206719079,93.2971472531435,93.2971472531435,0.0,2.944751671885677,20.517577423923303,0.4023878618961569,0.5336030231855508,173.4824241542525
F583-1,25,16.26,8.962923049926758,8.56561146741159,115.37953005062401,115.37953005062401,0.0,2.944751671885677,20.517577423923303,0.4023878618961569,0.5336030231855508,173.4824241542525
F583-4,12,7.29,2.868135452270508,62.45044981467563,139.26154155703324,139.26154155703324,0.0,2.944751671885677,20.517577423923303,0.4023878618961569,0.5336030231855508,173.4824241542525
IC2574,34,10.23,5.019237041473389,15.905172437496944,1708.5117751300272,1708.5117751300272,0.0,2.944751671885677,20.517577423923303,0.4023878618961569,0.5336030231855508,173.4824241542525
