feature,importance_mean,importance_std
x2,1.9901164137644929,0.05701395912852158
x,1.9343359883117706,0.04726802807142274
Sigma,1.806326680555233,0.030241002280108745
g_bar,1.0908774140910382,0.039903525306625526
grad_ln_Sigma,1.0265135951349664,0.035538633005505776
x3,0.7759449047043052,0.05462392965616354
lnR,0.7171127964590261,0.027569556936832697
Sigma_hat,0.6235562926581817,0.017468227800848724
invR,0.20680800668895175,0.011660020650939726
outer,0.10337953917006946,0.00816654865142948
