name,type_group,B_T,bt_law_ape,per_galaxy_ape,delta_ape,bt_law_eta,per_gal_eta,delta_eta,bt_law_ring_amp,per_gal_ring_amp,delta_ring_amp,bt_law_M_max,per_gal_M_max,delta_M_max,bt_law_lambda_ring,per_gal_lambda_ring
CamB,late,0.0,76.72528076171875,57.82568359375,18.89959716796875,1.0305084805586533,0.010000762505925485,1.0205077180527278,3.0,6.481620495927982e-05,2.9999351837950408,3.06971044661947,2.9813184456786646,0.08839200094080546,25.0,
D512-2,late,0.0,9.849201202392578,2.9777638912200928,6.871437311172485,1.0305084805586533,0.9615711892183582,0.06893729134029514,3.0,9.635356454938574,-6.635356454938574,3.06971044661947,1.7500218824881075,1.3196885641313625,25.0,
D564-8,late,0.0,25.338165283203125,2.645246744155884,22.69291853904724,1.0305084805586533,1.999996663015264,-0.9694881824566106,3.0,2.2124913454670314,0.7875086545329686,3.06971044661947,4.912684255044561,-1.842973808425091,25.0,
D631-7,late,0.0,23.59071159362793,16.171321868896484,7.419389724731445,1.0305084805586533,1.9999999201750205,-0.9694914396163672,3.0,0.15946820607232587,2.840531793927674,3.06971044661947,4.999999997573485,-1.930289550954015,25.0,
DDO064,late,0.0,25.374399185180664,12.167132377624512,13.207266807556152,1.0305084805586533,0.8291528070149885,0.2013556735436648,3.0,6.757315156928464,-3.757315156928464,3.06971044661947,1.8684416212386328,1.2012688253808372,25.0,
DDO154,late,0.0,25.612470626831055,5.418088436126709,20.194382190704346,1.0305084805586533,1.9999999315017274,-0.9694914509430741,3.0,0.9873740753501596,2.01262592464984,3.06971044661947,4.999997407099846,-1.9302869604803758,25.0,
DDO161,late,0.0,20.23438262939453,3.4304263591766357,16.803956270217896,1.0305084805586533,0.39841907464206994,0.6320894059165834,3.0,0.21199000221443182,2.788009997785568,3.06971044661947,3.7698329555113768,-0.7001225088919067,25.0,
DDO168,late,0.0,12.605570793151855,6.190116882324219,6.415453910827637,1.0305084805586533,1.9999872474888256,-0.9694787669301723,3.0,0.7193457222346451,2.280654277765355,3.06971044661947,2.6489044554712367,0.42080599114823336,25.0,
DDO170,late,0.0,7.056095600128174,3.170415163040161,3.8856804370880127,1.0305084805586533,1.803110361265228,-0.7726018807065747,3.0,0.2623756046043349,2.737624395395665,3.06971044661947,2.2689706690144225,0.8007397776050476,25.0,
ESO079-G014,intermediate,0.3,13.846527099609375,7.666964054107666,6.179563045501709,0.2550240861821326,0.033322833423235894,0.22170125275889674,1.0028092612599098,1.7493152899563347,-0.7465060286964249,1.6489174782333347,0.6675562801079484,0.9813611981253862,15.17754364143991,
ESO116-G012,late,0.06,6.211759090423584,4.46946382522583,1.742295265197754,0.8067609348673486,0.3679669887925565,0.43879394607479205,2.4237581964111943,1.0125506724975841,1.4112075239136102,2.6597744866992863,4.094575783064954,-1.4348012963656678,22.472395424541375,
ESO444-G084,late,0.0,44.59874725341797,16.146495819091797,28.452251434326172,1.0305084805586533,1.9998567573310453,-0.969348276772392,3.0,14.999922285211653,-11.999922285211653,3.06971044661947,4.9999856259683,-1.93027517934883,25.0,
ESO563-G021,intermediate,0.3,36.82300567626953,19.584199905395508,17.238805770874023,0.2550240861821326,0.022181620305349765,0.23284246587678287,1.0028092612599098,0.03740662489972164,0.9654026363601881,1.6489174782333347,1.5506130132598577,0.098304464973477,15.17754364143991,
F561-1,late,0.03,78.58296966552734,10.2810697555542,68.30189990997314,0.9134488203826004,0.010000000746749485,0.903448819635851,2.6985233089420975,1.659788259487276,1.0387350494548215,2.8552412151741056,0.6115445819551328,2.2436966332189727,23.69746861136605,
F563-1,late,0.03,28.739376068115234,9.390008926391602,19.349367141723633,0.9134488203826004,1.9999214102940255,-1.0864725899114251,2.6985233089420975,0.3201730087047125,2.378350300237385,2.8552412151741056,4.999988104723264,-2.1447468895491584,23.69746861136605,
F563-V1,late,0.0,73.098388671875,5.885758876800537,67.21262979507446,1.0305084805586533,0.01000000105997286,1.0205084794986805,3.0,6.317060170585312,-3.3170601705853118,3.06971044661947,0.8266408159929945,2.2430696306264757,25.0,
F563-V2,late,0.0,24.95667839050293,6.900559902191162,18.056118488311768,1.0305084805586533,1.9999999871829581,-0.9694915066243048,3.0,14.999999953303734,-11.999999953303734,3.06971044661947,3.652011313609448,-0.5823008669899781,25.0,
F565-V2,late,0.0,24.661008834838867,2.5169262886047363,22.14408254623413,1.0305084805586533,0.6782597982649508,0.35224868229370254,3.0,11.51198290614089,-8.51198290614089,3.06971044661947,4.999961247042732,-1.930250800423262,25.0,
F567-2,late,0.03,33.29740524291992,4.154174327850342,29.14323091506958,0.9134488203826004,1.1293806339195693,-0.2159318135369689,2.6985233089420975,3.8779653003049256e-10,2.698523308554301,2.8552412151741056,0.6626452849928082,2.192595930181297,23.69746861136605,
