cluster,theta_E_obs,theta_E_pred,error,chi2,R_500,ell0,A_c
MACS0416,30.0,60.79780068646227,30.797800686462267,421.55756761024696,1200,201.68749863927067,16.473215619080214
A2744,26.0,68.24971432284693,42.24971432284693,446.2595900905442,1430,203.02856418673787,16.040459521007204
RXJ1347,32.0,61.53682923860975,29.536829238609748,218.10607036769792,1500,203.39560190821206,15.770970185084964
A370,38.0,68.73885423824485,30.738854238244855,236.21928997001592,1300,202.29854763809362,15.565448037412617
CL0024,24.0,60.89202671677829,36.89202671677829,217.76346164343727,1180,201.55942712641104,16.771087681404705
