R_kpc,g_phi_R,g_N_R,g_tot_R
0.0,6723.362356341815,0.0,6723.362356341815
7.086614173228346,5807.110175164332,0.0,5807.110175164332
14.173228346456693,4380.45469963644,505.26889152982216,4885.723591166262
21.259842519685037,4788.3802682836285,468.1492053849299,5256.529473668558
28.346456692913385,4414.361817894866,583.8063485510154,4998.168166445882
35.43307086614173,3694.243522858316,614.6590604437714,4308.902583302087
42.519685039370074,3843.276067686949,675.0465631688012,4518.32263085575
49.60629921259842,4276.716748909366,716.3388945046598,4993.055643414026
56.69291338582677,4229.842788917143,755.2993468890294,4985.142135806172
63.77952755905512,4891.834880111181,796.5318656957107,5688.366745806891
70.86614173228347,4802.468598976116,818.6777549726048,5621.14635394872
77.95275590551181,5069.576485486061,842.8124596842763,5912.388945170337
85.03937007874015,5357.861707777287,850.8442256392552,6208.705933416542
92.1259842519685,5126.458681492034,861.9778158446777,5988.436497336712
99.21259842519684,4966.739558157439,861.3619044053484,5828.101462562788
106.2992125984252,5379.702343275009,866.1259732846553,6245.828316559665
113.38582677165354,5364.199695217538,863.1811039472108,6227.380799164748
120.47244094488188,5469.528390906818,858.3839081162579,6327.912299023075
127.55905511811024,5671.247625621645,849.9346454412314,6521.182271062877
134.64566929133858,5767.190059807823,846.2011101713309,6613.391169979153
141.73228346456693,5548.247018988374,842.3476079757546,6390.594626964129
148.81889763779526,5504.3969357378255,838.1233413155265,6342.520277053352
155.90551181102362,5550.5178898121685,833.5165625584805,6384.034452370649
162.99212598425197,5667.045142137611,828.4676995590916,6495.512841696703
170.0787401574803,5684.6795564487475,824.5189352389625,6509.19849168771
177.16535433070865,5782.267194091869,820.3687026857029,6602.635896777572
184.251968503937,5830.5402332635485,821.0106337989971,6651.550867062546
191.33858267716536,5771.866853383028,819.351547395839,6591.218400778866
198.4251968503937,5805.507514849567,816.6275354564127,6622.13505030598
205.51181102362204,5827.126902711049,812.3242539168712,6639.451156627921
212.5984251968504,5614.171330757973,806.6380888220431,6420.809419580016
219.68503937007873,5632.211977262033,799.9681362430616,6432.180113505095
226.77165354330708,5756.667700208545,795.1580440378581,6551.825744246404
233.85826771653544,5915.802702571601,790.3374750176135,6706.1401775892145
240.94488188976376,5912.59971471615,784.9633988992617,6697.563113615412
248.03149606299212,5981.823956783152,779.0849443701737,6760.908901153326
255.11811023622047,5827.6320624906675,773.0096456578766,6600.641708148544
262.20472440944883,5863.292119626108,766.9222947810968,6630.2144144072045
269.29133858267716,5821.422025671049,761.1254480196668,6582.547473690715
276.3779527559055,5747.909644079423,756.8076916212689,6504.717335700691
