Galaxy,Galaxy_Type,Radius_kpc,Boundary_kpc,In_Outer_Region,Observed_Speed_km_s,Baryonic_Speed_km_s,GR_Speed_km_s,GR_Percent_Off,G_Predicted,Predicted_Speed_km_s,Model_Percent_Off,Baryonic_Mass_Msun
NGC2976,,0.45,1.135,False,28.7,29.4515279739439,29.4515279739439,2.618564369142512,,,,
NGC2976,,0.52,1.135,False,28.7,32.4975029809984,32.4975029809984,13.231717703827174,,,,
NGC2976,,0.59,1.135,False,31.7,35.56337020024959,35.56337020024959,12.187287697948225,,,,
NGC2976,,0.66,1.135,False,35.5,38.46211772640711,38.46211772640711,8.34399359551298,,,,
NGC2976,,0.73,1.135,False,39.4,41.246339231500286,41.246339231500286,4.686140181472812,,,,
NGC2976,,0.8,1.135,False,42.9,44.00727212632022,44.00727212632022,2.5810539075063366,,,,
NGC2976,,0.87,1.135,False,46.0,46.69099377824379,46.69099377824379,1.5021603874864924,,,,
NGC2976,,0.94,1.135,False,49.1,49.63522942427082,49.63522942427082,1.0900802938305842,,,,
NGC2976,,1.01,1.135,False,49.2,53.20930087869977,53.20930087869977,8.148985525812538,,,,
NGC2976,,1.08,1.135,False,51.4,56.94446592953524,56.94446592953524,10.786898695593857,,,,
NGC2976,,1.14,1.135,True,57.2,59.97477136263214,59.97477136263214,4.850998885720519,,,,
NGC2976,,1.21,1.135,True,63.8,63.85477977410932,63.85477977410932,0.08586171490489115,,,,
NGC2976,,1.29,1.135,True,67.8,68.37915837446377,68.37915837446377,0.8542158915394888,,,,
NGC2976,,1.35,1.135,True,69.8,71.63078946933364,71.63078946933364,2.6229075491885934,,,,
NGC2976,,1.42,1.135,True,71.7,75.05539620840062,75.05539620840062,4.679771559833501,,,,
NGC2976,,1.49,1.135,True,74.1,78.26422746057102,78.26422746057102,5.619740162713937,,,,
NGC2976,,1.56,1.135,True,76.7,81.20790601905703,81.20790601905703,5.8773220587445,,,,
NGC2976,,1.63,1.135,True,79.9,83.46410605763414,83.46410605763414,4.460708457614686,,,,
NGC2976,,1.74,1.135,True,83.6,85.65192000183066,85.65192000183066,2.454449762955343,,,,
NGC2976,,1.93,1.135,True,83.9,83.85764127376824,83.85764127376824,0.05048715879829341,,,,
NGC2976,,2.1,1.135,True,88.7,81.20576395798516,81.20576395798516,8.44896960768303,,,,
NGC2976,,2.27,1.135,True,85.3,79.47841279240546,79.47841279240546,6.824838461423837,,,,
NGC2998,,0.33,21.14,False,90.0,44.56,44.56,50.48888888888889,,,,
NGC2998,,0.99,21.14,False,125.0,93.2323361286201,93.2323361286201,25.414131097103915,,,,
NGC2998,,1.98,21.14,False,148.0,132.156772433349,132.156772433349,10.704883490980402,,,,
NGC2998,,2.64,21.14,False,180.0,154.6925030504064,154.6925030504064,14.059720527551999,,,,
NGC2998,,3.63,21.14,False,201.0,196.78832409469825,196.78832409469825,2.0953611469162916,,,,
NGC2998,,7.59,21.14,False,206.0,222.21899558768598,222.21899558768598,7.873298828973778,,,,
NGC2998,,12.5,21.14,False,214.0,215.5871510549736,215.5871510549736,0.7416593714829854,,,,
NGC2998,,17.48,21.14,False,212.0,203.8936585575922,203.8936585575922,3.823745963399904,,,,
NGC2998,,22.46,21.14,True,213.0,183.43258516414144,183.43258516414144,13.881415415896036,,,,
NGC2998,,27.44,21.14,True,214.0,172.84412920316385,172.84412920316385,19.23171532562437,,,,
NGC2998,,32.32,21.14,True,213.0,164.13762152535293,164.13762152535293,22.94008379091412,,,,
NGC2998,,37.3,21.14,True,213.0,154.5049643215389,154.5049643215389,27.462458065005215,,,,
NGC2998,,42.28,21.14,True,203.0,145.16660945272506,145.16660945272506,28.489354949396525,,,,
NGC3109,,0.26,3.225,False,6.1,2.9543865691544156,2.9543865691544156,51.56743329255056,,,,
NGC3109,,0.52,3.225,False,11.2,5.183367631183419,5.183367631183419,53.719931864433754,,,,
NGC3109,,0.77,3.225,False,14.9,8.337919404743607,8.337919404743607,44.04080936413687,,,,
NGC3109,,1.03,3.225,False,19.1,10.796281767349349,10.796281767349349,43.47496456885158,,,,
NGC3109,,1.29,3.225,False,24.3,13.437458837146258,13.437458837146258,44.701815484994825,,,,
NGC3109,,1.55,3.225,False,29.8,15.445452405157967,15.445452405157967,48.169622801483335,,,,
NGC3109,,1.81,3.225,False,34.3,17.185648082047997,17.185648082047997,49.896069731638484,,,,
NGC3109,,2.06,3.225,False,38.2,18.606947627163354,18.606947627163354,51.290713017896984,,,,
NGC3109,,2.32,3.225,False,42.5,19.41014425500233,19.41014425500233,54.32907234117099,,,,
NGC3109,,2.58,3.225,False,42.3,19.925523832511907,19.925523832511907,52.89474271273781,,,,
NGC3109,,2.84,3.225,False,47.3,20.371283710164168,20.371283710164168,56.93174691297216,,,,
NGC3109,,3.1,3.225,False,49.3,21.007124981777014,21.007124981777014,57.389198819924914,,,,
NGC3109,,3.35,3.225,True,50.6,21.805249367984764,21.805249367984764,56.90662180240166,,,,
NGC3109,,3.61,3.225,True,53.0,22.375873167320194,22.375873167320194,57.78137138241473,,,,
NGC3109,,3.87,3.225,True,54.7,22.048351412293847,22.048351412293847,59.692227765459144,,,,
NGC3109,,4.13,3.225,True,55.2,21.682296926294505,21.682296926294505,60.72047658279981,,,,
NGC3109,,4.38,3.225,True,57.5,21.84745522938541,21.84745522938541,62.00442568802538,,,,
NGC3109,,4.64,3.225,True,59.1,22.167769396130048,22.167769396130048,62.49108393209806,,,,
NGC3109,,4.9,3.225,True,61.2,22.542309109760694,22.542309109760694,63.166161585358346,,,,
NGC3109,,5.16,3.225,True,62.7,22.8807386244413,22.8807386244413,63.5075939004126,,,,
NGC3109,,5.42,3.225,True,64.4,23.360104879901545,23.360104879901545,63.72654521754419,,,,
NGC3109,,5.67,3.225,True,66.6,23.837157968180687,23.837157968180687,64.2084715192482,,,,
NGC3109,,5.93,3.225,True,66.3,23.850670850103985,23.850670850103985,64.02613748098948,,,,
NGC3109,,6.19,3.225,True,66.2,23.461615460151076,23.461615460151076,64.55949326261167,,,,
NGC3109,,6.45,3.225,True,67.3,23.151943762889545,23.151943762889545,65.59889485454748,,,,
NGC3198,,0.32,22.04,False,24.4,63.28,63.28,159.344262295082,,,,
NGC3198,,0.64,22.04,False,43.3,73.66,73.66,70.11547344110855,,,,
NGC3198,,0.96,22.04,False,45.5,78.98,78.98,73.58241758241759,,,,
NGC3198,,1.28,22.04,False,58.5,82.70074062546236,82.70074062546236,41.36878739395275,,,,
NGC3198,,1.61,22.04,False,68.8,84.22013357861645,84.22013357861645,22.4129848526402,,,,
NGC3198,,1.93,22.04,False,76.9,83.17,83.17,8.153446033810136,,,,
NGC3198,,2.24,22.04,False,82.0,87.04,87.04,6.146341463414641,,,,
NGC3198,,2.57,22.04,False,86.9,88.91,88.91,2.3130034522439478,,,,
NGC3198,,2.89,22.04,False,97.6,88.98,88.98,8.831967213114746,,,,
NGC3198,,3.21,22.04,False,100.0,93.81,93.81,6.189999999999998,,,,
NGC3198,,3.54,22.04,False,107.0,101.22,101.22,5.4018691588785055,,,,
NGC3198,,3.85,22.04,False,113.0,108.53059706829222,108.53059706829222,3.9552238333697134,,,,
NGC3198,,4.17,22.04,False,117.0,115.52000043282548,115.52000043282548,1.2649568950209542,,,,
NGC3198,,4.5,22.04,False,119.0,120.54909788131971,120.54909788131971,1.3017629254787482,,,,
NGC3198,,4.82,22.04,False,127.0,125.50543135657517,125.50543135657517,1.176825703484116,,,,
NGC3198,,5.15,22.04,False,132.0,129.5399567701024,129.5399567701024,1.8636691135587826,,,,
NGC3198,,5.46,22.04,False,134.0,133.342371735319,133.342371735319,0.49076736170223456,,,,
NGC3198,,5.78,22.04,False,137.0,136.70281123663844,136.70281123663844,0.2169261046434751,,,,
NGC3198,,6.1,22.04,False,140.0,139.73059686410846,139.73059686410846,0.19243081135109769,,,,
NGC3198,,6.43,22.04,False,142.0,142.2462463476629,142.2462463476629,0.173412920889359,,,,
NGC3198,,6.74,22.04,False,144.0,142.80586577588468,142.80586577588468,0.8292598778578587,,,,
NGC3198,,7.06,22.04,False,146.0,141.5263950646663,141.5263950646663,3.0641129694066414,,,,
NGC3198,,8.04,22.04,False,147.0,136.66636199153032,136.66636199153032,7.029685720047399,,,,
NGC3198,,9.04,22.04,False,148.0,132.3148706684173,132.3148706684173,10.598060359177492,,,,
NGC3198,,10.04,22.04,False,152.0,130.27030513513046,130.27030513513046,14.295851884782595,,,,
NGC3198,,11.04,22.04,False,155.0,129.53229442884117,129.53229442884117,16.430777787844406,,,,
NGC3198,,12.05,22.04,False,156.0,128.5558730669276,128.5558730669276,17.592389059661794,,,,
NGC3198,,14.05,22.04,False,157.0,123.04960300626736,123.04960300626736,21.62445668390614,,,,
NGC3198,,16.07,22.04,False,153.0,114.18718535807773,114.18718535807773,25.36785270713874,,,,
NGC3198,,18.13,22.04,False,153.0,107.92139546910983,107.92139546910983,29.463140216268084,,,,
NGC3198,,20.05,22.04,False,154.0,104.30430911520388,104.30430911520388,32.26992914597151,,,,
NGC3198,,22.12,22.04,True,153.0,100.28798532227079,100.28798532227079,34.45229717498641,,,,
NGC3198,,24.03,22.04,True,150.0,96.53472846597747,96.53472846597747,35.64351435601502,,,,
NGC3198,,26.1,22.04,True,149.0,93.51413262175937,93.51413262175937,37.23883716660445,,,,
NGC3198,,28.16,22.04,True,148.0,91.1731961708045,91.1731961708045,38.39648907378074,,,,
NGC3198,,30.08,22.04,True,146.0,88.53151416303687,88.53151416303687,39.36197660065967,,,,
NGC3198,,32.14,22.04,True,147.0,85.75597063761799,85.75597063761799,41.662605008423135,,,,
NGC3198,,34.06,22.04,True,148.0,83.88184666541385,83.88184666541385,43.32307657742307,,,,
NGC3198,,36.12,22.04,True,148.0,82.55612878520891,82.55612878520891,44.21883190188587,,,,
NGC3198,,38.19,22.04,True,149.0,81.3620955973972,81.3620955973972,45.39456671315624,,,,
NGC3198,,40.1,22.04,True,150.0,80.36526612909336,80.36526612909336,46.42315591393776,,,,
NGC3198,,42.17,22.04,True,150.0,79.84832434058964,79.84832434058964,46.76778377294024,,,,
NGC3198,,44.08,22.04,True,149.0,78.01873172514406,78.01873172514406,47.63843508379593,,,,
NGC3521,,0.51,8.87,False,143.0,195.66,195.66,36.82517482517483,,,,
NGC3521,,0.69,8.87,False,160.0,213.36,213.36,33.35000000000001,,,,
NGC3521,,0.86,8.87,False,178.0,228.63,228.63,28.4438202247191,,,,
NGC3521,,1.03,8.87,False,188.0,242.31,242.31,28.888297872340427,,,,
NGC3521,,1.2,8.87,False,187.0,244.99,244.99,31.01069518716578,,,,
NGC3521,,1.38,8.87,False,195.0,248.08,248.08,27.220512820512827,,,,
NGC3521,,1.55,8.87,False,199.0,251.75,251.75,26.507537688442213,,,,
NGC3521,,1.71,8.87,False,203.0,258.35,258.35,27.266009852216758,,,,
NGC3521,,1.89,8.87,False,206.0,262.92,262.92,27.63106796116506,,,,
NGC3521,,2.06,8.87,False,211.0,270.25,270.25,28.080568720379148,,,,
NGC3521,,2.23,8.87,False,219.0,275.1,275.1,25.61643835616439,,,,
NGC3521,,2.41,8.87,False,216.0,276.83,276.83,28.162037037037027,,,,
NGC3521,,2.58,8.87,False,214.0,274.55,274.55,28.29439252336449,,,,
NGC3521,,2.75,8.87,False,213.0,274.06,274.06,28.666666666666668,,,,
NGC3521,,2.92,8.87,False,210.0,273.74,273.74,30.35238095238096,,,,
NGC3521,,3.09,8.87,False,214.0,275.23,275.23,28.61214953271029,,,,
NGC3521,,3.26,8.87,False,213.0,276.33,276.33,29.732394366197173,,,,
NGC3521,,3.43,8.87,False,212.0,278.46,278.46,31.349056603773576,,,,
NGC3521,,3.61,8.87,False,215.0,278.9803234997049,278.9803234997049,29.758289999862754,,,,
NGC3521,,3.78,8.87,False,217.0,280.9802373833434,280.9802373833434,29.48398036098775,,,,
NGC3521,,3.95,8.87,False,219.0,281.95594992835316,281.95594992835316,28.74700909970464,,,,
NGC3521,,4.12,8.87,False,220.0,283.04650995905246,283.04650995905246,28.657504526842025,,,,
NGC3521,,4.29,8.87,False,218.0,281.91535502700094,281.91535502700094,29.31897019587199,,,,
NGC3521,,4.46,8.87,False,220.0,280.3560295410106,280.3560295410106,27.43455888227756,,,,
NGC3521,,4.64,8.87,False,220.0,276.81309163404825,276.81309163404825,25.824132560931023,,,,
NGC3521,,4.81,8.87,False,216.0,273.04675295633893,273.04675295633893,26.41053377608284,,,,
NGC3521,,4.98,8.87,False,220.0,268.87487219894683,268.87487219894683,22.215850999521287,,,,
NGC3521,,5.15,8.87,False,218.0,265.3001162834272,265.3001162834272,21.697301047443666,,,,
NGC3521,,5.32,8.87,False,213.0,261.62621925181736,261.62621925181736,22.82921091634618,,,,
NGC3521,,5.49,8.87,False,215.0,258.24417844358084,258.24417844358084,20.11357136910737,,,,
NGC3521,,5.67,8.87,False,216.0,254.88821235985003,254.88821235985003,18.00380201844909,,,,
NGC3521,,5.84,8.87,False,208.0,251.99182149426994,251.99182149426994,21.149914179937472,,,,
NGC3521,,6.01,8.87,False,212.0,249.21392778093283,249.21392778093283,17.553739519307943,,,,
NGC3521,,6.19,8.87,False,213.0,246.64670522834882,246.64670522834882,15.79657522457691,,,,
NGC3521,,6.35,8.87,False,216.0,244.3689607949422,244.3689607949422,13.13377814580658,,,,
NGC3521,,6.64,8.87,False,210.0,239.98618564409077,239.98618564409077,14.279136020995603,,,,
NGC3521,,8.82,8.87,False,210.0,212.5465205549129,212.5465205549129,1.2126288356728039,,,,
NGC3521,,11.07,8.87,True,210.0,193.00216605002134,193.00216605002134,8.094206642846979,,,,
NGC3521,,13.32,8.87,True,206.0,178.05134905414224,178.05134905414224,13.567306284396972,,,,
NGC3521,,15.49,8.87,True,206.0,165.6500172049493,165.6500172049493,19.58737028885956,,,,
NGC3521,,17.74,8.87,True,206.0,153.31091709333683,153.31091709333683,25.577224711972413,,,,
NGC3726,,3.5,16.26,False,102.0,138.23,138.23,35.519607843137244,,,,
NGC3726,,5.24,16.26,False,125.0,163.99,163.99,31.192000000000007,,,,
NGC3726,,6.98,16.26,False,145.0,178.16548515355043,178.16548515355043,22.87274838175892,,,,
NGC3726,,8.72,16.26,False,164.0,184.26608695036643,184.26608695036643,12.357370091686848,,,,
NGC3726,,10.47,16.26,False,162.0,176.4495451963535,176.4495451963535,8.919472343428094,,,,
NGC3726,,12.19,16.26,False,160.0,170.53689395553093,170.53689395553093,6.585558722206829,,,,
NGC3726,,13.94,16.26,False,156.0,166.03960551627435,166.03960551627435,6.4356445617143265,,,,
NGC3726,,16.03,16.26,False,146.0,157.25697758764156,157.25697758764156,7.710258621672301,,,,
NGC3726,,22.3,16.26,True,158.0,133.22339509260377,133.22339509260377,15.681395511010273,,,,
NGC3726,,27.52,16.26,True,168.0,117.52012125589388,117.52012125589388,30.047546871491736,,,,
NGC3726,,30.08,16.26,True,169.0,111.57756046804393,111.57756046804393,33.97777487097992,,,,
NGC3726,,32.52,16.26,True,167.0,106.9018287963307,106.9018287963307,35.98692886447263,,,,
NGC3741,,0.23,3.5,False,13.1,11.855905701379376,11.855905701379376,9.496903042905526,,,,
NGC3741,,0.47,3.5,False,17.3,14.670272662769428,14.670272662769428,15.200736053355914,,,,
NGC3741,,0.7,3.5,False,23.6,14.647337642042666,14.647337642042666,37.935009991344636,,,,
NGC3741,,0.93,3.5,False,26.2,14.253592529604598,14.253592529604598,45.596975077845045,,,,
NGC3741,,1.17,3.5,False,27.4,13.660179354605853,13.660179354605853,50.145330822606375,,,,
NGC3741,,1.4,3.5,False,26.9,13.13864528785217,13.13864528785217,51.157452461516094,,,,
NGC3741,,1.64,3.5,False,27.4,12.815030237966667,12.815030237966667,53.229816649756685,,,,
NGC3741,,1.87,3.5,False,31.0,12.514415687518136,12.514415687518136,59.63091713703827,,,,
NGC3741,,2.1,3.5,False,32.5,12.28639084515872,12.28639084515872,62.1957204764347,,,,
NGC3741,,2.33,3.5,False,33.0,12.42145321610962,12.42145321610962,62.359232678455705,,,,
NGC3741,,2.57,3.5,False,36.5,12.700744072691176,12.700744072691176,65.2034408967365,,,,
NGC3741,,2.8,3.5,False,38.9,13.079097828214298,13.079097828214298,66.37764054443625,,,,
NGC3741,,3.26,3.5,False,41.5,13.46596079008104,13.46596079008104,67.5519017106481,,,,
NGC3741,,3.73,3.5,True,42.7,13.656430719628025,13.656430719628025,68.017726651925,,,,
NGC3741,,4.21,3.5,True,44.7,14.191166266378533,14.191166266378533,68.2524244600033,,,,
NGC3741,,4.67,3.5,True,46.7,14.474480992422492,14.474480992422492,69.00539402050858,,,,
NGC3741,,5.14,3.5,True,48.5,14.680776546218526,14.680776546218526,69.73035763666283,,,,
NGC3741,,5.61,3.5,True,50.0,14.612888147111782,14.612888147111782,70.77422370577644,,,,
NGC3741,,6.07,3.5,True,50.2,14.46167694287215,14.46167694287215,71.19187859985627,,,,
NGC3741,,6.54,3.5,True,50.1,14.21290258884511,14.21290258884511,71.63093295639699,,,,
NGC3741,,7.0,3.5,True,51.6,13.967648334633859,13.967648334633859,72.93091408016694,,,,
NGC3769,,1.74,18.58,False,87.5,126.78499674646051,126.78499674646051,44.89713913881201,,,,
NGC3769,,3.5,18.58,False,106.0,137.9797380052593,137.9797380052593,30.169564155904993,,,,
NGC3769,,5.24,18.58,False,116.0,127.15870477478134,127.15870477478134,9.619573081708053,,,,
NGC3769,,6.98,18.58,False,125.0,115.2906943339314,115.2906943339314,7.7674445328548805,,,,
NGC3769,,8.72,18.58,False,126.0,105.31830800008136,105.31830800008136,16.414041269776696,,,,
NGC3769,,10.47,18.58,False,123.0,97.0566401643906,97.0566401643906,21.092162467975122,,,,
NGC3769,,12.31,18.58,False,118.0,90.09078532236246,90.09078532236246,23.65187684545554,,,,
NGC3769,,14.52,18.58,False,115.0,83.48831055902377,83.48831055902377,27.40146907910976,,,,
NGC3769,,17.07,18.58,False,122.0,78.40565285743114,78.40565285743114,35.73307142833514,,,,
NGC3769,,31.82,18.58,True,121.0,60.845069644137965,60.845069644137965,49.71481847591904,,,,
NGC3769,,34.61,18.58,True,118.0,58.41294120312724,58.41294120312724,50.49750745497692,,,,
NGC3769,,37.16,18.58,True,113.0,56.41123469664531,56.41123469664531,50.078553365800616,,,,
NGC3877,,0.87,5.675,False,37.8,101.87,101.87,169.49735449735454,,,,
NGC3877,,1.74,5.675,False,80.1,114.98,114.98,43.545568039950076,,,,
NGC3877,,2.61,5.675,False,121.0,122.0,122.0,0.8264462809917356,,,,
NGC3877,,3.5,5.675,False,142.0,133.02219062998475,133.02219062998475,6.322400964799472,,,,
NGC3877,,4.37,5.675,False,153.0,144.6624941026526,144.6624941026526,5.449350259704182,,,,
NGC3877,,5.24,5.675,False,160.0,160.93874393694017,160.93874393694017,0.5867149605876065,,,,
NGC3877,,6.11,5.675,True,162.0,182.71027612041968,182.71027612041968,12.784121061987454,,,,
NGC3877,,6.98,5.675,True,167.0,195.19184665349113,195.19184665349113,16.88134530149169,,,,
NGC3877,,7.85,5.675,True,169.0,199.63756785735495,199.63756785735495,18.128738377133107,,,,
NGC3877,,8.72,5.675,True,171.0,202.8341009297993,202.8341009297993,18.616433292280288,,,,
NGC3877,,9.6,5.675,True,171.0,203.86472696373934,203.86472696373934,19.219138575286166,,,,
NGC3877,,10.47,5.675,True,170.0,197.38637465640835,197.38637465640835,16.109632150828443,,,,
NGC3877,,11.35,5.675,True,169.0,192.15082851759968,192.15082851759968,13.698715099171405,,,,
NGC3893,,1.74,9.525,False,145.0,202.95003744764375,202.95003744764375,39.96554306734052,,,,
NGC3893,,3.5,9.525,False,174.0,211.19050972995922,211.19050972995922,21.37385616664323,,,,
NGC3893,,5.24,9.525,False,194.0,213.28767076415832,213.28767076415832,9.942098332040372,,,,
NGC3893,,6.98,9.525,False,190.0,192.71068314963753,192.71068314963753,1.4266753419144906,,,,
NGC3893,,8.81,9.525,False,186.0,179.1193973303841,179.1193973303841,3.6992487471053286,,,,
NGC3893,,10.9,9.525,True,188.0,167.31004303388366,167.31004303388366,11.005296258572523,,,,
NGC3893,,13.12,9.525,True,187.0,154.31524390027062,154.31524390027062,17.478479197716247,,,,
NGC3893,,15.33,9.525,True,179.0,141.67806358078164,141.67806358078164,20.850243809619194,,,,
NGC3893,,17.3,9.525,True,176.0,133.5532889898261,133.5532889898261,24.117449437598815,,,,
NGC3893,,19.05,9.525,True,167.0,127.33275344545095,127.33275344545095,23.752842248232966,,,,
NGC3917,,0.87,7.43,False,24.3,35.64,35.64,46.666666666666664,,,,
NGC3917,,1.74,7.43,False,49.6,47.54,47.54,4.153225806451617,,,,
NGC3917,,2.61,7.43,False,73.6,60.47,60.47,17.839673913043473,,,,
NGC3917,,3.5,7.43,False,101.0,74.08847953629498,74.08847953629498,26.645069766044575,,,,
NGC3917,,4.37,7.43,False,107.0,86.0731694548307,86.0731694548307,19.557785556232986,,,,
NGC3917,,5.24,7.43,False,115.0,97.28408400144393,97.28408400144393,15.405144346570495,,,,
NGC3917,,6.11,7.43,False,123.0,105.04850308309966,105.04850308309966,14.594712940569382,,,,
NGC3917,,6.98,7.43,False,130.0,109.04986198982556,109.04986198982556,16.115490777057264,,,,
NGC3917,,7.85,7.43,True,134.0,111.3441242275496,111.3441242275496,16.907369979440595,,,,
NGC3917,,8.72,7.43,True,136.0,110.78013043863056,110.78013043863056,18.544021736301058,,,,
NGC3917,,9.6,7.43,True,137.0,111.17184625614527,111.17184625614527,18.85266696631732,,,,
NGC3917,,10.47,7.43,True,136.0,110.08461927081366,110.08461927081366,19.055427006754663,,,,
NGC3917,,11.35,7.43,True,137.0,108.24236231716306,108.24236231716306,20.990976410829887,,,,
NGC3917,,12.19,7.43,True,137.0,105.81480661986771,105.81480661986771,22.76291487600897,,,,
NGC3917,,13.12,7.43,True,137.0,101.70230479197608,101.70230479197608,25.764741027754688,,,,
NGC3917,,13.94,7.43,True,138.0,98.39248802627161,98.39248802627161,28.701095633136514,,,,
NGC3917,,14.86,7.43,True,137.0,93.92352474220715,93.92352474220715,31.44268266992179,,,,
NGC3949,,1.74,3.535,False,123.0,160.46363077034,160.46363077034,30.458236398650396,,,,
NGC3949,,2.61,3.535,False,145.0,185.50582201106252,185.50582201106252,27.935049662801738,,,,
NGC3949,,3.5,3.535,False,152.0,201.16262202506704,201.16262202506704,32.34383027964937,,,,
NGC3949,,4.37,3.535,True,157.0,191.07392182084925,191.07392182084925,21.703134917738375,,,,
NGC3949,,5.24,3.535,True,161.0,182.61865895904504,182.61865895904504,13.427738483878903,,,,
NGC3949,,6.11,3.535,True,165.0,171.51649162689867,171.51649162689867,3.949388864787073,,,,
NGC3949,,7.07,3.535,True,169.0,162.0689979607451,162.0689979607451,4.101184638612371,,,,
NGC3953,,3.5,7.84,False,181.0,204.12,204.12,12.773480662983427,,,,
NGC3953,,5.24,7.84,False,203.0,218.93,218.93,7.847290640394092,,,,
NGC3953,,6.98,7.84,False,216.0,229.11,229.11,6.069444444444451,,,,
NGC3953,,8.72,7.84,True,223.0,244.44795356067107,244.44795356067107,9.61791639491976,,,,
NGC3953,,10.47,7.84,True,224.0,248.20218371319783,248.20218371319783,10.804546300534744,,,,
NGC3953,,12.19,7.84,True,223.0,244.55126251974247,244.55126251974247,9.664243282395725,,,,
NGC3953,,13.94,7.84,True,224.0,236.27130591758282,236.27130591758282,5.478261570349474,,,,
NGC3953,,15.68,7.84,True,215.0,221.95086753603826,221.95086753603826,3.232961644668958,,,,
NGC3972,,0.87,4.36,False,39.6,48.19,48.19,21.691919191919183,,,,
NGC3972,,1.74,4.36,False,73.0,61.47667037177599,61.47667037177599,15.785383052361661,,,,
NGC3972,,2.61,4.36,False,89.4,74.58906756355117,74.58906756355117,16.567038519517716,,,,
NGC3972,,3.5,4.36,False,102.0,84.6387293146583,84.6387293146583,17.020853613080092,,,,
NGC3972,,4.37,4.36,True,110.0,89.74743673219866,89.74743673219866,18.41142115254667,,,,
NGC3972,,5.24,4.36,True,116.0,101.51681486335158,101.51681486335158,12.485504428145187,,,,
NGC3972,,6.11,4.36,True,123.0,109.26379089158493,109.26379089158493,11.167649681638267,,,,
NGC3972,,6.98,4.36,True,130.0,106.4420762668598,106.4420762668598,18.121479794723232,,,,
NGC3972,,7.85,4.36,True,134.0,101.80751445743088,101.80751445743088,24.024242942215757,,,,
NGC3972,,8.72,4.36,True,134.0,97.17928277158666,97.17928277158666,27.47814718538309,,,,
NGC3992,,9.19,23.01,False,248.0,218.11,218.11,12.052419354838705,,,,
NGC3992,,13.79,23.01,False,264.0,246.72749036132961,246.72749036132961,6.542617287375146,,,,
NGC3992,,18.35,23.01,False,272.0,245.20560719526785,245.20560719526785,9.850879707622116,,,,
NGC3992,,22.94,23.01,False,271.0,236.47687117348283,236.47687117348283,12.73916192860412,,,,
NGC3992,,27.52,23.01,True,264.0,213.45875151888245,213.45875151888245,19.144412303453617,,,,
NGC3992,,32.11,23.01,True,242.0,193.64141628277767,193.64141628277767,19.982885833562946,,,,
NGC3992,,36.7,23.01,True,244.0,179.44411414142286,179.44411414142286,26.457330269908663,,,,
NGC3992,,41.44,23.01,True,241.0,167.37552748236521,167.37552748236521,30.54957365876962,,,,
NGC3992,,46.02,23.01,True,237.0,157.69426432181987,157.69426432181987,33.462335729189924,,,,
NGC4010,,0.87,5.235,False,39.3,32.75,32.75,16.66666666666666,,,,
NGC4010,,1.74,5.235,False,54.6,63.957868945111045,63.957868945111045,17.13895411192499,,,,
NGC4010,,2.61,5.235,False,65.5,84.18683982666175,84.18683982666175,28.529526452918706,,,,
NGC4010,,3.5,5.235,False,83.9,95.08020719371618,95.08020719371618,13.325634319089595,,,,
NGC4010,,4.37,5.235,False,94.3,99.52326813363797,99.52326813363797,5.538990597707289,,,,
NGC4010,,5.24,5.235,True,104.0,100.64390542899257,100.64390542899257,3.2270140105840692,,,,
NGC4010,,6.11,5.235,True,115.0,101.9057628399886,101.9057628399886,11.386293182618612,,,,
NGC4010,,6.98,5.235,True,127.0,103.40600466123811,103.40600466123811,18.577949085639283,,,,
NGC4010,,7.85,5.235,True,129.0,104.68091755425151,104.68091755425151,18.852001895929064,,,,
NGC4010,,8.72,5.235,True,127.0,103.32310196659797,103.32310196659797,18.643226797954352,,,,
NGC4010,,9.6,5.235,True,124.0,99.93100469824168,99.93100469824168,19.410480082063163,,,,
NGC4010,,10.47,5.235,True,122.0,96.31905989989728,96.31905989989728,21.049950901723538,,,,
NGC4013,,5.49,15.505,False,198.0,215.85462932260685,215.85462932260685,9.017489556872148,,,,
NGC4013,,6.17,15.505,False,195.0,222.74844466348134,222.74844466348134,14.229971622298121,,,,
NGC4013,,6.92,15.505,False,194.0,226.13797160140976,226.13797160140976,16.56596474299472,,,,
NGC4013,,7.69,15.505,False,195.0,227.14213831871882,227.14213831871882,16.48314785575324,,,,
NGC4013,,8.36,15.505,False,195.0,225.69941005682756,225.69941005682756,15.743287208629518,,,,
NGC4013,,9.12,15.505,False,195.0,221.78880832900472,221.78880832900472,13.737850425130627,,,,
NGC4013,,9.88,15.505,False,192.0,213.98334327699433,213.98334327699433,11.449657956767881,,,,
NGC4013,,10.56,15.505,False,188.0,203.82179324105653,203.82179324105653,8.415847468647089,,,,
NGC4013,,11.31,15.505,False,186.0,193.8722992074938,193.8722992074938,4.232418928760105,,,,
NGC4013,,12.08,15.505,False,186.0,185.08774702826764,185.08774702826764,0.49045858695288025,,,,
NGC4013,,12.77,15.505,False,186.0,178.37381814604964,178.37381814604964,4.100097770941052,,,,
NGC4013,,13.47,15.505,False,185.0,172.65772760001215,172.65772760001215,6.6714985945880265,,,,
NGC4013,,14.17,15.505,False,180.0,167.52490949109625,167.52490949109625,6.93060583827986,,,,
NGC4013,,14.98,15.505,False,163.0,162.15571066108035,162.15571066108035,0.5179689195826082,,,,
