Galaxy,Galaxy_Type,Radius_kpc,Boundary_kpc,In_Outer_Region,Observed_Speed_km_s,Baryonic_Speed_km_s,GR_Speed_km_s,GR_Percent_Off,G_Predicted,Predicted_Speed_km_s,Model_Percent_Off,Baryonic_Mass_Msun
DDO154,,2.47,2.96,False,38.2,17.938375065763342,17.938375065763342,53.040902969205916,,,,
DDO154,,2.96,2.96,True,42.0,18.61036270468687,18.61036270468687,55.6896126078884,,,,
DDO154,,3.46,2.96,True,44.6,19.48889170784219,19.48889170784219,56.30293339048837,,,,
DDO154,,3.95,2.96,True,46.3,19.522832786253126,19.522832786253126,57.834054457336656,,,,
DDO154,,4.44,2.96,True,47.4,18.93923176900267,18.93923176900267,60.0438148333277,,,,
DDO154,,4.94,2.96,True,48.2,18.278320491773854,18.278320491773854,62.07817325358121,,,,
DDO154,,5.43,2.96,True,47.4,17.548244926487662,17.548244926487662,62.978386231038684,,,,
DDO154,,5.92,2.96,True,45.5,16.8462814888034,16.8462814888034,62.975205519113416,,,,
DDO161,,0.6,6.685,False,16.0,14.318536936433135,14.318536936433135,10.509144147292904,,,,
DDO161,,0.73,6.685,False,16.6,16.375066412079065,16.375066412079065,1.3550216139815474,,,,
DDO161,,0.85,6.685,False,18.6,17.879119105817267,17.879119105817267,3.875703732165238,,,,
DDO161,,0.98,6.685,False,20.0,19.968217246414362,19.968217246414362,0.15891376792819045,,,,
DDO161,,1.07,6.685,False,21.4,21.26249750146958,21.26249750146958,0.6425350398617761,,,,
DDO161,,1.54,6.685,False,28.9,27.1146086086449,27.1146086086449,6.177824883581655,,,,
DDO161,,2.02,6.685,False,32.9,31.18002565746218,31.18002565746218,5.227885539628624,,,,
DDO161,,2.49,6.685,False,35.2,33.63529247680181,33.63529247680181,4.445191827267597,,,,
DDO161,,2.96,6.685,False,37.6,34.90671138907245,34.90671138907245,7.163001624807321,,,,
DDO161,,3.43,6.685,False,40.6,35.32418010371932,35.32418010371932,12.994630286405615,,,,
DDO161,,3.9,6.685,False,42.7,35.80341464162322,35.80341464162322,16.151253766690356,,,,
DDO161,,4.37,6.685,False,45.5,35.96655251758222,35.96655251758222,20.952631829489622,,,,
DDO161,,4.86,6.685,False,48.9,35.986336295877635,35.986336295877635,26.40831023337907,,,,
DDO161,,5.34,6.685,False,51.5,35.891951744088814,35.891951744088814,30.306889817303272,,,,
DDO161,,5.81,6.685,False,53.0,35.67475437897225,35.67475437897225,32.68914268118443,,,,
DDO161,,6.28,6.685,False,55.0,35.70686208559918,35.70686208559918,35.07843257163786,,,,
DDO161,,6.75,6.685,True,57.6,35.760271251767655,35.760271251767655,37.916195743458935,,,,
DDO161,,7.22,6.685,True,59.7,35.96768549684563,35.96768549684563,39.75262060829878,,,,
DDO161,,7.69,6.685,True,60.5,36.35770069737634,36.35770069737634,39.90462694648539,,,,
DDO161,,8.16,6.685,True,61.8,36.796836820574676,36.796836820574676,40.45819284696655,,,,
DDO161,,8.64,6.685,True,62.9,37.021216889778216,37.021216889778216,41.142739443913804,,,,
DDO161,,9.11,6.685,True,63.0,37.29874662773536,37.29874662773536,40.79564027343593,,,,
DDO161,,9.58,6.685,True,64.5,37.20884303495609,37.20884303495609,42.31187126363397,,,,
DDO161,,10.05,6.685,True,65.6,37.007901858927376,37.007901858927376,43.585515458952166,,,,
DDO161,,10.52,6.685,True,67.5,36.29888428037424,36.29888428037424,46.22387514018631,,,,
DDO161,,10.99,6.685,True,66.8,35.472186287287116,35.472186287287116,46.89792471963006,,,,
DDO161,,11.46,6.685,True,66.8,34.518524012477705,34.518524012477705,48.325562855572294,,,,
DDO161,,11.94,6.685,True,66.6,33.57783346197309,33.57783346197309,49.582832639680035,,,,
DDO161,,12.41,6.685,True,66.8,32.650298620380184,32.650298620380184,51.12230745452068,,,,
DDO161,,12.9,6.685,True,66.3,31.86244968611171,31.86244968611171,51.94200650661884,,,,
DDO161,,13.37,6.685,True,66.1,30.952935240458213,30.952935240458213,53.17256393274097,,,,
DDO168,,0.41,2.06,False,15.0,13.301372109673498,13.301372109673498,11.324185935510018,,,,
DDO168,,0.82,2.06,False,23.4,22.071746645881923,22.071746645881923,5.676296385119981,,,,
DDO168,,1.24,2.06,False,29.2,25.138022993067693,25.138022993067693,13.910880160727077,,,,
DDO168,,1.64,2.06,False,36.2,25.762765767673315,25.762765767673315,28.832138763333386,,,,
DDO168,,2.06,2.06,True,44.0,27.735754902291735,27.735754902291735,36.96419340388242,,,,
DDO168,,2.47,2.06,True,52.1,28.32203735609428,28.32203735609428,45.63908376949274,,,,
DDO168,,2.89,2.06,True,52.9,28.554554803043242,28.554554803043242,46.02163553299954,,,,
DDO168,,3.3,2.06,True,54.8,28.506204587773517,28.506204587773517,47.98137848946438,,,,
DDO168,,3.71,2.06,True,55.0,28.488123841348344,28.488123841348344,48.20341119754847,,,,
DDO168,,4.12,2.06,True,52.0,28.01935937882949,28.01935937882949,46.11661657917406,,,,
DDO170,,1.87,6.165,False,27.7,20.154862936770375,20.154862936770375,27.238761961117778,,,,
DDO170,,3.36,6.165,False,42.4,24.84285410334328,24.84285410334328,41.40836296381301,,,,
DDO170,,4.86,6.165,False,52.5,28.66272317837229,28.66272317837229,45.4043368031004,,,,
DDO170,,6.35,6.165,True,55.6,31.195207965326983,31.195207965326983,43.89351085372845,,,,
DDO170,,7.85,6.165,True,58.6,32.79981249946408,32.79981249946408,44.02762372105106,,,,
DDO170,,9.34,6.165,True,59.0,32.63231680405178,32.63231680405178,44.69098846770884,,,,
DDO170,,10.83,6.165,True,60.0,31.212744192076414,31.212744192076414,47.97875967987264,,,,
DDO170,,12.33,6.165,True,62.2,29.074217100379503,29.074217100379503,53.2568856907082,,,,
ESO079-G014,,0.41,8.335,False,33.2,29.034231520741166,29.034231520741166,12.547495419454329,,,,
ESO079-G014,,0.98,8.335,False,50.4,47.803850263341765,47.803850263341765,5.151090747337765,,,,
ESO079-G014,,1.78,8.335,False,53.9,62.455829191517424,62.455829191517424,15.87352354641452,,,,
ESO079-G014,,2.69,8.335,False,67.6,75.96270729772604,75.96270729772604,12.370868783618414,,,,
ESO079-G014,,3.36,8.335,False,81.7,82.7209556279423,82.7209556279423,1.249639691483843,,,,
ESO079-G014,,4.39,8.335,False,102.0,87.36533065238179,87.36533065238179,14.347715046684524,,,,
ESO079-G014,,5.65,8.335,False,116.0,92.71797506416974,92.71797506416974,20.070711151577814,,,,
ESO079-G014,,6.34,8.335,False,132.0,96.73140389759676,96.73140389759676,26.71863341091154,,,,
ESO079-G014,,6.89,8.335,False,137.0,101.22834484471234,101.22834484471234,26.11069719364063,,,,
ESO079-G014,,8.34,8.335,True,154.0,115.10685904845114,115.10685904845114,25.255286332174585,,,,
ESO079-G014,,10.04,8.335,True,163.0,130.9806523880531,130.9806523880531,19.643771541071715,,,,
ESO079-G014,,11.65,8.335,True,170.0,136.90796397580382,136.90796397580382,19.46590354364481,,,,
ESO079-G014,,13.36,8.335,True,175.0,137.8288072211321,137.8288072211321,21.24068158792451,,,,
ESO079-G014,,15.06,8.335,True,177.0,134.42007476563907,134.42007476563907,24.05645493466719,,,,
ESO079-G014,,16.67,8.335,True,178.0,130.66190339957552,130.66190339957552,26.594436292373302,,,,
ESO116-G012,,0.25,4.93,False,20.9,17.33,17.33,17.081339712918663,,,,
ESO116-G012,,0.83,4.93,False,40.0,34.96,34.96,12.599999999999998,,,,
ESO116-G012,,1.38,4.93,False,51.5,51.34,51.34,0.3106796116504788,,,,
ESO116-G012,,1.85,4.93,False,67.9,61.93297183245771,61.93297183245771,8.787964900651392,,,,
ESO116-G012,,2.68,4.93,False,80.2,61.776141834854016,61.776141834854016,22.972391727114697,,,,
ESO116-G012,,3.19,4.93,False,83.3,65.33506944972203,65.33506944972203,21.566543277644623,,,,
ESO116-G012,,3.68,4.93,False,91.4,68.19718249312064,68.19718249312064,25.38601477776736,,,,
ESO116-G012,,4.13,4.93,False,102.0,69.97198367918405,69.97198367918405,31.40001600079995,,,,
ESO116-G012,,5.23,4.93,True,105.0,69.42425584765024,69.42425584765024,33.88166109747596,,,,
ESO116-G012,,6.05,4.93,True,109.0,65.99247305564477,65.99247305564477,39.45644673794058,,,,
ESO116-G012,,6.81,4.93,True,108.0,62.639955300111765,62.639955300111765,42.0000413887854,,,,
ESO116-G012,,7.56,4.93,True,109.0,61.778006604292436,61.778006604292436,43.32292972083263,,,,
