R_kpc,g_phi_R,g_N_R,g_tot_R
0.0,6723.362356341815,0.0,6723.362356341815
7.086614173228346,5807.110175164332,0.0,5807.110175164332
14.173228346456693,4380.45469963644,1623.190322260737,6003.645021897177
21.259842519685037,4788.3802682836285,1503.9423014033339,6292.322569686962
28.346456692913385,4414.361817894866,1331.3543172729544,5745.7161351678205
35.43307086614173,3694.243522858316,1171.567753483296,4865.811276341612
42.519685039370074,3843.276067686949,1106.068786823236,4949.344854510185
49.60629921259842,4276.716748909366,1060.7317383405461,5337.448487249912
56.69291338582677,4229.842788917143,1038.499203111838,5268.341992028981
63.77952755905512,4891.834880111181,1034.1000848226404,5925.934964933821
70.86614173228347,4802.468598976116,1021.8751379821839,5824.3437369583
77.95275590551181,5069.576485486061,1018.8311479133492,6088.40763339941
85.03937007874015,5357.861707777287,1005.4453625149665,6363.307070292253
92.1259842519685,5126.458681492034,998.902358337314,6125.361039829348
99.21259842519684,4966.739558157439,983.9023720196782,5950.6419301771175
106.2992125984252,5379.702343275009,976.4177486092793,6356.120091884289
113.38582677165354,5364.199695217538,963.2285127819886,6327.428207999526
120.47244094488188,5469.528390906818,949.5655705185603,6419.0939614253775
127.55905511811024,5671.247625621645,933.5119710193427,6604.759596640988
134.64566929133858,5767.190059807823,923.1159738617781,6690.306033669601
141.73228346456693,5548.247018988374,913.4321870048855,6461.6792059932595
148.81889763779526,5504.3969357378255,904.0508995333602,6408.447835271186
155.90551181102362,5550.5178898121685,894.856765407548,6445.374655219716
162.99212598425197,5667.045142137611,885.7196890639162,6552.764831201527
170.0787401574803,5684.6795564487475,878.0845806223768,6562.764137071124
177.16535433070865,5782.267194091869,870.6290898226358,6652.896283914505
184.251968503937,5830.5402332635485,868.256473753926,6698.796707017475
191.33858267716536,5771.866853383028,863.8808026607961,6635.747656043824
198.4251968503937,5805.507514849567,858.6549091809336,6664.162424030501
205.51181102362204,5827.126902711049,852.0829874625249,6679.209890173574
212.5984251968504,5614.171330757973,844.298493733529,6458.469824491502
219.68503937007873,5632.211977262033,835.7100116326596,6467.921988894692
226.77165354330708,5756.667700208545,829.1218539265051,6585.78955413505
233.85826771653544,5915.802702571601,822.662376211897,6738.465078783498
240.94488188976376,5912.59971471615,815.7666593778868,6728.3663740940365
248.03149606299212,5981.823956783152,808.4756450243297,6790.299601807482
255.11811023622047,5827.6320624906675,801.0867757096761,6628.718838200343
262.20472440944883,5863.292119626108,793.7723598486369,6657.064479474745
269.29133858267716,5821.422025671049,786.8327839737235,6608.254809644772
276.3779527559055,5747.909644079423,781.441632405672,6529.351276485095
