r_kpc,C
101.615,1.0079387987297492
95.06,1.0069613996610036
88.505,1.0060456424667887
81.94999999999999,1.0051922362759955
75.39,1.0044012668444637
68.835,1.003674558762337
62.28,1.0030120563137337
55.725,1.0024142824998459
49.17,1.001881711028334
42.60999999999999,1.0014144343529283
36.055,1.0010135374239444
29.5,1.0006789595865935
22.945,1.0004109689819014
16.39,1.0002097807752341
9.835,1.0000755567251682
3.28,1.0000084048587143
391.15,1.0964682510409725
375.81,1.0903911687549535
360.47,1.084382454245581
345.135,1.078458251436352
329.79999999999995,1.072631331860799
314.46000000000004,1.0669150675282078
299.12,1.0613270142080302
283.78000000000003,1.055883146262867
268.44,1.0505996897731236
253.1,1.0454930300574976
237.76,1.0405796106437928
222.42,1.03587582440296
207.08,1.0313978977792733
191.74,1.0271617692696144
176.4,1.0231829635180134
161.05999999999997,1.0194764625903485
145.72000000000003,1.0160565761705933
130.38,1.0129368125663611
115.045,1.0101306152399523
99.71,1.0076484384864592
84.37,1.00549999662666
69.03,1.0036952531997532
53.690000000000005,1.0022419459072383
38.35,1.0011463675959116
23.01,1.0004132987887218
7.67,1.0000459558538557
480.495,1.1325536541097287
451.37,1.120733942899546
422.25,1.108943014977559
393.13,1.0972569152894067
364.01,1.085762276687581
334.89000000000004,1.074553690391681
305.77,1.0637327149914966
276.65000000000003,1.053406462164531
247.53,1.0436857449432648
218.41,1.034682801360025
189.29,1.0265086388370854
160.165,1.0192689238111874
131.04,1.0130646886549253
101.92,1.0079857649654298
72.8,1.0041064941221742
43.68,1.0014861495504064
14.56,1.000165565158197
265.165,1.0494940462679834
256.75000000000006,1.0466912043662138
248.33,1.0439437222825036
239.91000000000005,1.0412560005376286
231.49,1.0386307501367122
223.075,1.0360721689178558
214.66000000000005,1.033581352343194
206.24,1.0311595313710722
197.82,1.0288108269419403
189.4,1.0265378214312537
180.985,1.0243443322320207
172.57,1.0222314692114995
164.15,1.0202004764341797
155.73,1.0182549988564735
147.31,1.016397331386716
138.89499999999998,1.014630714662141
130.48,1.0129561505363311
122.06,1.0113747705431955
113.64,1.0098895479488545
105.22,1.0085023324461089
96.805,1.0072156017307123
88.39,1.0060301310774318
79.97,1.0049468196013025
71.55,1.003967794551025
63.135,1.0030948095535446
54.720000000000006,1.0023283865040378
46.3,1.001669166911848
37.88,1.0011185035398973
29.46,1.000677122080366
21.045,1.0003457701151148
12.63,1.0001245915242911
4.21,1.0000138465696593
670.27,1.2062230782501853
651.39,1.1993354181773102
632.51,1.1923280756022674
613.63,1.185207231742253
594.75,1.1779801506210108
575.87,1.170655256867009
556.99,1.1632422118328098
538.11,1.155751986521271
519.23,1.1481969295751804
500.345,1.1405888085842197
481.46,1.1329449067478619
462.58,1.1252840770008228
443.7,1.1176226671562213
424.82,1.1099806119363345
405.94,1.102379403202588
387.06,1.0948420576059752
368.18,1.0873930591985574
349.3,1.0800582745258533
330.42,1.0728648380471837
311.54,1.0658410061931212
292.655,1.0590142004593817
273.77000000000004,1.0524162609606689
254.89,1.0460792745501835
236.01,1.0400320989260967
217.13,1.0343052826725392
198.25,1.0289289601870446
179.37,1.023932505716069
160.48999999999998,1.0193441740369213
141.61,1.0151907348254048
122.73,1.011497108584436
103.845,1.0082852279741084
84.96000000000001,1.005576327722363
66.08,1.0033882626968027
47.2,1.0017344623366062
28.32,1.0006257957777631
9.44,1.0000696103074609
469.065,1.1279164840080222
460.455,1.1244214360509879
451.85,1.120928725274606
443.245,1.1174381860620752
434.635,1.1139497255472222
426.03,1.110469395031432
417.425,1.1069972328130178
408.815,1.10353336232711
400.21,1.1000840044044442
391.605,1.0966494049377289
382.995,1.0932299067111806
374.39,1.089831866392233
365.785,1.0864557358813636
357.175,1.0831020747479756
348.57000000000005,1.0797773330146616
339.96500000000003,1.076482160924086
331.355,1.0732173258501156
322.75,1.0699893194417487
314.145,1.0667989758857446
305.535,1.0636472543414075
296.93,1.060540626980195
288.325,1.057480090391848
279.715,1.0544667721120065
271.11,1.0515070546494614
262.505,1.048602068229552
253.895,1.0457530779673578
245.29,1.0429662982401406
236.685,1.0402429572350067
228.075,1.0375844198911064
219.47,1.0349966470620813
210.865,1.0324809230961856
202.255,1.0300386689495955
193.65,1.0276755015862002
185.045,1.02539271485391
176.435,1.0231917372681483
167.83,1.0210777490809677
159.225,1.0190520038556887
150.615,1.017115886426865
142.01,1.0152740480701403
133.405,1.0135276513059392
124.795,1.011877985525393
116.19,1.010329084698995
107.585,1.008881971019858
98.975,1.0075377886765993
90.37,1.00629987350096
81.765,1.005169062138862
73.155,1.0041463084441036
64.55,1.003234180285809
55.94499999999999,1.0024332901504607
47.335,1.0017443635743657
38.73,1.0011691448712674
30.125,1.0007079926532887
21.515,1.000361375521089
12.91,1.00013017555295
4.305,1.0000144785065148
637.23,1.1940908113484476
617.6250000000001,1.1867231224844828
598.015,1.1792372069044228
578.4050000000001,1.171644112333292
558.8,1.1639564191800906
539.195,1.1561843167090007
519.5849999999999,1.1483395033989412
499.98,1.1404413583943722
480.375,1.1325049975641792
460.765,1.1245472796487805
441.16,1.1165929676237434
421.555,1.1086625566294124
401.945,1.1007783738945154
382.335,1.0929685584181956
362.73,1.0852628616340834
343.125,1.0776886391954639
323.515,1.0702748102616417
303.91,1.063057188849794
284.305,1.0560669005281702
264.695,1.0493360443445143
245.085,1.042900669961271
225.48,1.03679660981624
205.875,1.0310561821484034
186.265,1.025711371961694
166.66,1.020797074231808
147.05499999999998,1.0163424654220214
127.445,1.0123751774355347
107.84,1.008923373031706
88.23500000000001,1.0060092547948891
68.62499999999999,1.0036523359931477
49.015,1.001869910481632
29.41,1.0006748286847051
9.805,1.000075096551353
248.21,1.0439049912329839
243.095,1.042265474572016
237.98,1.0406486342504042
232.86,1.0390535308594895
227.74,1.0374823625619922
222.625,1.035937231522524
217.51,1.0344171907818072
212.39,1.032921387970319
207.27,1.0314519146431154
202.15,1.0300093595331428
197.035,1.0285956745463278
191.92,1.0272100140020537
186.8,1.0258516356577587
181.68,1.0245224729270466
176.56,1.0232230836616951
171.44500000000002,1.021955242276685
166.33,1.0207182053748398
161.21,1.0195113411841028
156.09,1.0183363975690485
150.975,1.017194987822757
145.86,1.0160864504999154
140.74,1.0150102417500015
135.62,1.0139679419609386
130.5,1.0129600197251192
125.385,1.0119878642572568
120.26999999999998,1.0110509161751529
115.15,1.0101487403117035
110.03,1.0092826854407633
104.915,1.0084539448628487
99.8,1.0076620402694294
94.68,1.0069066221106833
89.56,1.0061888377685424
84.43999999999998,1.0055090262762885
79.325,1.0048681178081484
74.21,1.004265734563099
69.09000000000002,1.003701632148572
63.97,1.0031766889495146
58.855,1.0026916125097693
53.74,1.0022461048080717
48.62,1.0018400040723086
43.5,1.0014739623355788
38.38,1.0011481577119925
33.265,1.000863008034586
28.15,1.00061831450574
23.03,1.0004140169739137
17.91,1.0002504745402463
12.795000000000002,1.000127867311068
7.6800000000000015,1.0000460757536584
2.56,1.0000051199475717
489.99,1.13640090531216
484.205,1.1340575678004798
475.6350000000001,1.1305825271322663
467.065,1.127104694325985
458.495,1.1236257923544901
449.925,1.1201476108016604
441.355,1.1166720058780846
432.785,1.1132009002601941
424.215,1.1097362827417134
415.645,1.1062802076864067
407.075,1.102834794271282
398.505,1.0994022255096882
389.93500000000006,1.0959847470441102
381.365,1.0925846656989293
372.795,1.0892043477839919
364.225,1.0858462171405
355.655,1.0825127529215366
347.085,1.0792064871004408
338.515,1.0759300017012705
329.94500000000005,1.0726859257467347
321.37499999999994,1.0694769319202395
312.805,1.0663057329400618
304.235,1.0631750776451667
295.665,1.0600877467937715
287.095,1.0570465485774736
278.52500000000003,1.0540543138555514
269.955,1.0511138911159328
261.385,1.0482281411712866
252.815,1.0453999316007103
244.245,1.042632130949558
235.675,1.0399276027020443
227.105,1.0372891990433781
218.535,1.0347197544302742
209.965,1.032222078990775
201.395,1.0297989517763289
192.825,1.027453113891038
184.255,1.0251872615248314
175.68499999999997,1.0230040389190664
167.115,1.0209060312946547
158.545,1.0188957577742308
149.975,1.0169756643311285
141.405,1.015148116798954
132.83499999999998,1.0134153939763437
124.265,1.011779680862048
115.695,1.0102430620557623
107.125,1.0088075153601381
98.555,1.0074749056191294
89.98500000000001,1.0062469788272446
81.415,1.0051253565434122
72.845,1.004111530641981
64.275,1.0032068584319178
55.705000000000005,1.0024125581734955
47.135,1.0017297050197356
38.565000000000005,1.0011592274075691
29.995,1.0007019039211322
21.425,1.0003583606468567
12.855,1.000129069037046
4.285,1.0000143442955018
135.62,1.0139679419609386
130.5,1.0129600197251192
125.385,1.0119878642572568
120.26999999999998,1.0110509161751529
115.15,1.0101487403117035
110.03,1.0092826854407633
104.915,1.0084539448628487
99.8,1.0076620402694294
94.68,1.0069066221106833
89.56,1.0061888377685424
84.43999999999998,1.0055090262762885
79.325,1.0048681178081484
74.21,1.004265734563099
69.09000000000002,1.003701632148572
63.97,1.0031766889495146
58.855,1.0026916125097693
53.74,1.0022461048080717
48.62,1.0018400040723086
43.5,1.0014739623355788
38.38,1.0011481577119925
33.265,1.000863008034586
28.15,1.00061831450574
23.03,1.0004140169739137
17.91,1.0002504745402463
12.795000000000002,1.000127867311068
7.6800000000000015,1.0000460757536584
2.56,1.0000051199475717
1081.1,1.3230849005444956
1062.95,1.3191950146483185
1044.8,1.3152005665211433
1026.6,1.3110876841472978
1008.4300000000002,1.30687186885514
990.275,1.3025476993457419
972.105,1.2981057436732613
953.935,1.2935473194333964
935.765,1.2888703165823983
917.59,1.2840714076864248
899.415,1.279150014169177
881.245,1.2741058607038949
863.075,1.268936127627072
844.905,1.2636395594353282
826.735,1.2582151612863557
808.5649999999999,1.252662235338786
790.395,1.2469804200595054
772.2249999999999,1.2411697325678879
754.0550000000001,1.2352306140537632
735.885,1.2291639782651775
717.715,1.2229712630120702
699.545,1.2166544845719272
681.3750000000001,1.2102162948122448
663.205,1.2036600407614582
645.0350000000001,1.1969898262640863
626.865,1.190210575246843
608.6949999999999,1.1833280960002086
590.525,1.1763491457448414
572.3549999999999,1.169281494605174
554.1850000000001,1.1621339879552286
536.015,1.1549166059366376
517.845,1.1476405187795788
499.675,1.140318136388453
481.505,1.1329631504915096
463.335,1.125590567504384
445.165,1.1182167301300439
426.995,1.1108593256215564
408.825,1.1035373785799634
390.655,1.0962712261586829
372.485,1.0890824736098093
354.315,1.081993928247645
336.14500000000004,1.075029510130931
317.975,1.0682141380857477
299.805,1.0615735901112429
281.635,1.055134337731602
263.46500000000003,1.048923354476544
245.295,1.0429678993798268
227.12500000000003,1.0372952771652124
208.955,1.0319325776197108
190.785,1.0269063975058854
172.615,1.0222425492038374
154.445,1.01796576105988
136.27499999999998,1.014099375110823
118.105,1.010665048407794
99.935,1.0076824645416624
81.765,1.005169062138862
63.595,1.0031397870256233
45.425,1.0016068744352808
27.255,1.0005796670554818
9.085,1.0000644738921936
413.605,1.105459015060122
409.275,1.1037181273634165
404.945,1.1019803730352018
400.61500000000007,1.100246037683003
396.28,1.0985134148180737
391.945,1.0967848038722545
387.61500000000007,1.0950624897428836
383.285,1.0933447778373928
378.955,1.0916319735613162
374.625,1.0899243861014882
370.295,1.0882223283571522
365.965,1.0865261168666172
361.6350000000001,1.0848360717294079
357.305,1.083152516523852
352.975,1.081475778220062
348.64,1.0798042634135134
344.30499999999995,1.0781402469275996
339.975,1.0764859721098758
335.645,1.0748398548758213
331.31500000000005,1.0732022376916384
326.985,1.0715734657940652
322.65500000000003,1.0699538870701664
318.325,1.0683438519323167
313.995,1.0667437131883883
309.665,1.0651538259071496
305.33500000000004,1.0635745472788922
301.0,1.062004431967654
296.665,1.0604456720711635
292.33500000000004,1.0589004089909144
288.00499999999994,1.057367202429957
283.675,1.0558464179337612
279.345,1.0543384222344572
275.015,1.0528435830791962
270.68499999999995,1.0513622690541677
266.355,1.049894849404357
262.025,1.0484416938491463
257.695,1.0470031723938684
253.36000000000004,1.0455780201686835
249.025,1.0441682780933825
244.695,1.0427759157085434
240.365,1.0413996672524752
236.035,1.0400399011986317
231.705,1.038696985097395
227.375,1.0373712853630577
223.045,1.0360631670579448
218.715,1.034772993673862
214.385,1.0335011269110683
210.05,1.0322464902690953
205.715,1.0310109217510066
201.385,1.0297961689399282
197.055,1.0286011479504624
192.725,1.0274262081308148
188.395,1.026271695670973
184.065,1.0251379533705236
179.735,1.0240253204058427
175.405,1.0229341320969307
171.07500000000002,1.0218647196741553
166.745,1.0208174100451743
162.41,1.01979135517836
158.075,1.0187880959404467
153.745,1.0178090630303867
149.415,1.0168533933817145
145.08499999999998,1.0159213888056184
140.755,1.0150133454113066
136.42499999999998,1.01412955338222
132.095,1.0132702967547473
127.765,1.0124358531997406
123.435,1.0116264938071349
119.105,1.010842482873963
114.77,1.0100832168376417
110.435,1.0093498666784702
106.105,1.0086434764254748
101.775,1.007963420320823
97.445,1.0073099256386524
93.115,1.0066832116756779
88.785,1.0060834895711617
84.455,1.0055109621325629
80.125,1.0049658236671344
75.795,1.0044482598197175
71.46,1.0039578979206232
67.125,1.0034955200289253
62.795,1.0030617700065505
58.465,1.0026562478785606
54.135000000000005,1.0022790937568462
49.805,1.0019304382609202
45.475,1.0016104024055918
41.145,1.0013190974965702
36.815,1.0010566250341593
32.485,1.0008230766252018
28.155,1.0006185339034144
23.82,1.0004428826745881
19.485,1.0002964376022672
15.154999999999998,1.0001793684628488
10.825,1.0000915306045102
6.494999999999999,1.00003295487859
2.165,1.0000036618677126
189.47,1.0265563991260043
184.795,1.0253276221561751
180.12,1.024123385964232
175.44,1.0229428654717294
170.76,1.0217877803153605
166.08,1.0206585430688682
161.39999999999998,1.019555560066395
156.725,1.01848036662145
152.05,1.0174321618291546
147.37,1.0164102530287706
142.69,1.0154161538055233
138.01000000000002,1.0144502342270145
133.33,1.013512856106672
128.655,1.012605327739774
123.98,1.0117269756004312
119.29999999999998,1.0108772418196472
114.62,1.010057407118669
109.94,1.0092677873047513
105.26,1.0085086880694967
100.585,1.0077811662356013
95.91,1.0070846781592762
91.23,1.0064188020617464
86.54999999999998,1.005784561969193
81.87,1.0051822088667093
77.19000000000001,1.004611982024206
72.515,1.0040746660713236
67.84000000000002,1.0035698490725256
63.16,1.0030972457994642
58.48,1.002657603801749
53.8,1.002251100507262
49.12,1.0018779003906433
44.445,1.0015384998818935
39.77,1.001232620113785
35.09,1.0009601122749672
30.41,1.0007214326439136
25.730000000000004,1.000516678736996
21.05,1.0003459343213084
16.375,1.0002093971322221
11.7,1.0001069224427919
7.0200000000000005,1.0000384973481802
2.34,1.000004277775901
584.1350000000001,1.1738732851173248
568.13,1.167626290811873
552.13,1.1613210200558866
536.125,1.154960488005825
520.12,1.1485543337873034
504.115,1.142110981490385
488.11,1.135639624183173
472.11,1.129152271385882
456.105,1.122655646953861
440.1,1.1161633654776923
424.1,1.1096898447920691
408.095,1.1032442366770168
392.09,1.0968425556089876
376.085,1.0904995523630796
360.08,1.0842307055253186
344.08,1.0780540902757156
328.075,1.0719826278549398
312.07,1.0660356057568328
296.07,1.0602326311057304
280.065,1.0545882723674143
264.06,1.0491228433180988
248.06,1.0438565945024745
232.055,1.038804900225506
216.05,1.0339880042177436
200.045,1.0294242225248684
184.04,1.0251314684807638
168.04,1.0211282994951536
152.03499999999997,1.0174288424564863
136.02999999999997,1.0140501472873837
120.03,1.0110078257697852
104.025,1.0083134973281511
88.01999999999998,1.0059803551198587
72.015,1.0040191192439647
56.01,1.002438920101138
40.01,1.0012475047566576
24.005,1.0004497825465533
8.0,1.0000499950005
698.095,1.216145123150342
681.665,1.2103199877339867
665.24,1.2044000762523652
648.8149999999999,1.1983866241199996
632.39,1.1922831673057148
615.965,1.1860938233236125
599.54,1.179823330227669
583.115,1.1734770854411865
566.685,1.1670592209170907
550.26,1.160580474195374
533.835,1.15404650187984
517.41,1.1474657056899673
500.985,1.1408473189323165
484.56,1.1342014316200042
468.135,1.1275390105034717
451.705,1.1208698840399598
435.28,1.114210869761517
418.855,1.1075735898573729
402.43,1.1009725818972411
386.00500000000005,1.0944232487064567
369.58,1.087941826498568
353.155,1.08154534088236
336.7250000000001,1.075249651517849
320.3,1.069077015081052
303.875,1.0630444968558725
287.45,1.0571715733307563
271.025,1.0514780868386446
254.6,1.0459841188649899
238.175,1.040709850275367
221.745,1.0356739155319434
205.32,1.0308992984831213
188.895,1.0264039569503505
172.47,1.0222068555104462
156.045,1.018326213957012
139.62,1.014779324721067
123.195,1.0115823722742885
106.765,1.008749452588433
90.34,1.0062957441331137
73.91499999999999,1.004232174120607
57.49,1.0025688433835565
41.065,1.0013139863941756
24.64,1.0004738704675198
8.215,1.0000527180543086
762.255,1.2379267533747893
745.505,1.2323917324639284
728.75,1.2267471570630122
711.9949999999999,1.220995980185915
695.245,1.2151417159789335
678.49,1.2091830927893525
661.735,1.203124579536777
644.985,1.1969713183524933
628.235,1.1907254004030483
611.48,1.1843894454408366
594.7249999999999,1.177970514025497
577.975,1.1714764906064628
561.22,1.1649101986705086
544.465,1.1582810751233503
527.7149999999999,1.1515994767838418
510.965,1.144872661418533
494.21,1.1381087434870365
477.455,1.1313208076074133
460.705,1.1245229227968156
443.95,1.1177240351661513
427.195,1.1109401528224727
410.445,1.1041882317718745
393.695,1.0974821264360426
376.94,1.090836666232512
360.185,1.084271555687485
343.43500000000006,1.0778072252920923
326.68,1.071459079562798
309.925,1.065248996771939
293.17499999999995,1.0591992516573907
276.425,1.0533288880426526
259.67,1.0476574721344256
242.915,1.042208188450038
226.165,1.037003951591949
209.41,1.0320628681006154
192.655,1.0274073805811579
175.905,1.0230590295306237
159.155,1.0190358935186352
142.4,1.0153554770646827
125.645,1.012036434135425
108.895,1.0090956303546192
92.14,1.0065458083281102
75.385,1.0044006882020744
58.635,1.0026716349416507
41.885,1.0013668417021122
25.13,1.00049288622503
8.375,1.0000547913584372
81.32000000000001,1.0051135246191139
79.675,1.0049107482251083
78.03,1.0047119544731216
76.39,1.0045177392025593
74.75,1.0043275016624875
73.105,1.0041406894623974
71.46,1.0039578979206232
69.82,1.0037796733219202
68.18,1.0036054627526354
66.53500000000001,1.003434762098104
64.89,1.0032681171089766
63.25,1.0031060240727663
61.605,1.0029475026890018
59.96,1.002793061221605
58.32,1.0026431581737698
56.68,1.002497325369652
55.035,1.00235514411152
53.39,1.002217072348104
51.75000000000001,1.0020835179044252
50.105,1.001953673116565
48.46,1.0018279579304845
46.82,1.0017067419216716
45.18,1.0015896427651303
43.535,1.001476328176999
41.88999999999999,1.0013671671612647
40.25,1.0012624780572537
38.605,1.0011616277892839
36.96,1.0010649469346649
35.32000000000001,1.0009727152116235
33.68,1.0008846370604276
32.035000000000004,1.0008004674060136
30.39,1.0007204853815825
28.75,1.0006449190376687
27.105,1.0005733114241802
25.46,1.0005059029185308
23.82,1.0004428826745881
22.18,1.000384042608308
20.535,1.0003292254416662
18.89,1.000278619733649
17.25,1.0002323626680993
15.61,1.0001902963751292
13.965,1.0001523139188329
12.32,1.000118551884235
10.68,1.0000890953712003
9.035000000000002,1.000063766261222
7.390000000000001,1.0000426620627112
5.75,1.000025828743808
4.11,1.0000131966048151
2.4650000000000003,1.0000047470057127
0.82,1.0000005253119482
587.5200000000001,1.1751861780857003
569.4399999999999,1.1681399571146558
551.3600000000001,1.1610161769588845
533.285,1.1538268489105992
515.2099999999999,1.1465811926027334
497.13,1.1392895867974282
479.05,1.131967700703345
460.975,1.124632528717054
442.9,1.1172983124135236
424.82,1.1099806119363345
406.74,1.1027003600347713
388.665,1.0954797298179497
370.59,1.0883381064258457
352.51,1.0812961318983527
334.43,1.0743794659871342
316.355,1.0676145959222192
298.28,1.0610250363027356
280.2,1.0546351596279444
262.12,1.048473420353959
244.045,1.042568282585619
225.97,1.036944882168317
207.89,1.0316284378872786
189.81,1.0266467105170138
171.735,1.022026305114335
153.66000000000005,1.0177900769611197
135.58,1.0139599337282184
117.5,1.010558364959038
99.425,1.0076054421904654
81.35000000000001,1.0051172595849691
63.27,1.0031079764554962
45.19,1.0015903442976537
27.115,1.000573734046725
9.04,1.0000638368486727
570.795,1.1686708394926733
553.23,1.1617562957495426
535.67,1.1547789618418631
518.105,1.1477449920770268
500.54,1.1406675778531388
482.98,1.133561078344751
465.42,1.1264369524633004
447.855,1.119307804499579
430.29,1.112191480251572
412.73,1.1051069800922577
395.165,1.098068405798677
377.6,1.091097037579818
360.04,1.084215144580421
342.48,1.0774420336883326
324.915,1.070798041499114
307.35,1.0643081346438585
289.79,1.0579977677398276
272.225,1.0518875376074117
254.66,1.046003800632588
237.1,1.0403727987394034
219.535,1.0350159279489242
201.97,1.0299591417321792
184.41000000000005,1.0252275166824032
166.85,1.0208425426866312
149.285,1.01682506564179
131.72,1.0131970443593035
114.16,1.0099784509103615
96.595,1.0071847793026065
79.03,1.004832326547562
61.470000000000006,1.00293467438145
43.91,1.0015017944655662
26.345,1.000541646215712
8.78,1.000060218059197
799.81,1.249940617949219
780.6149999999999,1.2438688153906852
755.025,1.2355509044182054
729.4300000000001,1.2269783272816994
703.835,1.2181569561341385
678.24,1.2090934208312056
652.645,1.1997970335319144
627.0550000000001,1.1902820094941697
601.46,1.1805603392032968
575.865,1.1706533048812882
550.27,1.1605844362502156
524.675,1.1503816842901828
499.085,1.1400797464069625
473.49,1.1297122501266774
447.895,1.1193240310523014
422.3,1.1089631941372242
396.705,1.0986831072227212
371.115,1.0885442189433174
345.52000000000004,1.0786058564127605
319.925,1.068937650096889
294.33,1.0596108962937638
268.735,1.0506996800856656
243.145,1.0422813923685086
217.55,1.0344289788338719
191.955,1.027219399035251
166.36,1.0207253698832512
140.765,1.0150154146805328
115.175,1.0101530580442823
89.58,1.0061915679530082
63.985,1.0031781694248532
38.39,1.0011487547255635
12.795000000000002,1.000127867311068
289.195,1.0577873463290373
274.36499999999995,1.0526203431259373
259.535,1.0476126491747109
244.705,1.0427791129037076
229.875,1.0381345792393613
215.04,1.033692333036488
200.205,1.0294685343445127
185.375,1.0254787445641191
170.54500000000002,1.0217353333821002
155.715,1.018251610725956
140.885,1.0150402559993312
126.055,1.0121132097938783
111.225,1.0094815684734209
96.395,1.007155483266301
81.565,1.0051440655005026
66.73499999999999,1.003455299574608
51.905,1.0020959651748236
37.075,1.0010715701246213
22.245,1.0003862950909805
7.415,1.0000429511733577
499.76,1.1403524778768401
