R_kpc,Sigma_bar,Sigma_eff,kappa_bar,kappa_eff,kappa_bar_mean,kappa_eff_mean,gamma_bar,gamma_eff,alpha_bar_arcsec,alpha_eff_arcsec,fX,gbar
1.0,393560130.6294397,13796394232.584583,0.14789985493229868,5.184683474732607,0.0,0.0,-0.14789985493229868,-5.184683474732607,0.0,0.0,6.3752156875913775e-06,6963.452544528827
1.0125920461211837,393586525.39677966,13796420993.517523,0.14790977408303763,5.184693531488339,0.003655656968148225,0.12814619223699703,-0.1442541171148894,-5.056547339251342,0.0008388102196530904,0.029403835369288468,6.5371059133430604e-06,6876.8588210848575
1.0253426518678852,393613610.9529091,13796448454.371717,0.14791995283212966,5.184703851274404,0.007221208102794168,0.2531253396685446,-0.1406987447293355,-4.931578511605859,0.0016778094995342917,0.05881233353521509,6.703209711561398e-06,6791.341930274119
1.0382538138302224,393641405.9686922,13796476634.041477,0.14793039819608353,5.184714441191281,0.010698886988136331,0.3750157264372503,-0.1372315112079472,-4.809698714754031,0.002517131473564749,0.0882301017987837,6.873545990194862e-06,6706.888481189347
1.0513275537394673,393669929.65130615,13796505551.962645,0.1479411173929544,5.184725308542958,0.014090872178418002,0.493893701971275,-0.1338502452145364,-4.690831606571683,0.0033569099157924128,0.11766174900331376,7.048223237339094e-06,6623.485249445352
1.064565918784626,393699201.7613516,13796535228.129803,0.14795211784877385,5.184736460843397,0.01739928856312466,0.6098337288083947,-0.13055282928564918,-4.574902732035002,0.0041972787649868434,0.14711188625982222,7.2273527572069895e-06,6541.11917510823
1.0779709819330021,393729242.6306,13796565683.11414,0.1479634072042194,5.184747905823248,0.020626208698599914,0.7229084292381636,-0.1273371985056195,-4.461839476585085,0.005038372149414218,0.17658512767290951,7.411048745240119e-06,6459.777360650343
1.0915448422548002,393760073.18040687,13796596938.08196,0.14797499332153427,5.184759651436807,0.023773654106917504,0.8331886307914501,-0.12420133921461676,-4.351571020645357,0.0058803244118037475,0.2060860910672837,7.599428365342115e-06,6379.447068930717
1.1052896252518127,393791714.9408222,13796629014.813923,0.14798688429170886,5.184771705869243,0.026843596542823693,0.9407434106057974,-0.12114328774888516,-4.244028295263445,0.006723270134516376,0.2356193987150321,7.792611829299852e-06,6300.1157212005655
1.1192074831902492,393824190.0704272,13796661935.72495,0.14799908844193568,5.184784077544081,0.029837959229546913,1.04564013869443,-0.11816112921238878,-4.139143938849651,0.007567344164927708,0.2651896780637718,7.990722478467485e-06,6221.770895133606
1.1333005954377546,393857521.37693405,13796695723.884996,0.1480116143433505,5.184796775131007,0.03275861806425049,1.1479445201460021,-0.11525299627910002,-4.036852254985005,0.008412681641036973,0.2948015624657953,8.193886867782323e-06,6144.400322880875
1.1475711688046717,393891732.3385815,13796730403.040487,0.14802447081907294,5.1848098075539255,0.035607402793885926,1.2477206362815092,-0.11241706802518701,-3.937089171272416,0.009259418017314553,0.3244596919083342,8.402234852186245e-06,6067.991889149734
1.1620214378896008,393926847.1263652,13796765997.636724,0.14803766695256054,5.184823183999378,0.03838609816218637,1.3450309847941708,-0.10965156879037417,-3.839792199205207,0.010107689090801062,0.35416871374506764,8.61589967553633e-06,5992.5336293067585
1.1766536654293107,393962890.6271409,13796802532.841068,0.14805121209629105,5.184836913925257,0.04109644502852105,1.4399365188974074,-0.10695476706776999,-3.74490039502785,0.010957631027471361,0.38393328342899624,8.835018062084955e-06,5918.013727504227
1.1914701426530565,393999888.4676442,13796840034.567062,0.148065115880789,5.184851007069868,0.04374014145931487,1.5324966855054547,-0.10432497442147412,-3.6523543215644136,0.011809380388877484,0.4137580652468089,9.059730310610727e-06,5844.420514829897
1.206473189641357,394037867.03946793,13796878529.499548,0.14807938822401207,5.184865473461373,0.04631884379271946,1.6227694624705096,-0.10176054443129261,-3.562096010990863,0.01266307415908484,0.44364773305486327,9.290180391293277e-06,5771.742467479798
1.2216651556892923,394076853.5250472,13796918045.120752,0.1480940393411165,5.184880323427588,0.048834167677206566,1.7108113948997672,-0.09925987166390994,-3.4740689285278212,0.013518849771917047,0.47360697101691224,9.526516045425011e-06,5699.9682049537405
1.237048419674375,394116875.92469805,13796958609.737421,0.1481090797546181,5.184895567606187,0.051287689084737374,1.7966776305750716,-0.09682139066988071,-3.3882179370311154,0.014376845138524708,0.5036404743436993,9.768888888051839e-06,5629.086488273271
