R_kpc,M_model_Msun
0.0,0.0
11.811023622047244,1.298679185185421e+25
23.62204724409449,5.776036056160634e+25
35.43307086614173,3.4489421914835917e+26
47.24409448818898,9.25469210937588e+26
59.05511811023622,2.950226082922819e+27
70.86614173228347,5.141166858778542e+27
82.67716535433071,5.955992732802158e+27
94.48818897637796,5.9744680246804e+27
106.2992125984252,3.909103444654712e+27
118.11023622047244,3.098639372892311e+27
129.9212598425197,2.165134777382554e+27
141.73228346456693,2.1136925590850543e+27
153.54330708661416,1.6620969633627784e+27
165.35433070866142,1.8123633170634256e+27
177.16535433070868,2.4375038805026547e+27
188.9763779527559,2.7227121089595215e+27
200.78740157480317,2.4518439808075996e+27
212.5984251968504,2.0144238399256668e+27
224.4094488188977,1.71401346066412e+27
236.2204724409449,2.375570011134395e+27
248.0314960629921,4.3931914518179725e+27
259.8425196850394,4.9356635670929074e+27
271.65354330708664,5.937154796511433e+27
283.46456692913387,6.784187652030552e+27
295.2755905511811,8.41471104661863e+27
307.0866141732283,1.0861784135844275e+28
318.8976377952756,1.3382192992367507e+28
330.70866141732284,1.426678411883038e+28
342.5196850393701,1.1405667245124189e+28
354.33070866141736,1.0370652884388778e+28
366.1417322834646,9.944803607468313e+27
377.9527559055118,9.671803075696649e+27
389.7637795275591,1.029025334365767e+28
401.5748031496063,1.0664871458726326e+28
413.3858267716536,1.1378965817821668e+28
425.1968503937008,1.2076574611747002e+28
437.007874015748,1.3556061261394476e+28
448.8188976377953,1.5243124118723483e+28
460.62992125984255,1.605610953629259e+28
472.4409448818898,1.6637549649798885e+28
484.251968503937,1.6973002101683365e+28
496.0629921259842,1.7349019104691113e+28
507.8740157480315,1.792231764573008e+28
519.6850393700788,1.834765039161839e+28
531.496062992126,1.975940376665239e+28
543.3070866141733,2.1636277834233092e+28
555.1181102362204,2.232019296653892e+28
566.9291338582677,2.2476152283481083e+28
578.740157480315,2.223915562697253e+28
590.5511811023622,2.251971818072703e+28
602.3622047244095,2.3567662445857742e+28
614.1732283464567,2.3350865131606027e+28
625.9842519685039,2.27157329270757e+28
637.7952755905512,2.36199030982944e+28
649.6062992125984,2.619891258433122e+28
661.4173228346457,2.8859182835734867e+28
673.228346456693,2.987129407513797e+28
685.0393700787401,2.8778604824832258e+28
696.8503937007874,2.7957243913781207e+28
708.6614173228347,2.7602711459210805e+28
720.4724409448819,2.828343837415507e+28
732.2834645669292,2.940698000419762e+28
744.0944881889764,2.879671141427378e+28
755.9055118110236,2.9002770747366674e+28
767.7165354330709,3.316958367243227e+28
779.5275590551181,3.6049448852427936e+28
791.3385826771654,3.2507496832805514e+28
803.1496062992126,2.9668176582736937e+28
814.9606299212599,2.929922244559569e+28
826.7716535433071,3.0942639883777825e+28
838.5826771653543,3.33302873784596e+28
850.3937007874016,3.3363774572589885e+28
862.2047244094489,3.5108019028142996e+28
874.0157480314961,3.710285638386513e+28
885.8267716535433,3.3066340818550167e+28
897.6377952755906,3.181153566411929e+28
909.4488188976378,3.202051197529806e+28
921.2598425196852,3.2648041352076666e+28
933.0708661417324,3.3297253714785675e+28
944.8818897637796,3.198050967794995e+28
956.6929133858268,3.0275667934705627e+28
968.503937007874,3.3240096818091978e+28
980.3149606299212,3.4259194653481484e+28
992.1259842519684,3.3221314259019473e+28
1003.9370078740158,3.423750282479373e+28
1015.748031496063,3.3501314038428884e+28
1027.5590551181103,3.0650669085068194e+28
1039.3700787401576,2.9609994990566933e+28
1051.181102362205,2.9502970082419813e+28
1062.992125984252,2.9680782608497015e+28
1074.8031496062993,2.734956899037839e+28
1086.6141732283463,2.825208890296894e+28
1098.4251968503938,2.8284924852809154e+28
1110.236220472441,2.715141529929613e+28
1122.0472440944882,2.7121842841059413e+28
1133.8582677165357,3.1379870730851323e+28
1145.6692913385828,3.3343902408767644e+28
1157.48031496063,3.0857262736924874e+28
1169.291338582677,2.7970500330302083e+28
1181.1023622047244,2.7832455760299957e+28
1192.9133858267717,2.782864999516458e+28
1204.724409448819,2.7848252078652346e+28
1216.5354330708662,2.839270786676279e+28
1228.3464566929133,2.856369540279662e+28
1240.1574803149606,2.887315970467748e+28
1251.968503937008,2.932924094627138e+28
1263.7795275590552,3.028369561300385e+28
1275.5905511811025,3.1717772154681436e+28
1287.4015748031495,3.273565427756678e+28
1299.2125984251968,3.4380725674818684e+28
1311.023622047244,3.3373533351416034e+28
1322.8346456692914,3.288466290042133e+28
1334.645669291339,3.421506633187178e+28
1346.456692913386,3.470884284440229e+28
1358.267716535433,3.635365592818557e+28
1370.0787401574803,3.907512043597943e+28
1381.8897637795276,4.1128946410195643e+30
1393.7007874015749,7.903558162671158e+30
1405.5118110236222,4.501435942935374e+31
1417.3228346456694,8.192165100010194e+31
1429.1338582677165,1.4572616994904776e+32
1440.9448818897638,1.850807984930628e+32
1452.755905511811,1.8994792424183173e+32
1464.5669291338584,1.9528654240735615e+32
1476.3779527559057,1.7083781614533822e+32
1488.1889763779527,1.5005180749740887e+32
1500.0,1.295705069069398e+32
