complexity,loss,equation,score,sympy_format,lambda_format
1,1.0395819,1.591902,0.0,1.59190200000000,PySRFunction(X=>1.59190200000000)
2,0.40357646,exp(x0),0.9462079303691039,exp(x0),PySRFunction(X=>exp(x0))
3,0.12348922,x2 * -1.6764946,1.1842120968952816,x2*(-1.6764946),PySRFunction(X=>x2*(-1.6764946))
5,0.10349636,-0.31213367 - (x2 * 1.9276693),0.0883087109020083,-1.9276693*x2 - 0.31213367,PySRFunction(X=>-1.9276693*x2 - 0.31213367)
6,0.058324445,exp((1.1176078 / x2) - -1.6967994),0.5735151407877238,exp(-1*(-1.6967994) + 1.1176078/x2),PySRFunction(X=>exp(-1*(-1.6967994) + 1.1176078/x2))
8,0.014084997,x1 * exp((2.443694 / x2) - -3.1377141),0.7104555569406797,x1*exp(-1*(-3.1377141) + 2.443694/x2),PySRFunction(X=>x1*exp(-1*(-3.1377141) + 2.443694/x2))
9,0.0140849855,abs(exp((2.4438066 / x2) - -3.1378288) * x1),8.164719307554748e-07,23.0537581606859*exp(2.4438066*re(x2)/(re(x2)**2 + im(x2)**2))*Abs(x1),PySRFunction(X=>23.0537581606859*exp(2.4438066*re(x2)/(re(x2)**2 + im(x2)**2))*Abs(x1))
10,0.007787878,x1 * (exp((2.5626864 / x2) - -3.2007418) - -0.08096293),0.592540949602418,x1*(exp(-1*(-3.2007418) + 2.5626864/x2) - 1*(-0.08096293)),PySRFunction(X=>x1*(exp(-1*(-3.2007418) + 2.5626864/x2) - 1*(-0.08096293)))
11,0.007425338,abs(x1 * (0.096090384 - exp((2.3227575 / x2) - -3.0764775))),0.0476702167232236,Abs(x1*(21.6818932545926*exp(2.3227575/x2) - 0.096090384)),PySRFunction(X=>Abs(x1*(21.6818932545926*exp(2.3227575/x2) - 0.096090384)))
12,0.0059163393,-0.5461059 + ((exp((2.534737 / x2) - -3.32184) - -0.35320294) * x1),0.22718030939308279,x1*(exp(-1*(-3.32184) + 2.534737/x2) - 1*(-0.35320294)) - 0.5461059,PySRFunction(X=>x1*(exp(-1*(-3.32184) + 2.534737/x2) - 1*(-0.35320294)) - 0.5461059)
13,0.0059162895,abs(((exp((2.534737 / x2) - -3.321862) - -0.353235) * x1) + -0.54605913),8.41740256409202e-06,Abs(x1*(exp(-1*(-3.321862) + 2.534737/x2) - 1*(-0.353235)) - 0.54605913),PySRFunction(X=>Abs(x1*(exp(-1*(-3.321862) + 2.534737/x2) - 1*(-0.353235)) - 0.54605913))
20,0.0054793963,((((exp((3.3297696 / x2) - -3.1859596) - 0.002197247) * ((x1 + 0.35436323) - 0.10783665)) - 0.29072174) + 0.32214692) / x0,0.01095922115496086,((exp(-1*(-3.1859596) + 3.3297696/x2) - 1*0.002197247)*(x1 - 1*0.10783665 + 0.35436323) - 1*0.29072174 + 0.32214692)/x0,PySRFunction(X=>((exp(-1*(-3.1859596) + 3.3297696/x2) - 1*0.002197247)*(x1 - 1*0.10783665 + 0.35436323) - 1*0.29072174 + 0.32214692)/x0)
