complexity,loss,equation,score,sympy_format,lambda_format
1,0.4930719,2.258291,0.0,2.25829100000000,PySRFunction(X=>2.25829100000000)
2,0.29725325,exp(x0),0.506070536125069,exp(x0),PySRFunction(X=>exp(x0))
3,0.12986058,3.3725543 - x1,0.82812305564999,3.3725543 - x1,PySRFunction(X=>3.3725543 - x1)
4,0.11106313,log(x0 / 0.05165191),0.1563626350382494,log(19.3603682806696*x0),PySRFunction(X=>log(19.3603682806696*x0))
5,0.10052539,(x2 + 3.1998904) / x1,0.09968844597274802,(x2 + 3.1998904)/x1,PySRFunction(X=>(x2 + 3.1998904)/x1)
6,0.086047575,x0 / sqrt(x2 * -0.061372332),0.15550999143724364,4.03658114369885*x0/sqrt(-x2),PySRFunction(X=>4.03658114369885*x0/sqrt(-x2))
7,0.08604753,x0 / sqrt(abs(x2) * 0.0613667),5.229666468440113e-07,4.03676637040498*x0/sqrt(Abs(x2)),PySRFunction(X=>4.03676637040498*x0/sqrt(Abs(x2)))
8,0.073486954,x0 * (exp(exp(exp(x2))) - 0.23619336),0.15779192413808787,x0*(exp(exp(exp(x2))) - 1*0.23619336),PySRFunction(X=>x0*(exp(exp(exp(x2))) - 1*0.23619336))
10,0.028848365,exp((x0 * ((-4.342026 - x0) / x2)) - 2.063888),0.46752728748063754,exp(x0*(-x0 - 4.342026)/x2 - 1*2.063888),PySRFunction(X=>exp(x0*(-x0 - 4.342026)/x2 - 1*2.063888))
12,0.022929735,exp((x0 * (((x0 * -1.2190567) + -3.9700549) / x2)) - 1.934832),0.11480938950690064,exp(x0*(x0*(-1.2190567) - 3.9700549)/x2 - 1*1.934832),PySRFunction(X=>exp(x0*(x0*(-1.2190567) - 3.9700549)/x2 - 1*1.934832))
13,0.018920401,((x0 * ((x0 * -26.707495) + (x2 * -14.149939))) / x2) - -1.3791777,0.1921937819883864,x0*(x0*(-26.707495) + x2*(-14.149939))/x2 - 1*(-1.3791777),PySRFunction(X=>x0*(x0*(-26.707495) + x2*(-14.149939))/x2 - 1*(-1.3791777))
15,0.018920392,(((x0 * ((x0 * -26.707901) + (x2 * -13.150181))) / x2) - -1.3791801) - x0,2.3783856745305458e-07,-x0 + x0*(x0*(-26.707901) + x2*(-13.150181))/x2 - 1*(-1.3791801),PySRFunction(X=>-x0 + x0*(x0*(-26.707901) + x2*(-13.150181))/x2 - 1*(-1.3791801))
16,0.014749688,((x2 + 3.8969548) + (5.316364 / x2)) * ((x0 / (exp(x2) - x1)) + 0.029774887),0.2490183522054305,(x0/(-x1 + exp(x2)) + 0.029774887)*(x2 + 3.8969548 + 5.316364/x2),PySRFunction(X=>(x0/(-x1 + exp(x2)) + 0.029774887)*(x2 + 3.8969548 + 5.316364/x2))
17,0.0030577113,abs((((x2 + (1.4370497 / x2)) + 2.2745016) * (exp(0.9576846 / x1) - x1)) + -1.891325),1.573555235079469,Abs((x1 - exp(0.9576846/x1))*(x2 + 2.2745016 + 1.4370497/x2) + 1.891325),PySRFunction(X=>Abs((x1 - exp(0.9576846/x1))*(x2 + 2.2745016 + 1.4370497/x2) + 1.891325))
18,0.002788231,exp(abs((((1.0195956 / x2) + (x2 + 2.1032343)) * (exp(0.57404476 / x1) - x1)) + -0.83580947)),0.09225935038102805,exp(Abs((x1 - exp(0.57404476/x1))*(x2 + 2.1032343 + 1.0195956/x2) + 0.83580947)),PySRFunction(X=>exp(Abs((x1 - exp(0.57404476/x1))*(x2 + 2.1032343 + 1.0195956/x2) + 0.83580947)))
19,0.0010028227,abs((((x2 + (1.8395923 / x2)) + 2.5171466) * (exp(1.0323406 / x1) - x1)) + -0.99425554) + 0.59230965,1.0225886208959727,Abs((x1 - exp(1.0323406/x1))*(x2 + 2.5171466 + 1.8395923/x2) + 0.99425554) + 0.59230965,PySRFunction(X=>Abs((x1 - exp(1.0323406/x1))*(x2 + 2.5171466 + 1.8395923/x2) + 0.99425554) + 0.59230965)
