complexity,loss,equation,score,sympy_format,lambda_format
1,2.3639195,3.643459,0.0,3.64345900000000,PySRFunction(X=>3.64345900000000)
3,1.6929983,4.757045 - x1,0.16690997374738165,4.757045 - x1,PySRFunction(X=>4.757045 - x1)
4,1.4909254,log(x0) + 4.785027,0.12710409801948017,log(x0) + 4.785027,PySRFunction(X=>log(x0) + 4.785027)
5,0.50840986,x1 * (x0 * 12.362674),1.0758643466734317,x1*x0*12.362674,PySRFunction(X=>x1*x0*12.362674)
6,0.4661503,exp((x2 * -1.642945) * x1),0.08677981899288503,exp(x2*(-1.642945)*x1),PySRFunction(X=>exp(x2*(-1.642945)*x1))
7,0.37601575,x1 * ((x2 * -5.474115) - 0.49424908),0.2148770835016854,x1*(x2*(-5.474115) - 1*0.49424908),PySRFunction(X=>x1*(x2*(-5.474115) - 1*0.49424908))
8,0.35312796,(sqrt(x2 * -72.60007) - 3.321668) * x1,0.06280054664401749,x1*(8.52056746936494*sqrt(-x2) - 3.321668),PySRFunction(X=>x1*(8.52056746936494*sqrt(-x2) - 3.321668))
9,0.12956583,exp((x1 * log(x2 * -3.3103352)) + 0.5072509),1.002641392419417,1.66071942992075*exp(x1*log(-3.3103352*x2)),PySRFunction(X=>1.66071942992075*exp(x1*log(-3.3103352*x2)))
11,0.097514324,exp((log(x2 * -3.2609253) * x1) * 1.3024822) + 0.848947,0.14209490585667967,exp(1.3024822*x1*log(-3.2609253*x2)) + 0.848947,PySRFunction(X=>exp(1.3024822*x1*log(-3.2609253*x2)) + 0.848947)
12,0.09563736,exp(log(x2 * -3.7207313) * (x1 * 1.199331)) + sqrt(x0),0.01943574133771704,sqrt(x0) + exp(1.199331*x1*log(-3.7207313*x2)),PySRFunction(X=>sqrt(x0) + exp(1.199331*x1*log(-3.7207313*x2)))
13,0.078875,exp((log(x2 * -3.7351282) * x1) * 1.1724749) + (x0 - -0.3218368),0.19269921783458846,x0 + exp(1.1724749*x1*log(-3.7351282*x2)) + 0.3218368,PySRFunction(X=>x0 + exp(1.1724749*x1*log(-3.7351282*x2)) + 0.3218368)
14,0.058097724,sqrt(exp(log(x2 * -3.70147) * (x1 * 2.5218925)) + (x0 / 0.14407243)),0.3057378316090364,sqrt(6.94095324136617*x0 + exp(2.5218925*x1*log(-3.70147*x2))),PySRFunction(X=>sqrt(6.94095324136617*x0 + exp(2.5218925*x1*log(-3.70147*x2))))
16,0.05289043,sqrt((exp(log(x2 * -3.6384566) * (x1 * 2.5599408)) + 0.31605905) - (x0 / -0.16090374)),0.04695203706310013,sqrt(6.21489593716094*x0 + exp(2.5599408*x1*log(-3.6384566*x2)) + 0.31605905),PySRFunction(X=>sqrt(6.21489593716094*x0 + exp(2.5599408*x1*log(-3.6384566*x2)) + 0.31605905))
18,0.039877076,sqrt(exp(log(x2 * -3.2205043) * ((x1 * 3.1027699) + -0.3857203)) - (x0 / -0.16047534)) + 0.3840357,0.14121039634021113,sqrt(6.23148703096688*x0 + exp((3.1027699*x1 - 0.3857203)*log(-3.2205043*x2))) + 0.3840357,PySRFunction(X=>sqrt(6.23148703096688*x0 + exp((3.1027699*x1 - 0.3857203)*log(-3.2205043*x2))) + 0.3840357)
