complexity,loss,equation,score,sympy_format,lambda_format
1,2.6960628,x0,0.0,x0,PySRFunction(X=>x0)
2,0.88208663,abs(x2),1.117257494391272,Abs(x2),PySRFunction(X=>Abs(x2))
3,0.33818343,0.64318883 / x1,0.9587018305516799,0.64318883/x1,PySRFunction(X=>0.64318883/x1)
4,0.24041733,log(x1) * x2,0.3412121523373159,x2*log(x1),PySRFunction(X=>x2*log(x1))
5,0.05096721,(x0 * x2) * -2.0104692,1.5511938034766375,x0*x2*(-2.0104692),PySRFunction(X=>x0*x2*(-2.0104692))
6,0.01708469,exp(1.9979271 - (x1 * 2.704348)),1.0929997439411636,exp(1.9979271 - 2.704348*x1),PySRFunction(X=>exp(1.9979271 - 2.704348*x1))
7,0.00773966,exp((2.060598 - exp(x1)) * 1.7640847),0.7918249818431696,exp((2.060598 - exp(x1))*1.7640847),PySRFunction(X=>exp((2.060598 - exp(x1))*1.7640847))
8,0.0069719935,exp(1.8960032 - ((x1 + 1.8899002) * x1)),0.10445656363150067,exp(1.8960032 - x1*(x1 + 1.8899002)),PySRFunction(X=>exp(1.8960032 - x1*(x1 + 1.8899002)))
9,0.005951229,exp(4.600316 - (exp(x1 / 1.3657513) * 2.6987994)),0.15830344250679046,exp(4.600316 - 2.6987994*exp(x1/1.3657513)),PySRFunction(X=>exp(4.600316 - 2.6987994*exp(x1/1.3657513)))
11,0.0030153543,exp((log(x0) * ((x0 + x1) + x1)) - -1.7066891),0.33994020856850204,5.51068591005089*exp((x0 + 2*x1)*log(x0)),PySRFunction(X=>5.51068591005089*exp((x0 + 2*x1)*log(x0)))
12,0.003015353,abs(exp(((x0 + (x1 + x1)) * log(x0)) - -1.7066927)),4.311268763197062e-07,5.51070574855588*exp((re(x0) + 2*re(x1))*log(Abs(x0)) - (im(x0) + 2*im(x1))*arg(x0)),PySRFunction(X=>5.51070574855588*exp((re(x0) + 2*re(x1))*log(Abs(x0)) - (im(x0) + 2*im(x1))*arg(x0)))
13,0.0026618317,exp((log(x0) * ((x1 + (x0 + x1)) - 0.034377914)) - -1.6994385),0.12470240975228074,5.47087463302448*exp((x0 + 2*x1 - 0.034377914)*log(x0)),PySRFunction(X=>5.47087463302448*exp((x0 + 2*x1 - 0.034377914)*log(x0)))
14,0.001098223,abs(exp((log(x0) * (x1 + 0.8772477)) - -1.7468263) + -0.13816755) - 0.12552541,0.8853210758285662,Abs(5.73636824410648*exp((x1 + 0.8772477)*log(x0)) - 0.13816755) - 0.12552541,PySRFunction(X=>Abs(5.73636824410648*exp((x1 + 0.8772477)*log(x0)) - 0.13816755) - 0.12552541)
16,0.0010814368,abs(exp(((x1 + 0.8292208) * (log(x0) * 1.041167)) - -1.7426999) - 0.12778412) + -0.116552606,0.00770144582863401,Abs(5.71274646415806*exp(1.041167*(x1 + 0.8292208)*log(x0)) - 0.12778412) - 0.116552606,PySRFunction(X=>Abs(5.71274646415806*exp(1.041167*(x1 + 0.8292208)*log(x0)) - 0.12778412) - 0.116552606)
17,0.00057037047,abs(abs(exp((x1 + 0.8640978) * ((log(x0) * 1.8147942) - -1.7889434)) - 0.085999586) + -0.08154474),0.6397597092573589,Abs(Abs(exp((x1 + 0.8640978)*(1.8147942*log(x0) + 1.7889434)) - 0.085999586) - 0.08154474),PySRFunction(X=>Abs(Abs(exp((x1 + 0.8640978)*(1.8147942*log(x0) + 1.7889434)) - 0.085999586) - 0.08154474))
19,0.0005404224,abs(abs(exp(((x1 + 0.9611622) * log(x0 * 1.2238728)) - -1.5444077) - 0.16800109) + -0.13265708) - 0.04067764,0.026967520534257442,Abs(Abs(4.68519576358044*exp((x1 + 0.9611622)*log(1.2238728*x0)) - 0.16800109) - 0.13265708) - 0.04067764,PySRFunction(X=>Abs(Abs(4.68519576358044*exp((x1 + 0.9611622)*log(1.2238728*x0)) - 0.16800109) - 0.13265708) - 0.04067764)
20,0.00053529517,abs(abs(abs(exp((log(x0 * 1.2379802) * (x1 + 0.9709171)) - -1.530855) - 0.16688746) + -0.13187626) - 0.04041891),0.009532741623327349,Abs(Abs(Abs(4.62212705196539*exp((x1 + 0.9709171)*log(1.2379802*x0)) - 0.16688746) - 0.13187626) - 0.04041891),PySRFunction(X=>Abs(Abs(Abs(4.62212705196539*exp((x1 + 0.9709171)*log(1.2379802*x0)) - 0.16688746) - 0.13187626) - 0.04041891))
