complexity,loss,equation,score,sympy_format,lambda_format
1,1.2420967,1.3643628,0.0,1.36436280000000,PySRFunction(X=>1.36436280000000)
2,0.3636187,abs(x2),1.2284503266318465,Abs(x2),PySRFunction(X=>Abs(x2))
3,0.07184882,x0 / 0.32504514,1.6215416018373687,x0/0.32504514,PySRFunction(X=>x0/0.32504514)
5,0.03307001,(x0 + -0.10135739) * 3.6245146,0.38796867995197865,(x0 - 0.10135739)*3.6245146,PySRFunction(X=>(x0 - 0.10135739)*3.6245146)
6,0.022086712,abs((x0 + -0.124746494) * 3.771173),0.4036506686606197,3.771173*Abs(x0 - 0.124746494),PySRFunction(X=>3.771173*Abs(x0 - 0.124746494))
7,0.017321916,abs((exp(x0) + -1.3721807) - x2),0.24300364014937145,Abs(x2 - exp(x0) + 1.3721807),PySRFunction(X=>Abs(x2 - exp(x0) + 1.3721807))
8,0.016618842,(abs(x0 + -0.12426411) + -0.031165224) / 0.25116813,0.04143540866290901,(Abs(x0 - 0.12426411) - 0.031165224)/0.25116813,PySRFunction(X=>(Abs(x0 - 0.12426411) - 0.031165224)/0.25116813)
9,0.01413547,abs((abs(x0 + -0.123180725) + -0.04141662) / 0.24705286),0.16184987052097272,4.0477167517915*Abs(Abs(x0 - 0.123180725) - 0.04141662),PySRFunction(X=>4.0477167517915*Abs(Abs(x0 - 0.123180725) - 0.04141662))
11,0.014070033,(abs(abs(x0 + -0.12307737) + -0.043948796) + 0.004135395) / 0.24778377,0.002320012424664803,(Abs(Abs(x0 - 0.12307737) - 0.043948796) + 0.004135395)/0.24778377,PySRFunction(X=>(Abs(Abs(x0 - 0.12307737) - 0.043948796) + 0.004135395)/0.24778377)
13,0.00846529,exp((x0 * (x0 - exp(5.993775 - (x2 * -7.331874)))) + 0.25813463),0.25403647141434904,exp(x0*(x0 - exp(5.993775 - (-7.331874)*x2)) + 0.25813463),PySRFunction(X=>exp(x0*(x0 - exp(5.993775 - (-7.331874)*x2)) + 0.25813463))
15,0.005687513,exp(((0.77918625 - exp(2.5647953 - exp(x2 * -1.706854))) * exp(x0)) + -0.83914536),0.1988506018609425,exp((0.77918625 - exp(2.5647953 - exp(x2*(-1.706854))))*exp(x0) - 0.83914536),PySRFunction(X=>exp((0.77918625 - exp(2.5647953 - exp(x2*(-1.706854))))*exp(x0) - 0.83914536))
17,0.0046730037,exp(((exp(x0) * 0.81908983) - exp(3.2220612 - exp(x2 * -1.7776937))) + -0.96834946) + 0.08833684,0.0982355072440929,exp(exp(x0)*0.81908983 - exp(3.2220612 - exp(x2*(-1.7776937))) - 0.96834946) + 0.08833684,PySRFunction(X=>exp(exp(x0)*0.81908983 - exp(3.2220612 - exp(x2*(-1.7776937))) - 0.96834946) + 0.08833684)
