complexity,loss,equation,score,sympy_format,lambda_format
1,0.74782246,1.2462101,0.0,1.24621010000000,PySRFunction(X=>1.24621010000000)
2,0.06383206,abs(x2),2.460910024887681,Abs(x2),PySRFunction(X=>Abs(x2))
3,0.036795255,x2 / -0.8907169,0.550886675328963,x2/(-0.8907169),PySRFunction(X=>x2/(-0.8907169))
5,0.03255708,x0 * (x0 + 1.8770021),0.06118702006043749,x0*(x0 + 1.8770021),PySRFunction(X=>x0*(x0 + 1.8770021))
6,0.015258444,abs((x0 * 3.240459) - 0.40882507),0.7578618017896661,Abs(x0*3.240459 - 1*0.40882507),PySRFunction(X=>Abs(x0*3.240459 - 1*0.40882507))
7,0.013200795,abs((sqrt(x1) * -2.8760135) - -3.9958453),0.14485599968198534,Abs(2.8760135*sqrt(x1) - 3.9958453),PySRFunction(X=>Abs(2.8760135*sqrt(x1) - 3.9958453))
8,0.008641192,abs((x0 * (4.255638 - x0)) - 0.5728599),0.4237365187885501,Abs(x0*(x0 - 4.255638) + 0.5728599),PySRFunction(X=>Abs(x0*(x0 - 4.255638) + 0.5728599))
9,0.0084679155,abs((sqrt(x1) + 2.649736) * (x0 + -0.13666242)),0.02025616178358724,Abs((x0 - 0.13666242)*(sqrt(x1) + 2.649736)),PySRFunction(X=>Abs((x0 - 0.13666242)*(sqrt(x1) + 2.649736)))
10,0.008105054,abs((x0 - (-4.419942 - x2)) * (x0 - 0.1425108)),0.04379655675990183,Abs((x0 - 0.1425108)*(x0 + x2 + 4.419942)),PySRFunction(X=>Abs((x0 - 0.1425108)*(x0 + x2 + 4.419942)))
12,0.0077454643,((x0 * 1.2390404) - (-4.2144227 - x2)) * abs(0.1401616 - x0),0.02269019864682296,(x0*1.2390404 - (-x2 - 4.2144227))*Abs(x0 - 0.1401616),PySRFunction(X=>(x0*1.2390404 - (-x2 - 4.2144227))*Abs(x0 - 0.1401616))
14,0.0072037415,abs(((x0 * 1.9835093) - (-1.2882637 - x2)) * (0.4753059 - (x0 - x2))),0.036253438299368904,Abs((-x0 + x2 + 0.4753059)*(x0*1.9835093 + x2 + 1.2882637)),PySRFunction(X=>Abs((-x0 + x2 + 0.4753059)*(x0*1.9835093 + x2 + 1.2882637)))
