r_kpc,rho_star_Msun_per_kpc3
584.1350000000001,52.933165936622984
568.13,58.91124025094563
552.13,65.75538981264592
536.125,73.62572512526938
520.12,82.70976532419522
504.115,93.23923485110016
488.11,105.49916352569646
472.11,119.83752564817043
456.105,136.7028433280714
440.1,156.64283091764838
424.1,180.34739236484177
408.095,208.72116101187925
392.09,242.90233517611935
376.085,284.3778653849732
360.08,335.0985847694151
344.08,397.6305532272296
328.075,475.48575020315724
312.07,573.370918334959
296.07,697.7594247762606
280.065,857.8583232585886
264.06,1066.6505651031039
248.06,1342.9515684723383
232.055,1715.0009449156496
216.05,2225.400937454439
200.045,2940.807175589186
184.04,3968.584153498319
168.04,5487.331778465798
152.03499999999997,7809.52055973082
136.02999999999997,11503.718442174411
120.03,17668.859264128187
104.025,28598.119282132717
88.01999999999998,49497.63516739606
72.015,93673.67929386787
56.01,200964.9085311858
40.01,521655.58458367357
24.005,1894213.920377628
8.0,16315179.962310672
