gal_id,r_kpc,g_obs,g_bar,g_mod
ESO563-G021,3.12,4538.782051282051,6848.907820512821,8668.880584355109
ESO563-G021,4.01,4957.85536159601,6214.408877805488,8132.735540950694
ESO563-G021,4.9,7760.204081632653,6306.555938775509,8183.100399751571
ESO563-G021,5.79,8899.65457685665,6852.617633851468,8628.97649259048
ESO563-G021,6.69,9045.739910313901,7095.267100149476,8756.651192494948
ESO563-G021,7.58,9475.461741424802,6897.206134564644,8449.379077293848
ESO563-G021,8.47,9455.6080283353,6900.578229043683,8353.412835193349
ESO563-G021,10.23,8277.712609970675,6655.8830498533725,7942.473810192945
ESO563-G021,12.06,7968.49087893864,6272.5541625207325,7421.391326493344
ESO563-G021,13.44,7150.297619047619,5749.482172619051,6812.377464093948
ESO563-G021,15.18,6330.698287220026,5248.664993412383,6219.921831645671
ESO563-G021,16.83,5858.348187759953,4783.500968508617,5681.347642502547
ESO563-G021,18.56,5414.2780172413795,4146.580226293106,4978.498678758739
ESO563-G021,20.3,5012.857142857143,3703.4659950738915,4478.169543645439
ESO563-G021,21.94,4609.1157702825885,3448.4641932543295,4176.0068791156245
ESO563-G021,23.68,4243.623310810811,3175.6378589527026,3859.040927030483
ESO563-G021,25.41,3954.7028728846913,2773.247729240457,3417.772556555984
ESO563-G021,27.06,3597.339246119734,2444.071877309682,3055.4255890920786
ESO563-G021,28.8,3380.0,2129.342003472222,2709.223660275625
ESO563-G021,30.53,3168.0641991483785,1857.7801801506714,2409.426676069389
ESO563-G021,32.18,2986.3269111249224,1655.1108576755748,2182.2760002252917
ESO563-G021,33.91,2889.0887643762903,1483.6583338248304,1987.3848822699529
ESO563-G021,35.65,2872.3702664796633,1329.5821178120625,1811.7469394602776
ESO563-G021,37.3,2762.4932975871316,1208.5177319034854,1671.874705898757
ESO563-G021,39.03,2623.6228542147064,1093.5791570586728,1538.7301904450003
ESO563-G021,40.76,2434.3719332679098,994.2073626104027,1422.5290409320812
ESO563-G021,42.41,2295.3077104456497,914.8303749115773,1328.2452662847054
F561-1,1.61,340.09937888198755,525.2647204968944,1722.3689706909877
F561-1,3.23,510.3281733746131,471.8208359133127,2314.6937466886825
F561-1,4.84,427.7376033057851,366.862417355372,2248.7800453487143
F561-1,6.45,375.293023255814,368.2734418604651,2060.3033502722665
F561-1,8.06,315.15632754342425,375.7607071960298,1873.0311744724222
F561-1,9.66,262.95652173913044,341.66265010351975,1678.0041730543144
F563-1,1.07,456.4579439252337,316.6452336448598,1230.207738478095
F563-1,1.78,1024.3202247191011,346.61853932584273,1633.687417186992
F563-1,2.49,1474.8433734939758,318.29919678714856,1941.0076178718707
F563-1,2.97,1985.9393939393938,289.65885521885525,2072.8887368600763
F563-1,3.04,2190.315789473684,282.69740131578936,2083.8740330634614
F563-1,3.19,2372.727272727273,271.1804702194357,2106.1163504244955
F563-1,6.95,1165.4676258992806,171.5530647482014,1800.1841686613477
F563-1,8.58,1114.7832167832169,159.3749417249417,1600.6736054629896
F563-1,9.26,948.1306695464364,156.14697624190066,1529.6553047950551
F563-1,9.89,1072.6996966632962,155.31305358948435,1471.1399940703243
F563-1,10.08,941.1468253968254,155.87787698412694,1455.2102593905245
F563-1,11.84,957.9603040540541,145.5669341216216,1309.4004151390302
F563-1,14.56,861.5384615384615,109.1089629120879,1111.150435892538
F563-1,15.43,805.7193778353857,101.94440051847057,1061.3164602782153
F563-1,17.93,687.1723368655884,92.81650864472955,947.5918088793712
F563-1,19.02,665.4179810725552,89.72791798107255,905.7145626371754
F563-1,20.1,559.0049751243781,86.36818407960202,867.2446673425165
F563-V1,1.31,109.9236641221374,109.9535877862596,1147.520661584092
F563-V1,2.63,179.04562737642587,143.4365399239544,1819.5562593181594
F563-V1,3.93,208.1323155216285,187.83516539440205,2104.485627836288
F563-V1,5.24,166.07824427480915,163.28320610687027,2005.2087281802421
F563-V1,6.55,124.87938931297711,137.32496183206106,1816.5499451960789
F563-V1,7.87,94.70012706480306,120.85359593392631,1639.4882057113955
F563-V2,0.28,505.75,141.39607142857142,705.1602395479887
F563-V2,0.87,1391.9999999999998,367.533908045977,1182.7907355999764
F563-V2,1.46,2344.0068493150684,528.581712328767,1645.6833551108734
F563-V2,2.05,3240.1219512195125,628.3246829268293,2053.140139819102
F563-V2,2.35,3586.059574468085,634.017744680851,2198.331288460398
F563-V2,4.76,2730.2521008403364,484.58571428571435,2373.2457990050357
F563-V2,7.86,1711.9592875318065,365.4827608142492,1885.2552733156967
F563-V2,8.7,1573.448275862069,364.71183908045987,1793.6099257244716
F563-V2,10.18,1367.779960707269,296.4790766208252,1587.289984420542
F563-V2,10.47,1329.8949379178605,285.8751957975167,1552.5779384812372
F565-V2,1.26,373.72222222222223,128.92857142857144,1140.251449659394
F565-V2,2.51,647.0478087649402,163.88960159362549,1794.5429836949852
F565-V2,3.78,880.7645502645504,154.57275132275132,2064.7844337630513
F565-V2,5.03,932.8528827037773,133.82355864811134,1997.8972366211233
F565-V2,6.29,858.8632750397456,139.7167090620032,1852.2955454604974
F565-V2,7.54,817.2745358090185,136.88976127320953,1693.77501464535
F565-V2,8.8,784.7284090909089,123.16982954545449,1541.8795609770443
F567-2,1.92,376.8802083333333,313.1408333333334,1672.7085982105873
F567-2,3.83,571.864229765013,274.2579895561357,2187.115276738369
F567-2,5.75,394.0452173913044,187.78775652173914,1969.1499471974137
F567-2,7.67,301.6440677966102,181.4241720990874,1723.0701105666508
F567-2,9.59,284.133472367049,175.06891553701763,1517.7760832429535
F568-1,0.44,560.2045454545454,341.60818181818183,967.2468365190086
F568-1,1.32,1500.1893939393938,614.9091666666666,1657.7448519316486
F568-1,2.2,2189.2545454545457,583.8661818181819,2080.6365078354825
F568-1,3.08,2629.87012987013,523.3839285714284,2334.186165380609
F568-1,3.96,2784.090909090909,430.11661616161615,2347.532449612689
F568-1,4.84,2638.223140495868,386.71768595041317,2268.635313943755
F568-1,5.53,2475.406871609403,370.96305605786614,2179.3178975843703
F568-1,7.48,2055.614973262032,397.2584090909091,1961.2504312185874
F568-1,8.37,1927.0011947431303,405.5312903225808,1868.994195196163
F568-1,9.24,1829.004329004329,401.7174458874458,1777.135336841222
F568-1,10.13,1746.1994076999013,392.38097729516284,1687.4390185022817
F568-1,13.23,1524.1118669690097,358.557044595616,1433.6936277128116
F568-3,0.64,240.25000000000003,289.47812500000003,999.249388256773
F568-3,1.18,406.4491525423729,381.8401694915255,1351.5760487605553
F568-3,1.8,579.6055555555554,428.3102222222221,1725.847524086256
F568-3,2.03,707.5911330049261,437.4528078817735,1852.3872283642995
F568-3,2.78,1014.248201438849,477.3710791366906,2204.7914175929595
F568-3,3.0,1297.9199999999998,484.2369333333333,2275.330450976845
F568-3,3.64,1270.3296703296703,496.2971428571428,2396.2606582990816
F568-3,4.19,1452.0286396181382,499.22751789976144,2417.3144565443213
F568-3,4.6,1472.454347826087,478.87054347826086,2379.379601943928
F568-3,5.14,1428.8891050583659,448.72811284046696,2301.474903933836
F568-3,5.39,1356.26159554731,444.2246011131725,2269.138429408399
F568-3,6.31,1269.4532488114105,437.0682725832011,2147.0764568474688
F568-3,9.1,995.9384615384616,367.59035164835166,1756.5152648502378
F568-3,10.17,934.7345132743363,353.8888987217305,1645.5470672370743
F568-3,11.99,850.7923269391159,316.8972810675563,1470.4641592054393
F568-3,14.02,816.6191155492154,273.80206847360915,1304.2900789233713
F568-3,15.94,858.7829360100377,246.20131744040148,1182.2081318741477
F568-3,17.98,800.8898776418242,217.96779199110125,1070.8832728332661
F568-V1,0.39,776.3076923076922,384.775641025641,990.5524176636765
F568-V1,1.18,1816.686440677966,712.2204237288136,1681.956302997843
F568-V1,1.95,2448.6205128205124,620.3325128205129,1995.159998994538
F568-V1,2.74,2649.284671532847,501.7979562043795,2216.154388022861
F568-V1,3.53,2460.691218130312,485.0384135977337,2373.821972635197
F568-V1,4.3,2325.5813953488373,470.3656976744185,2385.848489514076
F568-V1,5.09,2291.5520628683694,423.3848526522593,2281.3606658214035
F568-V1,5.87,2136.9676320272574,369.20376490630315,2135.489793300467
F568-V1,6.4,1995.15625,347.208890625,2045.6547392485281
F568-V1,7.44,1716.263440860215,320.56736559139773,1889.322479981247
F568-V1,8.21,1527.8928136419,305.93629719853834,1786.685571455161
F568-V1,9.0,1369.0,278.9522777777778,1677.6768061056173
F568-V1,9.72,1267.5925925925926,266.4635905349794,1597.3945818318641
F568-V1,11.79,1083.0364715860899,240.3635114503817,1407.659657197563
F568-V1,17.63,789.7901304594442,135.85339194554732,1001.9601885318308
F571-8,0.22,698.909090909091,6668.047727272728,7209.875587076209
F571-8,0.78,1802.8846153846152,9422.955128205129,10195.888420806346
F571-8,1.33,2400.187969924812,8143.766917293232,9191.877198434167
F571-8,2.33,2049.2746781115875,5634.0421030042935,7189.633342581371
F571-8,3.44,2125.0726744186045,3362.7472383720933,5240.201168253045
F571-8,3.78,2006.9867724867722,2858.9508201058197,4769.16250254612
F571-8,4.77,2311.3207547169814,1790.443878406709,3678.288969101702
F571-8,5.44,2305.882352941176,1387.8802389705886,3206.947069475427
F571-8,6.11,2202.291325695581,1099.593927986907,2835.2914126543933
F571-8,7.22,2129.639889196676,820.0323822714684,2415.3340480155416
F571-8,9.33,1953.3762057877814,515.8243193997856,1882.6881837261994
F571-8,11.1,1765.7657657657658,384.32590990990985,1601.5812884517518
F571-8,15.55,1333.5048231511253,205.7699871382637,1159.5400328676808
F571-V1,1.95,525.1282051282052,322.5717435897436,1697.3992297637692
F571-V1,3.88,855.0927835051547,384.854355670103,2299.8518870412204
F571-V1,5.83,862.2315608919383,263.67233276157805,2035.0050081876293
F571-V1,7.78,762.0822622107969,221.19778920308482,1750.121700738221
F571-V1,9.72,700.2314814814814,194.68424897119348,1525.615240268078
F571-V1,11.66,609.4759862778731,153.9367495711835,1330.3323019785648
F571-V1,13.59,517.9698307579104,113.01960264900661,1167.3401266293388
F574-1,0.47,498.0638297872341,359.1544680851064,996.9380588365565
F574-1,1.41,1192.1985815602839,767.2828368794328,1857.773187018235
F574-1,2.35,1567.868085106383,721.3665106382982,2285.680054417845
F574-1,3.29,1705.1702127659578,550.7395136778116,2404.6942673423127
F574-1,4.22,1632.4644549763034,473.5027962085308,2391.052843471866
F574-1,5.17,1457.2998065764023,433.42284332688587,2282.9720918730904
F574-1,6.11,1308.0785597381343,408.3987070376432,2144.09619170513
F574-1,7.05,1213.6524822695035,369.83802836879437,1986.0352977518987
F574-1,7.99,1122.4142678347935,347.09229036295375,1852.1770276320672
F574-1,8.92,1039.6513452914796,311.4270515695067,1718.0834912338591
F574-1,9.87,969.082066869301,299.8599493414387,1617.446700251554
F574-1,10.79,904.6746987951807,292.68849860982397,1533.7915001349224
F574-1,11.8,839.0042372881355,283.25549152542374,1449.8574682465805
F574-1,12.6,788.8960317460318,271.4473412698412,1385.055958223068
F574-2,2.17,73.16129032258064,215.203732718894,1697.9094006655162
F574-2,4.32,122.4537037037037,171.7633333333333,2086.590676365757
F574-2,6.49,138.6748844375963,215.61787365177193,1902.5208932557605
F574-2,8.65,149.8265895953757,201.7845202312139,1635.8262743985963
F574-2,10.83,147.73776546629733,195.07768236380423,1433.051994797936
F579-V1,0.42,3034.5000000000005,563.9335714285714,1181.5703698858667
F579-V1,1.47,4720.333333333333,1126.8639455782316,2249.2953219984884
F579-V1,2.11,4205.5165876777255,1124.0236966824646,2578.096434397519
F579-V1,2.84,3354.140845070422,1011.605633802817,2757.768673809164
F579-V1,3.9,2615.641025641026,859.9287435897436,2775.64491240831
F579-V1,4.74,2325.9493670886077,863.1288818565399,2753.394127751121
F579-V1,5.69,1974.6924428822495,842.5060105448152,2631.3248647469245
F579-V1,6.32,1845.5696202531644,807.031155063291,2515.7541021121233
F579-V1,7.37,1641.7910447761194,754.2104748982363,2331.3488430413227
F579-V1,8.21,1527.8928136419,693.9575395858707,2174.7068138424934
F579-V1,9.16,1393.995633187773,652.171288209607,2035.2773303224528
F579-V1,10.85,1197.7880184331798,560.2335299539172,1796.6493104494593
F579-V1,12.21,1064.3734643734642,466.537592137592,1605.3684310320293
F579-V1,15.16,857.2559366754617,338.57430738786286,1310.7946569915175
F583-1,0.26,819.8461538461538,98.4753846153846,654.850577924232
F583-1,0.44,227.27272727272728,151.70204545454544,777.3407001553721
F583-1,0.77,148.68831168831167,224.23324675324676,992.5445022677536
F583-1,0.89,340.1797752808988,237.8679775280899,1062.7014946391978
F583-1,1.22,452.6639344262295,245.0361475409836,1235.4975248416627
F583-1,1.55,620.0,217.71412903225806,1382.8242075964185
F583-1,1.8,579.6055555555554,185.03472222222223,1482.5720240862563
F583-1,2.21,756.9276018099547,164.38171945701356,1665.8012794648878
F583-1,2.31,830.4935064935064,162.75848484848484,1709.5370235883083
F583-1,2.54,790.1732283464565,160.0100787401575,1802.38718585257
F583-1,3.1,862.2225806451613,158.40825806451613,1973.8524641959125
F583-1,3.43,904.5160349854227,163.8962390670554,2039.9657276825903
F583-1,3.86,914.0829015544041,161.14082901554409,2075.3417524625247
F583-1,4.09,939.8533007334963,157.41606356968214,2076.291480785848
F583-1,4.37,908.2379862700228,156.08329519450794,2069.040911744966
F583-1,4.76,931.8403361344538,153.68172268907563,2042.3418074083959
F583-1,5.4,941.4240740740739,150.2650740740741,1974.015929065456
F583-1,5.86,892.0290102389077,147.5257337883959,1915.0752157729858
F583-1,6.08,886.1118421052632,145.59810855263157,1885.1399334881478
F583-1,6.43,815.2037325038882,143.7341368584759,1838.329549113137
F583-1,6.97,852.8565279770444,143.3251793400287,1769.4615742105498
F583-1,7.96,810.0615577889446,143.82734924623117,1652.2813497234933
F583-1,10.29,697.1904761904763,144.83223517978624,1426.3941286514814
F583-1,15.49,487.5151710781149,120.32046481601034,1076.8833178752334
F583-1,16.26,452.74538745387446,114.16178351783516,1036.0802893239459
F583-4,0.22,520.4090909090908,143.04090909090914,684.8687688943895
F583-4,0.76,802.7499999999999,413.5707894736841,1177.2765742525312
F583-4,1.31,1155.12213740458,549.9103053435115,1587.477379141344
F583-4,1.94,939.8402061855671,549.0050515463919,1918.758389912323
F583-4,3.92,771.6836734693877,391.8565306122449,2308.214523902156
F583-4,4.35,752.1471264367817,358.83995402298854,2272.584431046591
F583-4,5.0,715.2079999999999,326.82362,2193.8689085719693
F583-4,5.05,773.5148514851486,323.5333861386139,2185.5968209373764
F583-4,5.83,655.1012006861063,277.77605488850776,2049.1087303145587
F583-4,6.09,681.0114942528737,265.3030049261084,2003.5638311328112
F583-4,6.74,670.0059347181009,258.16992581602375,1913.213052035586
F583-4,7.29,670.2345679012348,219.62283950617288,1806.415127447664
IC2574,0.85,124.81176470588238,108.19776470588235,913.9389660387752
IC2574,1.14,145.97368421052633,126.10535087719299,1075.2667800047602
IC2574,1.42,189.40845070422534,135.318661971831,1231.1253342206762
IC2574,1.71,202.31578947368425,143.27865497076024,1393.4836914152063
IC2574,1.99,197.00502512562815,154.43075376884426,1549.4236591092233
IC2574,2.28,298.7763157894737,153.3532017543859,1686.7468815907716
IC2574,2.55,300.89803921568625,155.6419215686274,1801.8747141264678
IC2574,2.84,310.5950704225352,152.20633802816894,1898.3693780345154
IC2574,3.13,347.9233226837061,147.92849840255593,1970.1231382866918
IC2574,3.41,355.1436950146627,142.14794721407625,2015.3717873128546
IC2574,3.7,331.08108108108104,129.91137837837834,2034.7942294545533
IC2574,3.98,382.1608040201005,120.46042713567839,2038.2945894209738
IC2574,4.26,302.537558685446,121.21110328638497,2037.840559936156
IC2574,4.55,351.64835164835165,135.4721978021978,2039.1832854371976
IC2574,4.84,309.44008264462815,151.97859504132234,2033.8962230346644
IC2574,5.12,341.25781249999994,156.76650390625002,2011.6203054770147
IC2574,5.41,340.1866913123844,154.33354898336415,1976.918160818633
IC2574,5.68,347.07042253521126,157.61184859154926,1947.6673170659226
IC2574,5.97,355.9815745393635,158.6888609715243,1912.2834854673617
IC2574,6.26,383.54632587859425,160.6345846645368,1877.069526937413
IC2574,6.54,411.86697247706417,161.29854740061157,1841.8020581876294
IC2574,6.83,412.8272327964861,154.22941434846265,1797.9068830183692
IC2574,7.1,410.7042253521127,149.46008450704224,1759.478918454559
IC2574,7.39,422.8430311231394,145.1287144790257,1719.8657102483326
IC2574,7.68,450.18749999999994,144.55204427083333,1685.034841133832
IC2574,7.96,412.4736180904522,143.1870603015075,1651.6410607787695
IC2574,8.25,353.45454545454544,140.5606060606061,1616.9557759171178
IC2574,8.52,477.7511737089202,134.92785211267605,1582.4987536135018
IC2574,8.81,415.4653802497162,131.26312145289444,1548.961240581793
IC2574,9.1,408.9010989010989,128.6644945054945,1517.5894077073808
IC2574,9.38,464.39232409381657,128.90586353944562,1491.060595103726
IC2574,9.67,439.6111685625646,132.58114788004136,1468.0179956111947
IC2574,9.96,452.04919678714845,128.7816867469879,1438.484827619892
IC2574,10.23,445.38123167155425,128.3254936461388,1414.9162539857107
IC4202,0.77,1600.012987012987,23814.06025974026,24582.371515254763
IC4202,1.59,3816.610062893082,20683.948490566036,21870.394253020047
IC4202,2.36,5603.813559322034,14707.095084745764,16275.735371097644
IC4202,3.13,7775.079872204473,11292.176773162944,13114.37141304708
IC4202,3.95,9332.6582278481,9737.185468354433,11654.36470629037
IC4202,4.73,8798.30866807611,8843.10124735729,10734.156458943085
IC4202,5.5,7942.0,7756.686909090911,9568.63741168838
IC4202,6.27,7719.298245614035,6850.367862838916,8565.517448045628
IC4202,7.08,7536.864406779661,6411.148757062147,8023.635790714832
