gal_id,vflat_obs_kms,M_bary_Msun,log10v,log10Mb,log10Mb_pred,resid_dex
UGC06983,24.2,500000000.0,1.3838153659804313,8.698970004336019,14.477428063366416,-5.778458059030397
UGC06917,24.2,1000000000.0,1.3838153659804313,9.0,14.477428063366416,-5.477428063366416
UGC06923,24.2,1000000000.0,1.3838153659804313,9.0,14.477428063366416,-5.477428063366416
UGC07559,24.2,1500000000.0,1.3838153659804313,9.176091259055681,14.477428063366416,-5.3013368043107345
UGC07089,24.2,1500000000.0,1.3838153659804313,9.176091259055681,14.477428063366416,-5.3013368043107345
UGC07323,24.2,1500000000.0,1.3838153659804313,9.176091259055681,14.477428063366416,-5.3013368043107345
UGC07524,24.2,1500000000.0,1.3838153659804313,9.176091259055681,14.477428063366416,-5.3013368043107345
UGC06818,24.2,1500000000.0,1.3838153659804313,9.176091259055681,14.477428063366416,-5.3013368043107345
UGC07577,24.2,1500000000.0,1.3838153659804313,9.176091259055681,14.477428063366416,-5.3013368043107345
UGC08490,24.2,1500000000.0,1.3838153659804313,9.176091259055681,14.477428063366416,-5.3013368043107345
UGC08550,24.2,1500000000.0,1.3838153659804313,9.176091259055681,14.477428063366416,-5.3013368043107345
UGC07399,24.2,1500000000.0,1.3838153659804313,9.176091259055681,14.477428063366416,-5.3013368043107345
UGC06787,24.2,1500000000.0,1.3838153659804313,9.176091259055681,14.477428063366416,-5.3013368043107345
UGC06973,24.2,1500000000.0,1.3838153659804313,9.176091259055681,14.477428063366416,-5.3013368043107345
UGC07125,24.2,1500000000.0,1.3838153659804313,9.176091259055681,14.477428063366416,-5.3013368043107345
UGC07151,24.2,1500000000.0,1.3838153659804313,9.176091259055681,14.477428063366416,-5.3013368043107345
UGC12632,24.2,1500000000.0,1.3838153659804313,9.176091259055681,14.477428063366416,-5.3013368043107345
UGC08286,24.2,1500000000.0,1.3838153659804313,9.176091259055681,14.477428063366416,-5.3013368043107345
UGC07603,24.2,1500000000.0,1.3838153659804313,9.176091259055681,14.477428063366416,-5.3013368043107345
UGCA281,24.2,1500000000.0,1.3838153659804313,9.176091259055681,14.477428063366416,-5.3013368043107345
UGCA444,24.2,2000000000.0,1.3838153659804313,9.301029995663981,14.477428063366416,-5.176398067702435
UGC07690,24.2,2500000000.0,1.3838153659804313,9.397940008672037,14.477428063366416,-5.079488054694378
UGC08837,24.2,2500000000.0,1.3838153659804313,9.397940008672037,14.477428063366416,-5.079488054694378
UGC09037,24.2,2500000000.0,1.3838153659804313,9.397940008672037,14.477428063366416,-5.079488054694378
UGC07866,24.2,2500000000.0,1.3838153659804313,9.397940008672037,14.477428063366416,-5.079488054694378
