gal_id,Vflat_obs_kms
CamB,0.0
CamB,0.0
CamB,0.0
CamB,0.0
CamB,0.0
CamB,0.0
CamB,0.0
CamB,0.0
CamB,0.0
D512-2,0.0
D512-2,0.0
D512-2,0.0
D512-2,0.0
D564-8,0.0
D564-8,0.0
D564-8,0.0
D564-8,0.0
D564-8,0.0
D564-8,0.0
D631-7,0.0
D631-7,0.0
D631-7,0.0
D631-7,0.0
D631-7,0.0
D631-7,0.0
D631-7,0.0
D631-7,0.0
D631-7,0.0
D631-7,0.0
D631-7,0.0
D631-7,0.0
D631-7,0.0
D631-7,0.0
D631-7,0.0
D631-7,0.0
DDO064,0.0
DDO064,0.0
DDO064,0.0
DDO064,0.0
DDO064,0.0
DDO064,0.0
DDO064,0.0
DDO064,0.0
DDO064,0.0
DDO064,0.0
DDO064,0.0
DDO064,0.0
DDO064,0.0
DDO064,0.0
DDO154,0.0
DDO154,0.0
DDO154,0.0
DDO154,0.0
DDO154,0.0
DDO154,0.0
DDO154,0.0
DDO154,0.0
DDO154,0.0
DDO154,0.0
DDO154,0.0
DDO154,0.0
DDO161,0.0
DDO161,0.0
DDO161,0.0
DDO161,0.0
DDO161,0.0
DDO161,0.0
DDO161,0.0
DDO161,0.0
DDO161,0.0
DDO161,0.0
DDO161,0.0
DDO161,0.0
DDO161,0.0
DDO161,0.0
DDO161,0.0
DDO161,0.0
DDO161,0.0
DDO161,0.0
DDO161,0.0
DDO161,0.0
DDO161,0.0
DDO161,0.0
DDO161,0.0
DDO161,0.0
DDO161,0.0
DDO161,0.0
DDO161,0.0
DDO161,0.0
DDO161,0.0
DDO161,0.0
DDO161,0.0
DDO168,0.0
DDO168,0.0
DDO168,0.0
DDO168,0.0
DDO168,0.0
DDO168,0.0
DDO168,0.0
DDO168,0.0
DDO168,0.0
DDO168,0.0
DDO170,0.0
DDO170,0.0
DDO170,0.0
DDO170,0.0
DDO170,0.0
DDO170,0.0
DDO170,0.0
DDO170,0.0
ESO079-G014,0.0
ESO079-G014,0.0
ESO079-G014,0.0
ESO079-G014,0.0
ESO079-G014,0.0
ESO079-G014,0.0
ESO079-G014,0.0
ESO079-G014,0.0
ESO079-G014,0.0
ESO079-G014,0.0
ESO079-G014,0.0
ESO079-G014,0.0
ESO079-G014,0.0
ESO079-G014,0.0
ESO079-G014,0.0
ESO116-G012,0.0
ESO116-G012,0.0
ESO116-G012,0.0
ESO116-G012,0.0
ESO116-G012,0.0
ESO116-G012,0.0
ESO116-G012,0.0
ESO116-G012,0.0
ESO116-G012,0.0
ESO116-G012,0.0
ESO116-G012,0.0
ESO116-G012,0.0
ESO116-G012,0.0
ESO116-G012,0.0
ESO116-G012,0.0
ESO444-G084,0.0
ESO444-G084,0.0
ESO444-G084,0.0
ESO444-G084,0.0
ESO444-G084,0.0
ESO444-G084,0.0
ESO444-G084,0.0
ESO563-G021,0.0
ESO563-G021,0.0
ESO563-G021,0.0
ESO563-G021,0.0
ESO563-G021,0.0
ESO563-G021,0.0
ESO563-G021,0.0
ESO563-G021,0.0
ESO563-G021,0.0
ESO563-G021,0.0
ESO563-G021,0.0
ESO563-G021,0.0
ESO563-G021,0.0
ESO563-G021,0.0
ESO563-G021,0.0
ESO563-G021,0.0
ESO563-G021,0.0
ESO563-G021,0.0
ESO563-G021,0.0
ESO563-G021,0.0
ESO563-G021,0.0
ESO563-G021,0.0
ESO563-G021,0.0
ESO563-G021,0.0
ESO563-G021,0.2
ESO563-G021,0.2
ESO563-G021,0.2
ESO563-G021,0.2
ESO563-G021,0.2
ESO563-G021,0.2
F561-1,0.2
F561-1,0.2
F561-1,0.2
F561-1,0.2
F561-1,0.2
F561-1,0.2
F563-1,0.2
F563-1,0.2
F563-1,0.2
F563-1,0.2
F563-1,0.2
F563-1,0.2
F563-1,0.2
F563-1,0.2
F563-1,0.2
F563-1,0.2
