gal_id,vflat_kms,M_bary_Msun
CamB,47.594488001873415,2500000000.0
D512-2,88.28871904104142,5000000000.0
D564-8,75.23290915778384,3500000000.0
D631-7,106.77648525896814,1500000000.0
DDO064,66.05229634486423,2500000000.0
DDO154,100.95473198817544,1500000000.0
DDO161,121.80573876269068,5000000000.0
DDO168,88.77747941614494,3000000000.0
DDO170,120.76835033200007,3500000000.0
ESO079-G014,180.61006933486357,2500000000.0
ESO116-G012,127.02299993279749,1500000000.0
ESO444-G084,87.8554125186277,3000000000.0
ESO563-G021,254.14322417046435,0.0
F561-1,127.31661443701948,5000000000.0
F563-1,130.34692605967786,2500000000.0
F563-V1,113.59037009777141,5000000000.0
F563-V2,127.11652937915319,5000000000.0
F565-V2,114.74660370098748,5000000000.0
F567-2,120.64606350105221,5000000000.0
F568-1,130.7430964044684,2500000000.0
F568-3,135.22628038404986,5000000000.0
F568-V1,126.71636844664337,5000000000.0
F571-8,133.33248779578983,2500000000.0
F571-V1,125.24942513352765,5000000000.0
F574-1,129.7220291077208,5000000000.0
F574-2,124.57910380020257,5000000000.0
F579-V1,139.81258725014476,5000000000.0
F583-1,114.68286508366891,2500000000.0
F583-4,113.55639995491161,5000000000.0
IC2574,117.16690678349542,3500000000.0
IC4202,243.83941661565905,0.0
KK98-251,69.78715300061766,2500000000.0
NGC0024,110.7014292670577,1500000000.0
NGC0055,130.65548368791053,1500000000.0
NGC0100,120.79553094921276,500000000.0
NGC0247,134.7911330823889,1500000000.0
NGC0289,164.4511973002121,2500000000.0
NGC0300,123.4551856602878,5000000000.0
NGC0801,224.0103303001034,0.0
NGC0891,245.1438102672471,0.0
NGC1003,135.25293188065913,2500000000.0
NGC1090,178.92264211089204,1500000000.0
NGC1705,101.81577020141002,5000000000.0
NGC2366,103.47390234871943,2500000000.0
NGC2403,140.4817453684505,1500000000.0
NGC2683,168.3647258550501,2500000000.0
NGC2841,196.21177221598052,0.0
NGC2903,185.02190508288214,1500000000.0
NGC2915,114.51408976105475,2000000000.0
NGC2955,280.7413512362022,0.0
NGC2976,96.09661308694858,5000000000.0
NGC2998,202.86694932892257,0.0
NGC3109,103.5607338115372,2500000000.0
NGC3198,155.63168505781715,1500000000.0
NGC3521,263.82092815314854,2500000000.0
NGC3726,171.04367104566694,1000000000.0
NGC3741,102.65790648710227,2000000000.0
NGC3769,143.3106730279049,1000000000.0
NGC3877,228.5251815794018,500000000.0
NGC3893,181.7741970690747,1000000000.0
NGC3917,156.6357560095074,1000000000.0
NGC3949,197.07950290419444,1000000000.0
NGC3953,259.13628236202806,0.0
NGC3972,149.34499418129815,500000000.0
NGC3992,209.79292051489944,0.0
NGC4010,151.2198085749957,500000000.0
NGC4013,173.23184448849236,500000000.0
NGC4051,213.8044773687364,1500000000.0
NGC4068,67.30645799783699,3000000000.0
NGC4085,178.1217545648235,1000000000.0
NGC4088,211.60733113706206,0.0
NGC4100,175.71030465111437,1000000000.0
NGC4138,164.6682614893623,1500000000.0
NGC4157,192.06042028226034,0.0
NGC4183,140.14020399182573,1000000000.0
NGC4214,102.71591007635442,5000000000.0
NGC4217,202.66778574157706,1000000000.0
NGC4389,172.92112509697634,2000000000.0
NGC4559,151.17176174315318,500000000.0
NGC5005,315.5108665725197,0.0
NGC5033,179.67014066961428,0.0
NGC5055,185.25198701940627,0.0
NGC5371,243.89698376902894,0.0
NGC5585,122.95288762825169,1000000000.0
NGC5907,198.35092600190774,0.0
NGC5985,244.5351373441973,0.0
NGC6015,155.63969587112032,1000000000.0
NGC6195,290.15436950930115,0.0
NGC6503,138.60599526812553,1000000000.0
NGC6674,188.45877763491217,0.0
NGC6789,33.52066073137537,3500000000.0
NGC6946,185.83073027893937,1000000000.0
NGC7331,237.79029755307477,0.0
NGC7793,131.4211187397247,4500000000.0
NGC7814,187.3144112888528,500000000.0
PGC51017,85.47217917917038,1500000000.0
UGC00128,142.7059862602056,5000000000.0
UGC00191,121.1297444967471,2500000000.0
UGC00634,132.12210932481437,4000000000.0
UGC00731,120.54764061687494,1500000000.0
UGC00891,111.14129609976293,2500000000.0
UGC01230,141.42973064004238,5000000000.0
UGC01281,89.59685212052905,500000000.0
UGC02023,94.53027588886184,5000000000.0
UGC02259,116.97694442977769,1500000000.0
UGC02455,111.99625943651185,2500000000.0
UGC02487,228.70376665114085,0.0
UGC02885,233.9906324913644,0.0
UGC02916,219.39789379681304,0.0
UGC02953,219.89260655838422,0.0
UGC03205,213.03915338904253,0.0
UGC03546,204.59373433542916,0.0
UGC03580,142.3183356776855,2000000000.0
UGC04278,111.15493900151128,1500000000.0
UGC04305,103.68011051478722,5000000000.0
UGC04325,112.36885798436218,1500000000.0
UGC04483,35.660415623357295,1500000000.0
UGC04499,118.1921905448077,1500000000.0
UGC05005,135.33618381101658,5000000000.0
UGC05253,227.8191851551249,0.0
UGC05414,98.02601660716547,1500000000.0
UGC05716,121.22594182838267,5000000000.0
UGC05721,105.4283654281808,2500000000.0
UGC05750,125.39005716140845,5000000000.0
UGC05764,81.00350349095143,5000000000.0
UGC05829,111.01521959148903,5000000000.0
UGC05918,92.18106380896208,2500000000.0
UGC05986,124.98568658908508,1500000000.0
UGC05999,135.30801109066724,5000000000.0
UGC06399,118.41787287152243,1000000000.0
UGC06446,118.79545519979074,1500000000.0
UGC06614,180.03009829454487,0.0
UGC06628,120.34223531414992,5000000000.0
UGC06667,113.19007040221393,500000000.0
UGC06786,182.40793671792477,1500000000.0
UGC06787,192.00823802115914,1500000000.0
UGC06818,112.55685056385269,1500000000.0
UGC06917,132.80250300901088,1000000000.0
UGC06923,114.8503620798886,1000000000.0
UGC06930,139.45698741583033,2500000000.0
UGC06973,212.06595574114365,1500000000.0
UGC06983,134.10592216702545,500000000.0
UGC07089,123.59360562216713,1500000000.0
UGC07125,131.6540911061737,1500000000.0
UGC07151,111.054256000487,1500000000.0
UGC07232,37.452134344982724,2500000000.0
UGC07261,112.95183048125871,5000000000.0
UGC07323,119.15026434414341,1500000000.0
UGC07399,107.86571192373081,1500000000.0
UGC07524,123.33865074024361,1500000000.0
UGC07559,64.39847059893472,1500000000.0
UGC07577,46.2663677647758,1500000000.0
UGC07603,89.15756536788373,1500000000.0
UGC07608,96.40508684500153,5000000000.0
UGC07690,94.19606573943094,2500000000.0
UGC07866,60.41804446478699,2500000000.0
UGC08286,113.94986713913873,1500000000.0
UGC08490,116.37994903160076,1500000000.0
UGC08550,99.43309064268738,1500000000.0
UGC08699,180.72055931943095,4500000000.0
UGC08837,93.1739628379496,2500000000.0
UGC09037,179.05655795623233,2500000000.0
UGC09133,195.57874804134337,0.0
UGC09992,90.80187651498292,5000000000.0
UGC10310,117.35103393309026,3000000000.0
UGC11455,281.80588349676145,0.0
UGC11557,143.97038640487781,5000000000.0
UGC11820,125.74742811991284,5000000000.0
UGC11914,315.3676361518749,0.0
UGC12506,196.52785605603833,0.0
UGC12632,120.45694642039373,1500000000.0
UGC12732,128.78687947985418,3000000000.0
UGCA281,35.373438957753436,1500000000.0
UGCA442,104.00246095911818,3500000000.0
UGCA444,61.707075998001834,2000000000.0
