gal_id,_norm,join_method,match_name,M_bary_Msun
CamB,camb,exact_raw,CamB,2500000000.0
CamB,camb,exact_raw,CamB,2500000000.0
CamB,camb,exact_raw,CamB,2500000000.0
CamB,camb,exact_raw,CamB,2500000000.0
CamB,camb,exact_raw,CamB,2500000000.0
CamB,camb,exact_raw,CamB,2500000000.0
CamB,camb,exact_raw,CamB,2500000000.0
CamB,camb,exact_raw,CamB,2500000000.0
CamB,camb,exact_raw,CamB,2500000000.0
D512-2,d5122,exact_raw,D512-2,5000000000.0
D512-2,d5122,exact_raw,D512-2,5000000000.0
D512-2,d5122,exact_raw,D512-2,5000000000.0
D512-2,d5122,exact_raw,D512-2,5000000000.0
D564-8,d5648,exact_raw,D564-8,3500000000.0
D564-8,d5648,exact_raw,D564-8,3500000000.0
D564-8,d5648,exact_raw,D564-8,3500000000.0
D564-8,d5648,exact_raw,D564-8,3500000000.0
D564-8,d5648,exact_raw,D564-8,3500000000.0
D564-8,d5648,exact_raw,D564-8,3500000000.0
D631-7,d6317,exact_raw,D631-7,1500000000.0
D631-7,d6317,exact_raw,D631-7,1500000000.0
D631-7,d6317,exact_raw,D631-7,1500000000.0
D631-7,d6317,exact_raw,D631-7,1500000000.0
D631-7,d6317,exact_raw,D631-7,1500000000.0
D631-7,d6317,exact_raw,D631-7,1500000000.0
D631-7,d6317,exact_raw,D631-7,1500000000.0
D631-7,d6317,exact_raw,D631-7,1500000000.0
D631-7,d6317,exact_raw,D631-7,1500000000.0
D631-7,d6317,exact_raw,D631-7,1500000000.0
D631-7,d6317,exact_raw,D631-7,1500000000.0
D631-7,d6317,exact_raw,D631-7,1500000000.0
D631-7,d6317,exact_raw,D631-7,1500000000.0
D631-7,d6317,exact_raw,D631-7,1500000000.0
D631-7,d6317,exact_raw,D631-7,1500000000.0
D631-7,d6317,exact_raw,D631-7,1500000000.0
DDO064,ddo0064,exact_raw,DDO064,2500000000.0
DDO064,ddo0064,exact_raw,DDO064,2500000000.0
DDO064,ddo0064,exact_raw,DDO064,2500000000.0
DDO064,ddo0064,exact_raw,DDO064,2500000000.0
DDO064,ddo0064,exact_raw,DDO064,2500000000.0
DDO064,ddo0064,exact_raw,DDO064,2500000000.0
