cluster,size,mean_error,std_error,early_count,intermediate_count,late_count,mean_eta,mean_ring_amp,mean_M_max,mean_bulge_gate_power,mean_lambda_hat
0,62,10.12545153402513,8.692309395793746,10,14,38,0.3913078943594884,3.4466194172585594,2.5317125167522248,28.37522438793651,22.95141474324358
1,51,7.562383645889806,5.912675591591063,5,7,39,0.9253442880932004,7.361413361092926,2.424542009223438,33.47237266520158,24.40550289418224
2,30,25.505864795049032,27.183142055260525,10,7,13,0.11639961047602153,1.8668063361955365,2.433330419298893,36.96067832307357,10.901602164560177
3,9,15.993599547280205,11.490504409787631,1,4,4,0.03846856370873333,1.0092873972438217,1.7706702674047117,27.67736436273128,14.882304604026055
4,23,11.158030416654503,9.040437488877009,2,2,19,1.6449184112622974,7.609055761032415,4.328234650327761,32.96315080899099,42.286227546240056
