Galaxy,rmse,median_ape,n_points
UGC02455,60.95197071487637,1.6758314763206292,8
CamB,8.795511921147847,0.9153529217580153,9
UGC06973,155.35736039852551,0.8305308763772432,9
UGC11557,43.98375016432078,0.7207174032950572,12
NGC4088,106.24341358388392,0.6577726533519122,12
NGC3877,102.75519867582935,0.5871380766595705,13
NGC0891,129.8972725072404,0.5761005998433597,18
UGC07577,6.571743416670621,0.5611886790073598,9
UGC06667,34.43287530117366,0.5610624117491405,9
UGC04305,19.637774399433734,0.5457128202155417,22
NGC3741,20.55112468302509,0.5404361368543288,21
NGC2915,39.52366158756476,0.5267396117826205,30
F583-1,27.24415503070649,0.5154425454867475,25
NGC4217,98.39937185433715,0.5066762383842689,19
UGC00731,26.74120472306369,0.5034789117336305,12
NGC3953,120.23164566371003,0.49890700201279004,8
F563-1,45.30953268402976,0.48949164468964806,17
F568-V1,45.76599113900181,0.48691342489106304,15
UGC05764,20.897058138259567,0.48617400846608994,10
NGC5371,100.87787904720311,0.4791204975774798,19
F563-V2,33.82892438359278,0.4760216125465574,10
NGC3109,21.436926384249865,0.4489783663686164,25
NGC5005,145.54393259577043,0.4442376526607986,18
UGC07608,20.77522042417647,0.4232692911591205,8
NGC1705,28.374132390428482,0.4216319352158009,14
UGC07399,35.88054855193659,0.40325689577306245,10
UGC05716,23.55559574358054,0.4006810781780556,12
F568-1,44.24691211731591,0.3995280858965743,12
DDO154,15.705498058902469,0.39905750841109094,12
UGC05721,28.037843398324757,0.37619006632897956,23
NGC7331,101.75301890947124,0.3752325139824256,36
UGC06446,25.33271740043072,0.3701611270019712,17
UGC00128,46.721151912708706,0.36852788259113145,22
UGCA442,17.1819206274263,0.3675983967087646,8
UGC12732,24.19275358893139,0.36196091530635244,16
UGC01230,32.702965405160974,0.3603292269685425,11
UGC08490,26.41916720404994,0.3548838262873589,30
UGC03546,82.49669660814556,0.34918536836401703,30
UGC12632,17.188862568623644,0.3468431400108761,15
NGC6195,100.50915802195169,0.3421325864100756,23
UGC09037,52.03908334930186,0.3413431125549693,22
UGC05918,11.559183271665123,0.3337556648830288,8
D631-7,15.695960534026742,0.3332867663326372,16
NGC3521,70.5207222204759,0.32465421513381637,41
NGC2976,26.667566329738673,0.3204548626299157,27
NGC6946,57.19847141586815,0.3174811689462521,58
UGC01281,11.151723944148495,0.3123953453272702,25
UGC08550,15.508664862729201,0.31123463638464244,11
NGC4157,59.69802061998402,0.3062714402525956,17
UGC11820,14.5607078078273,0.3042333360000069,10
NGC0801,67.44633187008777,0.3034898117241897,13
F571-8,34.824444875258244,0.3008856133428258,13
UGC11455,85.67713841205808,0.2964988705035541,36
UGC00191,17.692896574806547,0.28832448671271055,9
UGCA444,8.410738428741343,0.2873232518878562,36
UGC08286,23.128725755078026,0.2864364194320447,17
NGC2955,88.78103403792821,0.28610545046708724,24
UGC03580,32.64470150317597,0.2824534591885863,47
NGC0024,24.057606565618215,0.281709950974472,29
UGC02259,24.386190002216924,0.2815226463594101,8
NGC5055,58.538012929477006,0.27441869636066996,28
IC4202,68.93874803313713,0.2731362113261077,32
NGC1003,30.16630334492773,0.2724839040911739,36
NGC4214,19.26287533880527,0.2690917868608538,14
UGC07524,14.818105943889433,0.26759869253896246,31
UGC11914,84.75375536639649,0.2670799101327447,65
UGC07603,14.261699611451272,0.26435646258674333,12
UGC05829,10.8311124459719,0.261083912072893,11
DDO064,7.491499659465477,0.25497440799162174,14
UGC05750,14.065017422005063,0.2502726358720794,11
NGC2903,63.849037082648266,0.24430406187310139,34
UGC06983,22.130703795066797,0.2419952136856723,17
DDO170,13.034511870956784,0.23811179217066158,8
F579-V1,27.59057172612065,0.23460953908118792,14
NGC4010,28.70461583838057,0.23367579288629436,12
UGC05005,18.087962695739392,0.22983191758899915,11
F568-3,20.390464209097317,0.22203704767530003,18
NGC3726,36.64276824757456,0.22077446746440582,12
F574-1,20.40466068936718,0.2203376737206656,14
UGC04325,21.029129889737945,0.21868170360878658,8
NGC0300,18.58896540204638,0.21692833976868048,25
NGC3893,43.95031012649289,0.21527012619439506,10
NGC1090,33.45887091511748,0.20773323318788814,24
NGC3972,24.403645456491603,0.205897744922664,10
