r_kpc,rho_star_Msun_per_kpc3
0.5,7971551438.1490755
0.5105023241317377,7685330239.492293
0.5212252458878116,7408659521.331379
0.5321733988437286,7141245149.497273
0.5433515139016192,6882801292.069426
0.5547644213345496,6633050205.968194
0.5664170528737723,6391722028.525415
0.5783144438398202,6158554573.927226
0.5904617353183631,5933293134.4256315
0.6028641763817666,5715690286.217054
0.6155271263573154,5505505699.888267
0.6284560571430786,5302505955.332057
0.6416565555724196,5106464361.0368395
0.6551343258281714,4917160777.6563835
0.6688951919075212,4734381445.767665
0.6829451001386686,4557918817.726709
0.6972901217503453,4387571393.533947
0.7119364554953073,4223143560.622557
0.7268904303289316,4064445437.484822
0.7421585081440771,3911292721.0533314
0.7577472865633891,3763506537.7553887
0.773663501790256,3620913298.1608095
0.789914031519649,3483344555.1446137
0.8065058979101031,3350636865.4880013
0.8234462706181231,3222631654.8422093
0.8407424698963274,3099175085.981649
0.8584019697566654,2980117930.273971
0.8764324012000786,2865315442.2962894
0.8948415555139995,2754627237.5281763
0.9136373876391121,2647917173.053427
0.9328280196068321,2545053231.20395
0.952421744048988,2445907406.080572
0.9724270277812229,2350355592.88669
0.9928525154616643,2258277480.0121956
1.0137070333264433,2169556443.8062115
1.0349995930036764,2084079445.9784882
1.0567393954075588,2001736933.5705445
1.0789358347142521,1922422741.4387891
1.1015985024212844,1846033997.1930473
1.1247371914922146,1772471028.5351052
1.1483619005883579,1701637272.9429605
1.1724828383893926,1633439189.6476038
1.197110428004723,1567786173.8502645
1.2222553114775006,1504590473.1290648
1.24792835438325,1443767105.9851222
1.2741406505250878,1385233782.4791589
1.3009035267275633,1328910826.9106529
1.3282285477311904,1274721102.492594
1.3561275211897905,1222589937.975852
1.384612502772801,1172445056.1781216
1.413695801374754,1124216504.3733385
1.4433899844341829,1077836586.4983864
1.473707883364246,1033239797.1347891
1.504662599097423,990362757.2239927
1.536267507746671,949144151.4756848
1.5685362663854956,909524667.4294325
1.6014828189494281,871446936.1308001
1.6351214022614597,834855474.3838598
1.6694665521840424,799696628.5428557
1.7045331099003054,765918519.8065443
1.740336228327209,733470990.979496
1.7768913786634057,702305554.6654224
1.8142143570746323,672375342.8583119
1.8523212915195324,643635057.8978705
1.8912286487188463,616040924.7565242
1.9309532412709935,589550644.6258719
1.9715122349171088,564123349.77122
2.012923155958681,539719559.6234643
2.0552038988309977,516301138.0782497
2.098372733835666,493831251.97300285
2.1424483150355518,472274330.71303314
2.187449688315549,451596027.01855314
2.2333962996126657,431763178.7650462
2.2803080033189778,412743771.8900284
2.3282050708610806,394506904.339825
2.377108199459758,377022751.030564
2.4270385210736327,360262529.79814124
2.47801761153069,344198468.312474
2.5300674998515897,328803771.9318974
2.5832106777688226,314052592.47408205
2.637470109445811,299919997.8803789
2.69286924140015,286381942.75101346
2.7494320126352925,273415239.7290289
2.8071828649850357,260997531.71139252
2.8661467536753014,249107264.86614618
2.9263491581077536,237723662.4349609
2.987816092869924,226826699.30090314
3.0505741189766082,216397077.3016963
3.114650355347373,206416201.2691817
3.1800724905251534,196866155.77613294
3.246868794640988,187729682.57199857
3.3150681316300763,178990158.68956634
3.384699971704424,170631575.20495477
3.45579440408747,162638516.633735
3.528382150016214,154996140.946382
3.602494576016429,147690160.18664187
3.6781637074567315,140706821.67677665
3.7554222423873425,134032889.7940195
3.8343035656695204,127655628.30293828
3.914841763401798,121562783.2287572
3.9970716376492157,115742566.25704068
4.081028721481953,110183638.6454786
4.166749294329821,104875095.63385482
4.254270397659304,99806451.33859654
4.343629850979852,94967624.11864002
4.434866268186416,90348922.39964734
4.528019074245225,85941030.94392623
4.623128522230052,81734997.55370572
4.720235710716335,77722220.19571216
4.819382601540627,73894434.5352867
4.9206120379331,70243701.8685624
5.023967763030908,66762397.44150271
5.129494438780414,63443199.1448706
5.2372376652364485,60279076.574469134
5.347244000266965,57263280.44624932
5.459560979671551,54389332.356144436
5.574237137722546,51651014.874731824
5.691322028137613,49042361.967076145
5.810866245492813,46557649.728341185
5.93292144708549,44191387.42599775
6.05754037525635,41938308.83968082
6.184776880180412,39793363.88997779
6.314685943136676,37751710.54764626
6.447323700266574,35808707.01497814
6.582747466831441,33959904.17123736
6.721015761979519,32201038.27430292
6.862188334033176,30528023.910853762
7.006326186307266,28936947.18762763
7.153491603469827,27424059.156479698
7.303748178456434,25985769.466156863
7.45716083994991,24618640.233887132
7.613795880437224,23319380.130065665
7.7737209848557045,22084838.66949542
7.937005259840996,20912000.70281293
8.103719263589308,19797981.101900343
8.273935036346952,18740019.63324877
8.447726131540268,17735476.013400476
8.62516764755944,16781825.140755873
8.806336260209934,15876652.498184701
8.991310255845532,15017649.721033357
9.18016956519735,14202610.325266544
9.372995797913381,13429425.59062677
9.569872277823583,12696080.593835255
9.77088407894565,12000650.386996455
9.976118062247096,11341296.316502234
10.185662913179502,10716262.477863412
10.399609180001164,10123872.302024823
10.618049312904697,9562525.268845225
10.841077703966496,9030693.74354597
11.068790727935317,8526919.93205166
11.30128678387762,8049812.951263009
11.53866633769763,7598046.010415448
11.781031965550573,7170353.699788924
12.028488398167722,6765529.383142229
12.281142566112528,6382422.690351393
12.539103645987323,6019937.106834634
12.802483107610547,5677027.656447708
13.07139476218499,5352698.674630923
13.34595481147772,5046001.668685884
13.626281898033053,4756033.26215282
13.912497156440198,4481933.220350694
14.204724265677823,4222882.554231398
14.503089502558039,3978101.6997855445
14.807721796292972,3746848.770322127
15.11875278420751,3528417.8790264637
15.436316868622226,3322137.5292809154
15.760551274931187,3127369.0703111105
16.091596110899584,2943505.2157965098
16.429594427206936,2769968.6231579753
16.77469227926198,2606210.5313075096
17.12703879031591,2451709.4547152887
17.486786215901397,2305969.9317176226
17.854090009624993,2168521.325056151
18.229108890341593,2038916.6727030096
18.61200491073982,1916731.587090171
19.002943527367982,1801563.2009221623
19.402093672131034,1693029.1578110775
19.809627825289144,1590766.6460309476
20.225722089989706,1494431.4737447237
20.650556268364742,1403697.184112142
21.08431393922685,1318254.2087399112
21.527182537397,1237809.0579875733
21.979353434698652,1162083.5466926373
22.441022022653115,1090814.0539275438
22.912387796911847,1023750.8154484876
23.393654443462324,960657.2475422843
23.885029926644535,901309.3010222106
24.386726579016287,845494.8441673127
24.89896119310608,793013.0734417816
25.421955115093194,743673.9508720437
25.95593434045558,697297.6669988784
26.501129611626713,653714.128360497
27.0577765177037,612762.4684998351
27.626115596249804,574290.5815255913
28.206392437235138,538154.6772917126
28.798857789160813,504218.8572940422
29.40376766741198,472354.7104159065
30.021383464886934,442440.9276863655
30.651972064949796,414362.9352458514
31.295805956755938,388012.5447439191
31.95316335299957,363287.62042289274
32.62432831013469,340091.7621692988
33.30959085112123,318334.00384222023
34.009247090749305,297928.5262140334
34.723599363596115,278794.3838844661
35.45295635467029,260855.2455535772
36.19763323280048,244039.14706308552
36.95795178682576,228278.2566385077
37.73424056464651,213508.6517868638
38.52683501519627,199670.10732619857
39.33607763339541,186705.8940439953
40.16231810814966,174562.58750162498
41.00591347345715,163189.88652137746
41.86722826268962,152540.44091135086
42.74663466611405,142569.68800156063
43.64451269172305,133235.69758205983
44.5612503294435,124499.02485071895
45.49724371879414,116322.57099452842
46.45289732006502,108671.45104396231
47.42862408909232,101512.86865503341
48.424845655704296,94815.99748822268
49.441992505915465,88551.86886749261
50.48050416794758,82693.26541610748
51.54082940215824,77214.62037899466
52.623426394958386,72091.92235392112
53.728762956803344,67302.62516582143
54.85731672434267,62825.562630227796
56.00957536681552,58640.86796293645
57.18603679678211,54729.89760378444
58.387209385280705,51075.15923276375
59.61361218150439,47660.243766634354
60.86577513709214,44469.76113375914
62.14423933513051,41489.27963407102
63.44955722396618,38705.26869990031
64.78229285592887,36105.04488187566
66.14302213106907,33676.72089224292
67.53233304601548,31409.1575457632
68.95082594805886,29291.91844584958
70.39911379457399,27315.227270791358
71.87782241788942,25469.927521819416
73.38759079572169,23747.444601375253
74.92907132728972,22139.750096291216
76.50293011522832,20639.328146663822
78.1098472534239,19239.143787019828
79.75051712089588,17932.613151950303
81.42564868185053,16713.575443722617
83.13596579203815,15576.266564483005
84.88220751154427,14515.294320549834
86.66512842415153,13525.61511096514
88.4854989634098,12602.512016937959
90.34410574555429,11741.574213079559
92.24175190941791,10938.677625404809
94.17925746348203,10189.966764967457
96.15745964021771,9491.83766970969
98.17721325786985,8840.921890651975
100.23939108983956,8234.071461929672
102.34488424182663,7668.344797404463
104.49460253689234,7140.99345965216
106.68947490861137,6649.44975005218
108.93044980248169,6191.315071491754
111.21849558576491,5764.349017848869
113.55460096593684,5366.459146940862
115.93977541792569,4995.691396025442
118.37504962032548,4650.22110122084
120.86147590077192,4328.344584379427
123.40012869067206,4028.4712730070405
125.99210498948727,3749.116320773634
128.6385248387664,3488.89369801554
131.34053180613694,3246.5097233871097
134.0992934794627,3020.7570094869366
136.91600197137927,2810.508796863439
139.79187443442947,2614.71365230025
142.72815358701664,2432.390508698865
145.72610825040712,2262.62402521574
148.78703389701212,2104.560247579241
151.91225321018473,1957.402549710328
155.10311665577657,1820.407838903411
158.3610030657,1692.8830078939654
161.68732023374608,1574.181618149692
165.0835055239199,1463.7007996751981
168.5510264915514,1360.8783535198777
172.09138151745407,1265.19004402646
175.7061004554038,1176.1470686572375
179.39674529321633,1093.2936939880221
183.1649108277127,1016.2050471690748
187.01222535385972,944.4850528200732
190.94035136838724,877.7645059543189
194.95098628818468,815.6992721185082
199.04586318378549,757.9686064900872
203.22675152826085,704.2735841965048
207.49545796184077,654.3356346115942
211.85382707259785,607.8951728452175
216.303742193529,564.7103220752593
220.8471262163774,524.5557207773811
225.48594242255186,487.22140928916576
230.22219533149593,452.511790503072
235.05793156687898,420.2446598179584
239.99524074098144,390.250299793483
245.03625635765368,362.3706352464671
250.1831567342451,336.4584448044716
255.43816594289396,312.3766251907057
260.80355477159156,289.99750475666553
266.281641705433,269.2022030059341
271.8747939284762,249.88003306504544
277.5854283466488,231.9279442561839
283.41601263213647,215.25000211269492
289.369066289711,199.75690335249627
295.4471617454568,185.36552348748023
301.65292545836206,171.998494899416
307.98903905526345,159.58381335540773
314.45824048962515,148.054471069331
321.0633252246609,137.34811454029688
327.8071474413069,127.40672551578297
334.69262127156486,118.17632353603022
341.7227220577545,109.60668861815697
348.9004876382151,101.65110273366693
356.22901966001064,94.26610882201072
363.711484919212,87.41128616601385
371.3511167293265,81.04904103272287
379.1512163184746,75.14441155582165
387.1151542559132,69.66488590364708
395.2463719085194,64.5802328402307
403.5483829278728,59.86234384602899
412.0247747685672,55.48508602036196
420.6792102384184,51.42416503927392
429.5154290812332,47.656997490842684
438.53724959281993,44.16259195508669
447.74857027094924,40.92143823776508
457.1533714999647,37.91540420675003
466.75571727078307,35.12763971641914
476.5597569370222,32.54248713987413
486.5697270080114,30.1453980608767
496.7899529794702,27.92285570735418
507.2248512026326,25.862302736322548
517.8789307926372,23.952074006203063
528.7567955770015,22.18133399692315
539.8631460850185,20.540018560983455
551.2027815789478,19.018780709954136
562.7806021278631,17.60894016074187
574.6016107250654,16.30243638451942
586.670915449972,15.091784918537348
598.9937316754094,13.970036717210261
611.5753843212782,12.930740333967146
624.4213101555467,11.967906739452348
637.537060143582,11.075976594817142
650.9283018468284,10.24978981112233
