cluster,theta_E_obs,theta_E_pred,error,chi2,R_500,ell0,A_c
MACS0416,30.0,35.347558538640854,5.347558538640854,12.70950325519587,1200,202.69821212330538,4.76871513628274
A2744,26.0,31.627916393514433,5.6279163935144325,7.918360733097124,1430,205.81337677186255,4.588052375431791
RXJ1347,32.0,35.35094445622263,3.350944456222628,2.8072071871722906,1500,206.6706548125804,4.825132151621492
A370,38.0,39.488277966651296,1.488277966651296,0.553742826504929,1300,204.11428768256687,4.7164142633447295
CL0024,24.0,32.5701538252535,8.570153825253499,11.75160585416115,1180,202.40211928738645,5.131312320829683
MACS0329,28.0,32.77378123814158,4.773781238141581,3.64623796954121,1380,205.17725067468814,4.880204175668632
