r_kpc,C
7.64,1.000027358254859
22.92,1.0002460447908996
38.2,1.0006824626924071
53.48,1.0013347120253986
68.76,1.002199968695757
84.04,1.0032745148333702
99.32,1.0045537783510594
114.6,1.0060323809007032
129.88,1.007704193301706
145.16000000000005,1.009562397397925
160.44,1.0115995532109892
175.72,1.013807670201995
191.0,1.0161782814299294
206.28000000000003,1.0187025194026753
221.56,1.0213711924528854
236.84,1.024174860533213
252.12,1.027103909409559
267.4,1.0301486223328211
282.68000000000006,1.0332992483846086
297.96,1.0365460668159878
313.23999999999995,1.0398794468261576
328.52000000000004,1.0432899023560145
343.8,1.046768141596282
359.0799999999999,1.0503051110281951
374.36,1.0538920339242357
389.64,1.0575204433352343
404.92,1.0611822096770884
420.2000000000001,1.064869563104625
435.48,1.068575110921612
450.76,1.0722918503247538
466.045,1.0760143945907883
481.33,1.0797353211949547
496.61,1.0834476135411064
511.88999999999993,1.0871470927302571
527.1700000000001,1.090828758106338
542.4499999999999,1.0944879973645012
557.73,1.0981205767815534
573.01,1.101722629683188
588.29,1.1052906434672782
603.5699999999999,1.108821445479127
618.85,1.1123121880097944
634.13,1.115760332663197
649.4100000000001,1.1191636343121472
664.69,1.1225201248384458
679.9699999999999,1.1258280968279255
695.25,1.1290860873682769
710.53,1.132292862075812
725.8100000000001,1.1354473994572
741.09,1.138548875693678
756.37,1.141596649918441
771.65,1.1445902500427332
786.9300000000001,1.147529359172649
802.2099999999999,1.1504138026467092
817.49,1.1532435357138169
832.77,1.15601863186215
848.05,1.1587392718017924
863.3299999999999,1.161405733097331
878.61,1.1640183804411754
893.8900000000001,1.1665776565538253
909.17,1.169084073693688
