r_kpc,rho_star_Msun_per_kpc3
0.5,8488235056.726755
0.5105023241317377,8187089051.138271
0.5212252458878116,7895870913.775152
0.5321733988437286,7614278545.463132
0.5433515139016192,7342018274.575633
0.5547644213345496,7078804642.776247
0.5664170528737723,6824360195.711648
0.5783144438398202,6578415278.550472
0.5904617353183631,6340707836.265837
0.6028641763817666,6110983218.561104
0.6155271263573154,5888993989.340453
0.6284560571430786,5674499740.627832
0.6416565555724196,5467266910.839683
0.6551343258281714,5267068607.318737
0.6688951919075212,5073684433.038008
0.6829451001386686,4886900317.385875
0.6972901217503453,4706508350.944934
0.7119364554953073,4532306624.178979
0.7268904303289316,4364099069.944272
0.7421585081440771,4201695309.7427454
0.7577472865633891,4044910503.636614
0.773663501790256,3893565203.7453084
0.789914031519649,3747485211.2472816
0.8065058979101031,3606501436.8108296
0.8234462706181231,3470449764.3794174
0.8407424698963274,3339170918.2387094
0.8584019697566654,3212510333.293733
0.8764324012000786,3090318028.486197
0.8948415555139995,2972448483.283268
0.9136373876391121,2858760517.1706176
0.9328280196068321,2749117172.0836945
0.952421744048988,2643385597.7127614
0.9724270277812229,2541436939.6182466
0.9928525154616643,2443146230.0945225
1.0137070333264433,2348392281.7211776
1.0349995930036764,2257057583.5423603
1.0567393954075588,2169028199.8157234
1.0789358347142521,2084193671.2738543
1.1015985024212844,2002446918.8421366
1.1247371914922146,1923684149.75816
1.1483619005883579,1847804766.0388806
1.1724828383893926,1774711275.2428823
1.197110428004723,1704309203.47609
1.2222553114775006,1636507010.5903525
1.24792835438325,1571216007.5254207
1.2741406505250878,1508350275.7457173
1.3009035267275633,1447826588.724428
1.3282285477311904,1389564335.4283042
1.3561275211897905,1333485445.757609
1.384612502772801,1279514317.8964982
1.413695801374754,1227577747.5301232
1.4433899844341829,1177604858.8855584
1.473707883364246,1129527037.5546148
1.504662599097423,1083277865.057442
1.536267507746671,1038793055.1066301
1.5685362663854956,996010391.532432
1.6014828189494281,954869667.8304858
1.6351214022614597,915312628.2942518
1.6694665521840424,877282910.6951267
1.7045331099003054,840725990.4740344
1.740336228327209,805589126.4089845
1.7768913786634057,771821307.7238661
1.8142143570746323,739373202.6044697
1.8523212915195324,708197108.088446
1.8912286487188463,678246901.2965916
1.9309532412709935,649477991.9735705
1.9715122349171088,621847276.3068306
2.012923155958681,595313091.9931405
2.0552038988309977,569835174.5228318
2.098372733835666,545374614.6524538
2.1424483150355518,521893817.0371751
2.187449688315549,499356459.9948878
2.2333962996126657,477727456.374557
2.2803080033189778,456972915.50195247
2.3282050708610806,437060106.17648256
2.377108199459758,417957420.6934002
2.4270385210736327,399634339.86622566
2.47801761153069,382061399.0247577
2.5300674998515897,365210154.96459144
2.5832106777688226,349053153.82457376
2.637470109445811,333563899.86915135
2.69286924140015,318716825.1530565
2.7494320126352925,304487260.0462838
2.8071828649850357,290851404.5977825
2.8661467536753014,277786300.71677
2.9263491581077536,265269805.1510344
2.987816092869924,253280563.2420553
3.0505741189766082,241797983.4372068
3.114650355347373,230802212.53976348
3.1800724905251534,220274111.67783916
3.246868794640988,210195232.9738284
3.3150681316300763,200547796.8963192
3.384699971704424,191314670.2768597
3.45579440408747,182479344.97435465
3.528382150016214,174025917.17025277
3.602494576016429,165939067.27807894
3.6781637074567315,158204040.45122457
3.7554222423873425,150806627.6732859
3.8343035656695204,143733147.41559878
3.914841763401798,136970427.84695968
3.9970716376492157,130505789.58088438
4.081028721481953,124327028.94608012
4.166749294329821,118422401.7661443
4.254270397659304,112780607.63482444
4.343629850979852,107390774.6734986
4.434866268186416,102242444.75783773
4.528019074245225,97325559.20092459
4.623128522230052,92630444.8803987
4.720235710716335,88147800.79749301
4.819382601540627,83868685.0561117
4.9206120379331,79784502.25038387
5.023967763030908,75886991.24940059
5.129494438780414,72168213.36811276
5.2372376652364485,68620540.91363557
5.347244000266965,65236646.09645739
5.459560979671551,62009490.29631304
5.574237137722546,58932313.67272264
5.691322028137613,55998625.11044452
5.810866245492813,53202192.49032895
5.93292144708549,50537033.27628977
6.05754037525635,47997405.40934359
6.184776880180412,45577798.499886885
6.314685943136676,43272925.309601896
6.447323700266574,41077713.51459487
6.582747466831441,38987297.741583474
6.721015761979519,36997011.869151086
6.862188334033176,35102381.58629111
7.006326186307266,33299117.200658116
7.153491603469827,31583106.68913668
7.303748178456434,29950408.983527143
7.45716083994991,28397247.484331917
7.613795880437224,26920003.795805514
7.7737209848557045,25515211.675609972
7.937005259840996,24179551.19258748
8.103719263589308,22909843.086333573
8.273935036346952,21703043.322417155
8.447726131540268,20556237.837257516
8.62516764755944,19466637.46682424
8.806336260209934,18431573.05348231
8.991310255845532,17448490.725455105
9.18016956519735,16514947.343525346
9.372995797913381,15628606.109739708
9.569872277823583,14787232.333022444
9.77088407894565,13988689.346742872
9.976118062247096,13230934.57341556
10.185662913179502,12512015.731844138
10.399609180001164,11830067.182148693
10.618049312904697,11183306.404242024
10.841077703966496,10570030.60544383
11.068790727935317,9988613.453041246
11.30128678387762,9437501.927721819
11.53866633769763,8915213.293919694
11.781031965550573,8420332.183227535
12.028488398167722,7951507.787135888
12.281142566112528,7507451.155468727
12.539103645987323,7086932.596987634
12.802483107610547,6688779.178739097
13.07139476218499,6311872.320818247
13.34595481147772,5955145.483319613
13.626281898033053,5617581.942339643
13.912497156440198,5298212.651987855
14.204724265677823,4996114.189453764
14.503089502558039,4710406.780264017
14.807721796292972,4440252.4009498935
15.11875278420751,4184852.9564288687
15.436316868622226,3943448.5294848573
15.760551274931187,3715315.699811514
16.091596110899584,3499765.9301597816
16.429594427206936,3296144.0172065143
16.77469227926198,3103826.6048342874
17.12703879031591,2922220.7575838575
17.486786215901397,2750762.592110592
17.854090009624993,2588915.9645439554
18.229108890341593,2436171.2117151315
18.61200491073982,2292043.944282316
19.002943527367982,2156073.8898457484
19.402093672131034,2027823.7842055939
19.809627825289144,1906878.3089750356
20.225722089989706,1792843.0738188387
20.650556268364742,1685343.6416435905
21.08431393922685,1584024.5951207725
21.527182537397,1488548.6429766603
21.979353434698652,1398595.7645350324
22.441022022653115,1313862.3910487182
22.912387796911847,1234060.6224050154
23.393654443462324,1158917.477837387
23.885029926644535,1088174.1793221459
24.386726579016287,1021585.4663835042
24.89896119310608,958918.9410740779
25.421955115093194,899954.4419401644
25.95593434045558,844483.4458222307
26.501129611626713,792308.4963809173
27.0577765177037,743242.6582776298
27.626115596249804,697108.9959763286
28.206392437235138,653740.076169627
28.798857789160813,612977.492867644
29.40376766741198,574671.4142224732
30.021383464886934,538680.1501942785
30.651972064949796,504869.7401974061
31.295805956755938,473113.55989611446
31.95316335299957,443291.9463498898
32.62432831013469,415291.8407376415
33.30959085112123,389006.4479185804
34.009247090749305,364334.9121151082
34.723599363596115,341182.00802976533
35.45295635467029,319457.8467341231
36.19763323280048,299077.59569251473
36.95795178682576,279961.21230771585
37.73424056464651,262033.19039912472
38.52683501519627,245222.31904660742
39.33607763339541,229461.45325515227
40.16231810814966,214687.29591660923
41.00591347345715,200840.1905653076
41.86722826268962,187863.92444413097
42.74663466611405,175705.5414167655
43.64451269172305,164315.16428031016
44.5612503294435,153645.8260502924
45.49724371879414,143653.30980736628
46.45289732006502,134295.99671160956
47.42862408909232,125534.72180639551
48.424845655704296,117332.63724931347
49.441992505915465,109655.0826225586
50.48050416794758,102469.46198963429
51.54082940215824,95745.12737911043
52.623426394958386,89453.26838959198
53.728762956803344,83566.80762296065
54.85731672434267,78060.3016654105
56.00957536681552,72909.84734778786
57.18603679678211,68092.99302828853
58.387209385280705,63588.654651700526
59.61361218150439,59377.03635007095
60.86577513709214,55439.55535998854
62.14423933513051,51758.77104158476
63.44955722396618,48318.317793884824
64.78229285592887,45102.84167032248
66.14302213106907,42097.94050703426
67.53233304601548,39290.1073850324
68.95082594805886,36666.67725549535
70.39911379457399,34215.776565231274
71.87782241788942,31926.27572689078
73.38759079572169,29787.744285707944
74.92907132728972,27790.408641476937
76.50293011522832,25925.11219111315
78.1098472534239,24183.277763516046
79.75051712089588,22556.872224566097
81.42564868185053,21038.37313594434
83.13596579203815,19620.737357076265
84.88220751154427,18297.371484885014
86.66512842415153,17062.104031186995
88.4854989634098,15909.15924249955
90.34410574555429,14833.13247175148
92.24175190941791,13828.967015904811
94.17925746348203,12891.932337819922
96.15745964021771,12017.603594827324
98.17721325786985,11201.842400420184
100.23939108983956,10440.778749256902
102.34488424182663,9730.794039266439
104.49460253689234,9068.505128093762
106.68947490861137,8450.749364405816
108.93044980248169,7874.570537714566
111.21849558576491,7337.20569336239
113.55460096593684,6836.072762164391
115.93977541792569,6368.758956918678
118.37504962032548,5933.009890581163
120.86147590077192,5526.71937336505
123.40012869067206,5147.919848368745
125.99210498948727,4794.773427565195
128.6385248387664,4465.563492106767
131.34053180613694,4158.68682291411
134.0992934794627,3872.6462294325447
136.91600197137927,3606.043646257642
139.79187443442947,3357.5736690570066
142.72815358701664,3126.017502853211
145.72610825040712,2910.237297285111
148.78703389701212,2709.170844936851
151.91225321018473,2521.8266202185923
155.10311665577657,2347.279137603174
158.3610030657,2184.664609273523
161.68732023374608,2033.1768834183113
165.0835055239199,1892.0636455317415
168.5510264915514,1760.622866131158
172.09138151745407,1638.1994793048252
175.7061004554038,1524.1822774461268
179.39674529321633,1418.0010084209866
183.1649108277127,1319.1236622556805
187.01222535385972,1227.0539352251142
190.94035136838724,1141.328859968623
194.95098628818468,1061.5165909647542
199.04586318378549,987.2143353596853
203.22675152826085,918.0464197683684
207.49545796184077,853.6624842553633
211.85382707259785,793.7357952550985
216.303742193529,737.9616697113534
220.8471262163774,686.0560032045227
225.48594242255186,637.7538952944069
230.22219533149593,592.8083657378371
235.05793156687898,550.9891556453969
239.99524074098144,512.0816080218234
245.03625635765368,475.8856224914774
250.1831567342451,442.21467934489226
255.43816594289396,410.8949283563883
260.80355477159156,381.76433811686246
266.281641705433,354.67190190171266
271.8747939284762,329.47689635220615
277.5854283466488,306.04818949059495
283.41601263213647,284.26359481600076
289.369066289711,264.00926844022865
295.4471617454568,245.1791464213507
301.65292545836206,227.67441963879668
307.98903905526345,211.40304372759215
314.45824048962515,196.27928175216738
321.0633252246609,182.22327745231118
327.8071474413069,169.1606570362265
334.69262127156486,157.02215762873908
341.7227220577545,145.7432806071445
348.9004876382151,135.26396817353543
356.22901966001064,125.52830162119565
363.711484919212,116.48421985427277
371.3511167293265,108.08325681495923
379.1512163184746,100.28029656115513
387.1151542559132,93.03334482055266
395.2463719085194,86.30331592458676
403.5483829278728,80.05383409810169
412.0247747685672,74.25104814826175
420.6792102384184,68.86345865942484
429.5154290812332,63.86175685976519
438.53724959281993,59.218674380595026
447.74857027094924,54.908843180865915
457.1533714999647,50.90866495748554
466.75571727078307,47.19618940704824
476.5597569370222,43.7510007465974
486.5697270080114,40.554111940281395
496.7899529794702,37.58786611541961
507.2248512026326,34.83584468574952
517.8789307926372,32.282781731604686
528.7567955770015,29.914484216662157
539.8631460850185,27.717757648808742
551.2027815789478,25.680336818745147
562.7806021278631,23.790821274308783
574.6016107250654,22.038615211239215
586.670915449972,20.413871482365195
598.9937316754094,18.90743944704013
611.5753843212782,17.510816401191054
624.4213101555467,16.216102345667572
637.537060143582,15.015957866747838
650.9283018468284,13.903564917768445
664.600821871862,12.872590304954578
678.5605283708974,11.917151693702253
692.8134535948063,11.031785963874482
707.3657564997685,10.211419754163026
722.2237254086737,9.45134204630205
737.39378072842,8.747178649941517
752.8824777242943,8.094868458345548
768.6965093526272,7.490641353819665
784.84270915294,6.930997649928811
801.3280542008509,6.412688965183344
818.1596681229953,5.932700429982183
835.3448241752801,5.488234135237909
852.890948385797,5.076693737305258
870.805622763742,4.695670139616815
889.0965885757514,4.342928176826085
907.7717496910414,4.016394232295742
926.8391759968207,3.714144724467764
946.3071068854437,3.434395402038357
966.1839548147989,3.175491391952225
986.4783089434977,2.935897948047629
1007.1989388424043,2.71419185174562
1028.3547982841342,2.5090534194978025
1049.95502911215,2.3192590748058066
1072.008965191117,2.143674445515153
1094.5261364402493,1.9812479497805977
1117.5162729513577,1.8310048366133118
1140.9893091934102,1.6920416492626846
1164.955388305404,1.5635210818702212
1189.4248664793988,1.4446672018692694
1214.4083174356304,1.3347610125023486
1239.9165369916052,1.2331363315974686
1265.9605477271796,1.139175964393459
1292.5516037476261,1.052308149741304
1319.7011955467353,0.9720032604404102
1347.421054972083,0.8977707398028819
1375.723160294573,0.829156257782249
1404.6197413844766,0.7657390711609648
1434.1232849961918,0.7071295733699665
1464.2465401639959,0.6529670205184225
1495.002523711152,0.6029174211476184
1526.4045258747135,0.5566715780946899
1558.4661160484877,0.5139432716634227
1591.2011486466315,0.47446757405521217
1624.6237690903927,0.4379992857169469
1658.7484199206172,0.40431148491764046
1693.589847038646,0.37319418247556435
1729.1631060782847,0.3444530741253129
1765.4835689116385,0.31790838354256545
1802.5669302915733,0.293393789536158
1840.4292146337193,0.2707554313746396
1879.0867829409256,0.24985098664039965
1918.5563398731442,0.23054881640068778
1958.854940965841,0.21272717285348203
2000.0,0.19627346494918443
