cluster,theta_E_obs,theta_E_pred,error,chi2,R_500,ell0,A_c
MACS0416,30.0,35.347558538640854,5.347558538640854,12.70950325519587,1200,204.96378160564714,4.841297313019124
A2744,26.0,31.627916393514433,5.6279163935144325,7.918360733097124,1430,209.88167274266638,4.685081459485502
RXJ1347,32.0,37.969532934461334,5.969532934461334,8.908830863904637,1500,211.24233881461157,5.160184459539698
A370,38.0,39.488277966651296,1.488277966651296,0.553742826504929,1300,207.1941737062682,5.098023735477985
CL0024,24.0,35.40234111440598,11.402341114405978,20.802141262283676,1180,204.49850953658319,4.9237147542277215
A383,18.0,42.182676805607265,24.182676805607265,259.911936659758,1050,201.29623483326563,5.006014593816563
RXJ2129,12.0,31.10172196732434,19.10172196732434,112.61598213486458,920,197.73066187915921,4.914586591908535
MACS0329,28.0,35.395683737192904,7.395683737192904,8.751382070492737,1380,208.87404658417296,4.724147343993947
A611,14.0,38.47548322304665,24.475483223046652,149.76231975040952,1090,202.31644741961475,4.984583904048897
