R_kpc,Sigma_bar,Sigma_eff,kappa_bar,kappa_eff,kappa_bar_mean,kappa_eff_mean
1.0,39625486921.47069,39590391954.21545,19.04653719768946,19.029668317299336,0.0,0.0
1.0120606264911474,39625531510.19401,39590435324.00977,19.046558629874735,19.02968916358957,0.45124681224639684,0.45084715129497366
1.0242667116936537,39625580610.813156,39590479755.660835,19.04658223076501,19.029710520275895,0.8918033134532996,0.8910134265909239
1.0366200099307066,39625619176.34126,39590525275.26007,19.046600767818376,19.029732399899526,1.321922741414407,1.3207518871991866
1.0491222966837304,39625666283.925674,39590571909.69184,19.046623410729,19.029754815382802,1.7418523583787884,1.7403095992573536
1.0617753688475675,39625714621.109604,39590619686.454865,19.046646644663603,19.029777779943363,2.1518336345964695,2.149927775773671
1.0745810449887383,39625764316.81134,39590668633.78983,19.04667053158854,19.029801307155484,2.55210227880674,2.5498419153058887
1.0875411656068144,39625814844.46308,39590718780.658005,19.04669481840173,19.029825410939797,2.94288841310042,2.940281937355137
1.1006575933989453,39625865843.24486,39590770156.62731,19.046719331670072,19.02985010550853,3.3244167025170803,3.321472314551323
1.113932213527575,39625920606.20778,39590822791.98493,19.046745654244038,19.02987540541964,3.696906506199892,3.693632201706799
1.127366933891388,39625973255.2474,39590876717.83828,19.04677096073159,19.029901325625335,4.060571971249286,4.056975561813771
1.1409636853995222,39626027282.43896,39590931966.08806,19.04679692964689,19.029927881459123,4.415622157971604,4.4117112890569885
1.1547244222490889,39626084649.88922,39590988569.46892,19.046824504103643,19.02995508865537,4.7622612046636394,4.758043328912114
1.1686511222060412,39626144358.48786,39591046561.50486,19.046853203865677,19.02998296332785,5.100688418602693,5.096170795398761
1.1827457868894284,39626200933.043915,39591105976.51062,19.04688039720688,19.030011521970412,5.431098348103188,5.426288085555326
1.19701044205908,39626262394.61887,39591166849.74072,19.046909939561175,19.03004078152863,5.753680947238301,5.74858499120257
1.2114471379067577,39626325515.32093,39591229217.385765,19.04694027939781,19.030070759398015,6.0686216966371065,6.063246808060165
1.2260579493508208,39626390953.60426,39591293116.52715,19.046971733211866,19.030101473402254,6.376101668063119,6.370454442277751
1.2408449763344431,39626455118.3587,39591358585.14149,19.047002574886687,19.03013294179533,6.676297626522409,6.670384514441893
1.2558103441274293,39626524037.568794,39591425662.11814,19.047035701856238,19.03016518326995,6.969382163345283,6.963209461119027
1.2709562036316695,39626590396.16889,39591494387.38301,19.04706759803325,19.030198217017052,7.255523773080612,7.24909763399351
1.2862847316902777,39626661616.37685,39591564801.92111,19.047101831009183,19.030232062736648,7.5348869594529235,7.528213396657689
1.3017981314004599,39626735561.947235,39591636947.75145,19.047137373968184,19.030266740625752,7.807632358570601,7.800717219108878
1.3174986324301545,39626807994.480606,39591710867.92864,19.04717218966506,19.030302271379163,8.073916764416806,8.066765770007374
1.3333884913384921,39626885641.40006,39591786606.56676,19.047209511728575,19.030338676200913,8.333893270791108,8.32651200674885
1.34946999190012,39626960691.85407,39591864208.929535,19.047245585765136,19.030375976847647,8.58771133776182,8.580105263403464
1.3657454454334392,39627041074.41095,39591943721.48163,19.047284222750534,19.03041419565324,8.83551688562819,8.827691336572293
1.3822171911327976,39627124745.246574,39592025191.875496,19.0473244402925,19.0304533555225,9.077452410743135,9.069412569209911
1.3988875964046932,39627206134.83496,39592108668.96597,19.04736356132149,19.030493479938183,9.313656989995996,9.305407932461069
1.415759057208029,39627293127.89099,39592194202.82778,19.047405375734545,19.030534592969396,9.544266418937307,9.535813105558688
1.4328339983984741,39627378428.231606,39592281844.792206,19.047446376520572,19.03057671928923,9.769413278710866,9.760760553829268
1.4501148740769754,39627468998.273766,39592371647.57715,19.04748991026138,19.030619884237264,9.989227007962095,9.980379604851107
1.467604167942475,39627562086.29485,39592463665.3111,19.04753465430351,19.030664113831108,10.203834002346921,10.194796522809126
1.4853043936488803,39627656374.9362,39592557953.46412,19.047579975440343,19.030709434733218,10.413357639862001,10.404134581087792
1.5032180951663396,39627755929.476234,39592654568.8666,19.047627827704055,19.030755874259903,10.617918391288493,10.608514133143926
1.5213478471468749,39627851661.58541,39592753569.86734,19.04767384266362,19.030803460457314,10.817633844189462,10.808052681701406
1.5396962552944244,39627954624.783104,39592855016.37905,19.047723333345683,19.03085222212333,11.012618812145174,11.002864946307705
1.5582659567393489,39628058569.27669,39592958969.82139,19.047773295701163,19.030902188780146,11.202985415358024,11.193062929289773
1.5770596204174525,39628164557.97738,39593065493.20132,19.047824240633,19.03095339071294,11.388843088418156,11.378755980147503
1.5960799474535783,39628273473.048805,39593174651.176186,19.04787659216532,19.031005859000153,11.570298684283285,11.56005085842237
1.615329671549826,39628385738.02868,39593286510.090324,19.04793055387737,19.031059625531107,11.747456531792182,11.737051795077194
1.6348115593784562,39628500453.72279,39593401138.02597,19.04798569355905,19.031114723030463,11.920418485293204,11.909860552422217
1.65452841097953,39628618999.733,39593518604.82158,19.048042674335022,19.03117118506704,12.089283988836062,12.078576482621745
1.6744830601633456,39628745472.14637,39593638982.11592,19.048103465046072,19.03122904607501,12.25415016173363,12.243296584815125
1.6946783749177292,39628861434.63432,39593762343.5101,19.048159204016414,19.03128834143175,12.415111739947605,12.404115560885524
1.7151172578202367,39628989459.09052,39593888764.57806,19.048220740738273,19.03134910746292,12.572261239922268,12.561125869908432
1.7358026464553273,39629118705.26616,39594018322.80782,19.048282864696443,19.031411381414213,12.725689051880105,12.71441778130995
1.7567375138365704,39629251834.39522,39594151097.71216,19.048346855049765,19.031475201504534,12.875483378427825,12.864079426765922
1.7779248688339402,39629387660.62478,39594287170.93403,19.04841214180167,19.0315406069767,13.02173034076387,13.010196850872706
1.7993677566062685,39629526965.02088,39594426626.29645,19.04847910038233,19.031607638121404,13.164514017483667,13.152854060618408
1.8210692590389104,39629669769.66889,39594569549.85173,19.04854774140738,19.031676336300873,13.303916499757378,13.292133073682534
1.8430324951866892,39629816847.99441,39594716029.94578,19.048618436634506,19.031746743979788,13.440017938423617,13.428113965592061
1.8652606217221832,39629967296.389404,39594866157.272064,19.04869075173204,19.031818904751216,13.572896584605681,13.560874915760904
1.88775683338942,39630122561.024536,39595020024.94197,19.04876538182187,19.03189286337043,13.702628838687199,13.690492252439391
1.9105243634630407,39630278519.04608,39595177728.57477,19.04884034519745,19.03196866579815,13.829289275559141,13.817040496599676
1.9335664842130058,39630439860.82207,39595339366.3737,19.048917896348907,19.032046359237125,13.952950706831993,13.940592404782395
1.9568865073748998,39630607691.16384,39595505039.19293,19.048998566319067,19.032125992164296,14.073684251953628,14.06121901092901
1.9804877846259143,39630776005.83589,39595674850.61044,19.04907946908926,19.032207614365852,14.19155931728547,14.178989667223885
2.0043737080665673,39630952979.26084,39595848907.00737,19.04916453380854,19.03229127697535,14.306643677668747,14.293972083969578
2.0285477107082346,39631129077.51206,39596027317.63996,19.049249177863487,19.03237703250832,14.419003493892133,14.406232368518303
2.0530132669665586,39631310659.71762,39596210194.74116,19.04933645785678,19.03246493491107,14.52870334174227,14.515835063282026
2.0777738931608125,39631499638.47295,39596397653.65469,19.049427293103804,19.03255503962516,14.635806314036374,14.622843182843337
2.102833148019282,39631691289.74232,39596589812.89169,19.049519412931584,19.032647403614597,14.74037399257535,14.727318250188235
2.1281946331907466,39631892247.059494,39596786794.19782,19.049616005839688,19.032742085398112,14.842466511437133,14.829320332081185
2.153861993762124,39632091571.548065,39596988722.68016,19.049711813906185,19.032839145110152,14.9421425549018,14.928908073603134
2.1798389187823672,39632305787.389046,39597195726.86031,19.049814779706747,19.032938644526403,15.039459449653254,15.026138731872372
2.206129141792668,39632508547.855156,39597407938.83112,19.049912239323273,19.033040647139114,15.134473106811924,15.121068208967586
2.232736441363065,39632727402.42487,39597625494.47275,19.050017434792828,19.03314521826095,15.227238121551546,15.213751084073115
2.2596646416355184,39632952654.174255,39597848533.480484,19.05012570515508,19.03325242503839,15.317807895967784,15.304240644863944
2.2869176128735367,39633182350.29024,39598077199.36344,19.050236111763482,19.03336233645107,15.406234500897027,15.392588918147343
2.314499272018431,39633414787.61272,39598311639.605675,19.05034783597062,19.033475023389233,15.49256875271614,15.478846699779409
2.3424135832522777,39633652118.13849,39598552005.87876,19.050461912163453,19.033590558755915,15.57686026655829,15.56306358387499
2.3706645585676736,39633899645.79426,39598798454.26428,19.05058088974756,19.033709017573884,15.659157524646123,15.645287991328056
2.399256258344359,39634153684.87834,39599051145.37211,19.050702997139563,19.03383047704249,15.73950786947885,15.725567197658288
2.4281927919327986,39634414983.272064,39599310244.400604,19.05082859381893,19.033955016566605,15.817957505350817,15.803947360198974
2.4574783182447963,39634681829.32024,39599575921.1669,19.05095685705498,19.034082717771184,15.894551536322368,15.880473544641248
2.4871170463512398,39634952838.69346,39599848350.31667,19.051087121450678,19.034213664602074,15.969333980240895,15.95518975095087
2.5171132360870474,39635231260.98266,39600127711.630974,19.05122094896675,19.034347943473524,16.04234782287096,16.02813893867389
2.547471198663417,39635519006.95907,39600414190.14198,19.051359258041767,19.0344856433238,16.113635060904272,16.099363051645227
2.578195297287452,39635815079.310135,39600707976.27008,19.05150156930368,19.03462685568109,16.183236701157632,16.168903042113218
2.6092899477892684,39636117998.366684,39601009266.01837,19.051647171529083,19.034771674756993,16.251192764802823,16.236798894294605
2.6407596192566607,39636423375.02881,39601318261.19535,19.051793955036526,19.034920197553543,16.317542291322994,16.30308964737376
2.6726088346774195,39636741130.71492,39601635169.583954,19.051946688692706,19.03507252394448,16.382323427274912,16.367813417959272
2.7048421715894047,39637064538.70736,39601960205.1533,19.05210213920793,19.035228756777006,16.445573433077215,16.431007422010666
2.7374642627384485,39637399832.088394,39602293588.293884,19.052263302599226,19.035389001984868,16.50732868401415,16.49270799624821
2.770479796744201,39637741013.59155,39602635546.0134,19.05242729619769,19.035553368682432,16.567624694499656,16.552950619057874
2.803893518774003,39638091361.54256,39602986312.201225,19.05259569577582,19.035721969291867,16.62649612238287,16.611769930903705
2.837710231224885,39638453778.97059,39603346127.88076,19.052769896714672,19.035894919664393,16.683976839589594,16.669199754259502
2.8719347944137956,39638823772.899345,39603715241.43523,19.052947739403166,19.036072339188834,16.74009990625369,16.725273113071008
2.9065721272761507,39639201031.84764,39604093908.88147,19.05312907412357,19.03625435092322,16.7948975720419,16.78002225175983
2.941627208072808,39639589954.02555,39604482394.128334,19.053316014936268,19.036441081718976,16.8484013459988,16.83347865378019
2.977105075105571,39639985174.20882,39604880969.36199,19.053505982972162,19.03663266240615,16.900641984823977,16.885673059739684
3.013010827441318,39640396328.58952,39605289915.39356,19.05370360999998,19.036829227960474,16.951649541366212,16.93663548509488
3.0493496256448713,39640815383.44215,39605709521.87344,19.053905034498666,19.037030917606415,17.001453364989704,16.986395237430937
3.086126692520694,39641247907.74064,39606140087.58791,19.054112933272414,19.03723787495972,17.050082096149886,17.03498093333463
3.123347313863546,39641688776.13066,39606581920.859505,19.054324842748922,19.037450248219873,17.097563698919494,17.082420514871743
3.161016839218183,39642143258.57272,39607035339.97548,19.05454329600744,19.03766819037603,17.143925476030482,17.128741265678688
3.1991406826482205,39642607441.47215,39607500673.59343,19.054766411924682,19.03789185940201,17.189194090773764,17.173969826677677
3.237724323514275,39643086306.13349,39607978261.118904,19.054996584833418,19.03812141843777,17.23339558112221,17.21813221142405
3.2767733072614837,39643578139.77419,39608468453.10851,19.055232991461082,19.038357035983175,17.276555386544647,17.26125382109441
3.3162932462165258,39644080400.69566,39608971611.77245,19.055474410105166,19.038598886139567,17.318698319550467,17.303359459124835
3.356289820394258,39644595674.61192,39609488111.45997,19.0557220836248,19.038847148843075,17.359848605221977,17.34447334550791
3.396768778314074,39645126954.44373,39610018339.13924,19.055977450608655,19.039102010095288,17.400029926483917,17.38461913075654
3.4377359378261105,39645672504.60487,39610562694.94227,19.056239676823264,19.03936366222519,17.43926541216793,17.423819909542758
3.4791971869474256,39646229194.30586,39611121592.77147,19.056507257411443,19.03963230418067,17.477577615386,17.46209823401998
3.521158484708249,39646804211.04529,39611695460.87983,19.0567836471436,19.03990814180745,17.514988578377125,17.499476126836367
3.56362586200845,39647391710.22447,39612284742.46847,19.057066036732706,19.040191388136265,17.55151982836178,17.535975093846613
3.606605422484327,39648001387.57131,39612889896.402405,19.0573590865642,19.040482263726915,17.58719240500034,17.57161613653002
3.6501033433858567,39648620922.13049,39613511397.92002,19.057656874400855,19.040780997009286,17.622026833786798,17.606419764122496
3.6941258764645224,39649260374.00844,39614149739.34782,19.05796423577167,19.04108782462691,17.65604314182028,17.64040600546925
3.7386793488718437,39649918939.88577,39614805430.89171,19.058280784550103,19.041402991817304,17.689260934058467,17.673594420605195
3.7837701640687524,39650591851.43653,39615479001.52035,19.058604228774463,19.041726752836546,17.721699319122834,17.706004112070623
3.8294048027459335,39651280882.07729,39616170999.87295,19.05893542086191,19.04205937139565,17.75337693608798,17.737653735968895
3.875589823755259,39651993797.14111,39616881995.180786,19.059278093326952,19.04240112110348,17.784312036952606,17.768561512772635
3.922331865052462,39652722216.2312,39617612578.30719,19.059628218016204,19.042752285966657,17.81452243723971,17.798745237885058
3.9696376446511854,39653472210.17197,39618363362.8337,19.05998871295521,19.043113160911613,17.844025517733435,17.82822229196316
4.017513961588521,39654250175.55142,39619134986.19595,19.060362652752286,19.043484052330584,17.87283831843528,17.857009651009054
4.06596769690221,39655041534.60701,39619928110.96855,19.060743030404648,19.043865278699197,17.900977428340013,17.885123896235957
4.115005814619619,39655852638.41521,39620743426.174255,19.06113289864487,19.044257171205757,17.928458997291848,17.912581223715208
4.164635362758645,39656692538.94329,39621581648.65512,19.061536608425957,19.044660074410288,17.95529888031176,17.939397453810024
4.214863474340702,39657553267.05443,39622443524.62318,19.0619503292723,19.0450743469899,17.981512562371478,17.96558804040238
4.265697368415905,39658440553.43357,39623329831.291824,19.062376815716714,19.045500362522944,18.00711514929811,17.99116807991941
4.317144351100639,39659354493.14043,39624241378.609924,19.06281611345096,19.045938510322518,18.032121422013507,18.01615232016511
4.369211816627631,39660289431.580666,39625179011.18066,19.063265504516234,19.046389196358795,18.056545779401397,18.04055516896363
4.421907248408684,39661255341.33723,39626143610.26631,19.06372978237216,19.046852844222663,18.080402304329695,18.064390702620116
4.4752382201102385,39662249379.942986,39627136095.919556,19.064207580747688,19.047329896150128,18.103704786178703,18.087672674204686
4.529212396741896,39663264730.212616,39628157429.430916,19.064695622868594,19.047820814198754,18.126466632496946,18.110414521666165
4.583837535758073,39664318978.19888,39629208615.96687,19.06520236171387,19.048326081515683,18.14870099533379,18.13262937578263
4.639121488172954,39665403989.10479,39630290707.22136,19.065723887181058,19.04884620361212,18.170420768079588,18.15433006795364
4.695072199688863,39666514737.11148,39631404804.38231,19.06625778354096,19.04938170978924,18.19163846382818,18.175529137839913
4.75169771183828,39667663266.65591,39632552061.47724,19.06680984011843,19.049933154746302,18.21236633976167,18.19623884085789
4.8090061631396015,39668853134.914116,39633733688.93268,19.06738176671924,19.050501120291518,18.232616451211832,18.216471155536176
4.867005790266854,39670062321.181335,39634950957.5211,19.067962978787705,19.05108621723922,18.25240046189573,18.236237790740304
4.925704929233514,39671316923.31029,39636205202.582405,19.068566020616938,19.05168908743896,18.27172978405322,18.255550192772965
4.9851120165906035,39672608317.40429,39637497828.64736,19.069186747011972,19.052310405997837,18.29061565785754,18.274419552356346
5.0452355906392325,39673943103.93355,39638830314.62292,19.069828330579913,19.05295088377289,18.30906904618055,18.29285681150491
5.106084292657776,39675316458.74617,39640204219.51153,19.07048845252557,19.053611270120165,18.327100661888306,18.310872670297474
5.1676668681438365,39676733698.3898,39641621188.462395,19.071169668320948,19.054292355803327,18.344720967189623,18.3284775935559
5.229992168071196,39678255423.91279,39643082959.50842,19.071901106696348,19.05499497623189,18.36194055363947,18.3456818174383
5.293069150161929,39679709179.14012,39644591371.68706,19.07259987421102,19.055720015364574,18.378769117014553,18.362495355960814
5.356906880173848,39681261219.24564,39646148373.314064,19.073345883708914,19.05646840968625,18.395216099633668,18.378928007458104
5.4215145332034815,39682870241.47655,39647756031.15845,19.07411928245184,19.057241152617962,18.411291424491935,18.394989360990266
5.486901395004776,39684526672.69734,39649416541.288506,19.07491546898009,19.058039299730247,18.42700449089202,18.41068880271195
5.5530768633236836,39686244214.700554,39651132240.8303,19.075741029249357,19.058863974395006,18.44236449975279,18.426035522219326
5.620050449248863,39688018709.06271,39652905621.25635,19.07659396445601,19.05971637417289,18.457380487736224,18.4410385188894
5.687831778578659,39689848953.19957,39654739343.4367,19.07747369656132,19.06059777804781,18.47206124698549,18.455706608230468
5.756430593204574,39691750636.93175,39656636254.6497,19.07838776709413,19.061509554603408,18.486415444407474,18.47004842826485
5.825856752511429,39693708703.30973,39658599407.97345,19.079328938723837,19.062453171343808,18.5004515441286,18.484072445967662
5.896120234794399,39695742005.93167,39660632084.36176,19.08030627369261,19.063430205304744,18.5141778325201,18.49778696378931
5.967231138693149,39697846464.02486,39662737817.9304,19.08131781052072,19.06444235520773,18.527602482966348,18.511200126293197
6.039199684643272,39700031413.473816,39664920425.140335,19.08236803662992,19.065491455487418,18.540733505589596,18.524319926946497
6.11203621634521,39702295362.336395,39667184038.568726,19.08345623489762,19.06657949252405,18.553578765030963,18.537154215108558
6.1857512022509145,39704640225.07167,39669533146.18832,19.084583325535004,19.067708623523664,18.566145942126152,18.54971070327002
6.2603552370684294,39707083113.9451,39671972637.265594,19.08575753378864,19.068881198579685,18.57844264459299,18.56199697460548
6.335859043284609,39709612852.97834,39674507856.4617,19.08697348777029,19.070099786677254,18.590476332743936,18.574020490916993
6.412273472706223,39712247696.09034,39677144667.87467,19.088239961478042,19.071367206476033,18.602254331448762,18.585788601062376
6.489609508019627,39714996409.2317,39679889531.37061,19.08956116838703,19.072686562999817,18.61378394556241,18.597308549983502
6.567878264369249,39717852605.08584,39682749594.3624,19.090934038345384,19.074061291751256,18.625072319901214,18.60858748847847
6.647090990955133,39720835637.29847,39685732803.02275,19.09236787395004,19.075495212167944,18.636126504715474,18.6196324838987
6.727259072649714,39723946631.44021,39688848038.26031,19.093863216222044,19.07699259298119,18.646953499206752,18.630450532000893
6.808394031634124,39727208934.32136,39692105283.53119,19.095431287128,19.078558232876965,18.657560276854557,18.641048570249072
6.89050752905422,39730614716.223114,39695515834.29801,19.0970683232055,19.080197561175282,18.66795373321277,18.651433492950968
6.973611366696582,39734190786.00538,39699092562.607956,19.098787210503076,19.08191676500327,18.678140709714665,18.66161216873685
7.057717488684729,39737942065.820435,39702850255.72356,19.10059031492115,19.083722952062768,18.68812806563373,18.671591461061357
7.142837983195795,39741896956.29783,39706806056.05605,19.1024912876143,19.085624362090332,18.697922688272634,18.68137825265613
7.228985084197899,39746061386.90204,39710980042.55905,19.104492978661465,19.08763064631214,18.707531496466476,18.690979475223262
7.3161711732084855,39750477969.074165,39715396013.68822,19.10661586983993,19.089753243784372,18.71696152276943,18.70040214620063
7.404408781073854,39755161381.03793,39720082565.28326,19.10886701644052,19.09200589949207,18.726219958369736,18.7096534152617
7.493710589770156,39760144778.03623,39725074613.35129,19.111262354988337,19.09440539629595,18.73531409707276,18.71874062453672
7.58408943422613,39765476731.22835,39730415610.533394,19.113825231881464,19.096972620307692,18.744251525748105,18.727671388721802
7.67555830416779,39771213079.46797,39736160890.345894,19.116582486835615,19.09973416834562,18.753040246266316,18.736453704990556
7.768130345985381,39777414514.00687,39742382939.05145,19.119563291938608,19.102724881932335,18.761688734594884,18.74509610942679
7.861818864622859,39784191378.01094,39749180172.101364,19.12282068515609,19.105992065812828,18.77020624143671,18.753607909860246
