ell_eff,Cl_uK2,template_F,Cl_plus_1sigma,Cl_minus_1sigma
1.220000000000000000e+02,-1.494840171518736077e-02,-1.069392202676714343e-03,-1.496879199020693940e-02,-1.492801144016778214e-02
1.310000000000000000e+02,-1.510160995925777065e-02,-6.679429207020052325e-04,-1.511434573553929218e-02,-1.508887418297624912e-02
1.400000000000000000e+02,-1.389766023779659930e-02,-3.766335268015163877e-04,-1.390484157049554255e-02,-1.389047890509765605e-02
1.490000000000000000e+02,-1.266098005585000047e-02,-2.091618333756266714e-04,-1.266496817853824709e-02,-1.265699193316175385e-02
1.580000000000000000e+02,-1.231550218813120927e-02,-1.237181411044168170e-04,-1.231786114204513893e-02,-1.231314323421727960e-02
1.670000000000000000e+02,-1.029382232485804953e-02,-6.283472162146810805e-05,-1.029502040471260045e-02,-1.029262424500349861e-02
1.760000000000000000e+02,-8.751541192500851898e-03,-3.247048985618085240e-05,-8.752160312610883508e-03,-8.750922072390820289e-03
1.850000000000000000e+02,-5.549254269585944706e-03,-1.252661828875858567e-05,-5.549493116653777744e-03,-5.549015422518111668e-03
1.940000000000000000e+02,-3.013468022313202117e-03,-4.144055744934601998e-06,-3.013547037697945127e-03,-3.013389006928459107e-03
2.030000000000000000e+02,-1.094632274544605913e-03,-9.183866497159687078e-07,-1.094649785572192639e-03,-1.094614763517019187e-03
2.120000000000000000e+02,3.532125833331829106e-04,1.810740910191247962e-07,3.532160359023203428e-04,3.532091307640454784e-04
2.210000000000000000e+02,2.292984736362589041e-03,7.193599119142740213e-07,2.292998452515002984e-03,2.292971020210175098e-03
2.300000000000000000e+02,3.146354530251352019e-03,6.049521977428657382e-07,3.146366064973276158e-03,3.146342995529427880e-03
2.390000000000000000e+02,5.071579837115015865e-03,5.984682143491203701e-07,5.071591248205773936e-03,5.071568426024257795e-03
2.480000000000000000e+02,5.154968635560478601e-03,3.738462578388962467e-07,5.154975763747867042e-03,5.154961507373090161e-03
2.570000000000000000e+02,6.778759932012296853e-03,3.025092696962923920e-07,6.778765700005732163e-03,6.778754164018861543e-03
2.660000000000000000e+02,7.646355225353501997e-03,2.102250360030070626e-07,7.646359233748447823e-03,7.646351216958556171e-03
2.750000000000000000e+02,8.854631558276713013e-03,1.501520525076629337e-07,8.854634421250314261e-03,8.854628695303111766e-03
2.840000000000000000e+02,7.972877573015168043e-03,8.347700987063070932e-08,7.972879164684889414e-03,7.972875981345446672e-03
2.930000000000000000e+02,8.539264459130354798e-03,5.525814543641798395e-08,8.539265512746399903e-03,8.539263405514309693e-03
3.020000000000000000e+02,8.039854094141162671e-03,3.218517679527225595e-08,8.039854707821161850e-03,8.039853480461163493e-03
3.110000000000000000e+02,7.708699743252247355e-03,1.910756198845786331e-08,7.708700107579238674e-03,7.708699378925256036e-03
3.200000000000000000e+02,6.897444077664986392e-03,1.059477518053356761e-08,6.897444279677287376e-03,6.897443875652685408e-03
3.290000000000000000e+02,6.779670921078883097e-03,6.458545180777183572e-09,6.779671044225014410e-03,6.779670797932751784e-03
3.380000000000000000e+02,5.807130424146541431e-03,3.433483505464595315e-09,5.807130489613329671e-03,5.807130358679753190e-03
3.470000000000000000e+02,4.485498296321835214e-03,1.647172879598513019e-09,4.485498327728748742e-03,4.485498264914921686e-03
3.560000000000000000e+02,3.947566778092179672e-03,9.009593217251395850e-10,3.947566795270917271e-03,3.947566760913442073e-03
3.650000000000000000e+02,2.870496861190534842e-03,4.074342653119844889e-10,2.870496868959150020e-03,2.870496853421919663e-03
3.740000000000000000e+02,2.082633417517877877e-03,1.839510004727438571e-10,2.082633421025301395e-03,2.082633414010454358e-03
3.830000000000000000e+02,1.348172649497166031e-03,7.414386308239373133e-11,1.348172650910879145e-03,1.348172648083452918e-03
3.920000000000000000e+02,8.052911901326006072e-04,2.759071005785686812e-11,8.052911906586771853e-04,8.052911896065240291e-04
4.010000000000000000e+02,-2.123007400910510015e-05,-4.533886476281331814e-13,-2.123007401774993535e-05,-2.123007400046026495e-05
4.100000000000000000e+02,-8.162648945060209339e-04,-1.087121958986325376e-11,-8.162648947133042347e-04,-8.162648942987376331e-04
4.190000000000000000e+02,-1.252017874032374922e-03,-1.040387213125603906e-11,-1.252017874230747273e-03,-1.252017873834002570e-03
4.280000000000000000e+02,-1.657828041825908918e-03,-8.599272328339398108e-12,-1.657828041989872596e-03,-1.657828041661945240e-03
4.370000000000000000e+02,-2.033155936039053157e-03,-6.586015216655561431e-12,-2.033155936164629789e-03,-2.033155935913476525e-03
4.460000000000000000e+02,-1.958546414435840925e-03,-3.963692663437959371e-12,-1.958546414511417189e-03,-1.958546414360264661e-03
4.550000000000000000e+02,-2.256049375594361157e-03,-2.853682512283940515e-12,-2.256049375648772927e-03,-2.256049375539949386e-03
4.640000000000000000e+02,-2.331409028702182990e-03,-1.843896023776605909e-12,-2.331409028737341065e-03,-2.331409028667024916e-03
4.730000000000000000e+02,-2.112101579926675167e-03,-1.044857545957585363e-12,-2.112101579946597599e-03,-2.112101579906752735e-03
4.820000000000000000e+02,-1.942918309907662108e-03,-6.014207450066273020e-13,-1.942918309919129498e-03,-1.942918309896194719e-03
4.910000000000000000e+02,-1.849797421530122036e-03,-3.584107799647859262e-13,-1.849797421536955979e-03,-1.849797421523288092e-03
5.000000000000000000e+02,-1.495524005685467100e-03,-1.814384245940274212e-13,-1.495524005688926572e-03,-1.495524005682007627e-03
5.090000000000000000e+02,-1.141837201749091105e-03,-8.676803728023625973e-14,-1.141837201750745597e-03,-1.141837201747436612e-03
5.180000000000000000e+02,-9.913387540302937440e-04,-4.719903872379592897e-14,-9.913387540311936318e-04,-9.913387540293938562e-04
5.270000000000000000e+02,-5.202819897599401727e-04,-1.552517805597265517e-14,-5.202819897602361599e-04,-5.202819897596441855e-04
5.360000000000000000e+02,-4.066522668863036070e-04,-7.607365704738481943e-15,-4.066522668864486732e-04,-4.066522668861585407e-04
5.450000000000000000e+02,-3.027778645166125926e-05,-3.551984416327667180e-16,-3.027778645166803213e-05,-3.027778645165448638e-05
5.540000000000000000e+02,7.263280336846167167e-05,5.344831914483083675e-16,7.263280336847186317e-05,7.263280336845148017e-05
5.630000000000000000e+02,2.291261670451865090e-04,1.057900249487371804e-15,2.291261670452066752e-04,2.291261670451663428e-04
5.720000000000000000e+02,3.570538896709839899e-04,1.034625890695607056e-15,3.570538896710037224e-04,3.570538896709642574e-04
5.810000000000000000e+02,4.931049921426747251e-04,8.969693394237741650e-16,4.931049921426918555e-04,4.931049921426575947e-04
5.900000000000000000e+02,4.842248741061485240e-04,5.530658364154516356e-16,4.842248741061590950e-04,4.842248741061379530e-04
5.990000000000000000e+02,4.946595007514406877e-04,3.548359873760498812e-16,4.946595007514474097e-04,4.946595007514339656e-04
6.080000000000000000e+02,5.472795655315276569e-04,2.466146111585645484e-16,5.472795655315323190e-04,5.472795655315229948e-04
6.170000000000000000e+02,3.942752971735899101e-04,1.116341065344588808e-16,3.942752971735920243e-04,3.942752971735877959e-04
6.260000000000000000e+02,1.736106373561186877e-04,3.089240341564874393e-17,1.736106373561192840e-04,1.736106373561180913e-04
6.350000000000000000e+02,1.173236993273419948e-04,1.312318755530494915e-17,1.173236993273422388e-04,1.173236993273417509e-04
6.440000000000000000e+02,-7.613088815049663346e-05,-5.353776754972594110e-18,-7.613088815049674188e-05,-7.613088815049652504e-05
6.530000000000000000e+02,-2.262107564763694107e-04,-1.000423871269452459e-17,-2.262107564763696005e-04,-2.262107564763692210e-04
6.620000000000000000e+02,-4.285498537310050184e-04,-1.191908400489521021e-17,-4.285498537310052352e-04,-4.285498537310048015e-04
6.710000000000000000e+02,-7.940183807032880807e-04,-1.389439713196062962e-17,-7.940183807032882976e-04,-7.940183807032878639e-04
6.800000000000000000e+02,-9.062012932089855534e-04,-9.978001303308141714e-18,-9.062012932089857703e-04,-9.062012932089853366e-04
6.890000000000000000e+02,-1.067959872734267068e-03,-7.399704865554340267e-18,-1.067959872734267285e-03,-1.067959872734266851e-03
6.980000000000000000e+02,-1.213199789660400962e-03,-5.287345575167285149e-18,-1.213199789660400962e-03,-1.213199789660400962e-03
7.070000000000000000e+02,-1.254663919394369926e-03,-3.443972328916078790e-18,-1.254663919394369926e-03,-1.254663919394369926e-03
7.160000000000000000e+02,-1.394589527929435092e-03,-2.413280489734860017e-18,-1.394589527929435092e-03,-1.394589527929435092e-03
7.250000000000000000e+02,-1.462177898926195034e-03,-1.594235339964080477e-18,-1.462177898926195034e-03,-1.462177898926195034e-03
7.340000000000000000e+02,-1.487066199921537003e-03,-1.016676785696479946e-18,-1.487066199921537003e-03,-1.487066199921537003e-03
7.430000000000000000e+02,-1.484589260828215931e-03,-6.388813616299132056e-19,-1.484589260828215931e-03,-1.484589260828215931e-03
7.520000000000000000e+02,-1.455985348694258932e-03,-3.955188779325194597e-19,-1.455985348694258932e-03,-1.455985348694258932e-03
7.610000000000000000e+02,-1.372873266520910091e-03,-2.323346638692880092e-19,-1.372873266520910091e-03,-1.372873266520910091e-03
7.700000000000000000e+02,-1.238601936691208086e-03,-1.357265630168203028e-19,-1.238601936691208086e-03,-1.238601936691208086e-03
7.790000000000000000e+02,-1.127680209335754939e-03,-7.714361177830067792e-20,-1.127680209335754939e-03,-1.127680209335754939e-03
7.880000000000000000e+02,-1.053903302244609029e-03,-4.751544007636346606e-20,-1.053903302244609029e-03,-1.053903302244609029e-03
7.970000000000000000e+02,-8.804122362410417161e-04,-2.452832963203330422e-20,-8.804122362410417161e-04,-8.804122362410417161e-04
8.060000000000000000e+02,-7.439582238685107192e-04,-1.229716450865594084e-20,-7.439582238685107192e-04,-7.439582238685107192e-04
8.150000000000000000e+02,-6.115981803977046764e-04,-6.665132581068778680e-21,-6.115981803977046764e-04,-6.115981803977046764e-04
8.240000000000000000e+02,-4.619819724800182056e-04,-2.489820499073114894e-21,-4.619819724800182056e-04,-4.619819724800182056e-04
8.330000000000000000e+02,-2.524095934821962098e-04,-1.345646781849748230e-21,-2.524095934821962098e-04,-2.524095934821962098e-04
8.420000000000000000e+02,-1.581509173892687128e-04,-0.000000000000000000e+00,-1.581509173892687128e-04,-1.581509173892687128e-04
8.510000000000000000e+02,2.613763661796204859e-05,0.000000000000000000e+00,2.613763661796204859e-05,2.613763661796204859e-05
8.600000000000000000e+02,1.165648237245246971e-04,0.000000000000000000e+00,1.165648237245246971e-04,1.165648237245246971e-04
8.690000000000000000e+02,2.313795170491430111e-04,0.000000000000000000e+00,2.313795170491430111e-04,2.313795170491430111e-04
8.780000000000000000e+02,3.365823071689809896e-04,0.000000000000000000e+00,3.365823071689809896e-04,3.365823071689809896e-04
8.870000000000000000e+02,3.924770321578253019e-04,0.000000000000000000e+00,3.924770321578253019e-04,3.924770321578253019e-04
8.960000000000000000e+02,4.301828617919237208e-04,0.000000000000000000e+00,4.301828617919237208e-04,4.301828617919237208e-04
9.050000000000000000e+02,4.430869751173887238e-04,0.000000000000000000e+00,4.430869751173887238e-04,4.430869751173887238e-04
9.140000000000000000e+02,5.074834604304051533e-04,0.000000000000000000e+00,5.074834604304051533e-04,5.074834604304051533e-04
9.230000000000000000e+02,4.177210276121040848e-04,0.000000000000000000e+00,4.177210276121040848e-04,4.177210276121040848e-04
9.320000000000000000e+02,3.932060487528797198e-04,0.000000000000000000e+00,3.932060487528797198e-04,3.932060487528797198e-04
9.410000000000000000e+02,3.554874993801640992e-04,0.000000000000000000e+00,3.554874993801640992e-04,3.554874993801640992e-04
9.500000000000000000e+02,2.872534623722022211e-04,0.000000000000000000e+00,2.872534623722022211e-04,2.872534623722022211e-04
9.590000000000000000e+02,2.304769732907151875e-04,0.000000000000000000e+00,2.304769732907151875e-04,2.304769732907151875e-04
9.680000000000000000e+02,1.400171205229945094e-04,0.000000000000000000e+00,1.400171205229945094e-04,1.400171205229945094e-04
9.770000000000000000e+02,6.455479733225580807e-05,0.000000000000000000e+00,6.455479733225580807e-05,6.455479733225580807e-05
9.860000000000000000e+02,-1.914238260861424998e-06,-0.000000000000000000e+00,-1.914238260861424998e-06,-1.914238260861424998e-06
9.950000000000000000e+02,-9.357417719556972255e-05,-0.000000000000000000e+00,-9.357417719556972255e-05,-9.357417719556972255e-05
1.004000000000000000e+03,-2.326078583739291095e-04,-0.000000000000000000e+00,-2.326078583739291095e-04,-2.326078583739291095e-04
1.013000000000000000e+03,-2.766132585564045742e-04,-0.000000000000000000e+00,-2.766132585564045742e-04,-2.766132585564045742e-04
1.022000000000000000e+03,-2.925333103812880939e-04,-0.000000000000000000e+00,-2.925333103812880939e-04,-2.925333103812880939e-04
1.031000000000000000e+03,-3.227128263754129871e-04,-0.000000000000000000e+00,-3.227128263754129871e-04,-3.227128263754129871e-04
1.040000000000000000e+03,-3.433559537093678758e-04,-0.000000000000000000e+00,-3.433559537093678758e-04,-3.433559537093678758e-04
1.049000000000000000e+03,-4.193855289054918153e-04,-0.000000000000000000e+00,-4.193855289054918153e-04,-4.193855289054918153e-04
1.058000000000000000e+03,-4.617059186616098081e-04,-0.000000000000000000e+00,-4.617059186616098081e-04,-4.617059186616098081e-04
1.067000000000000000e+03,-4.464203043658636198e-04,-0.000000000000000000e+00,-4.464203043658636198e-04,-4.464203043658636198e-04
1.076000000000000000e+03,-4.269757260614424248e-04,-0.000000000000000000e+00,-4.269757260614424248e-04,-4.269757260614424248e-04
1.085000000000000000e+03,-3.911276890998706011e-04,-0.000000000000000000e+00,-3.911276890998706011e-04,-3.911276890998706011e-04
1.094000000000000000e+03,-3.999770335002104005e-04,-0.000000000000000000e+00,-3.999770335002104005e-04,-3.999770335002104005e-04
1.103000000000000000e+03,-2.906620804216363267e-04,-0.000000000000000000e+00,-2.906620804216363267e-04,-2.906620804216363267e-04
1.112000000000000000e+03,-2.841994516791018972e-04,-0.000000000000000000e+00,-2.841994516791018972e-04,-2.841994516791018972e-04
1.121000000000000000e+03,-2.426511198516236934e-04,-0.000000000000000000e+00,-2.426511198516236934e-04,-2.426511198516236934e-04
1.130000000000000000e+03,-2.113279927132970953e-04,-0.000000000000000000e+00,-2.113279927132970953e-04,-2.113279927132970953e-04
1.139000000000000000e+03,-2.307412801506725090e-04,-0.000000000000000000e+00,-2.307412801506725090e-04,-2.307412801506725090e-04
1.148000000000000000e+03,-1.127641203420552972e-04,-0.000000000000000000e+00,-1.127641203420552972e-04,-1.127641203420552972e-04
1.157000000000000000e+03,-7.350686764686506437e-05,-0.000000000000000000e+00,-7.350686764686506437e-05,-7.350686764686506437e-05
1.166000000000000000e+03,-9.836538701301538248e-05,-0.000000000000000000e+00,-9.836538701301538248e-05,-9.836538701301538248e-05
1.175000000000000000e+03,-6.185401326500351046e-05,-0.000000000000000000e+00,-6.185401326500351046e-05,-6.185401326500351046e-05
1.184000000000000000e+03,-2.594293825834574944e-05,-0.000000000000000000e+00,-2.594293825834574944e-05,-2.594293825834574944e-05
1.193000000000000000e+03,-9.874675891233220763e-06,-0.000000000000000000e+00,-9.874675891233220763e-06,-9.874675891233220763e-06
1.202000000000000000e+03,3.463234403800644877e-06,0.000000000000000000e+00,3.463234403800644877e-06,3.463234403800644877e-06
1.211000000000000000e+03,2.704008867424288065e-05,0.000000000000000000e+00,2.704008867424288065e-05,2.704008867424288065e-05
1.220000000000000000e+03,4.760148017240747826e-05,0.000000000000000000e+00,4.760148017240747826e-05,4.760148017240747826e-05
1.229000000000000000e+03,3.304674126952373190e-06,0.000000000000000000e+00,3.304674126952373190e-06,3.304674126952373190e-06
1.238000000000000000e+03,-6.991039196039846071e-06,-0.000000000000000000e+00,-6.991039196039846071e-06,-6.991039196039846071e-06
1.247000000000000000e+03,2.627584461554168923e-05,0.000000000000000000e+00,2.627584461554168923e-05,2.627584461554168923e-05
1.256000000000000000e+03,-2.019126476716096157e-05,-0.000000000000000000e+00,-2.019126476716096157e-05,-2.019126476716096157e-05
1.265000000000000000e+03,-4.168611379727465689e-05,-0.000000000000000000e+00,-4.168611379727465689e-05,-4.168611379727465689e-05
1.274000000000000000e+03,-2.393992197721120989e-05,-0.000000000000000000e+00,-2.393992197721120989e-05,-2.393992197721120989e-05
1.283000000000000000e+03,-9.700722562369174179e-05,-0.000000000000000000e+00,-9.700722562369174179e-05,-9.700722562369174179e-05
1.292000000000000000e+03,-1.046427874369146966e-04,-0.000000000000000000e+00,-1.046427874369146966e-04,-1.046427874369146966e-04
1.301000000000000000e+03,-1.161134622937607042e-04,-0.000000000000000000e+00,-1.161134622937607042e-04,-1.161134622937607042e-04
1.310000000000000000e+03,-1.670560738463827927e-04,-0.000000000000000000e+00,-1.670560738463827927e-04,-1.670560738463827927e-04
1.319000000000000000e+03,-1.635769124993820928e-04,-0.000000000000000000e+00,-1.635769124993820928e-04,-1.635769124993820928e-04
1.328000000000000000e+03,-1.880393946295225887e-04,-0.000000000000000000e+00,-1.880393946295225887e-04,-1.880393946295225887e-04
1.337000000000000000e+03,-1.776156289761711134e-04,-0.000000000000000000e+00,-1.776156289761711134e-04,-1.776156289761711134e-04
1.346000000000000000e+03,-1.980144858679996065e-04,-0.000000000000000000e+00,-1.980144858679996065e-04,-1.980144858679996065e-04
1.355000000000000000e+03,-2.241521900070656958e-04,-0.000000000000000000e+00,-2.241521900070656958e-04,-2.241521900070656958e-04
1.364000000000000000e+03,-2.098682877889369045e-04,-0.000000000000000000e+00,-2.098682877889369045e-04,-2.098682877889369045e-04
1.373000000000000000e+03,-1.878509867331449928e-04,-0.000000000000000000e+00,-1.878509867331449928e-04,-1.878509867331449928e-04
1.382000000000000000e+03,-1.564775355692836099e-04,-0.000000000000000000e+00,-1.564775355692836099e-04,-1.564775355692836099e-04
1.391000000000000000e+03,-2.155804118794331131e-04,-0.000000000000000000e+00,-2.155804118794331131e-04,-2.155804118794331131e-04
1.400000000000000000e+03,-1.965248668452986979e-04,-0.000000000000000000e+00,-1.965248668452986979e-04,-1.965248668452986979e-04
1.409000000000000000e+03,-1.727892937941505900e-04,-0.000000000000000000e+00,-1.727892937941505900e-04,-1.727892937941505900e-04
1.418000000000000000e+03,-1.639354381546290966e-04,-0.000000000000000000e+00,-1.639354381546290966e-04,-1.639354381546290966e-04
1.427000000000000000e+03,-1.179809289642943967e-04,-0.000000000000000000e+00,-1.179809289642943967e-04,-1.179809289642943967e-04
1.436000000000000000e+03,-1.225303885880931073e-04,-0.000000000000000000e+00,-1.225303885880931073e-04,-1.225303885880931073e-04
1.445000000000000000e+03,-1.136714004864588997e-04,-0.000000000000000000e+00,-1.136714004864588997e-04,-1.136714004864588997e-04
1.454000000000000000e+03,-7.725088264564109949e-05,-0.000000000000000000e+00,-7.725088264564109949e-05,-7.725088264564109949e-05
1.463000000000000000e+03,-6.376766506645117156e-05,-0.000000000000000000e+00,-6.376766506645117156e-05,-6.376766506645117156e-05
1.472000000000000000e+03,-2.736669724443611929e-05,-0.000000000000000000e+00,-2.736669724443611929e-05,-2.736669724443611929e-05
1.481000000000000000e+03,7.929120982459274936e-06,0.000000000000000000e+00,7.929120982459274936e-06,7.929120982459274936e-06
1.490000000000000000e+03,-1.387306979478483925e-05,-0.000000000000000000e+00,-1.387306979478483925e-05,-1.387306979478483925e-05
1.499000000000000000e+03,-5.484190111948345884e-06,-0.000000000000000000e+00,-5.484190111948345884e-06,-5.484190111948345884e-06
1.512000000000000000e+03,2.054204342879482903e-05,0.000000000000000000e+00,2.054204342879482903e-05,2.054204342879482903e-05
1.529000000000000000e+03,2.518863541806885961e-05,0.000000000000000000e+00,2.518863541806885961e-05,2.518863541806885961e-05
1.546000000000000000e+03,2.630771997893283058e-05,0.000000000000000000e+00,2.630771997893283058e-05,2.630771997893283058e-05
1.563000000000000000e+03,-1.064528676379956936e-06,-0.000000000000000000e+00,-1.064528676379956936e-06,-1.064528676379956936e-06
1.580000000000000000e+03,-4.700731881474811598e-06,-0.000000000000000000e+00,-4.700731881474811598e-06,-4.700731881474811598e-06
1.597000000000000000e+03,-2.440193260367196044e-05,-0.000000000000000000e+00,-2.440193260367196044e-05,-2.440193260367196044e-05
1.614000000000000000e+03,-2.288022572185279059e-05,-0.000000000000000000e+00,-2.288022572185279059e-05,-2.288022572185279059e-05
1.631000000000000000e+03,-5.988300784590047259e-05,-0.000000000000000000e+00,-5.988300784590047259e-05,-5.988300784590047259e-05
1.648000000000000000e+03,-5.257834465251016878e-05,-0.000000000000000000e+00,-5.257834465251016878e-05,-5.257834465251016878e-05
1.665000000000000000e+03,-5.775238744558010029e-05,-0.000000000000000000e+00,-5.775238744558010029e-05,-5.775238744558010029e-05
1.682000000000000000e+03,-6.642625816889085114e-05,-0.000000000000000000e+00,-6.642625816889085114e-05,-6.642625816889085114e-05
1.699000000000000000e+03,-5.679376398279236960e-05,-0.000000000000000000e+00,-5.679376398279236960e-05,-5.679376398279236960e-05
1.716000000000000000e+03,-4.728456649331061787e-05,-0.000000000000000000e+00,-4.728456649331061787e-05,-4.728456649331061787e-05
1.733000000000000000e+03,-5.899785421655406338e-05,-0.000000000000000000e+00,-5.899785421655406338e-05,-5.899785421655406338e-05
1.750000000000000000e+03,-4.558710290328751706e-05,-0.000000000000000000e+00,-4.558710290328751706e-05,-4.558710290328751706e-05
1.767000000000000000e+03,-2.646523534004674116e-05,-0.000000000000000000e+00,-2.646523534004674116e-05,-2.646523534004674116e-05
1.784000000000000000e+03,-2.331096777943471107e-05,-0.000000000000000000e+00,-2.331096777943471107e-05,-2.331096777943471107e-05
1.801000000000000000e+03,-1.565742714912192989e-05,-0.000000000000000000e+00,-1.565742714912192989e-05,-1.565742714912192989e-05
1.818000000000000000e+03,-1.854449943873452955e-06,-0.000000000000000000e+00,-1.854449943873452955e-06,-1.854449943873452955e-06
1.835000000000000000e+03,-9.168411610466574272e-06,-0.000000000000000000e+00,-9.168411610466574272e-06,-9.168411610466574272e-06
1.852000000000000000e+03,3.323568793182387810e-06,0.000000000000000000e+00,3.323568793182387810e-06,3.323568793182387810e-06
1.869000000000000000e+03,-8.609086432888224364e-06,-0.000000000000000000e+00,-8.609086432888224364e-06,-8.609086432888224364e-06
1.886000000000000000e+03,2.931518401306771992e-06,0.000000000000000000e+00,2.931518401306771992e-06,2.931518401306771992e-06
1.903000000000000000e+03,-1.926067898940946166e-05,-0.000000000000000000e+00,-1.926067898940946166e-05,-1.926067898940946166e-05
1.920000000000000000e+03,-1.493138879926152017e-05,-0.000000000000000000e+00,-1.493138879926152017e-05,-1.493138879926152017e-05
1.937000000000000000e+03,-2.213392154726814891e-05,-0.000000000000000000e+00,-2.213392154726814891e-05,-2.213392154726814891e-05
1.954000000000000000e+03,-9.641928467427440770e-06,-0.000000000000000000e+00,-9.641928467427440770e-06,-9.641928467427440770e-06
1.971000000000000000e+03,-4.534707168976479284e-05,-0.000000000000000000e+00,-4.534707168976479284e-05,-4.534707168976479284e-05
1.988000000000000000e+03,-4.423697659227720163e-05,-0.000000000000000000e+00,-4.423697659227720163e-05,-4.423697659227720163e-05
3.200000000000000000e+01,3.829155930080919068e-04,8.776686765200989067e-04,3.996502443787680733e-04,3.661809416374157402e-04
3.700000000000000000e+01,2.902169839867694938e-04,5.620287374649128196e-04,3.009332773140740752e-04,2.795006906594649124e-04
4.200000000000000000e+01,2.432009649547352053e-04,4.029684922683155423e-04,2.508844307224950432e-04,2.355174991869753674e-04
4.700000000000000000e+01,3.934804659080199892e-04,5.618506236028485276e-04,4.041933631093539564e-04,3.827675687066860221e-04
5.200000000000000000e+01,3.350515432223938805e-04,4.134968458610671291e-04,3.429357548200954748e-04,3.271673316246922862e-04
5.700000000000000000e+01,3.668128725600420127e-04,3.910152718411436532e-04,3.742684243302342819e-04,3.593573207898497434e-04
6.200000000000000000e+01,4.768025867478864087e-04,4.373968540628710958e-04,4.851425036882912553e-04,4.684626698074815620e-04
6.700000000000000000e+01,4.570177185227802742e-04,3.585258778467328056e-04,4.638537897346634801e-04,4.501816473108970684e-04
7.200000000000000000e+01,4.267250359402387184e-04,2.838611258649594580e-04,4.321374621850403749e-04,4.213126096954370619e-04
7.700000000000000000e+01,4.690897353540641069e-04,2.619250118687533051e-04,4.740839021463244757e-04,4.640955685618037381e-04
8.200000000000000000e+01,4.822373749365797195e-04,2.234856484589240551e-04,4.864986121361779313e-04,4.779761377369815076e-04
8.700000000000000000e+01,4.018019458040798819e-04,1.527336654273271752e-04,4.047141434384149286e-04,3.988897481697448351e-04
9.200000000000000000e+01,5.795031253482447889e-04,1.785593721648634437e-04,5.829077459323968183e-04,5.760985047640927595e-04
9.700000000000000000e+01,3.798730290083039782e-04,9.381151882311244256e-05,3.816617484921563204e-04,3.780843095244516361e-04
1.040000000000000000e+02,4.780246302254382044e-04,8.511604213402720008e-05,4.796475516413104684e-04,4.764017088095659404e-04
1.130000000000000000e+02,4.508629803586519050e-04,5.142517604853168568e-05,4.518435125524861346e-04,4.498824481648176755e-04
1.220000000000000000e+02,4.655725232699186949e-04,3.330654578673354600e-05,4.662075845943268893e-04,4.649374619455105004e-04
1.310000000000000000e+02,4.021128328379708849e-04,1.778541630608716442e-05,4.024519502627203044e-04,4.017737154132214653e-04
1.400000000000000000e+02,3.490710354709880775e-04,9.459999233262275417e-06,3.492514108146350439e-04,3.488906601273411112e-04
1.490000000000000000e+02,2.827521695864853093e-04,4.671120396743640640e-06,2.828412345986490309e-04,2.826631045743215878e-04
1.580000000000000000e+02,2.699727054468822212e-04,2.712071400466928455e-06,2.700244169532779498e-04,2.699209939404864926e-04
1.670000000000000000e+02,1.915773606985458053e-04,1.169411103920011524e-06,1.915996580502192211e-04,1.915550633468723896e-04
1.760000000000000000e+02,1.947540498599992123e-04,7.225880860674048231e-07,1.947678275645344653e-04,1.947402721554639593e-04
1.850000000000000000e+02,1.525148769999868975e-04,3.442797094389320097e-07,1.525214414371892102e-04,1.525083125627845848e-04
1.940000000000000000e+02,1.317992050745814920e-04,1.812474029665897261e-07,1.318026609482860476e-04,1.317957492008769364e-04
2.030000000000000000e+02,1.053045178405046011e-04,8.834954494625178661e-08,1.053062024156443835e-04,1.053028332653648186e-04
2.120000000000000000e+02,1.221186648069779129e-04,6.260401602265148851e-08,1.221198584879312841e-04,1.221174711260245417e-04
2.210000000000000000e+02,1.119553641286111012e-04,3.512286828635609151e-08,1.119560338220519538e-04,1.119546944351702486e-04
2.300000000000000000e+02,1.464281519115903098e-04,2.815386233771508095e-08,1.464286887258615401e-04,1.464276150973190796e-04
2.390000000000000000e+02,1.950583271470968897e-04,2.301772080710364683e-08,1.950587660297223628e-04,1.950578882644714166e-04
2.480000000000000000e+02,2.146727560017316016e-04,1.556839860044736791e-08,2.146730528469192466e-04,2.146724591565439566e-04
2.570000000000000000e+02,2.969663380366983126e-04,1.325243421287469525e-08,2.969665907230164170e-04,2.969660853503802082e-04
2.660000000000000000e+02,3.415455759097240002e-04,9.390281889365142918e-09,3.415457549557556903e-04,3.415453968636923102e-04
2.750000000000000000e+02,4.397937555618119097e-04,7.457784623001451499e-09,4.397938977606039848e-04,4.397936133630198346e-04
2.840000000000000000e+02,4.521679231913294903e-04,4.734253830157665344e-09,4.521680134601171065e-04,4.521678329225418741e-04
2.930000000000000000e+02,5.991173197891912520e-04,3.876927825439384590e-09,5.991173937112045109e-04,5.991172458671779931e-04
3.020000000000000000e+02,6.393367840258870789e-04,2.559395628906879419e-09,6.393368328262996831e-04,6.393367352254744748e-04
3.110000000000000000e+02,7.096635815355693995e-04,1.759043850035994293e-09,7.096636150755445587e-04,7.096635479955942403e-04
3.200000000000000000e+02,7.730695218374021007e-04,1.187468530453474166e-09,7.730695444790576867e-04,7.730694991957465147e-04
3.290000000000000000e+02,8.785897904450539614e-04,8.369745261995608332e-10,8.785898064037833081e-04,8.785897744863246147e-04
3.380000000000000000e+02,8.809730124280321919e-04,5.208779700131588084e-10,8.809730223596971659e-04,8.809730024963672180e-04
