ell_eff,Cl_uK2,template_F,Cl_plus_1sigma,Cl_minus_1sigma
6.980000000000000000e+02,2.427387122662737901e-02,4.857304206215965967e-03,2.428143257754147161e-02,2.426630987571328640e-02
7.070000000000000000e+02,2.373656638839468855e-02,5.229495608548145706e-03,2.374470712855037552e-02,2.372842564823900158e-02
7.160000000000000000e+02,2.336150088305026171e-02,5.652352306302089839e-03,2.337029988296122560e-02,2.335270188313929782e-02
7.250000000000000000e+02,2.380640044993535126e-02,6.308681953423056661e-03,2.381622115624280889e-02,2.379657974362789363e-02
7.340000000000000000e+02,2.387604389151557968e-02,6.910099960501502395e-03,2.388680082343389369e-02,2.386528695959726568e-02
7.430000000000000000e+02,2.483248598745465066e-02,7.825531735747839543e-03,2.484466796927650711e-02,2.482030400563279421e-02
7.520000000000000000e+02,2.507702401586622137e-02,8.577772190171327471e-03,2.509037700815112265e-02,2.506367102358132010e-02
7.610000000000000000e+02,2.540446069647743846e-02,9.401365333202207214e-03,2.541909577374209736e-02,2.538982561921277956e-02
7.700000000000000000e+02,2.485440715008228885e-02,9.917358966144942944e-03,2.486984547309036356e-02,2.483896882707421414e-02
7.790000000000000000e+02,2.431014801866934055e-02,1.042272419564279837e-02,2.432637304221700950e-02,2.429392299512167161e-02
7.880000000000000000e+02,2.507295282733067870e-02,1.150957007601518048e-02,2.509086974060609210e-02,2.505503591405526531e-02
7.970000000000000000e+02,2.437114974038675011e-02,1.193516781548848577e-02,2.438972918038887980e-02,2.435257030038462042e-02
8.060000000000000000e+02,2.408984018477797889e-02,1.254050765729505627e-02,2.410936195549934213e-02,2.407031841405661565e-02
8.150000000000000000e+02,2.411774002204835135e-02,1.329775546109145112e-02,2.413844059815853371e-02,2.409703944593816899e-02
8.240000000000000000e+02,2.330828883974626897e-02,1.356306005276206560e-02,2.332940241471993109e-02,2.328717526477260685e-02
8.330000000000000000e+02,2.256535599678382090e-02,1.380905652030775879e-02,2.258685251372195141e-02,2.254385947984569039e-02
8.420000000000000000e+02,2.217834580693766114e-02,1.422422098038569199e-02,2.220048860914770883e-02,2.215620300472761345e-02
8.510000000000000000e+02,2.065194595587253878e-02,1.383515581136218753e-02,2.067348310149890595e-02,2.063040881024617162e-02
8.600000000000000000e+02,1.998803305628150950e-02,1.394165582523129374e-02,2.000973599016058618e-02,1.996633012240243282e-02
8.690000000000000000e+02,1.859462831505761041e-02,1.346196900868051362e-02,1.861558452190563775e-02,1.857367210820958306e-02
8.780000000000000000e+02,1.765274015446379949e-02,1.322601738054802502e-02,1.767332905611879862e-02,1.763215125280880036e-02
8.870000000000000000e+02,1.654220513862744019e-02,1.279065954132779792e-02,1.656211632003767170e-02,1.652229395721720867e-02
8.960000000000000000e+02,1.523533640592359024e-02,1.212526453616699466e-02,1.525421176892161230e-02,1.521646104292556818e-02
9.050000000000000000e+02,1.412587318391353083e-02,1.154311512244021905e-02,1.414384231666227475e-02,1.410790405116478692e-02
9.140000000000000000e+02,1.311469591146520973e-02,1.097831301553969970e-02,1.313178581846527124e-02,1.309760600446514822e-02
9.230000000000000000e+02,1.193093294749036047e-02,1.020925601287877953e-02,1.194682566575708781e-02,1.191504022922363314e-02
9.320000000000000000e+02,1.128944600921683028e-02,9.855468716068271559e-03,1.130478798785792063e-02,1.127410403057573993e-02
9.410000000000000000e+02,1.018968946764991015e-02,9.058598422925124780e-03,1.020379096069165027e-02,1.017558797460817004e-02
9.500000000000000000e+02,9.335850269764661702e-03,8.437713709478964624e-03,9.348985233432031278e-03,9.322715306097292126e-03
9.590000000000000000e+02,8.775003824055195578e-03,8.050564253474005311e-03,8.787536113323604278e-03,8.762471534786786878e-03
9.680000000000000000e+02,8.258236642090603305e-03,7.680155228361672595e-03,8.270192316738696897e-03,8.246280967442509713e-03
9.770000000000000000e+02,7.424256709155626320e-03,6.990199281198326668e-03,7.435138331446634885e-03,7.413375086864617755e-03
9.860000000000000000e+02,7.125044739495963245e-03,6.783896902404345890e-03,7.135605211491613878e-03,7.114484267500312611e-03
9.950000000000000000e+02,6.893724814018234275e-03,6.630541731714895484e-03,6.904046558478847857e-03,6.883403069557620692e-03
1.004000000000000000e+03,6.381603406619280362e-03,6.194698785089285467e-03,6.391246675669881756e-03,6.371960137568678968e-03
1.013000000000000000e+03,6.603091634658165600e-03,6.463457245965652069e-03,6.613153279200097157e-03,6.593029990116234043e-03
1.022000000000000000e+03,6.204459512097760740e-03,6.119516551622603689e-03,6.213985745190634888e-03,6.194933279004886592e-03
1.031000000000000000e+03,6.146176196789369245e-03,6.104014271122656064e-03,6.155678297528605417e-03,6.136674096050133073e-03
1.040000000000000000e+03,6.128029584364965386e-03,6.124361870959769624e-03,6.137563360151943384e-03,6.118495808577987388e-03
1.049000000000000000e+03,6.172103470166214086e-03,6.203863089448651176e-03,6.181761005261971441e-03,6.162445935070456730e-03
1.058000000000000000e+03,6.335825533478520698e-03,6.401852210703874897e-03,6.345791277646517688e-03,6.325859789310523708e-03
1.067000000000000000e+03,6.188545700804331390e-03,6.283061401866469296e-03,6.198326523675894845e-03,6.178764877932767935e-03
1.076000000000000000e+03,6.253015421914868283e-03,6.376458132169490409e-03,6.262941635196845810e-03,6.243089208632890755e-03
1.085000000000000000e+03,6.493285543503238624e-03,6.648245358454768147e-03,6.503634847146590181e-03,6.482936239859887068e-03
1.094000000000000000e+03,6.383081212617457145e-03,6.559745077503758258e-03,6.393292748138439292e-03,6.372869677096474998e-03
1.103000000000000000e+03,6.250806529862805785e-03,6.445889650665447522e-03,6.260840826981734115e-03,6.240772232743877455e-03
1.112000000000000000e+03,6.159846944374032171e-03,6.372300051288252304e-03,6.169766684783951904e-03,6.149927203964112438e-03
1.121000000000000000e+03,6.225882385182194591e-03,6.459630756376721732e-03,6.235938073039240352e-03,6.215826697325148829e-03
1.130000000000000000e+03,6.084126223199069067e-03,6.329901745041812723e-03,6.093979962292604344e-03,6.074272484105533790e-03
1.139000000000000000e+03,5.883355975090526387e-03,6.136725620750723385e-03,5.892908997489784868e-03,5.873802952691267905e-03
1.148000000000000000e+03,5.775745037198066340e-03,6.038952840086253375e-03,5.785145857002415432e-03,5.766344217393717247e-03
1.157000000000000000e+03,5.724065270291641035e-03,5.998420783056140730e-03,5.733402993964172543e-03,5.714727546619109526e-03
1.166000000000000000e+03,5.353070599584839814e-03,5.621566906084345290e-03,5.361821675955463599e-03,5.344319523214216029e-03
1.175000000000000000e+03,5.198726925405673834e-03,5.470446170484273736e-03,5.207242752579673874e-03,5.190211098231673793e-03
1.184000000000000000e+03,5.089812287678942282e-03,5.366033672312164361e-03,5.098165576229669871e-03,5.081458999128214693e-03
1.193000000000000000e+03,4.791409991044551057e-03,5.060577836659407684e-03,4.799287777410512872e-03,4.783532204678589243e-03
1.202000000000000000e+03,4.368696419997140402e-03,4.622077730925117783e-03,4.375891594561461505e-03,4.361501245432819300e-03
1.211000000000000000e+03,4.174665772401727794e-03,4.424079086873814598e-03,4.181552723069701175e-03,4.167778821733754413e-03
1.220000000000000000e+03,4.094520019418559573e-03,4.346007541654091193e-03,4.101285436345850598e-03,4.087754602491268548e-03
1.229000000000000000e+03,3.767882142962887797e-03,4.005387743624889106e-03,3.774117318070469278e-03,3.761646967855306316e-03
1.238000000000000000e+03,3.668229520426132158e-03,3.905167260892817953e-03,3.674308682608324727e-03,3.662150358243939589e-03
1.247000000000000000e+03,3.472356399618555054e-03,3.701875133750348774e-03,3.478119097555121535e-03,3.466593701681988573e-03
1.256000000000000000e+03,3.206150854729116102e-03,3.422758781302872796e-03,3.211479053075556693e-03,3.200822656382675511e-03
1.265000000000000000e+03,3.050352617151104190e-03,3.260766117109928971e-03,3.055428642002233717e-03,3.045276592299974664e-03
1.274000000000000000e+03,2.978516806446947045e-03,3.188092901110594572e-03,2.983479701120328280e-03,2.973553911773565810e-03
1.283000000000000000e+03,2.809231777653097874e-03,3.010684974036862468e-03,2.813918501937597710e-03,2.804545053368598037e-03
1.292000000000000000e+03,2.851617783406749061e-03,3.059868177367005074e-03,2.856381071036608738e-03,2.846854495776889385e-03
1.301000000000000000e+03,2.722090312702114996e-03,2.924392026718394474e-03,2.726642705013902334e-03,2.717537920390327658e-03
1.310000000000000000e+03,2.606816628190223011e-03,2.803846549626079921e-03,2.611181367718757532e-03,2.602451888661688490e-03
1.319000000000000000e+03,2.594366323038469965e-03,2.793673975584457393e-03,2.598715226951452562e-03,2.590017419125487368e-03
1.328000000000000000e+03,2.575372216564602874e-03,2.776360704989557469e-03,2.579694168961089908e-03,2.571050264168115839e-03
1.337000000000000000e+03,2.662106396515387819e-03,2.873057266436075067e-03,2.666578876159550037e-03,2.657633916871225601e-03
1.346000000000000000e+03,2.556390828237403105e-03,2.761984933970562228e-03,2.560690401914188577e-03,2.552091254560617632e-03
1.355000000000000000e+03,2.616486674504355046e-03,2.829961588999365969e-03,2.620892067236488179e-03,2.612081281772221913e-03
1.364000000000000000e+03,2.621868034484795950e-03,2.838795478516621586e-03,2.626287178906290543e-03,2.617448890063301357e-03
1.373000000000000000e+03,2.589081858709920032e-03,2.806235363963360124e-03,2.593450316898580910e-03,2.584713400521259155e-03
1.382000000000000000e+03,2.544369535161182180e-03,2.760626973619304501e-03,2.548666994905155001e-03,2.540072075417209359e-03
1.391000000000000000e+03,2.615606167819816991e-03,2.840819829532016498e-03,2.620028463542475611e-03,2.611183872097158371e-03
1.400000000000000000e+03,2.659404569242150140e-03,2.891308631792540579e-03,2.663905460732114618e-03,2.654903677752185661e-03
1.409000000000000000e+03,2.600278268934692796e-03,2.829852383651734835e-03,2.604683491667188298e-03,2.595873046202197294e-03
1.418000000000000000e+03,2.554646611102856946e-03,2.782942159679255550e-03,2.558978808830152975e-03,2.550314413375560918e-03
1.427000000000000000e+03,2.455150721446610913e-03,2.677174157926715155e-03,2.459318270442269107e-03,2.450983172450952718e-03
1.436000000000000000e+03,2.446441190257667847e-03,2.670264655128777500e-03,2.450597983251008929e-03,2.442284397264326765e-03
1.445000000000000000e+03,2.401611493478064078e-03,2.623852899130397175e-03,2.405696037429808521e-03,2.397526949526319635e-03
1.454000000000000000e+03,2.298264420059975034e-03,2.513334239285524001e-03,2.302176919944853330e-03,2.294351920175096739e-03
1.463000000000000000e+03,2.235907598299440024e-03,2.447451596773766915e-03,2.239717538871986106e-03,2.232097657726893943e-03
1.472000000000000000e+03,2.171996920180040928e-03,2.379721304420090704e-03,2.175701425209277881e-03,2.168292415150803974e-03
1.481000000000000000e+03,2.113206230323295878e-03,2.317459592434833841e-03,2.116813812731909057e-03,2.109598647914682698e-03
1.490000000000000000e+03,2.057328473320230861e-03,2.258261342964400058e-03,2.060843901991144672e-03,2.053813044649317049e-03
1.499000000000000000e+03,1.960662210946437136e-03,2.154123548029165426e-03,1.964015528623784448e-03,1.957308893269089824e-03
1.512000000000000000e+03,1.800858067600521984e-03,1.981143949664660592e-03,1.803942108455030115e-03,1.797774026746013854e-03
1.529000000000000000e+03,1.580323289583437105e-03,1.741475936968390169e-03,1.583034239960194167e-03,1.577612339206680044e-03
1.546000000000000000e+03,1.437061354673002016e-03,1.586252937544973315e-03,1.439530669871324706e-03,1.434592039474679327e-03
1.563000000000000000e+03,1.294550582817756076e-03,1.431306997207678873e-03,1.296778694134694335e-03,1.292322471500817818e-03
1.580000000000000000e+03,1.177262113327160039e-03,1.303752086001724875e-03,1.179291660295748480e-03,1.175232566358571599e-03
1.597000000000000000e+03,1.056496950428466915e-03,1.171898372601177770e-03,1.058321241116200878e-03,1.054672659740732953e-03
1.614000000000000000e+03,9.832963012648978339e-04,1.092441117567387017e-03,9.849969010816313209e-04,9.815957014481643469e-04
1.631000000000000000e+03,9.432048756058793648e-04,1.049551944100074940e-03,9.448387099746948480e-04,9.415710412370638816e-04
1.648000000000000000e+03,8.996207692025927436e-04,1.002615048061422567e-03,9.011815370458831640e-04,8.980600013593023232e-04
1.665000000000000000e+03,8.867856101143406283e-04,9.898354865585520194e-04,8.883264840525040718e-04,8.852447361761771848e-04
1.682000000000000000e+03,8.554147821011719990e-04,9.562771077392718828e-04,8.569034158115078435e-04,8.539261483908361546e-04
1.699000000000000000e+03,8.709565015168627480e-04,9.751227077568090304e-04,8.724744721163185147e-04,8.694385309174069813e-04
1.716000000000000000e+03,8.381615436904830702e-04,9.398091510431944452e-04,8.396245417819384006e-04,8.366985455990277399e-04
1.733000000000000000e+03,8.522702603741781884e-04,9.570439936382058727e-04,8.537600878934966915e-04,8.507804328548596853e-04
1.750000000000000000e+03,7.744987357917707026e-04,8.709867583418226316e-04,7.758545982705756334e-04,7.731428733129657718e-04
1.767000000000000000e+03,7.622938649284187506e-04,8.585059644143676685e-04,7.636302985926867685e-04,7.609574312641507327e-04
1.784000000000000000e+03,7.445641832189867169e-04,8.397441745375916434e-04,7.458714104611300928e-04,7.432569559768433410e-04
1.801000000000000000e+03,6.946386917765485060e-04,7.845521825553089697e-04,6.958600018100286576e-04,6.934173817430683544e-04
1.818000000000000000e+03,6.506473321564262445e-04,7.359031872255873468e-04,6.517929104445413686e-04,6.495017538683111203e-04
1.835000000000000000e+03,5.837456837915815057e-04,6.611578421529676949e-04,5.847749062248242761e-04,5.827164613583387352e-04
1.852000000000000000e+03,5.591156245340825467e-04,6.341382160036663617e-04,5.601027855962008696e-04,5.581284634719642238e-04
1.869000000000000000e+03,4.964424967181402942e-04,5.638279072917192197e-04,4.973202059332096012e-04,4.955647875030709873e-04
1.886000000000000000e+03,4.694641736116026906e-04,5.339123751375626087e-04,4.702953134073405757e-04,4.686330338158648055e-04
1.903000000000000000e+03,4.333865568906767078e-04,4.935459335262007505e-04,4.341548583676233084e-04,4.326182554137301072e-04
1.920000000000000000e+03,4.394444493867923074e-04,5.011128362211640999e-04,4.402245302385073087e-04,4.386643685350773061e-04
1.937000000000000000e+03,4.106468540736240777e-04,4.688936290537469836e-04,4.113767793820122427e-04,4.099169287652359127e-04
1.954000000000000000e+03,3.804591463917749881e-04,4.349938579141659242e-04,3.811363000279327463e-04,3.797819927556172299e-04
1.971000000000000000e+03,3.706379832104431246e-04,4.243159407321030348e-04,3.712985145648953537e-04,3.699774518559908955e-04
1.988000000000000000e+03,3.588394917322439105e-04,4.113382863697339405e-04,3.594798208110078718e-04,3.581991626534799492e-04
2.005000000000000000e+03,3.750609415997751238e-04,4.304824516129590953e-04,3.757310723432518568e-04,3.743908108562983908e-04
2.030000000000000000e+03,3.565802739438368035e-04,4.100324131678258601e-04,3.572185701736973942e-04,3.559419777139762129e-04
2.063000000000000000e+03,3.190950262994155873e-04,3.678166630299756798e-04,3.196676053974388727e-04,3.185224472013923019e-04
2.096000000000000000e+03,2.929206309943983952e-04,3.384504852583055572e-04,2.934474958514126210e-04,2.923937661373841694e-04
2.129000000000000000e+03,2.772396127683750830e-04,3.210836017287087459e-04,2.777394426497986429e-04,2.767397828869515232e-04
2.162000000000000000e+03,2.267475370739703013e-04,2.632130564203254857e-04,2.271572800507881359e-04,2.263377940971524668e-04
2.195000000000000000e+03,1.826789523911428938e-04,2.125397617443285634e-04,1.830098124018644042e-04,1.823480923804213834e-04
2.228000000000000000e+03,1.634916677911823883e-04,1.906423582981482125e-04,1.637884401795243656e-04,1.631948954028404110e-04
2.261000000000000000e+03,1.453406165349733982e-04,1.698511856957395983e-04,1.456050233671780784e-04,1.450762097027687180e-04
2.294000000000000000e+03,1.414351508914842069e-04,1.656467315872335350e-04,1.416930126625671484e-04,1.411772891204012654e-04
2.327000000000000000e+03,1.338547118126152892e-04,1.571048607772360345e-04,1.340992764789843378e-04,1.336101471462462407e-04
2.360000000000000000e+03,1.296774708503871886e-04,1.525238761727183386e-04,1.299149043117387629e-04,1.294400373890356142e-04
2.393000000000000000e+03,1.391985223590454950e-04,1.640637113207121215e-04,1.394539198472194116e-04,1.389431248708715785e-04
2.426000000000000000e+03,9.604956851318456916e-05,1.134398228065569200e-04,9.622615994568638491e-05,9.587297708068275341e-05
2.459000000000000000e+03,8.719360308698515373e-05,1.031893568122366624e-04,8.735423764976552562e-05,8.703296852420478185e-05
2.492000000000000000e+03,7.960151324436835036e-05,9.439305268020143074e-05,7.974845462684423698e-05,7.945457186189246374e-05
3.200000000000000000e+01,8.997789557719498149e-03,1.982685479441418448e-07,8.997789866363552908e-03,8.997789249075443391e-03
3.700000000000000000e+01,1.392983887229047070e-02,3.353310319554730236e-07,1.392983939429928361e-02,1.392983835028165779e-02
4.200000000000000000e+01,2.853679717305821102e-03,7.484138889989215038e-08,2.853679833811187221e-03,2.853679600800454984e-03
4.700000000000000000e+01,2.980415794971730953e-03,8.497525866127416284e-08,2.980415927252461593e-03,2.980415662691000313e-03
5.200000000000000000e+01,2.469314485662248929e-03,7.640636264693963028e-08,2.469314604603804753e-03,2.469314366720693106e-03
5.700000000000000000e+01,-7.267653635464682398e-03,-2.437135293653205388e-07,-7.267654014852804011e-03,-7.267653256076560785e-03
6.200000000000000000e+01,-6.913401735732639317e-03,-2.509609850583626264e-07,-6.913402126402853377e-03,-6.913401345062425256e-03
6.700000000000000000e+01,-2.814282069198605161e-03,-1.104805625863447615e-07,-2.814282241183366229e-03,-2.814281897213844093e-03
7.200000000000000000e+01,-1.021933751214632036e-02,-4.334918239735808289e-07,-1.021933818696174438e-02,-1.021933683733089633e-02
7.700000000000000000e+01,-7.568035140044089039e-03,-3.466300303272583035e-07,-7.568035679642019613e-03,-7.568034600446158465e-03
8.200000000000000000e+01,-9.132745169271195423e-03,-4.513712271464955148e-07,-9.132745871919433628e-03,-9.132744466622957219e-03
8.700000000000000000e+01,-1.043982114854944028e-02,-5.564578625580731841e-07,-1.043982201478572958e-02,-1.043982028231315098e-02
9.200000000000000000e+01,-1.410315759626682916e-02,-8.103014374451631629e-07,-1.410315885766065015e-02,-1.410315633487300817e-02
9.700000000000000000e+01,-1.258988398976204973e-02,-7.793816038696193716e-07,-1.258988520302305875e-02,-1.258988277650104071e-02
1.040000000000000000e+02,-1.618478166600503115e-02,-1.111488697098929260e-06,-1.618478339625615756e-02,-1.618477993575390475e-02
1.130000000000000000e+02,-1.550649468262121043e-02,-1.215706614200048983e-06,-1.550649657510805648e-02,-1.550649279013436438e-02
