r_kpc,rho_star_Msun_per_kpc3
675.2249999999999,30.24134017038675
653.7900000000001,34.2630591640168
632.355,38.97617632593392
610.92,44.52837334144727
589.48,51.107154520780156
568.0450000000001,58.94518194838701
546.61,68.3452856243452
525.175,79.69643549965365
503.74000000000007,93.50545626143725
482.305,110.43966932142015
460.87,131.3877074231846
439.43,157.5543579394801
417.995,190.56452547958065
396.56,232.6930201048114
375.12500000000006,287.1372289528098
353.69,358.48288250992624
332.255,453.43804350766965
310.82,582.0341580194763
289.38,759.6980006494294
267.945,1010.5985788181407
246.51,1374.2494666763523
225.075,1917.3513369441416
203.64,2757.5790079502935
182.205,4113.44331686721
160.77,6416.488120424999
139.33,10587.32593416407
117.895,18779.186865138352
96.46,36713.5056150535
75.025,82404.05260574793
53.59,228815.74888301027
32.155,927589.7033336649
10.72,9894971.60041374
