r_kpc,n_e_cm3
111.49499999999999,0.0021825
106.945,0.0022908
102.395,0.0025183
97.845,0.0024655
93.28999999999999,0.002435
88.735,0.0026088
84.185,0.0025608
79.63499999999999,0.0029191
75.085,0.0030921
70.535,0.0033334
65.985,0.0034684
61.435,0.0035743
56.885,0.0037059
52.335,0.0038989
47.785000000000004,0.0034372
43.235,0.0038845
38.684999999999995,0.0044231
34.135,0.0056097
29.580000000000002,0.0066156
25.025,0.0074612
20.475,0.0094602
15.925000000000002,0.012572
11.375,0.017473
6.825,0.024544
2.275,0.035019
276.25500000000005,0.0040978
269.22999999999996,0.0020634
261.43,0.0023546
253.625,0.0022327
245.82,0.0023661
238.01500000000001,0.0024541
230.21000000000004,0.0022052
222.41,0.0024761
214.605,0.0024746
206.79999999999998,0.0023426
198.995,0.0028309
191.19000000000003,0.0025698
183.39,0.0024421
175.58499999999998,0.0032268
167.77999999999997,0.0027691
159.98000000000002,0.0032445
152.175,0.0031245
144.37,0.0038313
136.565,0.0031319
128.76,0.0037455
120.96,0.0046412
113.155,0.0046645
105.35,0.0058038
97.55,0.0056877
89.74499999999999,0.0056128
81.94,0.0065972
74.135,0.0071662
66.33,0.0082506
58.53,0.0091862
50.725,0.010554
42.92,0.01138
35.12,0.012195
27.314999999999998,0.01546
19.509999999999998,0.017054
11.705,0.020876
3.9,0.034091
294.63,0.001453
287.17,0.0021745
279.71000000000004,0.00051954
272.25,0.0023365
264.795,0.0024602
257.34000000000003,0.0015151
249.88,0.0027415
242.42000000000002,0.0012189
234.96,0.0025167
227.49999999999997,0.0024241
220.04000000000002,0.0029022
212.57999999999998,0.0026739
205.12000000000003,0.0023942
197.66,0.0026551
190.205,0.0027275
182.75000000000003,0.0031504
175.29,0.0033682
167.82999999999998,0.0037318
160.37,0.0035045
152.91,0.0046015
145.45000000000002,0.0028521
137.99,0.0040097
130.52999999999997,0.0040118
123.07,0.0057974
115.615,0.0054353
108.16000000000001,0.0053501
100.7,0.0068626
93.24000000000001,0.0052225
85.78,0.006986
78.32000000000001,0.006629
70.86,0.008213
63.4,0.0094961
55.940000000000005,0.0086318
48.48,0.010139
41.025,0.011879
33.57,0.01133
26.110000000000003,0.008829
18.65,0.016379
11.189999999999998,0.012733
3.73,0.021616
399.46000000000004,0.00046578
388.20500000000004,0.00074328
376.955,0.00083343
365.705,0.00086993
354.45000000000005,0.00065371
343.19500000000005,0.00089508
331.945,0.00092291
320.695,0.00090795
309.44000000000005,0.0010312
298.18500000000006,0.0012075
286.935,0.0010233
275.685,0.0012413
264.435,0.0012528
253.17999999999995,0.0014063
241.925,0.0015791
230.675,0.0013551
219.42499999999998,0.0017608
208.17,0.0018254
196.91500000000002,0.0018489
185.665,0.0020649
174.415,0.0026525
163.16,0.0021985
151.905,0.0029791
140.655,0.0028818
129.405,0.002953
118.15,0.0033309
106.895,0.0044629
95.64500000000001,0.0054278
84.395,0.005874
73.14000000000001,0.007798
61.885,0.010102
50.635,0.01364
39.385000000000005,0.017432
28.13,0.021167
16.875,0.029007
5.625,0.05674
909.1700000000001,0.00048376
893.8900000000001,0.00022397
878.61,0.00046181
863.3299999999999,0.00027907
848.05,0.00047684
832.77,0.00034521
817.49,0.00055025
802.2099999999999,0.00043251
786.9300000000001,0.00014967
771.65,0.00043881
756.37,0.00055764
741.09,0.00050275
725.8100000000001,0.00044255
710.53,0.00036405
695.25,0.0006866
679.9699999999999,0.00072693
664.69,0.00048553
649.4100000000001,0.0006052
634.13,0.00061177
618.85,0.00073919
603.5699999999999,0.00069475
588.29,0.00073898
573.01,0.00097373
557.73,0.00094207
542.4499999999999,0.00053996
527.1700000000001,0.0013184
511.88999999999993,0.00097013
496.61,0.0011347
481.33000000000004,0.00094893
466.04499999999996,0.0013044
450.76,0.0010716
435.47999999999996,0.0014137
420.20000000000005,0.0016824
404.92,0.0015647
389.64,0.001579
374.36,0.0019007
359.0799999999999,0.0020379
343.8,0.0020007
328.52000000000004,0.0019026
313.23999999999995,0.0023071
297.96,0.0027996
282.68000000000006,0.002952
267.4,0.0033015
252.12,0.0031484
236.84,0.004025
221.55999999999997,0.0039797
206.28000000000003,0.00453
191.0,0.0053883
175.72,0.00605
160.44,0.0056602
145.16000000000003,0.0076372
129.88,0.0073742
114.60000000000001,0.0093845
99.32,0.011498
84.04,0.013671
68.76,0.018158
53.48,0.021289
38.199999999999996,0.025389
22.919999999999998,0.0335
7.64,0.039124
268.66499999999996,0.0019918
262.035,0.00092321
255.4,0.0012197
248.76500000000001,0.0010517
242.135,0.0010715
235.5,0.0010441
228.86499999999998,0.0010439
222.23,0.0010418
215.59499999999997,0.0010455
208.965,0.0010565
202.33,0.0010732
195.69500000000002,0.0010917
189.06499999999997,0.0011118
182.42999999999998,0.0011334
175.795,0.0011564
169.15999999999997,0.0011807
162.52499999999998,0.0012065
155.895,0.0012338
149.26,0.0012573
142.625,0.0012823
135.99499999999998,0.0013091
129.36,0.001338
122.725,0.0013696
116.09,0.0014042
109.455,0.0014426
102.825,0.0014856
96.19,0.0015343
89.55499999999999,0.00159
82.925,0.0016543
76.28999999999999,0.0017295
69.655,0.001818
63.019999999999996,0.0019229
56.385000000000005,0.0020478
49.755,0.0021968
43.120000000000005,0.0023735
36.48500000000001,0.0025802
29.855,0.0028155
23.220000000000002,0.0030701
16.585,0.0033218
9.950000000000001,0.0035331
3.315,0.0036608
693.635,0.00072351
673.53,0.00081429
653.425,0.00084635
633.32,0.00093357
613.215,0.00084642
593.11,0.00099279
573.005,0.001055
552.9,0.0013004
532.7950000000001,0.0014361
512.6899999999999,0.001541
492.585,0.0015994
472.47499999999997,0.0015567
452.37,0.001485
432.265,0.0015722
412.15999999999997,0.0013206
392.05500000000006,0.0014777
371.95,0.001357
351.84499999999997,0.0016129
331.73999999999995,0.0015762
311.635,0.0016988
291.53000000000003,0.0017212
271.425,0.001786
251.32,0.0018581
231.215,0.0019654
211.105,0.0022687
191.0,0.0021769
170.895,0.002579
150.79000000000002,0.0025268
130.685,0.0030728
110.58,0.0030574
90.475,0.0033658
70.37,0.0031813
50.265,0.0040177
30.16,0.0051292
10.055,0.0068403
993.1000000000001,0.0010109
979.985,0.00049111
964.5550000000001,0.00064191
949.12,0.00053273
933.685,0.00038844
918.255,0.00026599
902.8199999999999,0.00047097
887.385,0.00040722
871.955,0.00037429
856.525,0.00035967
841.09,0.00040494
825.655,0.00053951
810.225,0.00047955
794.795,0.00046749
779.36,0.00044054
763.925,0.00038376
748.495,0.00047652
733.0600000000001,0.00039815
717.625,0.00063731
702.195,0.0005203
686.7650000000001,0.00059009
671.3299999999999,0.00037689
655.895,0.00062049
640.465,0.00063365
625.03,0.00071331
609.595,0.00060397
594.1650000000001,0.00075519
578.735,0.0006759
563.3,0.00078328
547.865,0.00081345
532.435,0.00085422
516.9999999999999,0.00084018
501.56500000000005,0.00072938
486.135,0.00077514
470.70500000000004,0.00085462
455.27,0.00095956
439.835,0.00097227
424.40500000000003,0.0010197
408.97,0.0010105
393.53499999999997,0.0011878
378.105,0.001316
362.67499999999995,0.0012278
347.24,0.0014495
331.805,0.0013893
316.37499999999994,0.0015546
300.94,0.0016613
285.505,0.0017185
270.07499999999993,0.0019441
254.645,0.0020857
239.21,0.0023197
223.775,0.002619
208.345,0.0025246
192.91,0.0030389
177.475,0.0030637
162.045,0.0038413
146.615,0.0038578
131.17999999999998,0.0043111
115.745,0.0048389
100.315,0.005262
84.88000000000001,0.0064463
69.44500000000001,0.0061067
54.015,0.0067461
38.585,0.0056454
23.150000000000002,0.006234
7.715,0.0053814
376.575,0.0010158
370.91,0.0010137
365.25,0.0011475
359.58500000000004,0.0012456
353.92,0.0010881
348.26,0.0011463
342.6,0.0014126
336.935,0.0012092
331.27,0.0014859
325.61,0.0015001
319.94500000000005,0.001346
314.28000000000003,0.0014586
308.62,0.0016834
302.96,0.0014748
297.29499999999996,0.001972
291.63,0.0017737
285.97,0.002019
280.31,0.001814
274.64500000000004,0.0023407
268.98,0.0016423
263.32,0.002121
257.655,0.0020077
251.98999999999998,0.0022138
246.32999999999998,0.0020186
240.67,0.0023675
235.005,0.0021556
229.33999999999997,0.0025161
223.67999999999998,0.0022983
218.01500000000001,0.0031057
212.35000000000002,0.0028061
206.69000000000003,0.0027066
201.02999999999997,0.0030779
195.365,0.0029246
189.70000000000002,0.0031477
184.04000000000002,0.0036556
178.38000000000002,0.003154
172.715,0.0037221
167.05,0.0036834
161.39000000000001,0.0040445
155.725,0.0039333
150.06,0.0042923
144.4,0.0042832
138.74,0.0044881
133.075,0.0046782
127.41,0.0046593
121.75,0.0056649
116.09,0.0058477
110.425,0.0065711
104.76,0.0067
99.1,0.0074922
93.43499999999999,0.008012
87.77,0.0084065
82.11,0.0092795
76.45,0.010171
70.785,0.011606
65.11999999999999,0.012163
59.46,0.014097
53.794999999999995,0.014725
48.13,0.018528
42.47,0.018647
36.81,0.022216
31.145,0.025393
25.48,0.026506
19.82,0.035651
14.16,0.042247
8.495,0.046076
2.83,0.055396
589.835,0.0011114
571.11,0.0011464
552.3849999999999,0.0014644
533.66,0.0014549
514.935,0.0011645
496.21,0.0014614
477.485,0.0017014
458.76,0.0014383
440.035,0.0021602
421.30999999999995,0.0018206
402.585,0.0024114
383.85999999999996,0.0018765
365.135,0.0026761
346.40999999999997,0.0028407
327.685,0.003067
308.96000000000004,0.0031135
290.235,0.0036237
271.51000000000005,0.0038232
252.78499999999997,0.0045342
234.06,0.0046667
215.335,0.0058897
196.61,0.0066361
177.88500000000002,0.0074484
159.16,0.0094666
140.43499999999997,0.01023
121.71,0.01165
102.985,0.015636
84.26,0.020466
65.535,0.02852
46.809999999999995,0.039865
28.084999999999997,0.080362
9.36,0.11744
490.03,0.00082054
476.225,0.00097633
462.42,0.00097083
448.62,0.0010731
434.815,0.0011116
421.01,0.0013089
407.21,0.0014676
393.40500000000003,0.0015473
379.59999999999997,0.0014822
365.79499999999996,0.0018053
351.99,0.0016592
338.19,0.0021554
324.385,0.0020868
310.58,0.0024842
296.78000000000003,0.0026478
282.97499999999997,0.0030673
269.17,0.0033646
255.36999999999998,0.0037398
241.565,0.0040865
227.76000000000002,0.0045522
213.955,0.0049476
200.15,0.0051981
186.35000000000002,0.0055833
172.54500000000002,0.0058057
158.73999999999998,0.0060273
144.94000000000003,0.0063269
131.135,0.0067199
117.32999999999998,0.0073729
103.53,0.0076871
89.725,0.0087824
75.92,0.0094887
62.115,0.012046
48.31,0.013353
34.51,0.016278
20.705000000000002,0.017262
6.8999999999999995,0.018522
988.315,0.00035217
970.505,0.00032285
952.695,0.00032795
934.89,0.00033601
917.0849999999999,0.00028521
899.2750000000001,0.00019855
881.4649999999999,0.00031795
863.66,0.00028844
845.855,0.00033441
828.045,3.0884e-05
810.235,0.00029113
792.43,0.00035772
774.6249999999999,0.00042148
756.815,0.00029
739.0049999999999,0.00029259
721.2,0.000241
703.395,0.00033421
685.585,0.00028107
667.775,0.00040051
649.9699999999999,0.00033547
632.1650000000001,0.00055289
614.355,0.00040043
596.5450000000001,0.00051153
578.74,0.00034038
560.935,0.00049397
543.1250000000001,0.00036573
525.32,0.00052321
507.51499999999993,0.00043233
489.705,0.0005685
471.895,0.00052792
454.09,0.00070528
436.28499999999997,0.00070281
418.47499999999997,0.00078565
400.665,0.00079945
382.85999999999996,0.00089746
365.055,0.00080719
347.245,0.0008583
329.435,0.00097646
311.62999999999994,0.00097801
293.825,0.0011615
276.015,0.0010361
258.20500000000004,0.0012471
240.4,0.0011083
222.595,0.0014767
204.785,0.0014392
186.975,0.0018128
169.17,0.0015837
151.365,0.0021379
133.555,0.0018746
115.745,0.002832
97.94,0.002772
80.13499999999999,0.0037485
62.325,0.0036225
44.515,0.004676
26.71,0.0062395
8.905,0.0095235
197.08999999999997,0.0026013
191.69,0.0012205
186.29000000000002,0.001668
180.89,0.0012449
175.48999999999998,0.0017803
170.09000000000003,0.0011375
164.69,0.001636
159.29,0.0015191
153.89,0.0014785
148.49,0.0017293
143.09,0.001304
137.68999999999997,0.0021709
132.29000000000002,0.0017052
126.89,0.0025634
121.49,0.0019235
116.09,0.0022764
110.69000000000001,0.0023385
105.28999999999999,0.002693
99.89,0.0027776
94.49,0.003036
89.09500000000001,0.0028841
83.7,0.0033785
78.30000000000001,0.0035917
72.89999999999999,0.0043232
67.5,0.0040059
62.1,0.0050271
56.7,0.005586
51.3,0.0061893
45.9,0.0068398
40.5,0.0084984
35.1,0.0094098
29.699999999999996,0.011569
24.3,0.013808
18.9,0.017133
13.5,0.023754
8.1,0.046285
2.7,0.10231
977.3149999999999,0.0001006
954.32,0.0001506
931.3249999999999,0.00013116
908.33,0.00012925
885.335,0.00016843
862.34,0.00010883
839.3399999999999,0.00015457
816.345,7.3335e-05
793.35,0.00016879
770.355,0.00018024
747.36,0.00025086
724.3649999999999,0.00020333
701.37,0.00024666
678.3699999999999,0.00014487
655.375,0.00021367
632.38,0.00022352
609.3850000000001,0.0002742
586.39,0.00033369
563.395,0.00038229
540.4,0.00039564
517.4000000000001,0.00046907
494.405,0.000484
471.40999999999997,0.00055502
448.415,0.00053564
425.42,0.0006361
402.425,0.00069376
379.43,0.00081833
356.43,0.00088781
333.43500000000006,0.0010743
310.44,0.0011606
287.44499999999994,0.001261
264.45,0.0014917
241.455,0.0016445
218.45999999999998,0.001865
195.465,0.0021101
172.47,0.00234
149.47,0.0028159
126.47500000000001,0.0030455
103.48,0.0037487
80.485,0.0038606
57.49,0.0045399
34.495,0.0048736
11.5,0.0064065
496.71999999999997,0.00073435
489.865,0.00095395
483.015,0.000719
476.165,0.00096334
469.31500000000005,0.00096387
462.46500000000003,0.0010865
455.615,0.0010981
448.765,0.001113
441.91,0.0010784
435.05499999999995,0.0011428
428.205,0.0011177
421.355,0.0012873
414.505,0.0012046
407.655,0.0012042
400.80499999999995,0.0014255
393.95000000000005,0.0013481
387.09499999999997,0.0013833
380.245,0.0015338
373.39500000000004,0.001655
366.545,0.001683
359.695,0.0016915
352.84499999999997,0.001931
345.995,0.0017834
339.14,0.0020377
332.285,0.0021367
325.435,0.0020265
318.585,0.0020261
311.73499999999996,0.0021377
304.88499999999993,0.0022532
298.03499999999997,0.002097
291.185,0.0022809
284.33,0.0024904
277.475,0.0021613
270.625,0.0027663
263.775,0.0024861
256.925,0.0029235
250.075,0.0028257
243.22500000000002,0.0031524
236.37000000000003,0.0033219
229.51500000000001,0.0033685
222.665,0.0035671
215.81499999999997,0.0037797
208.965,0.0035659
202.11499999999998,0.0042527
195.26500000000001,0.0040921
188.415,0.0042499
181.56,0.0046482
174.705,0.0048848
167.855,0.0050347
161.005,0.0055473
154.15499999999997,0.0057878
147.305,0.0057666
140.45499999999998,0.0064557
133.6,0.0070971
126.74499999999999,0.0073797
119.895,0.0078476
113.045,0.0087815
106.195,0.0095349
99.345,0.010547
92.49499999999999,0.010978
85.645,0.012891
78.78999999999999,0.013323
71.935,0.015015
65.08500000000001,0.016451
58.23499999999999,0.01893
51.385,0.020909
44.535000000000004,0.023843
37.684999999999995,0.027222
30.835,0.032063
23.98,0.03757
17.125,0.048156
10.274999999999999,0.064681
3.4250000000000003,0.12773
867.7349999999999,0.00054953
828.8899999999999,0.00042359
804.125,0.00036874
780.82,0.00042286
757.515,0.00036738
734.205,0.00038094
712.35,0.00038474
691.9550000000002,0.00040714
671.5649999999999,0.00041093
649.715,0.0004286
629.3199999999999,0.00050098
611.8399999999999,0.00052063
594.355,0.00052827
576.87,0.00052232
560.85,0.00052146
544.825,0.00054097
528.8,0.00057505
514.235,0.00063759
499.665,0.00069331
485.09499999999997,0.00077057
471.985,0.00070234
460.33500000000004,0.00070152
448.68,0.00074418
437.025,0.00081461
425.37,0.00089624
413.715,0.00093948
403.52,0.00092129
393.32500000000005,0.00095948
383.13,0.00098021
374.39,0.0012951
365.645,0.0013068
356.9,0.0013327
348.16,0.0013748
339.42,0.0014973
332.14,0.0015152
326.315,0.0014722
320.485,0.001393
314.65500000000003,0.0017759
308.83000000000004,0.0016515
303.00500000000005,0.0018667
297.175,0.001506
291.35,0.0018075
285.525,0.0018613
279.69500000000005,0.0018332
273.87,0.0018842
268.04499999999996,0.0015934
262.215,0.0018691
256.385,0.0017837
250.56,0.0021589
244.735,0.0021249
238.905,0.0021211
233.08,0.0020128
227.25500000000002,0.0020218
221.425,0.0022868
215.60000000000002,0.0022659
209.77499999999998,0.0023525
203.945,0.0020963
198.11499999999998,0.0024214
192.29000000000002,0.0024313
186.465,0.0026734
180.635,0.0022072
174.81,0.0025164
168.98499999999999,0.0023381
163.155,0.0030042
157.32999999999998,0.0025797
151.505,0.0029687
145.675,0.0026969
139.845,0.0027541
134.02,0.0028559
128.195,0.0032462
122.365,0.0035212
116.54,0.0034927
110.715,0.0032914
104.885,0.0035367
99.06,0.0036504
93.235,0.0035459
87.405,0.0040059
81.57499999999999,0.0033307
74.28999999999999,0.0038642
65.55,0.0034631
56.81,0.0045138
48.07,0.0042636
39.330000000000005,0.0050774
29.135,0.0054132
11.655000000000001,0.0060712
122.24,0.006796
119.29999999999998,0.0032945
115.84,0.0039592
112.385,0.0035163
108.92999999999999,0.0034257
105.47000000000001,0.0035363
102.00999999999999,0.0037129
98.55,0.00375
95.095,0.0039326
91.64,0.0039985
88.18,0.0037583
84.71999999999998,0.0041621
81.26,0.0043263
77.80499999999999,0.0043221
74.35,0.0046688
70.89000000000001,0.0046659
67.42999999999999,0.0050506
63.97,0.0051337
60.515,0.0057239
57.06,0.0054046
53.599999999999994,0.0062397
50.14,0.0066061
46.68,0.0073778
43.225,0.008403
39.77,0.0091873
36.309999999999995,0.010127
32.849999999999994,0.011996
29.39,0.015011
25.935,0.017351
22.48,0.018396
19.020000000000003,0.022438
15.56,0.028648
12.1,0.024879
8.645,0.012035
5.19,0.020151
1.73,0.037529
287.16999999999996,0.0016803
283.73499999999996,0.00078523
280.3,0.00098456
276.86,0.00092933
273.42,0.00095055
269.98,0.0010259
266.54,0.0010171
263.1,0.00093661
259.66,0.0009685
256.22,0.00092359
252.78,0.00098781
249.34,0.0010836
245.9,0.0010803
242.46,0.0010622
239.02499999999998,0.0010453
235.59,0.0011606
232.15,0.0011801
228.71,0.0012044
225.27,0.0012827
221.83,0.0013655
218.39000000000001,0.0014303
214.95,0.0013889
211.51,0.0014817
208.07,0.0015079
204.63,0.0015012
201.19,0.0014594
197.75,0.001609
194.31500000000003,0.0015686
190.88,0.0018562
187.44,0.0016753
184.0,0.0019984
180.56,0.001699
177.12,0.001955
173.68,0.0017523
170.24,0.0019933
166.8,0.0019404
163.36,0.0021295
159.92000000000002,0.0020564
156.48000000000002,0.0021869
153.045,0.0019273
149.60999999999999,0.0022637
146.17,0.0019392
142.73,0.0022418
139.29,0.0020825
135.85,0.0023509
132.41,0.002388
128.97,0.0024916
125.53,0.0025029
122.09,0.0026604
118.65,0.0026719
115.21000000000001,0.0028515
111.77,0.002683
108.335,0.0027873
104.89999999999999,0.0028668
101.46,0.0029892
98.02,0.002906
94.58,0.0030417
91.14,0.0031768
87.7,0.0032582
84.26,0.0035564
80.82000000000001,0.0035959
77.38000000000001,0.0039253
73.94000000000001,0.0036705
70.5,0.0039836
67.05999999999999,0.0040044
63.625,0.0046216
60.19,0.0044331
56.75,0.0048133
53.309999999999995,0.0050201
49.87,0.0055804
46.43,0.0061835
42.99,0.0065693
39.550000000000004,0.007153
36.11000000000001,0.0076618
32.669999999999995,0.0080662
29.23,0.0091843
25.79,0.0094533
22.355,0.010232
18.919999999999998,0.010187
15.48,0.011514
12.04,0.012028
8.6,0.013471
5.159999999999999,0.01315
1.72,0.014167
537.365,0.0013459
530.515,0.00059238
523.67,0.00071097
516.8249999999999,0.00084436
509.97999999999996,0.00079755
503.135,0.00054036
496.29,0.0009077
489.445,0.00070359
482.6,0.00067915
475.75500000000005,0.00066716
468.91,0.00086037
462.065,0.00078235
455.21999999999997,0.00063825
448.37499999999994,0.00074035
441.525,0.00094356
434.67999999999995,0.00080811
427.835,0.00068806
420.98999999999995,0.00053013
414.145,0.00094277
407.3,0.00066878
400.455,0.0008014
393.61,0.00087357
386.76500000000004,0.00078095
379.92,0.00087683
373.075,0.00080478
366.23,0.00092443
359.385,0.00096574
352.53499999999997,0.0010348
345.69,0.00036816
338.845,0.0012922
331.99999999999994,0.0011963
325.155,0.0005065
318.31,0.0010958
311.465,0.0012764
304.62,0.0010223
297.77500000000003,0.00084473
290.93,0.0011443
284.08500000000004,0.00074829
277.24000000000007,0.0014257
270.395,0.00096315
263.545,0.0012745
256.70000000000005,0.00096014
249.855,0.0014876
243.01,0.0011788
236.16500000000002,0.0012997
229.32,0.0017469
222.47499999999997,0.00051822
215.63,0.0021284
208.785,0.00068435
201.94,0.0013813
195.09500000000003,0.0012017
188.25,0.0017654
181.40499999999997,0.001851
174.555,0.00195
167.71,0.0022169
160.86499999999998,0.0022828
154.01999999999998,0.0027375
147.175,0.0020115
140.33,0.0022702
133.485,0.0026063
126.64,0.0030076
119.795,0.0028935
112.94999999999999,0.0026435
106.105,0.0032492
99.25999999999999,0.0030403
92.41499999999999,0.0037708
85.565,0.0046877
78.72000000000001,0.0041611
71.875,0.0049987
65.03,0.0055868
58.185,0.0059041
51.339999999999996,0.006678
44.495,0.0054854
37.650000000000006,0.0061291
30.805,0.0069141
23.96,0.0094809
17.115,0.012043
10.270000000000001,0.018457
3.4250000000000003,0.024606
492.2,0.00055481
481.83500000000004,0.00050423
471.47,0.00063543
461.11,0.0005781
450.75,0.00062474
440.39,0.00056394
430.025,0.00060749
419.66,0.00064437
409.3,0.00060773
398.93999999999994,0.00058798
388.58000000000004,0.00061614
378.215,0.00069594
367.85,0.00074358
357.48999999999995,0.00083374
347.13,0.0007575
336.77000000000004,0.00082226
326.405,0.00082636
316.03999999999996,0.00081069
305.68,0.00084935
295.32000000000005,0.0009348
284.96,0.00097492
274.59499999999997,0.00098877
264.22999999999996,0.00087274
253.86999999999998,0.00097884
243.51,0.0009192
233.15,0.001064
222.78500000000003,0.00098849
212.42,0.001143
202.06000000000003,0.0010566
191.7,0.0010428
181.335,0.0010486
170.97,0.0011652
160.61,0.0012866
150.25,0.0014101
139.89000000000001,0.0010894
129.525,0.00124
119.16,0.00097734
108.80000000000001,0.0013348
98.44,0.0011546
88.08,0.0014652
77.715,0.0016219
67.35,0.0016638
56.99,0.0012485
46.63,0.0013333
36.269999999999996,0.0014367
25.904999999999998,0.001786
15.54,0.0015102
5.18,0.0017238
337.77000000000004,0.0018083
325.02500000000003,0.0019021
312.275,0.0017586
299.53,0.0019686
286.78499999999997,0.0019978
274.04,0.0019222
261.295,0.0021487
248.545,0.0024286
235.8,0.0020661
223.055,0.0025813
210.31,0.0026241
197.565,0.0027138
184.815,0.0030822
172.07,0.0036544
159.325,0.0039555
146.57999999999998,0.0037926
133.83499999999998,0.0033793
121.085,0.0044502
108.34,0.0041067
95.595,0.0049477
82.85000000000001,0.0055893
70.105,0.0050809
57.355,0.0069177
44.61,0.0059829
31.865000000000006,0.0071158
19.119999999999997,0.0098973
6.375,0.011196
249.92999999999998,0.0011838
245.93,0.00087016
241.93,0.00099854
237.935,0.00063325
233.94,0.00089095
229.94,0.00091688
225.94,0.00077033
221.94,0.0010455
217.94,0.0011048
213.94,0.0010385
209.94000000000003,0.00098765
205.94,0.00067428
201.945,0.0012556
197.95000000000002,0.0012277
193.95000000000002,0.0010038
189.95000000000002,0.0012497
185.95000000000002,0.00093247
181.95,0.0015513
177.95,0.00077459
173.95,0.0016556
169.95,0.0014142
165.95499999999998,0.00091634
161.95999999999998,0.0014601
157.95999999999998,0.0017037
153.95999999999998,0.0013
149.96,0.0017222
145.96,0.00076496
141.96,0.0017814
137.96,0.0014734
133.96,0.0016888
129.95999999999998,0.0020143
125.96499999999999,0.0014456
121.97,0.001555
117.96999999999998,0.002082
113.97,0.0018833
109.97,0.0022779
105.97000000000001,0.0014002
101.97,0.0023096
97.97,0.0022509
93.97,0.0022903
89.975,0.0023944
85.98,0.0021776
81.98,0.0027426
77.97999999999999,0.0022013
73.98,0.0029399
69.98,0.0023366
65.98,0.0034174
61.98,0.0032057
57.980000000000004,0.0034465
53.98500000000001,0.0024574
49.99,0.0038133
45.99,0.0036819
41.99,0.0042634
37.989999999999995,0.0053343
33.99,0.0037396
29.99,0.0055875
25.99,0.0034758
21.990000000000002,0.0065566
17.995,0.0055003
14.0,0.0071332
10.0,0.013583
6.0,0.021018
2.0,0.038587
826.735,0.00031893
808.5649999999999,0.00047492
790.395,0.00048163
772.2249999999999,0.00044456
754.0550000000001,0.00039939
735.885,0.00055036
717.715,0.00059709
699.545,0.00061472
681.3750000000001,0.00048551
663.205,0.00049881
645.0350000000001,0.00031136
626.865,0.00049751
608.6949999999999,0.00056722
590.525,0.0005997
572.3549999999999,0.00053546
554.1850000000001,0.00076045
536.015,0.00081279
517.845,0.00097918
499.67499999999995,0.00090449
481.505,0.00071558
463.335,0.00089819
445.165,0.0011245
426.995,0.0010204
408.825,0.001116
390.655,0.001144
372.485,0.0015805
354.315,0.0014113
336.14500000000004,0.0013986
317.975,0.0013791
299.805,0.0017119
281.635,0.0019677
263.46500000000003,0.0021525
245.295,0.0016934
227.12500000000003,0.0019986
208.955,0.0022012
190.78499999999997,0.0029146
172.615,0.002773
154.445,0.0028738
136.27499999999998,0.0028231
118.105,0.0036438
99.935,0.0035569
81.765,0.0039233
63.595,0.0041521
45.425,0.0052293
27.255,0.007752
9.084999999999999,0.011189
146.2,0.0012022
139.98,0.0013894
133.76,0.0012344
127.53999999999999,0.0014956
121.32,0.001239
115.10000000000001,0.0014159
108.875,0.0013426
102.65,0.0016128
96.43,0.0015371
90.21,0.0016321
83.99,0.0021158
77.77000000000001,0.0021132
71.55,0.002666
65.32499999999999,0.0023
59.1,0.0027547
52.879999999999995,0.0025692
46.66,0.003002
40.440000000000005,0.0035922
34.22,0.0033313
27.999999999999996,0.0034216
21.775,0.0042369
15.549999999999999,0.004738
9.33,0.006985
3.11,0.0091313
775.28,0.00060792
756.135,0.00029682
736.99,0.00038814
717.85,0.00034728
698.7099999999999,0.00036052
679.5649999999999,0.00036201
660.42,0.00037189
641.2800000000001,0.00038247
622.135,0.0003957
602.9899999999999,0.0004106
583.85,0.00042731
564.71,0.00044568
545.5649999999999,0.00046572
526.42,0.00048742
507.28,0.0005108
488.14000000000004,0.00053402
468.995,0.00055794
449.84999999999997,0.00058332
430.71000000000004,0.0006102
411.57,0.00063864
392.425,0.00066871
373.28,0.00070052
354.14,0.00073421
334.995,0.00076997
315.84999999999997,0.00080809
296.71000000000004,0.00084893
277.57,0.00089303
258.425,0.0009411
239.28,0.00099409
220.14000000000001,0.0010533
201.0,0.0011205
181.855,0.0011978
162.70999999999998,0.0012881
143.57,0.0013945
124.43,0.0015204
105.285,0.0016685
86.14,0.0018384
67.0,0.0020236
47.86,0.0022051
28.714999999999996,0.0023489
9.57,0.0024139
398.07000000000005,0.0014546
394.10999999999996,0.0014384
390.145,0.0015564
386.17999999999995,0.0015818
382.22,0.0017394
378.26000000000005,0.0017269
374.29999999999995,0.0017321
370.34,0.0016748
366.38000000000005,0.001576
362.41999999999996,0.0015854
358.46,0.0015756
354.50000000000006,0.0016306
350.53999999999996,0.0016575
346.58,0.0016376
342.615,0.0017093
338.65000000000003,0.0017182
334.69000000000005,0.0018566
330.72999999999996,0.0018945
326.77,0.0019908
322.81000000000006,0.0021521
318.84999999999997,0.0019427
314.89,0.002119
310.93000000000006,0.0020352
306.96999999999997,0.002174
303.01,0.0022491
299.045,0.0022498
295.08,0.0023847
291.12000000000006,0.0022906
287.15999999999997,0.0023986
283.2,0.0024111
279.24000000000007,0.0025571
275.28,0.0023793
271.32,0.0026446
267.36,0.0025302
263.4,0.0028566
