R_kpc,g_phi_R,g_N_R,g_tot_R
0.0,40.63826183982815,0.0,40.63826183982815
4.724409448818897,534.4685757217194,116.37809147158683,650.8466671933062
9.448818897637794,657.4460645318017,217.87321327287438,875.3192778046761
14.173228346456693,822.007286733557,368.20706683611166,1190.2143535696687
18.89763779527559,820.372927997641,492.39112068128674,1312.7640486789278
23.622047244094485,918.4605583269858,588.2186258230411,1506.679184150027
28.346456692913385,939.61593289629,635.870097603713,1575.486030500003
33.07086614173228,1017.9232465584035,661.3996829058876,1679.322929464291
37.79527559055118,1089.9390907403897,686.7287558455399,1776.6678465859295
42.519685039370074,1147.2586774666586,712.9040461591388,1860.1627236257973
47.24409448818897,1187.3006787244117,737.5101346823603,1924.810813406772
51.96850393700787,1216.1785980644281,760.1050119753935,1976.2836100398217
56.69291338582677,1243.116985641645,775.4867063420334,2018.6036919836783
61.41732283464567,1286.1036344740737,783.5536658210412,2069.657300295115
66.14173228346456,1321.5695367486728,786.1734677317304,2107.743004480403
70.86614173228345,1368.977440638264,779.6833265008007,2148.660767139065
75.59055118110236,1398.319051261449,771.9441594732278,2170.2632107346767
80.31496062992126,1428.252074551529,764.8577208035695,2193.1097953550984
85.03937007874015,1457.1398023120573,761.4530304091573,2218.5928327212146
89.76377952755905,1494.9074140678456,764.2692655223985,2259.176679590244
94.48818897637794,1501.6418294133473,766.5492025232471,2268.1910319365943
99.21259842519684,1511.2577070118155,760.7720821783558,2272.0297891901714
103.93700787401573,1530.4351219015023,750.1516791179024,2280.5868010194044
108.66141732283464,1560.5147526102385,738.4156127910264,2298.9303654012647
113.38582677165354,1566.8277399336912,728.9942924590409,2295.822032392732
118.11023622047243,1595.9296746010618,699.1336412132949,2295.063315814357
122.83464566929133,1613.834541509593,646.3883517134753,2260.2228932230682
127.55905511811022,1618.6456234130076,599.3944111910965,2218.040034604104
132.28346456692913,1631.1004850817362,557.3450583651904,2188.4455434469264
137.00787401574803,1639.5138956619417,519.5701852060753,2159.084080868017
141.7322834645669,1644.2576679490496,485.5094730647882,2129.7671410138378
146.4566929133858,1653.1634044479463,454.6914940252959,2107.8548984732424
151.1811023622047,1670.9181094055116,426.71731031084903,2097.6354197163605
155.90551181102362,1684.3692330950535,401.24749840065135,2085.6167314957047
160.62992125984252,1684.912695168878,377.99180428919493,2062.9044994580727
165.3543307086614,1707.1273887481404,356.70083735372197,2063.8282261018626
170.0787401574803,1709.9224087614164,337.1593562949918,2047.0817650564081
