Galaxy,Galaxy_Type,Galaxy_Class,Baryonic_Mass_Msun,Mass_Category,Boundary_kpc,Outer_Points_Count,Avg_GR_Percent_Off,Median_GR_Percent_Off,Avg_Model_Percent_Off,Median_Model_Percent_Off,Median_G_Required_Outer,Mean_G_Required_Outer,Median_G_Ratio_Outer,Mean_G_Ratio_Outer,Model
UGC05829,Im,dwarf irregular,5000000000.0,dwarf,3.2,6,41.09085563697327,41.49509358685455,23.31567984867658,23.8665192602317,2.921582339811419,2.887858705771782,0.6521381253032288,0.6611602363656048,shell
UGC05918,Im,dwarf irregular,2500000000.0,dwarf,2.23,5,48.85768470773363,49.079221493629376,19.136899430989182,19.487179845460993,3.8566473628161377,3.826112516819781,1.5426589451264552,1.5304450067279123,shell
UGC05986,Sm,dwarf irregular,1500000000.0,dwarf,7.5280000000000005,4,47.3198094785424,47.70533959757021,16.705305190290318,17.31488183165215,3.656666825727672,3.607052652119325,1.4626667302910688,1.44282106084773,shell
UGC05999,Im,dwarf irregular,5000000000.0,dwarf,6.4879999999999995,4,44.54115681272745,43.70063737385279,16.696038939824092,15.196763948299425,3.1569798013303396,3.2704084492110908,0.7536503408539204,0.7390330984417199,shell
UGC06399,Sm,dwarf irregular,1000000000.0,dwarf,6.28,2,43.615520732454804,43.615520732454804,10.848310416007331,10.848310416007331,3.1513863807746287,3.1513863807746287,1.2605545523098516,1.2605545523098516,shell
UGC06446,Sd,spiral,1500000000.0,dwarf,8.176,4,51.60812744747258,51.62524070591607,23.485731246713584,23.512789684147844,4.278359808652043,4.27761512922149,1.7113439234608174,1.7110460516885966,shell
UGC06614,Sa,spiral,0.0,ultra-light,51.672000000000004,0,,,,,3.4123214354971134,3.4123214354971134,,,shell
UGC06628,Sm,dwarf irregular,5000000000.0,dwarf,6.152000000000001,2,30.578823993435897,30.578823993435897,163.9178996286526,163.9178996286526,0.5871393943100699,0.5871393943100699,0.14389440264691292,0.14389440264691292,shell
UGC06667,Scd,spiral,500000000.0,ultra-light,3.2,6,62.9198764492857,62.483096556464034,54.58630885069619,54.0513649170359,7.105892834887106,7.392588661478867,4.737261889924737,4.928392440985911,shell
UGC06786,S0,lenticular,1500000000.0,dwarf,27.24,4,49.800117818728275,50.095381031856796,20.62701701753986,21.093869148912795,4.023213454719858,3.9828893900660995,1.6092853818879436,1.5931557560264396,shell
UGC06787,Sab,spiral,1500000000.0,dwarf,29.752,4,51.819494779467526,51.597055769627985,23.819932342742092,23.468225386959315,4.271836900680583,4.339443823890573,1.7087347602722334,1.735777529556229,shell
UGC06818,Sm,dwarf irregular,1500000000.0,dwarf,5.5840000000000005,2,42.02688367071133,42.02688367071133,8.336454670773882,8.336454670773882,3.007438060026562,3.007438060026562,1.2029752240106246,1.2029752240106246,shell
UGC06917,Sm,dwarf irregular,1000000000.0,dwarf,8.376000000000001,3,36.18003793625485,36.41467416747166,1.494267110637436,0.8790704357250754,2.4733535351641476,2.457114408064227,0.989341414065659,0.9828457632256908,shell
UGC06923,Im,dwarf irregular,1000000000.0,dwarf,4.128,2,24.48838973746086,24.48838973746086,19.394339108284438,19.394339108284438,1.754895875762864,1.754895875762864,0.7019583503051456,0.7019583503051456,shell
UGC06930,Sd,spiral,2500000000.0,dwarf,13.288,3,36.29922060982516,37.288447883492346,4.161982043804183,4.318979511316706,2.542757245708197,2.481345226211031,1.0171028982832788,0.9925380904844122,shell
UGC06973,Sab,spiral,1500000000.0,dwarf,6.28,4,7.578937700845676,6.76594874295213,69.58612950414376,68.81178728825991,0.878727034189086,0.8779791921111725,0.35149081367563445,0.35119167684446895,shell
