Galaxy,Galaxy_Type,Galaxy_Class,Baryonic_Mass_Msun,Mass_Category,Boundary_kpc,Outer_Points_Count,Avg_GR_Percent_Off,Median_GR_Percent_Off,Avg_Model_Percent_Off,Median_Model_Percent_Off,Median_G_Required_Outer,Mean_G_Required_Outer,Median_G_Ratio_Outer,Mean_G_Ratio_Outer,Model
UGC06983,Scd,spiral,500000000.0,ultra-light,12.544,4,45.75106042142386,45.5204321365875,33.55888947270668,33.276428663655516,3.371195902400519,3.406670379642719,2.247463934933679,2.2711135864284793,shell
UGC07089,Sdm,spiral,1500000000.0,dwarf,7.328,3,30.622667187048346,31.40687251738158,9.69519483823185,8.455257339682985,2.125390770537451,2.0870508060804913,0.8501563082149804,0.8348203224321967,shell
UGC07125,Sm,dwarf irregular,1500000000.0,dwarf,7.472,8,27.241245781606253,26.758231849132113,15.04169152325419,15.80540360736072,1.8641645749176021,1.8985587037721454,0.7456658299670409,0.7594234815088581,shell
UGC07151,Scd,spiral,1500000000.0,dwarf,4.4,3,26.57285263869422,26.48309503861665,16.09851387527442,16.240433102052226,1.85022936684051,1.8548918743792189,0.740091746736204,0.7419567497516875,shell
UGC07232,Im,dwarf irregular,2500000000.0,dwarf,0.656,1,37.61113599976619,37.61113599976619,1.3545445643886984,1.3545445643886984,2.569128602270626,2.569128602270626,1.0276514409082504,1.0276514409082504,shell
UGC07261,Sdm,spiral,5000000000.0,dwarf,5.336,2,39.10970035478288,39.10970035478288,23.046529427679516,23.046529427679516,2.6974938667417283,2.6974938667417283,0.6604868117505909,0.6604868117505909,shell
UGC07323,Sdm,spiral,1500000000.0,dwarf,4.656000000000001,2,19.918616234687555,19.918616234687555,26.619785438209142,26.619785438209142,1.5608682845223405,1.5608682845223405,0.6243473138089363,0.6243473138089363,shell
UGC07399,Sdm,spiral,1500000000.0,dwarf,4.904,3,60.82495330682993,60.60761116839566,38.058812503067564,37.71516440857559,6.444294272632707,6.527310452746247,2.5777177090530827,2.6109241810984987,shell
UGC07524,Sm,dwarf irregular,1500000000.0,dwarf,6.4,13,39.92296788621843,38.670788640868864,5.514386965865322,3.279349041671428,2.658674926683884,2.789726353804122,1.0634699706735535,1.1158905415216491,shell
UGC07559,Im,dwarf irregular,1500000000.0,dwarf,2.024,2,30.687516403436398,30.687516403436398,9.59265922410018,9.59265922410018,2.0828955795132074,2.0828955795132074,0.8331582318052829,0.8331582318052829,shell
UGC07577,Im,dwarf irregular,1500000000.0,dwarf,1.352,2,9.014264213358752,9.014264213358752,43.86107983603914,43.86107983603914,1.2289445343713026,1.2289445343713026,0.491577813748521,0.491577813748521,shell
UGC07603,Sd,spiral,1500000000.0,dwarf,3.2880000000000003,3,55.86945669094242,55.91981184071209,30.22348438133703,30.303102863932565,5.146513551513178,5.1543460793386915,2.058605420605271,2.0617384317354768,shell
UGC07608,Im,dwarf irregular,5000000000.0,dwarf,3.2,3,59.15439862868658,59.32672625139655,16.44619256000119,16.762066568113582,6.044797276566266,6.001826291640395,1.4433026908862197,1.4370656865681475,shell
UGC07690,Im,dwarf irregular,2500000000.0,dwarf,3.3040000000000003,2,29.728788014741347,29.728788014741347,11.108541906969963,11.108541906969963,2.0283684421650214,2.0283684421650214,0.8113473768660087,0.8113473768660087,shell
UGC07866,Im,dwarf irregular,2500000000.0,dwarf,1.8559999999999999,2,32.411150768283306,32.411150768283306,6.8673540009732195,6.8673540009732195,2.1941415270887523,2.1941415270887523,0.8776566108355011,0.8776566108355011,shell
UGC08286,Scd,spiral,1500000000.0,dwarf,6.4319999999999995,4,54.01861613986215,54.18181578227769,27.297048517729586,27.555089809408656,4.763541203304361,4.733637735762986,1.9054164813217445,1.8934550943051947,shell
UGC08490,Sm,dwarf irregular,1500000000.0,dwarf,8.120000000000001,6,59.24019822954674,59.239361239632316,35.553094714202054,35.55177131694796,6.021308065920568,6.0258425743020325,2.408523226368227,2.410337029720813,shell
UGC08550,Sd,spiral,1500000000.0,dwarf,4.288,3,54.158156879341014,53.154362692999506,27.51768179929829,25.930543833860952,4.556818142389723,4.773932642702127,1.8227272569558892,1.909573057080851,shell
UGC08699,Sab,spiral,4500000000.0,dwarf,20.560000000000002,3,41.48856422053738,41.15626845465274,7.485296885114262,6.9598911466014926,2.888015960499363,2.940963523209632,1.155206384199745,1.1763854092838528,shell
UGC08837,Im,dwarf irregular,2500000000.0,dwarf,3.2,2,27.98226576574598,27.98226576574598,13.870036052462506,13.870036052462506,1.928067001341494,1.928067001341494,0.7712268005365976,0.7712268005365976,shell
UGC09037,Scd,spiral,2500000000.0,dwarf,22.368000000000002,5,16.865640628491434,17.47195593613085,31.44696371646566,30.488295040282527,1.4682394716655782,1.450120720959914,0.5872957886662313,0.5800482883839657,shell
UGC09133,Sab,spiral,0.0,ultra-light,86.64800000000001,0,,,,,3.141452442297396,3.236719875313883,,,shell
UGC09992,Im,dwarf irregular,5000000000.0,dwarf,3.112,2,16.17804552351626,16.17804552351626,68.75300407616801,68.75300407616801,1.4249357541223249,1.4249357541223249,0.3512228253366785,0.3512228253366785,shell
UGC10310,Sm,dwarf irregular,3000000000.0,dwarf,6.192,2,34.1078372050457,34.1078372050457,4.184657193331022,4.184657193331022,2.3075310739566466,2.3075310739566466,0.9230124295826586,0.9230124295826586,shell
UGC11455,Scd,spiral,0.0,ultra-light,33.544000000000004,0,,,,,1.523602996448417,1.493763257377493,,,shell
UGC11557,Sdm,spiral,5000000000.0,dwarf,8.448,2,8.461337650602404,8.461337650602404,118.72200378878253,118.72200378878253,0.8603669458108361,0.8603669458108361,0.2108548152465611,0.2108548152465611,shell
UGC11820,Sm,dwarf irregular,5000000000.0,dwarf,6.4,4,48.942495311783325,48.22384128395049,7.633432226029839,8.050828672575642,3.752706345540006,3.8846553375001314,0.8576318418626256,0.8679695693031577,shell
UGC11914,Sab,spiral,0.0,ultra-light,7.864000000000001,0,,,,,1.2890600645578878,1.2890600645578878,,,shell
UGC12506,Scd,spiral,0.0,ultra-light,39.992000000000004,0,,,,,2.5649448413546727,2.5553447436687016,,,shell
UGC12632,Sm,dwarf irregular,1500000000.0,dwarf,4.264,9,45.934504089261,45.31133931669425,14.514945047772585,13.529635028326732,3.343531542167607,3.4347560590127433,1.3374126168670428,1.3739024236050972,shell
UGC12732,Sm,dwarf irregular,3000000000.0,dwarf,6.4,10,50.911321707309,51.052589309624196,22.38398463391539,22.60734832536883,4.175432228879734,4.158693579527565,1.6701728915518932,1.663477431811026,shell
UGCA281,BCD,dwarf BCD,1500000000.0,dwarf,0.8640000000000001,2,32.711306001723095,32.711306001723095,6.3927669063285935,6.3927669063285935,2.2114809116811838,2.2114809116811838,0.8845923646724734,0.8845923646724734,shell
UGCA442,Sm,dwarf irregular,3500000000.0,dwarf,3.165,4,58.77429370529806,58.86645092437837,34.81643497980055,34.962148337361,5.982201941230863,6.126493295111651,2.392880776492345,2.45059731804466,shell
UGCA444,Im,dwarf irregular,2000000000.0,dwarf,2.096,8,55.24073817974555,55.346908992345874,29.22939313009093,29.397263924514895,5.02567067524575,5.087773822041482,2.0102682700983,2.0351095288165926,shell
