gal_id,vflat_kms,M_bary_Msun
CamB,29.67525995791727,2500000000.0
D512-2,37.48903727095044,5000000000.0
D564-8,18.00682444518554,3500000000.0
D631-7,36.25150101840127,1500000000.0
DDO064,47.872515705482364,2500000000.0
DDO154,30.391951414471635,1500000000.0
DDO161,59.71441085977881,5000000000.0
DDO168,49.31471830791443,3000000000.0
DDO170,52.1722370203031,3500000000.0
ESO079-G014,194.8417747849224,2500000000.0
ESO116-G012,104.35490113009214,1500000000.0
ESO444-G084,31.888062980610187,3000000000.0
ESO563-G021,247.47147446144788,0.0
F561-1,98.58687664758202,5000000000.0
F563-1,70.48954534086613,2500000000.0
F563-V1,53.37494275164116,5000000000.0
F563-V2,94.41743607144342,5000000000.0
F565-V2,56.27997801407453,5000000000.0
F567-2,70.79741820470124,5000000000.0
F568-1,107.75171118827605,2500000000.0
F568-3,105.9835025047725,5000000000.0
F568-V1,86.97975924632993,5000000000.0
F571-8,111.40980358420943,2500000000.0
F571-V1,70.45973085211551,5000000000.0
F574-1,97.85000638489848,5000000000.0
F574-2,79.30664557400966,5000000000.0
F579-V1,128.6550561607831,5000000000.0
F583-1,58.538972642687874,2500000000.0
F583-4,69.46420610548145,5000000000.0
IC2574,59.05488504899807,3500000000.0
IC4202,241.1607044380389,0.0
KK98-251,37.42528669057223,2500000000.0
NGC0024,110.87694399419121,1500000000.0
NGC0055,98.62086405944086,1500000000.0
NGC0100,80.51690236751487,500000000.0
NGC0247,109.09619841331467,1500000000.0
NGC0289,154.05490311381362,2500000000.0
NGC0300,76.9464062045587,5000000000.0
NGC0801,222.85893140064383,0.0
NGC0891,244.1286210900302,0.0
NGC1003,76.64510190106533,2500000000.0
NGC1090,186.0786984277686,1500000000.0
NGC1705,42.72603323856016,5000000000.0
NGC2366,52.02014449831038,2500000000.0
NGC2403,117.98850648239998,1500000000.0
NGC2683,168.70400753172584,2500000000.0
NGC2841,200.69364505408674,0.0
NGC2903,194.9736893753916,1500000000.0
NGC2915,45.2744029083087,2000000000.0
NGC2955,271.47019867674,0.0
NGC2976,135.80292120198888,5000000000.0
NGC2998,207.5978885447138,0.0
NGC3109,40.45044082119641,2500000000.0
NGC3198,140.97101540303774,1500000000.0
NGC3521,265.4002862374231,2500000000.0
NGC3726,173.75511773006897,1000000000.0
NGC3741,25.058495192810344,2000000000.0
NGC3769,100.177282412862,1000000000.0
NGC3877,233.87762108199644,500000000.0
NGC3893,193.260669072265,1000000000.0
NGC3917,162.86170002556153,1000000000.0
NGC3949,215.11062102247683,1000000000.0
NGC3953,255.68476371351238,0.0
NGC3972,162.98532087653152,500000000.0
NGC3992,212.5265880645456,0.0
NGC4010,160.75595965384417,500000000.0
NGC4013,177.9425675051706,500000000.0
NGC4051,222.60930534692608,1500000000.0
NGC4068,52.086815523735815,3000000000.0
NGC4085,202.42273600645711,1000000000.0
NGC4088,217.60087829727993,0.0
NGC4100,184.81620391261532,1000000000.0
NGC4138,171.0741445729948,1500000000.0
NGC4157,200.04558785212862,0.0
NGC4183,111.28550482804147,1000000000.0
NGC4214,60.25757422961424,5000000000.0
NGC4217,212.5292872755411,1000000000.0
NGC4389,199.35612480611172,2000000000.0
NGC4559,143.4671615524027,500000000.0
NGC5005,308.22671657406016,0.0
NGC5033,183.84118574517103,0.0
NGC5055,189.8476118080193,0.0
NGC5371,238.86407548357474,0.0
NGC5585,87.48310845410094,1000000000.0
NGC5907,202.95675864089827,0.0
NGC5985,241.19199109048827,0.0
NGC6015,147.0870952415401,1000000000.0
NGC6195,279.4767943241662,0.0
NGC6503,100.88303761119624,1000000000.0
NGC6674,191.70261543723865,0.0
NGC6789,42.327431848307306,3500000000.0
NGC6946,197.19560255415288,1000000000.0
NGC7331,234.96158860225802,0.0
NGC7793,149.78066963854928,4500000000.0
NGC7814,198.66476950053712,500000000.0
PGC51017,35.146925349308425,1500000000.0
UGC00128,88.3133397061475,5000000000.0
UGC00191,82.84001153877776,2500000000.0
UGC00634,79.3543155057139,4000000000.0
UGC00731,65.66937060077218,1500000000.0
UGC00891,46.29625031886115,2500000000.0
UGC01230,94.90333370506474,5000000000.0
UGC01281,45.850449417449845,500000000.0
UGC02023,71.55445742700385,5000000000.0
UGC02259,75.22884847272911,1500000000.0
UGC02455,123.76884372934805,2500000000.0
UGC02487,225.75631431520668,0.0
UGC02885,229.9119716079319,0.0
UGC02916,223.03121875658906,0.0
UGC02953,220.66490293860736,0.0
UGC03205,218.3062099021128,0.0
UGC03546,212.26336836374958,0.0
UGC03580,128.51931443076342,2000000000.0
UGC04278,77.14706590896179,1500000000.0
UGC04305,68.0504232745301,5000000000.0
UGC04325,94.20652164268131,1500000000.0
UGC04483,24.749358597382383,1500000000.0
UGC04499,79.46056009622467,1500000000.0
UGC05005,81.82348541334592,5000000000.0
UGC05253,229.0234707943903,0.0
UGC05414,71.7044693268472,1500000000.0
UGC05716,56.66563599613019,5000000000.0
UGC05721,54.86257327417756,2500000000.0
UGC05750,78.8573884663722,5000000000.0
UGC05764,40.065163912948016,5000000000.0
UGC05829,68.09863221915774,5000000000.0
UGC05918,39.2389807320762,2500000000.0
UGC05986,98.68753067633497,1500000000.0
UGC05999,98.96149187659523,5000000000.0
UGC06399,84.13749320867737,1000000000.0
UGC06446,68.599125416131,1500000000.0
UGC06614,183.0061006943543,0.0
UGC06628,94.90948009608428,5000000000.0
UGC06667,59.25803876661966,500000000.0
UGC06786,192.00380905215545,1500000000.0
UGC06787,200.9024932343781,1500000000.0
UGC06818,71.17726629248473,1500000000.0
UGC06917,117.20556057651258,1000000000.0
UGC06923,103.35003918516917,1000000000.0
UGC06930,115.26067628794165,2500000000.0
UGC06973,224.4199401513942,1500000000.0
UGC06983,102.22049343260052,500000000.0
UGC07089,91.56289228523923,1500000000.0
UGC07125,82.31590654843336,1500000000.0
UGC07151,93.89911708002226,1500000000.0
UGC07232,47.52330151941269,2500000000.0
UGC07261,79.21224005068777,5000000000.0
UGC07323,114.58867818882871,1500000000.0
UGC07399,69.48997212286574,1500000000.0
UGC07524,85.7024495207751,1500000000.0
UGC07559,37.93797621290328,1500000000.0
UGC07577,26.43961340172237,1500000000.0
UGC07603,48.075158451897245,1500000000.0
UGC07608,48.413503599855204,5000000000.0
UGC07690,68.51261366753974,2500000000.0
UGC07866,37.238190216653905,2500000000.0
UGC08286,66.2408814153538,1500000000.0
UGC08490,56.32729642459353,1500000000.0
UGC08550,46.47174092172197,1500000000.0
UGC08699,194.03479515606233,4500000000.0
UGC08837,58.93161487609495,2500000000.0
UGC09037,186.51954790061828,2500000000.0
UGC09133,198.73887402448293,0.0
UGC09992,48.78535873043514,5000000000.0
UGC10310,82.69565158231991,3000000000.0
UGC11455,271.38404153086714,0.0
UGC11557,153.51633503467852,5000000000.0
UGC11820,69.45040200816187,5000000000.0
UGC11914,311.54922645722496,0.0
UGC12506,201.65034718347061,0.0
UGC12632,69.83976756946781,1500000000.0
UGC12732,80.44207936132985,3000000000.0
UGCA281,33.96070555726687,1500000000.0
