gal_id,s_obs,s_model
UGC07577,1.002312844596572,0.42996557001908453
UGC07603,0.21721447661973928,0.5223475250200361
UGC07608,0.36375470670126225,0.7164446645974226
UGC07690,-0.11502356649416766,0.304928377741464
UGC07866,0.5291286263068071,0.5663143418071728
UGC08286,0.060367013598901884,0.4138013295622362
UGC08490,-0.12693067498075236,0.3252199537454339
UGC08550,-0.027255357515049154,0.6559243188004297
UGC08699,-0.03067275866166807,-0.2234437180550656
UGC08837,0.22395454854037825,0.5956914505232528
UGC09037,-0.2531458029914465,-0.11632135477422066
UGC09133,-0.1216074167146883,-0.21629595640218646
UGC09992,0.12054546010071995,0.5498520855369934
UGC10310,0.07168857298923761,0.30663435898227503
UGC11455,-0.055921179811339386,-0.4610592599473295
UGC11557,0.19433114475704935,0.03755184181978073
UGC11820,0.22849304087182756,0.22713992845125697
UGC11914,0.10272653476556869,-0.19947464018333194
UGC12506,-0.19980066708053734,-0.04285949374852288
UGC12632,0.09401624711296612,0.35670175059294007
UGC12732,0.5405791683942007,0.33183436091933693
UGCA281,0.13171715197129955,0.2443012368266958
UGCA442,-0.1577593966328427,0.5088845687291483
UGCA444,0.47546556754755026,0.5529304520648238
