gal_id,r_kpc,g_obs,g_bar,g_mod
CamB,0.16,24.750625,109.513125,328.53919995247014
CamB,0.41,57.135609756097566,262.5817073170732,787.729277913522
CamB,0.57,80.8843859649123,297.8415789473685,893.4800488379201
CamB,0.73,107.77657534246575,320.64561643835617,961.845400610225
CamB,0.9,132.01111111111112,310.45877777777775,931.2501719475307
CamB,1.06,156.99056603773585,286.3124528301887,858.8000977993968
CamB,1.22,177.12295081967213,248.32926229508197,744.8691506223755
CamB,1.47,192.0,216.39210884353747,649.0623639158656
CamB,1.79,225.70391061452517,150.86938547486037,452.55088409629997
D512-2,0.96,546.2604166666666,247.05093749999992,741.0804762063564
D512-2,1.92,584.5052083333334,254.36333333333343,762.7743438339538
D512-2,2.88,480.50000000000006,166.04725694444446,497.9441924232328
D512-2,3.83,336.50391644908615,122.36409921671017,366.9524583557993
D564-8,0.51,143.00313725490193,102.92254901960786,308.76617071778895
D564-8,1.02,223.5392156862745,101.37696078431372,304.1252391728471
D564-8,1.53,256.2352941176471,80.27692810457515,240.8244797375501
D564-8,2.04,235.10294117647055,60.59906862745097,181.79238464226063
D564-8,2.56,225.0,45.488828125000005,136.46327295801925
D564-8,3.07,203.5830618892508,35.20654723127036,105.61750052108519
D631-7,0.45,157.17355555555554,378.57800000000003,1135.6768026129614
D631-7,0.9,352.0444444444445,470.43388888888876,1410.8628369145417
D631-7,1.35,500.7407407407407,525.8278518518517,1576.1058803371593
D631-7,1.8,530.4499999999999,448.3973888888889,1343.6740111516194
D631-7,2.25,535.1511111111112,352.36284444444436,1055.9373534173344
D631-7,2.69,559.6431226765799,288.73966542750935,865.313555011217
D631-7,3.14,575.2388535031847,232.83519108280254,697.8585510737165
D631-7,3.59,579.2089136490251,192.51100278551533,577.0548918021067
D631-7,4.04,589.4653465346533,161.28249999999994,483.4914076665841
D631-7,4.49,597.6035634743874,134.95993318485526,404.6220427280611
D631-7,4.94,607.902834008097,114.52698380566802,343.3902589618669
D631-7,5.39,594.352504638219,97.40022263450832,292.0610105642287
D631-7,5.84,584.0,83.57277397260275,250.6147436153641
D631-7,6.29,544.0779014308426,72.15379968203494,216.3840662048092
D631-7,6.74,493.95994065281906,62.735014836795244,188.1466777502416
D631-7,7.19,456.6467315716272,54.80212795549373,164.36210541572964
DDO064,0.1,395.641,51.18499999999998,153.55499301854488
DDO064,0.3,644.0333333333334,152.72866666666664,458.18433075659084
DDO064,0.49,496.65306122448976,191.6704081632653,575.002422816497
DDO064,0.69,490.66666666666663,289.8065217391304,869.3592405001004
DDO064,0.89,568.8202247191011,262.16011235955057,786.4060460844802
DDO064,1.09,644.2660550458716,269.7146788990825,809.0227014721847
DDO064,1.29,965.9612403100773,299.9842635658916,899.7190020441398
DDO064,1.48,1108.277027027027,352.6081081081082,1057.3247381658114
DDO064,1.68,1162.8809523809525,374.97738095238105,1124.1582101171412
DDO064,1.88,1140.2606382978722,378.5091489361702,1134.5309162559633
DDO064,2.08,1035.076923076923,360.8363461538462,1081.4523693926574
DDO064,2.27,944.3568281938324,334.4237004405287,1002.2692351921401
DDO064,2.37,908.42194092827,325.01274261603373,974.0358176783553
DDO064,2.98,738.1241610738253,264.32651006711416,792.1270747744538
DDO154,0.49,388.6530612244899,337.80346938775523,1013.36222765719
DDO154,0.99,471.2727272727273,270.0546464646465,810.0634633782114
DDO154,1.48,564.331081081081,193.14824324324323,579.3625771508603
DDO154,1.97,597.2030456852791,157.66192893401012,472.9066238888403
DDO154,2.47,590.7854251012146,130.27744939271255,390.76213761473537
DDO154,2.96,595.9459459459459,117.00864864864866,350.9528960541098
DDO154,3.46,574.9017341040462,109.77367052023122,329.2385974547335
DDO154,3.95,542.706329113924,96.49139240506332,289.40122918501834
DDO154,4.44,506.0270270270269,80.78704954954955,242.30705284125656
DDO154,4.94,470.2914979757085,67.630971659919,202.85362494053186
DDO154,5.43,413.76795580110496,56.71103130755065,170.10510327432863
DDO154,5.92,349.7043918918919,47.93871621621623,143.79605173238727
DDO161,0.6,426.6666666666667,341.7008333333333,1025.0277328285063
DDO161,0.73,377.4794520547946,367.3189041095889,1101.8192409980247
DDO161,0.85,407.0117647058824,376.07400000000007,1128.0219861230703
DDO161,0.98,408.16326530612247,406.8670408163263,1220.2644963077953
DDO161,1.07,427.9999999999999,422.51757009345795,1267.103356160506
DDO161,1.54,542.3441558441558,477.40389610389616,1430.8701393154097
DDO161,2.02,535.8465346534653,481.28415841584155,1441.4900498848813
DDO161,2.49,497.6064257028113,454.3505622489961,1360.0342010971672
DDO161,2.96,477.6216216216217,411.64814189189195,1231.7748250761665
DDO161,3.43,480.5714285714286,363.7894169096209,1088.4312798611807
DDO161,3.9,467.5102564102565,328.68833333333333,983.2650761460822
DDO161,4.37,473.74141876430207,296.0166819221968,885.4823614525621
DDO161,4.86,492.0185185185185,266.4642798353909,797.0764286946228
DDO161,5.34,496.6760299625468,241.24198501872664,721.6506259915308
DDO161,5.81,483.4767641996558,219.05130808950085,655.3145063919646
DDO161,6.28,481.68789808917194,203.02229299363057,607.3559401421487
DDO161,6.75,491.52000000000004,189.45140740740746,566.7481166378283
DDO161,7.22,493.6412742382272,179.17927977839332,535.9834217070771
DDO161,7.69,475.9752925877763,171.89628088426522,514.132163746796
DDO161,8.16,468.0441176470588,165.93225490196087,496.22052250094936
DDO161,8.64,457.917824074074,158.63084490740738,474.3487390666492
DDO161,9.11,435.6750823271131,152.71092206366632,456.60174081387805
DDO161,9.58,434.2640918580376,144.51962421711903,432.1238203127634
DDO161,10.05,428.1950248756218,136.2770945273632,407.5069323604528
DDO161,10.52,433.1036121673004,125.24800380228136,374.61706430336676
DDO161,10.99,406.0272975432211,114.49281164695182,342.5385781198097
DDO161,11.46,389.3752181500872,103.97281849912738,311.1527804825889
DDO161,11.94,371.4874371859296,94.42804857621441,282.6612794245659
DDO161,12.41,359.5680902497985,85.90185334407737,257.198818899609
DDO161,12.9,340.7511627906976,78.69889147286823,235.67552179524068
DDO161,13.37,326.792071802543,71.65925205684368,214.63612223842694
DDO168,0.41,548.7804878048781,431.52804878048784,1294.5138265995115
DDO168,0.82,667.7560975609756,594.0999999999999,1781.5664056146752
DDO168,1.24,687.6129032258065,509.61306451612904,1527.780837781467
DDO168,1.64,799.0487804878051,404.7073780487805,1213.1950243172334
DDO168,2.06,939.8058252427185,373.4330582524271,1119.1504338595214
DDO168,2.47,1098.9514170040486,324.7521457489878,973.1704091501492
DDO168,2.89,968.3079584775086,282.1323875432525,845.4223493365845
DDO168,3.3,910.0121212121211,246.2435454545455,737.8855629470322
DDO168,3.71,815.3638814016173,218.75288409703504,655.509822584623
DDO168,4.12,656.3106796116505,190.55449029126214,571.0529878245558
DDO170,1.87,410.3155080213903,217.22914438502673,651.5008945037418
DDO170,3.36,535.047619047619,183.68077380952386,550.6784423234884
DDO170,4.86,567.1296296296296,169.0435596707819,506.5377210318158
DDO170,6.35,486.82834645669294,153.2505511811024,458.99794720902537
DDO170,7.85,437.4471337579618,137.04811464968157,410.3210216496496
DDO170,9.34,372.6980728051392,114.01157387580304,341.36363530413405
DDO170,10.83,332.409972299169,89.9571006463527,269.42788790194805
DDO170,12.33,313.77453365774534,68.55718572587185,205.41699381439736
ESO079-G014,0.41,2688.3902439024396,2056.064878048781,6160.601984054612
ESO079-G014,0.98,2592.0,2331.8450000000007,6932.988196966793
ESO079-G014,1.78,1632.1404494382023,2191.4216853932585,6407.284374675452
ESO079-G014,2.69,1698.795539033457,2145.105167286246,6093.1242964406565
ESO079-G014,3.36,1986.574404761905,2036.5346726190476,5667.093582201004
ESO079-G014,4.39,2369.9316628701595,1738.6562642369024,4758.072302585074
ESO079-G014,5.65,2381.592920353982,1521.5261769911504,4073.624327430071
ESO079-G014,6.34,2748.2649842271294,1475.86190851735,3879.727689647625
ESO079-G014,6.89,2724.0928882438316,1487.253671988389,3823.249812694647
ESO079-G014,8.34,2843.6450839328536,1588.679736211031,3769.471408244537
ESO079-G014,10.04,2646.314741035857,1708.758097609562,3643.7620072479226
ESO079-G014,11.65,2480.68669527897,1608.9090643776822,3289.6355732297047
ESO079-G014,13.36,2292.2904191616767,1421.9146781437125,2888.2640356560364
ESO079-G014,15.06,2080.2788844621514,1199.7846281540503,2496.951372920649
ESO079-G014,16.67,1900.6598680263946,1024.1471505698864,2188.795150178608
ESO116-G012,0.25,1747.2399999999998,1201.5091999999995,3603.963342705084
ESO116-G012,0.83,1927.710843373494,1476.4356626506026,4417.808963135999
ESO116-G012,1.38,1921.9202898550727,1911.7377536231888,5667.173465995757
ESO116-G012,1.85,2492.1135135135137,2073.3475675675677,6067.090531065286
ESO116-G012,2.68,2400.0149253731347,1423.9894402985076,4167.9409978535605
ESO116-G012,3.19,2175.2006269592475,1338.1414733542322,3893.230902483842
ESO116-G012,3.68,2270.0978260869565,1263.819483695652,3656.723912061919
ESO116-G012,4.13,2519.128329297821,1185.4911622276027,3417.213978977903
ESO116-G012,5.23,2108.0305927342256,921.553977055449,2659.5660765861876
ESO116-G012,6.05,1963.801652892562,719.8357851239671,2091.774381135189
ESO116-G012,6.81,1712.775330396476,576.176798825257,1684.1272296979344
ESO116-G012,7.56,1571.5608465608466,504.8309656084657,1477.6089691160657
ESO116-G012,8.32,1454.326923076923,452.38717548076926,1324.982852973062
ESO116-G012,9.09,1355.4455445544554,403.5628712871287,1183.3720315047406
ESO116-G012,9.86,1272.210953346856,333.24373225152135,981.5123588882302
ESO444-G084,0.26,1288.0384615384617,346.63153846153847,1039.8799578951505
ESO444-G084,0.77,1618.298701298701,457.3332467532466,1371.7045802890627
ESO444-G084,1.29,1771.1937984496121,373.6543410852713,1120.5113287677523
ESO444-G084,1.81,1540.2430939226517,303.1693370165746,909.0331237555624
ESO444-G084,2.32,1450.0,238.96831896551728,716.5228653160054
ESO444-G084,3.39,1174.5162241887906,118.52890855457227,355.4871375240752
ESO444-G084,4.44,885.4256756756757,63.415180180180165,190.2193723393222
ESO563-G021,0.45,793.7999999999998,9443.858,27483.488908021638
ESO563-G021,1.34,2536.4850746268653,10776.737985074627,24746.73579914528
ESO563-G021,2.23,2462.2466367713,8475.672825112106,17259.114017338317
ESO563-G021,3.12,4538.782051282051,6848.907820512821,13107.588156285432
ESO563-G021,4.01,4957.85536159601,6214.408877805488,10964.57443057299
ESO563-G021,4.9,7760.204081632653,6306.555938775509,9924.99253752339
ESO563-G021,5.79,8899.65457685665,6852.617633851468,9541.042439876857
ESO563-G021,6.69,9045.739910313901,7095.267100149476,9162.31253768579
ESO563-G021,7.58,9475.461741424802,6897.206134564644,8597.079728184728
ESO563-G021,8.47,9455.6080283353,6900.578229043683,8295.686225622063
ESO563-G021,10.23,8277.712609970675,6655.8830498533725,7674.503817840928
ESO563-G021,12.06,7968.49087893864,6272.5541625207325,7061.750418039373
ESO563-G021,13.44,7150.297619047619,5749.482172619051,6444.564091219147
ESO563-G021,15.18,6330.698287220026,5248.664993412383,5847.672793350283
ESO563-G021,16.83,5858.348187759953,4783.500968508617,5318.82951432497
ESO563-G021,18.56,5414.2780172413795,4146.580226293106,4651.710808427933
ESO563-G021,20.3,5012.857142857143,3703.4659950738915,4174.859434785897
ESO563-G021,21.94,4609.1157702825885,3448.4641932543295,3882.2086801068835
ESO563-G021,23.68,4243.623310810811,3175.6378589527026,3579.6583408439988
ESO563-G021,25.41,3954.7028728846913,2773.247729240457,3171.522363481204
ESO563-G021,27.06,3597.339246119734,2444.071877309682,2838.722416740382
ESO563-G021,28.8,3380.0,2129.342003472222,2524.0457297053294
ESO563-G021,30.53,3168.0641991483785,1857.7801801506714,2254.151213510088
ESO563-G021,32.18,2986.3269111249224,1655.1108576755748,2049.918966683199
ESO563-G021,33.91,2889.0887643762903,1483.6583338248304,1874.6671263773985
ESO563-G021,35.65,2872.3702664796633,1329.5821178120625,1717.8718281100435
ESO563-G021,37.3,2762.4932975871316,1208.5177319034854,1592.8169168800314
ESO563-G021,39.03,2623.6228542147064,1093.5791570586728,1474.4671901947006
ESO563-G021,40.76,2434.3719332679098,994.2073626104027,1371.176283305111
ESO563-G021,42.41,2295.3077104456497,914.8303749115773,1286.8358108470375
F561-1,1.61,340.09937888198755,525.2647204968944,1573.8420862507162
F561-1,3.23,510.3281733746131,471.8208359133127,1409.7918095664245
F561-1,4.84,427.7376033057851,366.862417355372,1094.614581882966
F561-1,6.45,375.293023255814,368.2734418604651,1094.1588781208138
F561-1,8.06,315.15632754342425,375.7607071960298,1109.7564680615217
F561-1,9.66,262.95652173913044,341.66265010351975,1006.1461953546121
F563-1,1.07,456.4579439252337,316.6452336448598,949.7465212401297
F563-1,1.78,1024.3202247191011,346.61853932584273,1039.1693668200126
F563-1,2.49,1474.8433734939758,318.29919678714856,953.8583557113657
F563-1,2.97,1985.9393939393938,289.65885521885525,867.8626423066461
F563-1,3.04,2190.315789473684,282.69740131578936,847.0072874435084
F563-1,3.19,2372.727272727273,271.1804702194357,812.4869526964578
F563-1,6.95,1165.4676258992806,171.5530647482014,513.3942284365439
F563-1,8.58,1114.7832167832169,159.3749417249417,476.58083773866724
F563-1,9.26,948.1306695464364,156.14697624190066,466.750552253139
F563-1,9.89,1072.6996966632962,155.31305358948435,464.04300018218555
F563-1,10.08,941.1468253968254,155.87787698412694,465.64291049882365
F563-1,11.84,957.9603040540541,145.5669341216216,434.4668998212378
F563-1,14.56,861.5384615384615,109.1089629120879,325.9026653094239
F563-1,15.43,805.7193778353857,101.94440051847057,304.528378693774
F563-1,17.93,687.1723368655884,92.81650864472955,277.1208032549929
F563-1,19.02,665.4179810725552,89.72791798107255,267.83341933655083
F563-1,20.1,559.0049751243781,86.36818407960202,257.7600001561352
F563-V1,1.31,109.9236641221374,109.9535877862596,329.84888749506933
F563-V1,2.63,179.04562737642587,143.4365399239544,430.20338959604766
F563-V1,3.93,208.1323155216285,187.83516539440205,562.9733658057893
