galaxy,outer_points,mean_pct_close,median_pct_close
CamB,4,82.72160111437063,86.35473680766621
D631-7,6,55.468368921411724,54.09021018176018
DDO064,5,85.45474890155212,86.6240428473841
DDO154,5,56.560274412642855,55.254389534662586
DDO161,11,77.47549561309702,77.3729275427928
DDO168,4,77.10636132559131,77.15278444193315
DDO170,3,74.83139678542237,75.79808579464965
ESO079-G014,6,87.38296514817425,87.29429703734274
ESO116-G012,6,81.77478728927397,81.92327921916993
ESO563-G021,11,90.22244003838831,91.98719280768302
F563-1,6,54.13440976508713,53.52734813627624
F563-V2,4,68.2162002154818,67.69595454588118
F568-1,5,67.78452483369264,68.2858178266879
F568-3,7,84.42752933166734,85.49561102614074
F568-V1,6,64.9701288935445,65.48590356854285
F571-8,5,77.50912616684136,74.87476902921799
F574-1,5,82.76096166661286,82.87702282515387
F579-V1,5,97.10845697651816,98.19684639599336
F583-1,9,63.42227630992368,61.18210546835024
F583-4,5,90.78178966264325,90.94344443813746
IC2574,12,82.28225918761117,81.81630123993564
KK98-251,6,92.03395001170789,92.77423812865598
NGC0024,10,87.19241566365021,97.68772354779273
NGC0055,8,97.73418160322038,97.90995046426187
NGC0100,8,80.85930977658433,79.56473952938669
NGC0247,9,88.53439221498115,89.93150319893337
NGC0289,10,83.01712956694982,83.9010947628883
NGC0300,9,71.83620070824124,69.67697271867462
NGC1003,13,59.96482756167757,58.86665486573398
NGC1090,9,85.60193216831645,86.44120567016988
NGC1705,5,51.48911139088866,51.21444199493978
NGC2366,9,86.63505659463503,86.70516673616426
NGC2403,25,79.01820355794484,77.76960783558134
NGC2683,4,93.0819246128628,98.06640563194298
NGC2903,12,88.28130126567667,90.26960292016516
NGC2915,11,46.35986072167121,46.40620517489372
NGC2976,10,81.86663425588587,87.18912333376363
NGC2998,5,86.93358317133783,87.71905275228728
NGC3109,9,52.893102132155484,52.85261213834895
NGC3198,15,87.08993823370169,88.35325862583967
NGC3726,5,81.54933761381514,93.27090680751067
NGC3741,8,43.4324453340589,43.34420728760427
NGC3769,5,81.199114821916,73.26854338548168
NGC3893,4,85.69325788676872,86.7886603363682
NGC3917,6,90.3731595237963,89.64782786156465
NGC3972,4,83.72349623669064,84.99839702584512
NGC3992,4,93.00251497886141,94.89664220300072
NGC4010,5,82.42502504738307,81.76247078106425
NGC4013,13,94.00256523734447,93.42093774551637
NGC4100,9,89.4896853504379,90.35775029960207
NGC4157,6,84.59458740685334,85.66817673971468
NGC4183,8,88.40738516434988,88.60136436859938
NGC4214,5,64.93634133512903,64.38841971174597
NGC4217,7,64.45929561129581,63.275088936574754
NGC4559,11,95.85594130780675,95.97397679421884
NGC5033,8,93.47273846128115,95.50693661723663
NGC5055,10,90.01323386991909,92.22615460690547
NGC5585,9,84.90963640221725,82.31119089093899
NGC5907,7,93.919523379445,96.02994745238695
NGC5985,12,94.8568780729629,95.64870458084022
NGC6015,15,84.1358123597301,84.43427071074653
