galaxy,outer_points,mean_pct_close,median_pct_close
NGC6503,11,76.1038044064815,75.82582080304162
NGC6674,6,83.48918274034563,81.90119922844997
NGC6946,20,71.09051255232347,69.54772087486556
NGC7331,13,73.55127069910574,75.94496926252926
NGC7793,16,75.4820306116519,80.8443815613458
NGC7814,7,93.97313147237107,93.371359072662
UGC00128,8,59.828066097939484,58.274256615187255
UGC00191,4,86.19949130507266,86.45599128766536
UGC00731,5,73.07040609829396,73.75766359315476
UGC01230,4,77.94956385534157,78.41036196171612
UGC01281,9,72.07355093800793,71.06138231917929
UGC02259,3,73.02315284959234,74.05937457166128
UGC02455,3,-11.030281030592278,-4.812511015664689
UGC02487,6,83.20548456843692,83.18439446886526
UGC02885,7,95.08855041110473,96.0101225251786
UGC02916,15,70.32284876235197,68.40430564808526
UGC02953,40,83.20625048610063,86.42386958391245
UGC03205,17,81.60219697768115,77.47077527851428
UGC03546,11,75.47224733682698,73.62270814197865
UGC03580,16,83.28984678007295,83.73956345782364
UGC04278,9,74.48796972907846,73.2681807107187
UGC04305,8,29.059598397800773,33.288616896027044
UGC04325,3,87.55591377689437,87.32671483176058
UGC04483,3,59.86095707878648,59.150014482863256
UGC04499,4,91.22571834210598,90.92894437652302
UGC05005,4,70.38360748597576,69.67663800920775
UGC05716,5,65.41805393311881,65.84613886609338
UGC05721,8,59.05552776085379,59.25096552886937
UGC05750,4,88.9610369422085,88.77734393812258
UGC05764,4,64.16911924747195,64.533590441306
UGC05829,4,87.01605199637841,86.43884101899727
UGC05918,3,74.83361862397538,75.53611296064817
UGC05986,6,79.49010501754056,77.70506067681876
UGC06399,4,83.96354273355286,84.97327281043789
UGC06446,6,71.62849317596394,72.17671219789759
UGC06614,5,88.46807032957058,86.12178477942692
UGC06667,4,56.57067220639593,56.66721088683068
UGC06786,16,84.62910347276136,85.54550199921403
UGC06787,25,83.76736810693443,85.76358731941987
UGC06818,3,85.58688505117561,87.81999867308318
UGC06917,4,94.04590080050966,93.81305249533395
UGC06930,4,94.35662523765907,95.13755057571686
UGC06983,6,80.43167611641512,81.10224475982052
UGC07089,5,93.99816801330635,93.5830743831461
UGC07125,5,92.2447590994914,93.15375429565475
UGC07151,4,93.0639025681426,93.05019786604231
UGC07323,4,81.70616911193432,81.0886472448939
UGC07399,4,57.88140081822076,57.98405359425391
UGC07524,11,88.7205734170101,89.50947569776496
UGC07577,4,94.13104063215007,95.34046409640943
UGC07603,5,67.23734129563634,67.14257393266433
UGC07608,3,59.51450351589775,59.26341354644671
UGC08286,6,68.24580872374483,67.79758410565653
UGC08490,11,60.71938840810401,60.45810229892539
UGC08550,4,65.91822609944815,66.00134676596481
UGC08699,14,81.4180154775022,79.79331025623217
UGC08837,3,93.13828746757014,94.97254847032123
UGC09037,8,77.2968013891433,77.10519941033984
UGC09133,24,88.11296196141318,88.61088434685212
UGC11557,5,32.95996704672543,31.952504250612346
UGC11820,4,74.3938648329538,75.4409871107608
UGC12506,11,91.23399953572034,91.17910180049928
UGC12632,6,80.52485817637772,80.84816208919858
UGC12732,6,71.60050891152022,72.44337687121572
UGCA442,3,57.00491573151854,56.12957961839038
UGCA444,13,66.81386521555204,68.95168413912671
