gal_id,vflat_kms,M_bary_Msun
CamB,32.13309449924711,2500000000.0
D512-2,65.02115462596105,5000000000.0
D564-8,48.27928700541389,3500000000.0
D631-7,69.29377299770199,1500000000.0
DDO064,44.58733011461787,2500000000.0
DDO154,61.433827232926156,1500000000.0
DDO161,116.18690406057011,5000000000.0
DDO168,59.84730416051874,3000000000.0
DDO170,105.97099403897363,3500000000.0
ESO079-G014,166.05571088737895,2500000000.0
ESO116-G012,97.07470565802183,1500000000.0
ESO444-G084,57.87123773919381,3000000000.0
ESO563-G021,217.7145492408937,0.0
F561-1,120.68054263681027,5000000000.0
F563-1,107.99839595412877,2500000000.0
F563-V1,103.07043398383337,5000000000.0
F563-V2,120.95177045879684,5000000000.0
F565-V2,104.83103639069111,5000000000.0
F567-2,113.54301246559022,5000000000.0
F568-1,110.28513681319374,2500000000.0
F568-3,130.74233868583585,5000000000.0
F568-V1,120.76989810496184,5000000000.0
F571-8,113.3333575901457,2500000000.0
F571-V1,120.11159851255263,5000000000.0
F574-1,124.35316642559214,5000000000.0
F574-2,118.75533033177014,5000000000.0
F579-V1,134.92573059760213,5000000000.0
F583-1,89.73749685807138,2500000000.0
F583-4,100.13379163012986,5000000000.0
IC2574,100.63579413354614,3500000000.0
IC4202,208.49441090724972,0.0
KK98-251,44.26793328096669,2500000000.0
NGC0024,85.30112025942735,1500000000.0
NGC0055,100.55858368468034,1500000000.0
NGC0100,74.07503070063049,500000000.0
NGC0247,105.29896965600557,1500000000.0
NGC0289,144.0942390595929,2500000000.0
NGC0300,117.3141774015113,5000000000.0
NGC0801,179.65075838349128,0.0
NGC0891,212.87553484894886,0.0
NGC1003,112.17546056771181,2500000000.0
NGC1090,154.5111657384997,1500000000.0
NGC1705,82.33232271085029,5000000000.0
NGC2366,72.82197998561188,2500000000.0
NGC2403,111.11881921084169,1500000000.0
NGC2683,149.9069455500921,2500000000.0
NGC2841,143.90112764652184,0.0
NGC2903,162.587578659945,1500000000.0
NGC2915,85.55342914506717,2000000000.0
NGC2955,250.0086362589293,0.0
NGC2976,89.44235558616575,5000000000.0
NGC2998,154.5050373741709,0.0
NGC3109,72.88287120592759,2500000000.0
NGC3198,125.72875586038765,1500000000.0
NGC3521,253.51226452691324,2500000000.0
NGC3726,139.25198381711684,1000000000.0
NGC3741,67.94365575105209,2000000000.0
NGC3769,102.39926080712026,1000000000.0
NGC3877,206.61282702419422,500000000.0
NGC3893,155.26968936269117,1000000000.0
NGC3917,127.06007121926723,1000000000.0
NGC3949,177.28787147106902,1000000000.0
NGC3953,229.11112832600514,0.0
NGC3972,115.8298546135955,500000000.0
NGC3992,162.53496663010367,0.0
NGC4010,116.33738124763993,500000000.0
NGC4013,135.0987883058374,500000000.0
NGC4051,197.01032278477817,1500000000.0
NGC4068,47.47948106224879,3000000000.0
NGC4085,156.70740625225187,1000000000.0
NGC4088,170.92082148878663,0.0
NGC4100,147.17378938196882,1000000000.0
NGC4138,139.97591917707427,1500000000.0
NGC4157,142.9521429985379,0.0
NGC4183,103.03891548218131,1000000000.0
NGC4214,82.82636750191091,5000000000.0
NGC4217,180.11019861252473,1000000000.0
NGC4389,155.05232198361648,2000000000.0
NGC4559,109.50221566380621,500000000.0
NGC5005,294.21168127108643,0.0
NGC5033,122.12755314541144,0.0
NGC5055,129.21421538120455,0.0
NGC5371,205.04719403253597,0.0
NGC5585,85.74409623321218,1000000000.0
NGC5907,147.28139887562978,0.0
NGC5985,208.54102545952796,0.0
NGC6015,121.15877620554774,1000000000.0
NGC6195,259.938505065409,0.0
NGC6503,99.8275540862781,1000000000.0
NGC6674,131.58664149899943,0.0
NGC6789,30.03745624855883,3500000000.0
NGC6946,159.9303008411236,1000000000.0
NGC7331,199.06531433478028,0.0
NGC7793,115.12760523803738,4500000000.0
NGC7814,155.91099852316663,500000000.0
PGC51017,48.00805574330199,1500000000.0
UGC00128,137.87534001229068,5000000000.0
UGC00191,98.0327545432566,2500000000.0
UGC00634,121.55830767264585,4000000000.0
UGC00731,88.12412040896662,1500000000.0
UGC00891,84.64844494610875,2500000000.0
UGC01230,136.77235122645737,5000000000.0
UGC01281,43.475085345335415,500000000.0
UGC02023,73.47060811078353,5000000000.0
UGC02259,83.8783162886747,1500000000.0
UGC02455,89.21938019315272,2500000000.0
UGC02487,184.40818664259396,0.0
UGC02885,191.1226075128206,0.0
UGC02916,179.9288017180407,0.0
UGC02953,176.01667551491155,0.0
