gal_id,_norm,join_method,match_name,M_bary_Msun
CamB_rotmod,cambrotmod,missing,,
CamB_rotmod,cambrotmod,missing,,
CamB_rotmod,cambrotmod,missing,,
CamB_rotmod,cambrotmod,missing,,
CamB_rotmod,cambrotmod,missing,,
CamB_rotmod,cambrotmod,missing,,
CamB_rotmod,cambrotmod,missing,,
CamB_rotmod,cambrotmod,missing,,
CamB_rotmod,cambrotmod,missing,,
D512-2_rotmod,d5122rotmod,missing,,
D512-2_rotmod,d5122rotmod,missing,,
D512-2_rotmod,d5122rotmod,missing,,
D512-2_rotmod,d5122rotmod,missing,,
D564-8_rotmod,d5648rotmod,missing,,
D564-8_rotmod,d5648rotmod,missing,,
D564-8_rotmod,d5648rotmod,missing,,
D564-8_rotmod,d5648rotmod,missing,,
D564-8_rotmod,d5648rotmod,missing,,
D564-8_rotmod,d5648rotmod,missing,,
D631-7_rotmod,d6317rotmod,missing,,
D631-7_rotmod,d6317rotmod,missing,,
D631-7_rotmod,d6317rotmod,missing,,
D631-7_rotmod,d6317rotmod,missing,,
D631-7_rotmod,d6317rotmod,missing,,
D631-7_rotmod,d6317rotmod,missing,,
D631-7_rotmod,d6317rotmod,missing,,
D631-7_rotmod,d6317rotmod,missing,,
D631-7_rotmod,d6317rotmod,missing,,
D631-7_rotmod,d6317rotmod,missing,,
D631-7_rotmod,d6317rotmod,missing,,
D631-7_rotmod,d6317rotmod,missing,,
D631-7_rotmod,d6317rotmod,missing,,
D631-7_rotmod,d6317rotmod,missing,,
D631-7_rotmod,d6317rotmod,missing,,
D631-7_rotmod,d6317rotmod,missing,,
DDO064_rotmod,ddo0064rotmod,missing,,
DDO064_rotmod,ddo0064rotmod,missing,,
DDO064_rotmod,ddo0064rotmod,missing,,
DDO064_rotmod,ddo0064rotmod,missing,,
DDO064_rotmod,ddo0064rotmod,missing,,
DDO064_rotmod,ddo0064rotmod,missing,,
DDO064_rotmod,ddo0064rotmod,missing,,
DDO064_rotmod,ddo0064rotmod,missing,,
DDO064_rotmod,ddo0064rotmod,missing,,
DDO064_rotmod,ddo0064rotmod,missing,,
DDO064_rotmod,ddo0064rotmod,missing,,
DDO064_rotmod,ddo0064rotmod,missing,,
DDO064_rotmod,ddo0064rotmod,missing,,
DDO064_rotmod,ddo0064rotmod,missing,,
DDO154_rotmod,ddo0154rotmod,missing,,
DDO154_rotmod,ddo0154rotmod,missing,,
DDO154_rotmod,ddo0154rotmod,missing,,
DDO154_rotmod,ddo0154rotmod,missing,,
DDO154_rotmod,ddo0154rotmod,missing,,
DDO154_rotmod,ddo0154rotmod,missing,,
DDO154_rotmod,ddo0154rotmod,missing,,
DDO154_rotmod,ddo0154rotmod,missing,,
DDO154_rotmod,ddo0154rotmod,missing,,
DDO154_rotmod,ddo0154rotmod,missing,,
DDO154_rotmod,ddo0154rotmod,missing,,
DDO154_rotmod,ddo0154rotmod,missing,,
DDO161_rotmod,ddo0161rotmod,missing,,
DDO161_rotmod,ddo0161rotmod,missing,,
DDO161_rotmod,ddo0161rotmod,missing,,
DDO161_rotmod,ddo0161rotmod,missing,,
DDO161_rotmod,ddo0161rotmod,missing,,
DDO161_rotmod,ddo0161rotmod,missing,,
DDO161_rotmod,ddo0161rotmod,missing,,
DDO161_rotmod,ddo0161rotmod,missing,,
DDO161_rotmod,ddo0161rotmod,missing,,
DDO161_rotmod,ddo0161rotmod,missing,,
DDO161_rotmod,ddo0161rotmod,missing,,
DDO161_rotmod,ddo0161rotmod,missing,,
DDO161_rotmod,ddo0161rotmod,missing,,
DDO161_rotmod,ddo0161rotmod,missing,,
DDO161_rotmod,ddo0161rotmod,missing,,
DDO161_rotmod,ddo0161rotmod,missing,,
DDO161_rotmod,ddo0161rotmod,missing,,
DDO161_rotmod,ddo0161rotmod,missing,,
DDO161_rotmod,ddo0161rotmod,missing,,
DDO161_rotmod,ddo0161rotmod,missing,,
DDO161_rotmod,ddo0161rotmod,missing,,
DDO161_rotmod,ddo0161rotmod,missing,,
DDO161_rotmod,ddo0161rotmod,missing,,
DDO161_rotmod,ddo0161rotmod,missing,,
DDO161_rotmod,ddo0161rotmod,missing,,
DDO161_rotmod,ddo0161rotmod,missing,,
DDO161_rotmod,ddo0161rotmod,missing,,
DDO161_rotmod,ddo0161rotmod,missing,,
DDO161_rotmod,ddo0161rotmod,missing,,
DDO161_rotmod,ddo0161rotmod,missing,,
DDO161_rotmod,ddo0161rotmod,missing,,
DDO168_rotmod,ddo0168rotmod,missing,,
DDO168_rotmod,ddo0168rotmod,missing,,
DDO168_rotmod,ddo0168rotmod,missing,,
DDO168_rotmod,ddo0168rotmod,missing,,
DDO168_rotmod,ddo0168rotmod,missing,,
DDO168_rotmod,ddo0168rotmod,missing,,
DDO168_rotmod,ddo0168rotmod,missing,,
DDO168_rotmod,ddo0168rotmod,missing,,
DDO168_rotmod,ddo0168rotmod,missing,,
DDO168_rotmod,ddo0168rotmod,missing,,
DDO170_rotmod,ddo0170rotmod,missing,,
DDO170_rotmod,ddo0170rotmod,missing,,
DDO170_rotmod,ddo0170rotmod,missing,,
DDO170_rotmod,ddo0170rotmod,missing,,
DDO170_rotmod,ddo0170rotmod,missing,,
DDO170_rotmod,ddo0170rotmod,missing,,
DDO170_rotmod,ddo0170rotmod,missing,,
DDO170_rotmod,ddo0170rotmod,missing,,
ESO079-G014_rotmod,eso0079g014rotmod,missing,,
ESO079-G014_rotmod,eso0079g014rotmod,missing,,
ESO079-G014_rotmod,eso0079g014rotmod,missing,,
ESO079-G014_rotmod,eso0079g014rotmod,missing,,
ESO079-G014_rotmod,eso0079g014rotmod,missing,,
ESO079-G014_rotmod,eso0079g014rotmod,missing,,
ESO079-G014_rotmod,eso0079g014rotmod,missing,,
ESO079-G014_rotmod,eso0079g014rotmod,missing,,
ESO079-G014_rotmod,eso0079g014rotmod,missing,,
ESO079-G014_rotmod,eso0079g014rotmod,missing,,
ESO079-G014_rotmod,eso0079g014rotmod,missing,,
ESO079-G014_rotmod,eso0079g014rotmod,missing,,
ESO079-G014_rotmod,eso0079g014rotmod,missing,,
ESO079-G014_rotmod,eso0079g014rotmod,missing,,
ESO079-G014_rotmod,eso0079g014rotmod,missing,,
ESO116-G012_rotmod,eso0116g012rotmod,missing,,
ESO116-G012_rotmod,eso0116g012rotmod,missing,,
ESO116-G012_rotmod,eso0116g012rotmod,missing,,
ESO116-G012_rotmod,eso0116g012rotmod,missing,,
ESO116-G012_rotmod,eso0116g012rotmod,missing,,
ESO116-G012_rotmod,eso0116g012rotmod,missing,,
ESO116-G012_rotmod,eso0116g012rotmod,missing,,
ESO116-G012_rotmod,eso0116g012rotmod,missing,,
ESO116-G012_rotmod,eso0116g012rotmod,missing,,
ESO116-G012_rotmod,eso0116g012rotmod,missing,,
ESO116-G012_rotmod,eso0116g012rotmod,missing,,
ESO116-G012_rotmod,eso0116g012rotmod,missing,,
ESO116-G012_rotmod,eso0116g012rotmod,missing,,
ESO116-G012_rotmod,eso0116g012rotmod,missing,,
ESO116-G012_rotmod,eso0116g012rotmod,missing,,
ESO444-G084_rotmod,eso0444g084rotmod,missing,,
ESO444-G084_rotmod,eso0444g084rotmod,missing,,
ESO444-G084_rotmod,eso0444g084rotmod,missing,,
ESO444-G084_rotmod,eso0444g084rotmod,missing,,
ESO444-G084_rotmod,eso0444g084rotmod,missing,,
ESO444-G084_rotmod,eso0444g084rotmod,missing,,
ESO444-G084_rotmod,eso0444g084rotmod,missing,,
ESO563-G021_rotmod,eso0563g021rotmod,missing,,
ESO563-G021_rotmod,eso0563g021rotmod,missing,,
ESO563-G021_rotmod,eso0563g021rotmod,missing,,
ESO563-G021_rotmod,eso0563g021rotmod,missing,,
ESO563-G021_rotmod,eso0563g021rotmod,missing,,
ESO563-G021_rotmod,eso0563g021rotmod,missing,,
ESO563-G021_rotmod,eso0563g021rotmod,missing,,
ESO563-G021_rotmod,eso0563g021rotmod,missing,,
ESO563-G021_rotmod,eso0563g021rotmod,missing,,
ESO563-G021_rotmod,eso0563g021rotmod,missing,,
ESO563-G021_rotmod,eso0563g021rotmod,missing,,
ESO563-G021_rotmod,eso0563g021rotmod,missing,,
ESO563-G021_rotmod,eso0563g021rotmod,missing,,
ESO563-G021_rotmod,eso0563g021rotmod,missing,,
ESO563-G021_rotmod,eso0563g021rotmod,missing,,
ESO563-G021_rotmod,eso0563g021rotmod,missing,,
ESO563-G021_rotmod,eso0563g021rotmod,missing,,
ESO563-G021_rotmod,eso0563g021rotmod,missing,,
ESO563-G021_rotmod,eso0563g021rotmod,missing,,
ESO563-G021_rotmod,eso0563g021rotmod,missing,,
ESO563-G021_rotmod,eso0563g021rotmod,missing,,
ESO563-G021_rotmod,eso0563g021rotmod,missing,,
ESO563-G021_rotmod,eso0563g021rotmod,missing,,
ESO563-G021_rotmod,eso0563g021rotmod,missing,,
ESO563-G021_rotmod,eso0563g021rotmod,missing,,
ESO563-G021_rotmod,eso0563g021rotmod,missing,,
ESO563-G021_rotmod,eso0563g021rotmod,missing,,
ESO563-G021_rotmod,eso0563g021rotmod,missing,,
ESO563-G021_rotmod,eso0563g021rotmod,missing,,
ESO563-G021_rotmod,eso0563g021rotmod,missing,,
F561-1_rotmod,f5611rotmod,missing,,
F561-1_rotmod,f5611rotmod,missing,,
F561-1_rotmod,f5611rotmod,missing,,
F561-1_rotmod,f5611rotmod,missing,,
F561-1_rotmod,f5611rotmod,missing,,
F561-1_rotmod,f5611rotmod,missing,,
F563-1_rotmod,f5631rotmod,missing,,
F563-1_rotmod,f5631rotmod,missing,,
F563-1_rotmod,f5631rotmod,missing,,
F563-1_rotmod,f5631rotmod,missing,,
F563-1_rotmod,f5631rotmod,missing,,
F563-1_rotmod,f5631rotmod,missing,,
F563-1_rotmod,f5631rotmod,missing,,
F563-1_rotmod,f5631rotmod,missing,,
F563-1_rotmod,f5631rotmod,missing,,
F563-1_rotmod,f5631rotmod,missing,,
F563-1_rotmod,f5631rotmod,missing,,
F563-1_rotmod,f5631rotmod,missing,,
F563-1_rotmod,f5631rotmod,missing,,
F563-1_rotmod,f5631rotmod,missing,,
F563-1_rotmod,f5631rotmod,missing,,
F563-1_rotmod,f5631rotmod,missing,,
F563-1_rotmod,f5631rotmod,missing,,
F563-V1_rotmod,f563v1rotmod,missing,,
F563-V1_rotmod,f563v1rotmod,missing,,
F563-V1_rotmod,f563v1rotmod,missing,,
F563-V1_rotmod,f563v1rotmod,missing,,
F563-V1_rotmod,f563v1rotmod,missing,,
F563-V1_rotmod,f563v1rotmod,missing,,
F563-V2_rotmod,f563v2rotmod,missing,,
F563-V2_rotmod,f563v2rotmod,missing,,
F563-V2_rotmod,f563v2rotmod,missing,,
F563-V2_rotmod,f563v2rotmod,missing,,
F563-V2_rotmod,f563v2rotmod,missing,,
F563-V2_rotmod,f563v2rotmod,missing,,
F563-V2_rotmod,f563v2rotmod,missing,,
F563-V2_rotmod,f563v2rotmod,missing,,
F563-V2_rotmod,f563v2rotmod,missing,,
F563-V2_rotmod,f563v2rotmod,missing,,
F565-V2_rotmod,f565v2rotmod,missing,,
F565-V2_rotmod,f565v2rotmod,missing,,
F565-V2_rotmod,f565v2rotmod,missing,,
F565-V2_rotmod,f565v2rotmod,missing,,
F565-V2_rotmod,f565v2rotmod,missing,,
F565-V2_rotmod,f565v2rotmod,missing,,
F565-V2_rotmod,f565v2rotmod,missing,,
F567-2_rotmod,f5672rotmod,missing,,
F567-2_rotmod,f5672rotmod,missing,,
F567-2_rotmod,f5672rotmod,missing,,
F567-2_rotmod,f5672rotmod,missing,,
F567-2_rotmod,f5672rotmod,missing,,
F568-1_rotmod,f5681rotmod,missing,,
F568-1_rotmod,f5681rotmod,missing,,
F568-1_rotmod,f5681rotmod,missing,,
F568-1_rotmod,f5681rotmod,missing,,
F568-1_rotmod,f5681rotmod,missing,,
F568-1_rotmod,f5681rotmod,missing,,
F568-1_rotmod,f5681rotmod,missing,,
F568-1_rotmod,f5681rotmod,missing,,
F568-1_rotmod,f5681rotmod,missing,,
F568-1_rotmod,f5681rotmod,missing,,
F568-1_rotmod,f5681rotmod,missing,,
F568-1_rotmod,f5681rotmod,missing,,
F568-3_rotmod,f5683rotmod,missing,,
F568-3_rotmod,f5683rotmod,missing,,
F568-3_rotmod,f5683rotmod,missing,,
F568-3_rotmod,f5683rotmod,missing,,
F568-3_rotmod,f5683rotmod,missing,,
