gal_id,_norm,join_method,match_name,M_bary_Msun
F568-3_rotmod,f5683rotmod,missing,,
F568-3_rotmod,f5683rotmod,missing,,
F568-3_rotmod,f5683rotmod,missing,,
F568-3_rotmod,f5683rotmod,missing,,
F568-3_rotmod,f5683rotmod,missing,,
F568-3_rotmod,f5683rotmod,missing,,
F568-3_rotmod,f5683rotmod,missing,,
F568-3_rotmod,f5683rotmod,missing,,
F568-3_rotmod,f5683rotmod,missing,,
F568-3_rotmod,f5683rotmod,missing,,
F568-3_rotmod,f5683rotmod,missing,,
F568-3_rotmod,f5683rotmod,missing,,
F568-3_rotmod,f5683rotmod,missing,,
F568-V1_rotmod,f568v1rotmod,missing,,
F568-V1_rotmod,f568v1rotmod,missing,,
F568-V1_rotmod,f568v1rotmod,missing,,
F568-V1_rotmod,f568v1rotmod,missing,,
F568-V1_rotmod,f568v1rotmod,missing,,
F568-V1_rotmod,f568v1rotmod,missing,,
F568-V1_rotmod,f568v1rotmod,missing,,
F568-V1_rotmod,f568v1rotmod,missing,,
F568-V1_rotmod,f568v1rotmod,missing,,
F568-V1_rotmod,f568v1rotmod,missing,,
F568-V1_rotmod,f568v1rotmod,missing,,
F568-V1_rotmod,f568v1rotmod,missing,,
F568-V1_rotmod,f568v1rotmod,missing,,
F568-V1_rotmod,f568v1rotmod,missing,,
F568-V1_rotmod,f568v1rotmod,missing,,
F571-8_rotmod,f5718rotmod,missing,,
F571-8_rotmod,f5718rotmod,missing,,
F571-8_rotmod,f5718rotmod,missing,,
F571-8_rotmod,f5718rotmod,missing,,
F571-8_rotmod,f5718rotmod,missing,,
F571-8_rotmod,f5718rotmod,missing,,
F571-8_rotmod,f5718rotmod,missing,,
F571-8_rotmod,f5718rotmod,missing,,
F571-8_rotmod,f5718rotmod,missing,,
F571-8_rotmod,f5718rotmod,missing,,
F571-8_rotmod,f5718rotmod,missing,,
F571-8_rotmod,f5718rotmod,missing,,
F571-8_rotmod,f5718rotmod,missing,,
F571-V1_rotmod,f571v1rotmod,missing,,
F571-V1_rotmod,f571v1rotmod,missing,,
F571-V1_rotmod,f571v1rotmod,missing,,
F571-V1_rotmod,f571v1rotmod,missing,,
F571-V1_rotmod,f571v1rotmod,missing,,
F571-V1_rotmod,f571v1rotmod,missing,,
F571-V1_rotmod,f571v1rotmod,missing,,
F574-1_rotmod,f5741rotmod,missing,,
F574-1_rotmod,f5741rotmod,missing,,
F574-1_rotmod,f5741rotmod,missing,,
F574-1_rotmod,f5741rotmod,missing,,
F574-1_rotmod,f5741rotmod,missing,,
F574-1_rotmod,f5741rotmod,missing,,
F574-1_rotmod,f5741rotmod,missing,,
F574-1_rotmod,f5741rotmod,missing,,
F574-1_rotmod,f5741rotmod,missing,,
F574-1_rotmod,f5741rotmod,missing,,
F574-1_rotmod,f5741rotmod,missing,,
F574-1_rotmod,f5741rotmod,missing,,
F574-1_rotmod,f5741rotmod,missing,,
F574-1_rotmod,f5741rotmod,missing,,
F574-2_rotmod,f5742rotmod,missing,,
F574-2_rotmod,f5742rotmod,missing,,
F574-2_rotmod,f5742rotmod,missing,,
F574-2_rotmod,f5742rotmod,missing,,
F574-2_rotmod,f5742rotmod,missing,,
F579-V1_rotmod,f579v1rotmod,missing,,
F579-V1_rotmod,f579v1rotmod,missing,,
F579-V1_rotmod,f579v1rotmod,missing,,
F579-V1_rotmod,f579v1rotmod,missing,,
F579-V1_rotmod,f579v1rotmod,missing,,
F579-V1_rotmod,f579v1rotmod,missing,,
F579-V1_rotmod,f579v1rotmod,missing,,
F579-V1_rotmod,f579v1rotmod,missing,,
F579-V1_rotmod,f579v1rotmod,missing,,
F579-V1_rotmod,f579v1rotmod,missing,,
F579-V1_rotmod,f579v1rotmod,missing,,
F579-V1_rotmod,f579v1rotmod,missing,,
F579-V1_rotmod,f579v1rotmod,missing,,
F579-V1_rotmod,f579v1rotmod,missing,,
F583-1_rotmod,f5831rotmod,missing,,
F583-1_rotmod,f5831rotmod,missing,,
F583-1_rotmod,f5831rotmod,missing,,
F583-1_rotmod,f5831rotmod,missing,,
F583-1_rotmod,f5831rotmod,missing,,
F583-1_rotmod,f5831rotmod,missing,,
F583-1_rotmod,f5831rotmod,missing,,
F583-1_rotmod,f5831rotmod,missing,,
F583-1_rotmod,f5831rotmod,missing,,
F583-1_rotmod,f5831rotmod,missing,,
F583-1_rotmod,f5831rotmod,missing,,
F583-1_rotmod,f5831rotmod,missing,,
F583-1_rotmod,f5831rotmod,missing,,
F583-1_rotmod,f5831rotmod,missing,,
F583-1_rotmod,f5831rotmod,missing,,
F583-1_rotmod,f5831rotmod,missing,,
F583-1_rotmod,f5831rotmod,missing,,
F583-1_rotmod,f5831rotmod,missing,,
F583-1_rotmod,f5831rotmod,missing,,
F583-1_rotmod,f5831rotmod,missing,,
F583-1_rotmod,f5831rotmod,missing,,
F583-1_rotmod,f5831rotmod,missing,,
F583-1_rotmod,f5831rotmod,missing,,
F583-1_rotmod,f5831rotmod,missing,,
F583-1_rotmod,f5831rotmod,missing,,
F583-4_rotmod,f5834rotmod,missing,,
F583-4_rotmod,f5834rotmod,missing,,
F583-4_rotmod,f5834rotmod,missing,,
F583-4_rotmod,f5834rotmod,missing,,
F583-4_rotmod,f5834rotmod,missing,,
F583-4_rotmod,f5834rotmod,missing,,
F583-4_rotmod,f5834rotmod,missing,,
F583-4_rotmod,f5834rotmod,missing,,
F583-4_rotmod,f5834rotmod,missing,,
F583-4_rotmod,f5834rotmod,missing,,
F583-4_rotmod,f5834rotmod,missing,,
F583-4_rotmod,f5834rotmod,missing,,
IC2574_rotmod,ic2574rotmod,missing,,
IC2574_rotmod,ic2574rotmod,missing,,
IC2574_rotmod,ic2574rotmod,missing,,
IC2574_rotmod,ic2574rotmod,missing,,
IC2574_rotmod,ic2574rotmod,missing,,
IC2574_rotmod,ic2574rotmod,missing,,
IC2574_rotmod,ic2574rotmod,missing,,
IC2574_rotmod,ic2574rotmod,missing,,
IC2574_rotmod,ic2574rotmod,missing,,
IC2574_rotmod,ic2574rotmod,missing,,
IC2574_rotmod,ic2574rotmod,missing,,
IC2574_rotmod,ic2574rotmod,missing,,
IC2574_rotmod,ic2574rotmod,missing,,
IC2574_rotmod,ic2574rotmod,missing,,
IC2574_rotmod,ic2574rotmod,missing,,
IC2574_rotmod,ic2574rotmod,missing,,
IC2574_rotmod,ic2574rotmod,missing,,
IC2574_rotmod,ic2574rotmod,missing,,
IC2574_rotmod,ic2574rotmod,missing,,
IC2574_rotmod,ic2574rotmod,missing,,
IC2574_rotmod,ic2574rotmod,missing,,
IC2574_rotmod,ic2574rotmod,missing,,
IC2574_rotmod,ic2574rotmod,missing,,
IC2574_rotmod,ic2574rotmod,missing,,
IC2574_rotmod,ic2574rotmod,missing,,
IC2574_rotmod,ic2574rotmod,missing,,
IC2574_rotmod,ic2574rotmod,missing,,
IC2574_rotmod,ic2574rotmod,missing,,
IC2574_rotmod,ic2574rotmod,missing,,
IC2574_rotmod,ic2574rotmod,missing,,
IC2574_rotmod,ic2574rotmod,missing,,
IC2574_rotmod,ic2574rotmod,missing,,
IC2574_rotmod,ic2574rotmod,missing,,
IC2574_rotmod,ic2574rotmod,missing,,
IC4202_rotmod,ic4202rotmod,missing,,
IC4202_rotmod,ic4202rotmod,missing,,
IC4202_rotmod,ic4202rotmod,missing,,
IC4202_rotmod,ic4202rotmod,missing,,
IC4202_rotmod,ic4202rotmod,missing,,
IC4202_rotmod,ic4202rotmod,missing,,
IC4202_rotmod,ic4202rotmod,missing,,
IC4202_rotmod,ic4202rotmod,missing,,
IC4202_rotmod,ic4202rotmod,missing,,
IC4202_rotmod,ic4202rotmod,missing,,
IC4202_rotmod,ic4202rotmod,missing,,
IC4202_rotmod,ic4202rotmod,missing,,
IC4202_rotmod,ic4202rotmod,missing,,
IC4202_rotmod,ic4202rotmod,missing,,
IC4202_rotmod,ic4202rotmod,missing,,
IC4202_rotmod,ic4202rotmod,missing,,
IC4202_rotmod,ic4202rotmod,missing,,
IC4202_rotmod,ic4202rotmod,missing,,
IC4202_rotmod,ic4202rotmod,missing,,
IC4202_rotmod,ic4202rotmod,missing,,
IC4202_rotmod,ic4202rotmod,missing,,
IC4202_rotmod,ic4202rotmod,missing,,
IC4202_rotmod,ic4202rotmod,missing,,
IC4202_rotmod,ic4202rotmod,missing,,
IC4202_rotmod,ic4202rotmod,missing,,
IC4202_rotmod,ic4202rotmod,missing,,
IC4202_rotmod,ic4202rotmod,missing,,
IC4202_rotmod,ic4202rotmod,missing,,
IC4202_rotmod,ic4202rotmod,missing,,
IC4202_rotmod,ic4202rotmod,missing,,
IC4202_rotmod,ic4202rotmod,missing,,
IC4202_rotmod,ic4202rotmod,missing,,
KK98-251_rotmod,kk98251rotmod,missing,,
KK98-251_rotmod,kk98251rotmod,missing,,
KK98-251_rotmod,kk98251rotmod,missing,,
KK98-251_rotmod,kk98251rotmod,missing,,
KK98-251_rotmod,kk98251rotmod,missing,,
KK98-251_rotmod,kk98251rotmod,missing,,
KK98-251_rotmod,kk98251rotmod,missing,,
KK98-251_rotmod,kk98251rotmod,missing,,
KK98-251_rotmod,kk98251rotmod,missing,,
KK98-251_rotmod,kk98251rotmod,missing,,
KK98-251_rotmod,kk98251rotmod,missing,,
KK98-251_rotmod,kk98251rotmod,missing,,
KK98-251_rotmod,kk98251rotmod,missing,,
KK98-251_rotmod,kk98251rotmod,missing,,
KK98-251_rotmod,kk98251rotmod,missing,,
NGC0024_rotmod,ngc0024rotmod,missing,,
NGC0024_rotmod,ngc0024rotmod,missing,,
NGC0024_rotmod,ngc0024rotmod,missing,,
NGC0024_rotmod,ngc0024rotmod,missing,,
NGC0024_rotmod,ngc0024rotmod,missing,,
NGC0024_rotmod,ngc0024rotmod,missing,,
NGC0024_rotmod,ngc0024rotmod,missing,,
NGC0024_rotmod,ngc0024rotmod,missing,,
NGC0024_rotmod,ngc0024rotmod,missing,,
NGC0024_rotmod,ngc0024rotmod,missing,,
NGC0024_rotmod,ngc0024rotmod,missing,,
NGC0024_rotmod,ngc0024rotmod,missing,,
NGC0024_rotmod,ngc0024rotmod,missing,,
NGC0024_rotmod,ngc0024rotmod,missing,,
NGC0024_rotmod,ngc0024rotmod,missing,,
NGC0024_rotmod,ngc0024rotmod,missing,,
NGC0024_rotmod,ngc0024rotmod,missing,,
NGC0024_rotmod,ngc0024rotmod,missing,,
NGC0024_rotmod,ngc0024rotmod,missing,,
NGC0024_rotmod,ngc0024rotmod,missing,,
NGC0024_rotmod,ngc0024rotmod,missing,,
NGC0024_rotmod,ngc0024rotmod,missing,,
NGC0024_rotmod,ngc0024rotmod,missing,,
NGC0024_rotmod,ngc0024rotmod,missing,,
NGC0024_rotmod,ngc0024rotmod,missing,,
NGC0024_rotmod,ngc0024rotmod,missing,,
NGC0024_rotmod,ngc0024rotmod,missing,,
NGC0024_rotmod,ngc0024rotmod,missing,,
NGC0024_rotmod,ngc0024rotmod,missing,,
NGC0055_rotmod,ngc0055rotmod,missing,,
NGC0055_rotmod,ngc0055rotmod,missing,,
NGC0055_rotmod,ngc0055rotmod,missing,,
NGC0055_rotmod,ngc0055rotmod,missing,,
NGC0055_rotmod,ngc0055rotmod,missing,,
NGC0055_rotmod,ngc0055rotmod,missing,,
NGC0055_rotmod,ngc0055rotmod,missing,,
NGC0055_rotmod,ngc0055rotmod,missing,,
NGC0055_rotmod,ngc0055rotmod,missing,,
NGC0055_rotmod,ngc0055rotmod,missing,,
NGC0055_rotmod,ngc0055rotmod,missing,,
NGC0055_rotmod,ngc0055rotmod,missing,,
NGC0055_rotmod,ngc0055rotmod,missing,,
NGC0055_rotmod,ngc0055rotmod,missing,,
NGC0055_rotmod,ngc0055rotmod,missing,,
NGC0055_rotmod,ngc0055rotmod,missing,,
NGC0055_rotmod,ngc0055rotmod,missing,,
NGC0055_rotmod,ngc0055rotmod,missing,,
NGC0055_rotmod,ngc0055rotmod,missing,,
NGC0055_rotmod,ngc0055rotmod,missing,,
NGC0055_rotmod,ngc0055rotmod,missing,,
NGC0100_rotmod,ngc0100rotmod,missing,,
NGC0100_rotmod,ngc0100rotmod,missing,,
NGC0100_rotmod,ngc0100rotmod,missing,,
NGC0100_rotmod,ngc0100rotmod,missing,,
NGC0100_rotmod,ngc0100rotmod,missing,,
NGC0100_rotmod,ngc0100rotmod,missing,,
NGC0100_rotmod,ngc0100rotmod,missing,,
NGC0100_rotmod,ngc0100rotmod,missing,,
NGC0100_rotmod,ngc0100rotmod,missing,,
NGC0100_rotmod,ngc0100rotmod,missing,,
NGC0100_rotmod,ngc0100rotmod,missing,,
NGC0100_rotmod,ngc0100rotmod,missing,,
NGC0100_rotmod,ngc0100rotmod,missing,,
NGC0100_rotmod,ngc0100rotmod,missing,,
NGC0100_rotmod,ngc0100rotmod,missing,,
NGC0100_rotmod,ngc0100rotmod,missing,,
NGC0100_rotmod,ngc0100rotmod,missing,,
NGC0100_rotmod,ngc0100rotmod,missing,,
NGC0100_rotmod,ngc0100rotmod,missing,,
NGC0100_rotmod,ngc0100rotmod,missing,,
NGC0100_rotmod,ngc0100rotmod,missing,,
NGC0247_rotmod,ngc0247rotmod,missing,,
NGC0247_rotmod,ngc0247rotmod,missing,,
NGC0247_rotmod,ngc0247rotmod,missing,,
NGC0247_rotmod,ngc0247rotmod,missing,,
NGC0247_rotmod,ngc0247rotmod,missing,,
NGC0247_rotmod,ngc0247rotmod,missing,,
NGC0247_rotmod,ngc0247rotmod,missing,,
NGC0247_rotmod,ngc0247rotmod,missing,,
NGC0247_rotmod,ngc0247rotmod,missing,,
NGC0247_rotmod,ngc0247rotmod,missing,,
NGC0247_rotmod,ngc0247rotmod,missing,,
NGC0247_rotmod,ngc0247rotmod,missing,,
NGC0247_rotmod,ngc0247rotmod,missing,,
NGC0247_rotmod,ngc0247rotmod,missing,,
NGC0247_rotmod,ngc0247rotmod,missing,,
NGC0247_rotmod,ngc0247rotmod,missing,,
NGC0247_rotmod,ngc0247rotmod,missing,,
NGC0247_rotmod,ngc0247rotmod,missing,,
NGC0247_rotmod,ngc0247rotmod,missing,,
NGC0247_rotmod,ngc0247rotmod,missing,,
NGC0247_rotmod,ngc0247rotmod,missing,,
NGC0247_rotmod,ngc0247rotmod,missing,,
NGC0247_rotmod,ngc0247rotmod,missing,,
NGC0247_rotmod,ngc0247rotmod,missing,,
NGC0247_rotmod,ngc0247rotmod,missing,,
NGC0247_rotmod,ngc0247rotmod,missing,,
NGC0289_rotmod,ngc0289rotmod,missing,,
NGC0289_rotmod,ngc0289rotmod,missing,,
NGC0289_rotmod,ngc0289rotmod,missing,,
NGC0289_rotmod,ngc0289rotmod,missing,,
NGC0289_rotmod,ngc0289rotmod,missing,,
NGC0289_rotmod,ngc0289rotmod,missing,,
NGC0289_rotmod,ngc0289rotmod,missing,,
NGC0289_rotmod,ngc0289rotmod,missing,,
NGC0289_rotmod,ngc0289rotmod,missing,,
NGC0289_rotmod,ngc0289rotmod,missing,,
NGC0289_rotmod,ngc0289rotmod,missing,,
NGC0289_rotmod,ngc0289rotmod,missing,,
NGC0289_rotmod,ngc0289rotmod,missing,,
NGC0289_rotmod,ngc0289rotmod,missing,,
NGC0289_rotmod,ngc0289rotmod,missing,,
NGC0289_rotmod,ngc0289rotmod,missing,,
NGC0289_rotmod,ngc0289rotmod,missing,,
