name,hubble_type,type_group,B_T,R_d_kpc,Sigma0,shear,bar_class,g_bar,v2p3_ape,per_galaxy_ape,delta_ape,v2p3_params,per_galaxy_params
NGC2915,BCD,late,0.08,0.55,156.965,1.191728947206561,unknown,0.51875,56.14697265625,30.66606903076172,25.48090362548828,"{'eta': 0.5124103240502488, 'ring_amp': 1.16932137024, 'M_max': 1.812784064838721, 'lambda_ring': 11.285525317055665, 'kappa': 0.8924799999999999, 'R_ring': 27.76, 'sigma_ring': 0.6446766225331111, 'g_bar': 0.51875, 'bulge_gate_power': 2.0, 'R_bar': None, 'w_bar': None, 'gamma_bar_taper': 0.0, 'R_shear': 1.1, 'w_shear': 0.22000000000000003, 'gamma_shear_taper': 2.0, 'R0': 5.0, 'R1': 70.0, 'p': 2.0, 'q': 3.5}","{'eta': 1.999999501282263, 'ring_amp': 0.35614463181958017, 'M_max': 4.9999998767346545, 'bulge_gate_power': 16.99698869001688, 'lambda_hat': 49.99993286288323}"
NGC2955,Sb,early,0.4,8.76,25.34,1.2508680802830774,SB,0.45,31.946393966674805,16.61916732788086,15.327226638793945,"{'eta': 0.06570136174591376, 'ring_amp': 0.3198816, 'M_max': 1.3174994914532512, 'lambda_ring': 8.648590760568052, 'kappa': 0.552, 'R_ring': 18.8, 'sigma_ring': 0.6548536236756466, 'g_bar': 0.45, 'bulge_gate_power': 2.0, 'R_bar': 13.14, 'w_bar': 1.752, 'gamma_bar_taper': 2.5, 'R_shear': 17.52, 'w_shear': 3.504, 'gamma_shear_taper': 2.0, 'R0': 5.0, 'R1': 70.0, 'p': 2.0, 'q': 3.5}","{'eta': 0.010000000006908406, 'ring_amp': 7.761148012367783e-06, 'M_max': 1.191906929628305, 'bulge_gate_power': 23.438416579219673, 'lambda_hat': 13.54158529840575}"
NGC2976,Sc,intermediate,0.15,1.01,751.275,1.3312549780947018,S,0.7316,12.261738777160645,11.570036888122559,0.6917018890380859,"{'eta': 0.46552438524565876, 'ring_amp': 1.2750884016749997, 'M_max': 1.7071684437424908, 'lambda_ring': 10.898075945325559, 'kappa': 0.80575, 'R_ring': 25.8, 'sigma_ring': 0.6673432061835742, 'g_bar': 0.7316, 'bulge_gate_power': 2.0, 'R_bar': None, 'w_bar': None, 'gamma_bar_taper': 0.0, 'R_shear': 2.02, 'w_shear': 0.404, 'gamma_shear_taper': 2.0, 'R0': 5.0, 'R1': 70.0, 'p': 2.0, 'q': 3.5}","{'eta': 0.010000029560968866, 'ring_amp': 1.0403998583077337e-05, 'M_max': 4.882365817465795, 'bulge_gate_power': 37.13970757898025, 'lambda_hat': 6.020434425679552}"
NGC2998,Sc,intermediate,0.15,6.2,387.08,1.0290085324250275,S,0.7316,29.983699798583984,10.462685585021973,19.52101421356201,"{'eta': 0.4334988533543705, 'ring_amp': 1.2750884016749997, 'M_max': 1.5650141210778736, 'lambda_ring': 9.769481089559166, 'kappa': 0.80575, 'R_ring': 25.8, 'sigma_ring': 0.6116382331222374, 'g_bar': 0.7316, 'bulge_gate_power': 2.0, 'R_bar': None, 'w_bar': None, 'gamma_bar_taper': 0.0, 'R_shear': 12.4, 'w_shear': 2.4800000000000004, 'gamma_shear_taper': 2.0, 'R0': 5.0, 'R1': 70.0, 'p': 2.0, 'q': 3.5}","{'eta': 0.012318277853985718, 'ring_amp': 0.4431251538630021, 'M_max': 1.301956390491417, 'bulge_gate_power': 53.992154712039834, 'lambda_hat': 20.655833384814255}"
NGC3109,Sm,late,0.03,1.56,70.435,0.7091073140341035,S,0.7316,51.323829650878906,8.992546081542969,42.33128356933594,"{'eta': 0.5329735396383065, 'ring_amp': 1.9740909780634799, 'M_max': 1.5084903746678093, 'lambda_ring': 9.055694445333028, 'kappa': 0.9586299999999999, 'R_ring': 29.16, 'sigma_ring': 0.5199941296670101, 'g_bar': 0.7316, 'bulge_gate_power': 2.0, 'R_bar': None, 'w_bar': None, 'gamma_bar_taper': 0.0, 'R_shear': None, 'w_shear': None, 'gamma_shear_taper': 0.0, 'R0': 5.0, 'R1': 70.0, 'p': 2.0, 'q': 3.5}","{'eta': 1.9995794845204071, 'ring_amp': 11.444905429832241, 'M_max': 4.9999999653776905, 'bulge_gate_power': 36.60795698890615, 'lambda_hat': 7.241914106636109}"
NGC3198,Sc,intermediate,0.15,3.14,801.31,1.2303970314585153,S,0.7316,24.047334671020508,11.826128005981445,12.221206665039062,"{'eta': 0.46811417892861823, 'ring_amp': 1.2750884016749997, 'M_max': 1.6641812220992205, 'lambda_ring': 10.537539305376315, 'kappa': 0.80575, 'R_ring': 25.8, 'sigma_ring': 0.6514306891529589, 'g_bar': 0.7316, 'bulge_gate_power': 2.0, 'R_bar': None, 'w_bar': None, 'gamma_bar_taper': 0.0, 'R_shear': 6.28, 'w_shear': 1.2560000000000002, 'gamma_shear_taper': 2.0, 'R0': 5.0, 'R1': 70.0, 'p': 2.0, 'q': 3.5}","{'eta': 0.06268866482853769, 'ring_amp': 4.944346304305732e-08, 'M_max': 2.3537320034415625, 'bulge_gate_power': 50.308145187845476, 'lambda_hat': 18.35615000279367}"
NGC3521,Sbc,intermediate,0.3,2.4,1056.33,1.4136417803545398,SB,0.45,33.55296325683594,24.625577926635742,8.927385330200195,"{'eta': 0.2248616049823397, 'ring_amp': 0.45065834999999993, 'M_max': 1.4479399144600005, 'lambda_ring': 9.460638919772967, 'kappa': 0.6429999999999999, 'R_ring': 21.599999999999998, 'sigma_ring': 0.6787135946853269, 'g_bar': 0.45, 'bulge_gate_power': 2.0, 'R_bar': 3.5999999999999996, 'w_bar': 0.48, 'gamma_bar_taper': 2.5, 'R_shear': 4.8, 'w_shear': 0.96, 'gamma_shear_taper': 2.0, 'R0': 5.0, 'R1': 70.0, 'p': 2.0, 'q': 3.5}","{'eta': 0.010000000515930028, 'ring_amp': 6.580825914682857e-07, 'M_max': 1.3685327524983493, 'bulge_gate_power': 33.447568713028545, 'lambda_hat': 6.859602998351065}"
NGC3726,Sc,intermediate,0.15,3.4,894.955,0.758508273400341,S,0.7316,47.20784378051758,17.335527420043945,29.872316360473633,"{'eta': 0.47234623228842465, 'ring_amp': 1.2750884016749997, 'M_max': 1.4105705486770792, 'lambda_ring': 8.775314434798, 'kappa': 0.80575, 'R_ring': 25.8, 'sigma_ring': 0.536698068890199, 'g_bar': 0.7316, 'bulge_gate_power': 2.0, 'R_bar': None, 'w_bar': None, 'gamma_bar_taper': 0.0, 'R_shear': None, 'w_shear': None, 'gamma_shear_taper': 0.0, 'R0': 5.0, 'R1': 70.0, 'p': 2.0, 'q': 3.5}","{'eta': 0.029402070365420613, 'ring_amp': 9.609121876916406e-09, 'M_max': 1.2501683608285115, 'bulge_gate_power': 1.9988278155354162, 'lambda_hat': 22.566783862212535}"
NGC3741,Im,late,0.0,0.2,71.745,0.8600178079891536,S,0.7316,53.1024284362793,15.08642292022705,38.016005516052246,"{'eta': 0.603784168234009, 'ring_amp': 2.1948, 'M_max': 1.7173406753499871, 'lambda_ring': 10.157169228480281, 'kappa': 1.0, 'R_ring': 30.0, 'sigma_ring': 0.5680538594692998, 'g_bar': 0.7316, 'bulge_gate_power': 2.0, 'R_bar': None, 'w_bar': None, 'gamma_bar_taper': 0.0, 'R_shear': None, 'w_shear': None, 'gamma_shear_taper': 0.0, 'R0': 5.0, 'R1': 70.0, 'p': 2.0, 'q': 3.5}","{'eta': 1.9397896865010684, 'ring_amp': 1.7052929257172795, 'M_max': 4.999999899596803, 'bulge_gate_power': 16.63772609014841, 'lambda_hat': 47.8885974305585}"
NGC3769,Sb,early,0.4,3.38,80.13,1.3220651087998228,SB,0.45,16.5821590423584,9.093713760375977,7.488445281982422,"{'eta': 0.08561959842174338, 'ring_amp': 0.3198816, 'M_max': 1.3249892206711638, 'lambda_ring': 8.711583087561868, 'kappa': 0.552, 'R_ring': 18.8, 'sigma_ring': 0.6659885773501937, 'g_bar': 0.45, 'bulge_gate_power': 2.0, 'R_bar': 5.07, 'w_bar': 0.676, 'gamma_bar_taper': 2.5, 'R_shear': 6.76, 'w_shear': 1.352, 'gamma_shear_taper': 2.0, 'R0': 5.0, 'R1': 70.0, 'p': 2.0, 'q': 3.5}","{'eta': 0.11831863292049061, 'ring_amp': 1.2792182120319297e-07, 'M_max': 3.012598181764082, 'bulge_gate_power': 16.62299613123587, 'lambda_hat': 7.748805917960313}"
NGC3877,Sc,intermediate,0.15,2.53,1705.295,0.42269497393081845,S,0.7316,58.09756088256836,27.282901763916016,30.814659118652344,"{'eta': 0.4922275914887282, 'ring_amp': 1.2750884016749997, 'M_max': 1.244754600716626, 'lambda_ring': 8.075969270643721, 'kappa': 0.80575, 'R_ring': 25.8, 'sigma_ring': 0.4091226097182475, 'g_bar': 0.7316, 'bulge_gate_power': 2.0, 'R_bar': None, 'w_bar': None, 'gamma_bar_taper': 0.0, 'R_shear': None, 'w_shear': None, 'gamma_shear_taper': 0.0, 'R0': 5.0, 'R1': 70.0, 'p': 2.0, 'q': 3.5}","{'eta': 0.010000021826938071, 'ring_amp': 5.2392629919214636e-08, 'M_max': 1.6725166869772525, 'bulge_gate_power': 39.695677308334815, 'lambda_hat': 22.739024526590008}"
NGC3893,Sc,intermediate,0.15,2.38,1027.545,1.0661606491133833,S,0.7316,35.4644660949707,9.35173225402832,26.112733840942383,"{'eta': 0.4772777521680066, 'ring_amp': 1.2750884016749997, 'M_max': 1.584601805385505, 'lambda_ring': 9.913808170837292, 'kappa': 0.80575, 'R_ring': 25.8, 'sigma_ring': 0.6198906597559835, 'g_bar': 0.7316, 'bulge_gate_power': 2.0, 'R_bar': None, 'w_bar': None, 'gamma_bar_taper': 0.0, 'R_shear': 4.76, 'w_shear': 0.952, 'gamma_shear_taper': 2.0, 'R0': 5.0, 'R1': 70.0, 'p': 2.0, 'q': 3.5}","{'eta': 0.06374006261016657, 'ring_amp': 3.625129615849636e-07, 'M_max': 0.7202635694333432, 'bulge_gate_power': 21.657792155797903, 'lambda_hat': 8.523690172477071}"
NGC3917,Scd,late,0.08,2.63,613.48,0.5596554865639085,S,0.7316,17.50284194946289,6.761587142944336,10.741254806518555,"{'eta': 0.6236623309421879, 'ring_amp': 1.64910942547968, 'M_max': 1.339227752499125, 'lambda_ring': 8.355821627804735, 'kappa': 0.8924799999999999, 'R_ring': 27.76, 'sigma_ring': 0.46429373520108175, 'g_bar': 0.7316, 'bulge_gate_power': 2.0, 'R_bar': None, 'w_bar': None, 'gamma_bar_taper': 0.0, 'R_shear': None, 'w_shear': None, 'gamma_shear_taper': 0.0, 'R0': 5.0, 'R1': 70.0, 'p': 2.0, 'q': 3.5}","{'eta': 0.03805981018447573, 'ring_amp': 2.5712606654175905, 'M_max': 1.6565321472819, 'bulge_gate_power': 34.3687162928068, 'lambda_hat': 20.15484116450012}"
NGC3949,Sbc,intermediate,0.3,3.59,92.855,1.3986247349224459,SB,0.45,25.306379318237305,19.342864990234375,5.96351432800293,"{'eta': 0.15843439702916554, 'ring_amp': 0.45065834999999993, 'M_max': 1.4453632615397172, 'lambda_ring': 9.437929196429119, 'kappa': 0.6429999999999999, 'R_ring': 21.599999999999998, 'sigma_ring': 0.6767406126926057, 'g_bar': 0.45, 'bulge_gate_power': 2.0, 'R_bar': 5.385, 'w_bar': 0.718, 'gamma_bar_taper': 2.5, 'R_shear': 7.18, 'w_shear': 1.436, 'gamma_shear_taper': 2.0, 'R0': 5.0, 'R1': 70.0, 'p': 2.0, 'q': 3.5}","{'eta': 0.010000050896709575, 'ring_amp': 8.359776704961229e-08, 'M_max': 1.9460718182964505, 'bulge_gate_power': 38.31353130210748, 'lambda_hat': 10.287028695079858}"
NGC3953,Sbc,intermediate,0.3,4.89,999.54,0.9527354292465582,SB,0.45,43.94445037841797,10.447746276855469,33.4967041015625,"{'eta': 0.22397061156035322, 'ring_amp': 0.45065834999999993, 'M_max': 1.3486543661569919, 'lambda_ring': 8.678093688661473, 'kappa': 0.6429999999999999, 'R_ring': 21.599999999999998, 'sigma_ring': 0.5932422252717484, 'g_bar': 0.45, 'bulge_gate_power': 2.0, 'R_bar': 7.334999999999999, 'w_bar': 0.978, 'gamma_bar_taper': 2.5, 'R_shear': 9.78, 'w_shear': 1.956, 'gamma_shear_taper': 2.0, 'R0': 5.0, 'R1': 70.0, 'p': 2.0, 'q': 3.5}","{'eta': 0.010000000197062679, 'ring_amp': 2.317329844360182e-08, 'M_max': 0.6358525688030443, 'bulge_gate_power': 32.032139916921764, 'lambda_hat': 12.110851763998232}"
NGC3972,Sbc,intermediate,0.3,2.18,793.965,0.555913092286797,SB,0.45,9.435219764709473,6.687363624572754,2.7478561401367188,"{'eta': 0.21993963275069037, 'ring_amp': 0.45065834999999993, 'M_max': 1.245827252364914, 'lambda_ring': 8.116067044803787, 'kappa': 0.6429999999999999, 'R_ring': 21.599999999999998, 'sigma_ring': 0.46281693741595537, 'g_bar': 0.45, 'bulge_gate_power': 2.0, 'R_bar': 3.2700000000000005, 'w_bar': 0.43600000000000005, 'gamma_bar_taper': 2.5, 'R_shear': None, 'w_shear': None, 'gamma_shear_taper': 0.0, 'R0': 5.0, 'R1': 70.0, 'p': 2.0, 'q': 3.5}","{'eta': 0.20994855211553748, 'ring_amp': 11.969827328198505, 'M_max': 3.7803436957243104, 'bulge_gate_power': 25.723960566196002, 'lambda_hat': 5.000002822076064}"
NGC3992,Sbc,intermediate,0.3,4.96,1628.545,0.8216167145589612,SB,0.45,21.420278549194336,9.518623352050781,11.901655197143555,"{'eta': 0.2308985461789924, 'ring_amp': 0.45065834999999993, 'M_max': 1.3138818563984498, 'lambda_ring': 8.454679113956763, 'kappa': 0.6429999999999999, 'R_ring': 21.599999999999998, 'sigma_ring': 0.5566639896458875, 'g_bar': 0.45, 'bulge_gate_power': 2.0, 'R_bar': 7.4399999999999995, 'w_bar': 0.992, 'gamma_bar_taper': 2.5, 'R_shear': None, 'w_shear': None, 'gamma_shear_taper': 0.0, 'R0': 5.0, 'R1': 70.0, 'p': 2.0, 'q': 3.5}","{'eta': 1.9925207285865327, 'ring_amp': 7.728375124782731, 'M_max': 0.5296071675724436, 'bulge_gate_power': 30.97869209802957, 'lambda_hat': 18.848255282469076}"
NGC4010,Sd,late,0.06,2.81,1305.57,0.9130215508286226,S,0.7316,29.117521286010742,9.499314308166504,19.61820697784424,"{'eta': 0.7207313423581374, 'ring_amp': 1.7729373199276797, 'M_max': 1.6497217432216214, 'lambda_ring': 9.97869747216571, 'kappa': 0.91852, 'R_ring': 28.32, 'sigma_ring': 0.5828459648010063, 'g_bar': 0.7316, 'bulge_gate_power': 2.0, 'R_bar': None, 'w_bar': None, 'gamma_bar_taper': 0.0, 'R_shear': None, 'w_shear': None, 'gamma_shear_taper': 0.0, 'R0': 5.0, 'R1': 70.0, 'p': 2.0, 'q': 3.5}","{'eta': 0.18318822792201855, 'ring_amp': 5.685047832185977e-07, 'M_max': 0.5397235294729672, 'bulge_gate_power': 22.181063126478058, 'lambda_hat': 7.16263555262619}"
NGC4013,Sb,early,0.4,3.53,5102.7,1.0064150260606501,SB,0.45,22.472938537597656,8.555434226989746,13.91750431060791,"{'eta': 0.1343101070371627, 'ring_amp': 0.3198816, 'M_max': 1.2876007709631698, 'lambda_ring': 8.417521332411741, 'kappa': 0.552, 'R_ring': 18.8, 'sigma_ring': 0.6063974984295131, 'g_bar': 0.45, 'bulge_gate_power': 2.0, 'R_bar': 5.295, 'w_bar': 0.706, 'gamma_bar_taper': 2.5, 'R_shear': 7.06, 'w_shear': 1.412, 'gamma_shear_taper': 2.0, 'R0': 5.0, 'R1': 70.0, 'p': 2.0, 'q': 3.5}","{'eta': 0.03918850979424332, 'ring_amp': 0.0015165175409720985, 'M_max': 4.914186402978453, 'bulge_gate_power': 58.513127242264076, 'lambda_hat': 14.669947384640686}"
NGC4051,Sbc,intermediate,0.3,4.65,660.39,1.098104395800981,SB,0.45,45.760738372802734,21.05459976196289,24.706138610839844,"{'eta': 0.21632944618779124, 'ring_amp': 0.45065834999999993, 'M_max': 1.3844396328296553, 'lambda_ring': 8.937140207538798, 'kappa': 0.6429999999999999, 'R_ring': 21.599999999999998, 'sigma_ring': 0.6266365623441408, 'g_bar': 0.45, 'bulge_gate_power': 2.0, 'R_bar': 6.9750000000000005, 'w_bar': 0.9300000000000002, 'gamma_bar_taper': 2.5, 'R_shear': 9.3, 'w_shear': 1.8600000000000003, 'gamma_shear_taper': 2.0, 'R0': 5.0, 'R1': 70.0, 'p': 2.0, 'q': 3.5}","{'eta': 0.010000000002080305, 'ring_amp': 5.225880653599939e-07, 'M_max': 3.4794490500692143, 'bulge_gate_power': 2.8695853874473918, 'lambda_hat': 5.186481378479707}"
NGC4068,Im,late,0.0,0.59,130.555,0.5524755520891931,S,0.7316,21.5790958404541,17.33135223388672,4.247743606567383,"{'eta': 0.6871865352201968, 'ring_amp': 2.1948, 'M_max': 1.3876940354671112, 'lambda_ring': 8.471405869664371, 'kappa': 1.0, 'R_ring': 30.0, 'sigma_ring': 0.4614577840709415, 'g_bar': 0.7316, 'bulge_gate_power': 2.0, 'R_bar': None, 'w_bar': None, 'gamma_bar_taper': 0.0, 'R_shear': None, 'w_shear': None, 'gamma_shear_taper': 0.0, 'R0': 5.0, 'R1': 70.0, 'p': 2.0, 'q': 3.5}","{'eta': 1.999999301132402, 'ring_amp': 0.2182495553120981, 'M_max': 3.601436319866917, 'bulge_gate_power': 35.25289737662737, 'lambda_hat': 49.999902691431544}"
NGC4085,Sc,intermediate,0.15,1.65,2510.73,0.8428052065780859,S,0.7316,55.27117156982422,39.21160888671875,16.05956268310547,"{'eta': 0.5007770308006324, 'ring_amp': 1.2750884016749997, 'M_max': 1.4600059285696227, 'lambda_ring': 9.063790977820647, 'kappa': 0.80575, 'R_ring': 25.8, 'sigma_ring': 0.5630192443538322, 'g_bar': 0.7316, 'bulge_gate_power': 2.0, 'R_bar': None, 'w_bar': None, 'gamma_bar_taper': 0.0, 'R_shear': None, 'w_shear': None, 'gamma_shear_taper': 0.0, 'R0': 5.0, 'R1': 70.0, 'p': 2.0, 'q': 3.5}","{'eta': 0.010000023458126301, 'ring_amp': 2.5191913072463374e-06, 'M_max': 1.8393435741466386, 'bulge_gate_power': 39.00811296235078, 'lambda_hat': 7.884029396925525}"
NGC4088,Sbc,intermediate,0.3,2.58,1994.345,0.5820029153193043,SB,0.45,67.91324615478516,30.729745864868164,37.18350028991699,"{'eta': 0.23320247469142, 'ring_amp': 0.45065834999999993, 'M_max': 1.251765667413713, 'lambda_ring': 8.139343246446384, 'kappa': 0.6429999999999999, 'R_ring': 21.599999999999998, 'sigma_ring': 0.4730448108995715, 'g_bar': 0.45, 'bulge_gate_power': 2.0, 'R_bar': 3.87, 'w_bar': 0.516, 'gamma_bar_taper': 2.5, 'R_shear': None, 'w_shear': None, 'gamma_shear_taper': 0.0, 'R0': 5.0, 'R1': 70.0, 'p': 2.0, 'q': 3.5}","{'eta': 0.01000000000056545, 'ring_amp': 1.5359575820116367e-07, 'M_max': 0.5113854926651945, 'bulge_gate_power': 36.516870642837354, 'lambda_hat': 14.290396223416439}"
NGC4100,Sbc,intermediate,0.3,2.15,4485.39,0.45715037291216454,SB,0.45,18.14743423461914,3.636977195739746,14.510457038879395,"{'eta': 0.23980416071262992, 'ring_amp': 0.45065834999999993, 'M_max': 1.2261878260284889, 'lambda_ring': 8.050138619112698, 'kappa': 0.6429999999999999, 'R_ring': 21.599999999999998, 'sigma_ring': 0.4230799738570394, 'g_bar': 0.45, 'bulge_gate_power': 2.0, 'R_bar': 3.2249999999999996, 'w_bar': 0.43, 'gamma_bar_taper': 2.5, 'R_shear': None, 'w_shear': None, 'gamma_shear_taper': 0.0, 'R0': 5.0, 'R1': 70.0, 'p': 2.0, 'q': 3.5}","{'eta': 0.05924623505269625, 'ring_amp': 8.512708966100493e-06, 'M_max': 0.7743844733764789, 'bulge_gate_power': 38.45070435603251, 'lambda_hat': 5.214343434176102}"
NGC4138,S0,early,0.7,1.51,1976.06,1.2944965109320856,S,0.7316,13.723994255065918,6.240718364715576,7.483275890350342,"{'eta': 0.016957299500716543, 'ring_amp': 0.28627727480000004, 'M_max': 1.2076346390868562, 'lambda_ring': 8.042969424362733, 'kappa': 0.363, 'R_ring': 10.400000000000002, 'sigma_ring': 0.6618141088502549, 'g_bar': 0.7316, 'bulge_gate_power': 2.0, 'R_bar': None, 'w_bar': None, 'gamma_bar_taper': 0.0, 'R_shear': 3.02, 'w_shear': 0.6040000000000001, 'gamma_shear_taper': 2.0, 'R0': 5.0, 'R1': 70.0, 'p': 2.0, 'q': 3.5}","{'eta': 0.0622563150965203, 'ring_amp': 14.881704928392118, 'M_max': 2.7950227721998138, 'bulge_gate_power': 31.549654469170775, 'lambda_hat': 48.534343383467814}"
NGC4157,Sb,early,0.4,2.32,11906.935,0.666140608816816,SB,0.45,37.613067626953125,17.29313850402832,20.319929122924805,"{'eta': 0.1362342990446458, 'ring_amp': 0.3198816, 'M_max': 1.2391100422804426, 'lambda_ring': 8.124551569756163, 'kappa': 0.552, 'R_ring': 18.8, 'sigma_ring': 0.5047271278759473, 'g_bar': 0.45, 'bulge_gate_power': 2.0, 'R_bar': 3.4799999999999995, 'w_bar': 0.46399999999999997, 'gamma_bar_taper': 2.5, 'R_shear': None, 'w_shear': None, 'gamma_shear_taper': 0.0, 'R0': 5.0, 'R1': 70.0, 'p': 2.0, 'q': 3.5}","{'eta': 0.020749099324476716, 'ring_amp': 3.4661866686637657e-09, 'M_max': 0.82667273471916, 'bulge_gate_power': 39.00784285277943, 'lambda_hat': 5.935307375281179}"
NGC4183,Scd,late,0.08,2.79,549.29,0.6271423079253524,S,0.7316,11.805416107177734,6.474160671234131,5.3312554359436035,"{'eta': 0.6166282111542761, 'ring_amp': 1.64910942547968, 'M_max': 1.386822453966913, 'lambda_ring': 8.553079080150498, 'kappa': 0.8924799999999999, 'R_ring': 27.76, 'sigma_ring': 0.4903148308407163, 'g_bar': 0.7316, 'bulge_gate_power': 2.0, 'R_bar': None, 'w_bar': None, 'gamma_bar_taper': 0.0, 'R_shear': None, 'w_shear': None, 'gamma_shear_taper': 0.0, 'R0': 5.0, 'R1': 70.0, 'p': 2.0, 'q': 3.5}","{'eta': 0.08282919111346201, 'ring_amp': 1.9129907569471534, 'M_max': 2.843120877369757, 'bulge_gate_power': 51.55291971332983, 'lambda_hat': 11.788634663810246}"
NGC4214,Im,late,0.0,0.51,654.335,0.7355493952968803,S,0.7316,31.08163833618164,6.746250629425049,24.335387706756592,"{'eta': 0.8725899706175002, 'ring_amp': 2.1948, 'M_max': 1.5777425214226577, 'lambda_ring': 9.345900921177169, 'kappa': 1.0, 'R_ring': 30.0, 'sigma_ring': 0.5290507347433757, 'g_bar': 0.7316, 'bulge_gate_power': 2.0, 'R_bar': None, 'w_bar': None, 'gamma_bar_taper': 0.0, 'R_shear': None, 'w_shear': None, 'gamma_shear_taper': 0.0, 'R0': 5.0, 'R1': 70.0, 'p': 2.0, 'q': 3.5}","{'eta': 1.9999972036262652, 'ring_amp': 0.4378366685819522, 'M_max': 4.865152187765429, 'bulge_gate_power': 20.949203839405254, 'lambda_hat': 49.99987316054925}"
NGC4217,Sb,early,0.4,2.94,2186.755,1.29043485181157,SB,0.45,55.94365310668945,38.62028121948242,17.32337188720703,"{'eta': 0.13073982719168753, 'ring_amp': 0.3198816, 'M_max': 1.3217296268257472, 'lambda_ring': 8.683929305701406, 'kappa': 0.552, 'R_ring': 18.8, 'sigma_ring': 0.6611847426500779, 'g_bar': 0.45, 'bulge_gate_power': 2.0, 'R_bar': 4.41, 'w_bar': 0.588, 'gamma_bar_taper': 2.5, 'R_shear': 5.88, 'w_shear': 1.176, 'gamma_shear_taper': 2.0, 'R0': 5.0, 'R1': 70.0, 'p': 2.0, 'q': 3.5}","{'eta': 0.016609128963141734, 'ring_amp': 10.265515086805088, 'M_max': 1.1697137445937988, 'bulge_gate_power': 33.122472202555116, 'lambda_hat': 19.78955632609514}"
NGC4389,Sbc,intermediate,0.3,2.79,161.36,1.0157464555695033,SB,0.45,105.45355987548828,99.3134765625,6.140083312988281,"{'eta': 0.17739692526527123, 'ring_amp': 0.45065834999999993, 'M_max': 1.3646144712639934, 'lambda_ring': 8.790178511502656, 'kappa': 0.6429999999999999, 'R_ring': 21.599999999999998, 'sigma_ring': 0.6085827730400863, 'g_bar': 0.45, 'bulge_gate_power': 2.0, 'R_bar': 4.1850000000000005, 'w_bar': 0.558, 'gamma_bar_taper': 2.5, 'R_shear': 5.58, 'w_shear': 1.116, 'gamma_shear_taper': 2.0, 'R0': 5.0, 'R1': 70.0, 'p': 2.0, 'q': 3.5}","{'eta': 0.010000000310119514, 'ring_amp': 4.937967615227615e-07, 'M_max': 0.5750411371652515, 'bulge_gate_power': 36.06043060673551, 'lambda_hat': 16.707232068028965}"
NGC4559,Scd,late,0.08,2.1,801.31,0.8607420054913026,S,0.7316,30.017601013183594,7.6715569496154785,22.346044063568115,"{'eta': 0.6391232629411383, 'ring_amp': 1.64910942547968, 'M_max': 1.5711982661812196, 'lambda_ring': 9.549003973673292, 'kappa': 0.8924799999999999, 'R_ring': 27.76, 'sigma_ring': 0.5682631788759023, 'g_bar': 0.7316, 'bulge_gate_power': 2.0, 'R_bar': None, 'w_bar': None, 'gamma_bar_taper': 0.0, 'R_shear': None, 'w_shear': None, 'gamma_shear_taper': 0.0, 'R0': 5.0, 'R1': 70.0, 'p': 2.0, 'q': 3.5}","{'eta': 0.08784836634383036, 'ring_amp': 5.997864870894413e-07, 'M_max': 1.019381643728207, 'bulge_gate_power': 47.91892343954896, 'lambda_hat': 26.111483946311605}"
NGC5005,Sbc,intermediate,0.3,9.45,48.285,1.4472348526882328,SB,0.45,32.61619567871094,22.344972610473633,10.271223068237305,"{'eta': 0.1364474808082625, 'ring_amp': 0.45065834999999993, 'M_max': 1.453552819462935, 'lambda_ring': 9.5105178587671, 'kappa': 0.6429999999999999, 'R_ring': 21.599999999999998, 'sigma_ring': 0.6829762954237857, 'g_bar': 0.45, 'bulge_gate_power': 2.0, 'R_bar': 14.174999999999999, 'w_bar': 1.89, 'gamma_bar_taper': 2.5, 'R_shear': 18.9, 'w_shear': 3.78, 'gamma_shear_taper': 2.0, 'R0': 5.0, 'R1': 70.0, 'p': 2.0, 'q': 3.5}","{'eta': 0.010000003677622986, 'ring_amp': 0.09434100544845345, 'M_max': 3.9484205714332434, 'bulge_gate_power': 59.90891202586982, 'lambda_hat': 5.0000221054879725}"
NGC5033,Sc,intermediate,0.15,5.16,307.47,1.3607924023330549,S,0.7316,26.28984260559082,9.32780933380127,16.96203327178955,"{'eta': 0.42009001191359824, 'ring_amp': 1.2750884016749997, 'M_max': 1.7189251255374107, 'lambda_ring': 10.999428233712258, 'kappa': 0.80575, 'R_ring': 25.8, 'sigma_ring': 0.6715765087559435, 'g_bar': 0.7316, 'bulge_gate_power': 2.0, 'R_bar': None, 'w_bar': None, 'gamma_bar_taper': 0.0, 'R_shear': 10.32, 'w_shear': 2.064, 'gamma_shear_taper': 2.0, 'R0': 5.0, 'R1': 70.0, 'p': 2.0, 'q': 3.5}","{'eta': 0.033892603451108665, 'ring_amp': 14.868520698707986, 'M_max': 1.420992258957566, 'bulge_gate_power': 15.475771628736464, 'lambda_hat': 8.269223500070199}"
