cluster,theta_E_obs,theta_E_pred,error,chi2,R_500,ell0,A_c
MACS0416,30.0,26.864144489367057,-3.1358555106329433,4.370484348251999,1200.0,214.4637263877534,15.820347885180475
MACS0717,55.0,55.60030300447526,0.6003030044752578,0.04004041079800237,1800.0,251.10745418438896,16.21437483881772
A2744,26.0,24.969407679090338,-1.030592320909662,0.2655301329794909,1430.0,229.6046968333324,16.24414232986357
RXJ1347,32.0,32.73235597798391,0.7323559779839073,0.1340863196221913,1338.9826249546618,223.80484629569494,16.341974344322676
A370,38.0,36.56322033949194,-1.4367796605080585,0.516083948212413,1300.0,221.2470773257297,16.80752437460254
CL0024,24.0,26.905779246948544,2.905779246948544,1.3509684851194959,1180.0,213.06601559075406,16.01606398986704
