Galaxy,rmse,median_ape,n_points
UGC08286,19.558748765081877,0.23740227525310148,17
UGC08490,23.03291586058868,0.3018772267026079,30
UGC08550,12.941934594545751,0.2614028306723427,11
UGC08699,28.967104822509636,0.03603482276775213,41
UGC08837,9.788781933943818,0.3081079912371263,8
UGC09037,65.79652808529919,0.4501642758613078,22
UGC09133,41.74511929734842,0.13443336062778216,68
UGC11455,82.39116751548129,0.3308928651825417,36
UGC11557,47.11830056372066,0.7987603302568889,12
UGC11820,16.72187766746294,0.30727202567093137,10
UGC11914,98.21991594355207,0.3406953732512272,65
UGC12506,32.64684736551288,0.08045044965774943,31
UGC12632,14.342915444737843,0.28883594814870983,15
UGC12732,20.611503790267513,0.3093043018517142,16
UGCA442,15.203120538389088,0.3157619753822394,8
UGCA444,7.247837952770062,0.23610234516588552,36
