Galaxy,rmse,median_ape,n_points
CamB,11.284540986273887,1.1934146652016944,9
D631-7,12.822998175415476,0.25721952952105376,16
DDO064,5.320703476918855,0.1605145224805452,14
DDO154,12.762126269779808,0.3257073585677914,12
DDO161,5.051737140515336,0.08745444802200839,31
DDO168,4.160338722110116,0.08714364372945152,10
DDO170,7.938887166859583,0.13573966100213225,8
ESO079-G014,27.856550966715393,0.14682850518030993,15
ESO116-G012,6.92491380061401,0.07580329215927556,15
ESO563-G021,48.65950928696109,0.16765952370862305,30
F563-1,41.29041471777134,0.43020186735928656,17
F563-V2,32.41211024422732,0.46219234103916473,10
F568-1,40.10393816976402,0.35048336035043826,12
F568-3,18.922837844900805,0.1921234681734145,18
F568-V1,42.716864969147586,0.4503146904300265,15
F571-8,36.23395120992682,0.3033558360053145,13
F574-1,14.522106496436496,0.14060841351070796,14
F579-V1,23.877620792596225,0.1591108174785337,14
F583-1,26.611759357801166,0.4981385702053737,25
F583-4,8.034907456001,0.14470120734014402,12
IC2574,3.2302890138323486,0.028184260214107748,34
IC4202,96.034297888887,0.43999127398987303,32
KK98-251,2.1666829291407645,0.08020968819025336,15
NGC0024,24.674177426390653,0.26826289561582883,29
NGC0055,10.930534032440608,0.09939110679199556,21
NGC0100,3.913795960025118,0.0535303078008796,21
NGC0247,9.808744503933466,0.07376169548416947,26
NGC0289,23.750876727994584,0.09335938291273835,28
NGC0300,10.907617949320281,0.12624693664480516,25
NGC0801,68.55373285680409,0.3622190743939617,13
NGC0891,171.39492865544705,0.7875518501164247,18
NGC1003,22.994145568243503,0.20369259658531894,36
NGC1090,53.26776854229945,0.36114412508546967,24
NGC1705,23.86220005381939,0.3521864571923255,14
NGC2366,4.227475297029779,0.10148782710577814,26
NGC2403,19.307573381071226,0.11956514832868785,73
NGC2683,43.59851986925315,0.23229357216065702,11
NGC2841,43.5798704093743,0.09932406885069214,50
NGC2903,73.17327037449684,0.26683698766570996,34
NGC2915,35.44569032332105,0.4675093724906992,30
NGC2955,90.49935266962494,0.336250668509697,24
NGC2976,32.76391544314922,0.46653488449835456,27
NGC2998,35.84651178189842,0.1824498013165395,13
NGC3109,18.331904443844497,0.3774663933655539,25
NGC3198,17.641744435533003,0.09252129472021912,43
NGC3521,75.99357786673576,0.36189874546112705,41
NGC3726,50.87764120004435,0.3493092809766272,12
NGC3741,19.75686548042666,0.5245582568813879,21
NGC3769,21.160120002936978,0.13294771811527525,12
NGC3877,128.1306725541456,0.8184571117245872,13
NGC3893,66.60316380935166,0.3564928081986386,10
NGC3917,31.638969826032895,0.24129801755688096,17
NGC3953,166.94923838105473,0.7632368466551152,8
NGC3972,37.792754489943995,0.32412690281163076,10
NGC3992,68.18407706565912,0.29582503853739633,9
NGC4010,43.67547127007892,0.41924750503525177,12
NGC4013,59.64958634986378,0.3306414719545461,36
NGC4088,139.23368788445705,0.8666252318089633,12
NGC4100,53.88930146957802,0.29527843992462155,24
NGC4157,88.30005398393644,0.491862310650734,17
NGC4183,8.857078844469543,0.059883273114452594,23
NGC4214,13.960113298500946,0.18514583343714153,14
NGC4217,127.78133956793378,0.6520740708218589,19
NGC4559,30.17027269322404,0.2689685713012633,32
NGC5005,169.32945539409357,0.6007605484572034,18
NGC5033,39.53168206289017,0.09055041313662232,22
NGC5055,63.476269733256466,0.2573859419537447,28
NGC5371,125.47624090390951,0.6404973468345249,19
NGC5585,8.94585879679252,0.13027489295873307,24
NGC5907,54.08539213896403,0.25420407581397664,19
NGC5985,43.03006948598973,0.12057080248915754,33
NGC6015,11.198635509566842,0.06938350941170554,44
NGC6195,115.23038987591556,0.436651892736473,23
NGC6503,13.372642411418235,0.08209089395448384,31
NGC6674,10.877470314542814,0.03436237847665269,15
NGC6946,80.33665658341856,0.4869637645328682,58
NGC7331,133.20679598533349,0.5438810668257765,36
NGC7793,14.138909216440824,0.15806104316292507,46
NGC7814,53.153940771471476,0.20714952593008065,18
