Galaxy,rmse,median_ape,n_points
UGC00128,38.63405735211134,0.30371568825585804,22
UGC00191,14.573252556347647,0.2561440677539369,9
UGC00731,23.300683878894265,0.4265583798625074,12
UGC01230,31.68110038563892,0.3465130241869617,11
UGC01281,9.383564065368844,0.2560178295298662,25
UGC02259,18.129112992502687,0.16585678981747382,8
UGC02455,73.96355625425907,2.059855563514164,8
UGC02487,10.033203240784033,0.021049182518817683,17
UGC02885,45.94649635943457,0.16116746959472006,19
UGC02916,48.27328029596487,0.16436386930422395,43
UGC02953,43.79529768797328,0.108467579709204,115
UGC03205,16.333370720198914,0.0469829931034675,48
UGC03546,76.16564381700235,0.3653918148300265,30
UGC03580,33.50762655574149,0.2712346124472881,47
UGC04278,8.436511017347087,0.0916017883459294,25
UGC04305,24.38182643623808,0.7693608443365507,22
UGC04325,16.814998894668413,0.15255451487749094,8
UGC04483,2.0468304935718673,0.08567492610674815,8
UGC04499,6.992999345237755,0.054969517292541306,9
UGC05005,17.128381435938625,0.17837482578527208,11
UGC05253,36.88320730746713,0.16226300913213929,73
UGC05716,18.596613675004335,0.3285567959622525,12
UGC05721,26.610662451271132,0.3523306041604592,23
UGC05750,13.181999070540629,0.2552569953766864,11
UGC05764,17.847197946419545,0.4053131729024544,10
UGC05829,8.68914617138658,0.1443370403449947,11
UGC05918,8.962988369505807,0.2265432366838766,8
UGC05986,5.101993506230556,0.04757083883583466,15
UGC06399,5.894096416079768,0.07606216410150765,9
UGC06446,20.1614872380892,0.3016144303562008,17
UGC06614,31.983549192524034,0.19036889408524263,13
UGC06667,30.153101808236954,0.4900695240333768,9
UGC06786,25.74086991639616,0.04500377830686584,45
UGC06787,44.51201157097298,0.14023002155406566,71
UGC06818,11.790441435302776,0.19907719293038845,8
UGC06917,12.841477301995626,0.07829461616630759,11
UGC06930,14.855488406993102,0.1459888467805679,10
UGC06973,212.08049655329282,1.1904107672088045,9
UGC06983,12.807020599492686,0.12532110564469823,17
UGC07089,19.326386374541514,0.31194422285054935,12
UGC07125,12.365348271424422,0.10014181192890224,13
UGC07151,15.489939810808343,0.15611060198273952,11
UGC07323,26.01480164755366,0.3315942440380473,10
UGC07399,29.160152146707787,0.32848770208670597,10
UGC07524,11.276923367668484,0.1818434637462646,31
UGC07577,8.874678309931838,0.7997671244322241,9
UGC07603,9.409629139073612,0.16983410476889077,12
UGC07608,16.91647594432826,0.34097400198848743,8
UGC08286,17.280329086724958,0.20491594217949688,17
UGC08490,20.819899564569415,0.2721277733018334,30
UGC08550,11.26662887085406,0.23477213521890175,11
UGC08699,27.099709078980055,0.054778288327211565,41
UGC08837,11.937034714945543,0.3852214675285448,8
UGC09037,74.27132087137797,0.5221158942330961,22
UGC09133,41.56593142830346,0.1338598848120774,68
UGC11455,88.10699036918741,0.3583729477802506,36
UGC11557,50.64536820194561,0.860851568049728,12
UGC11820,16.437128542537597,0.30361872123879624,10
UGC11914,110.01036190741308,0.3842510910631563,65
UGC12506,33.440442112352734,0.05834284651508599,31
UGC12632,12.840294566324381,0.2462491087508393,15
UGC12732,18.370974469816716,0.2778931532015298,16
UGCA442,13.711696113113495,0.29235346434112386,8
UGCA444,6.400672558761565,0.2004312749338571,36
