Galaxy,Galaxy_Type,Galaxy_Class,Radius_kpc,Boundary_kpc,In_Outer_Region,Observed_Speed_km_s,Baryonic_Speed_km_s,GR_Speed_km_s,GR_Percent_Off,G_Predicted,Predicted_Speed_km_s,Model_Percent_Off,Baryonic_Mass_Msun,Model
NGC0300,Sd,spiral,2.72,9.440000000000001,False,65.6,48.932779401951,48.932779401951,25.40734847263566,1.0,48.932779401951,25.40734847263566,5000000000.0,shell
NGC0300,Sd,spiral,3.17,9.440000000000001,False,70.8,50.480419966557335,50.480419966557335,28.69997179864783,1.0,50.480419966557335,28.69997179864783,5000000000.0,shell
NGC0300,Sd,spiral,3.63,9.440000000000001,False,82.1,51.177405170641464,51.177405170641464,37.664549122239386,1.0,51.177405170641464,37.664549122239386,5000000000.0,shell
NGC0300,Sd,spiral,4.08,9.440000000000001,False,84.1,51.47697155039329,51.47697155039329,38.7907591552993,1.0,51.47697155039329,38.7907591552993,5000000000.0,shell
NGC0300,Sd,spiral,4.54,9.440000000000001,False,83.4,51.799151537452815,51.799151537452815,37.89070559058416,1.0,51.799151537452815,37.89070559058416,5000000000.0,shell
NGC0300,Sd,spiral,4.99,9.440000000000001,False,81.5,51.50248537692138,51.50248537692138,36.80676640868543,1.0046247701931939,51.6214415789221,36.66080787862319,5000000000.0,shell
NGC0300,Sd,spiral,5.45,9.440000000000001,False,80.8,50.89250828953118,50.89250828953118,37.014222413946555,1.0332365963953092,51.73134214456957,35.97606170226538,5000000000.0,shell
NGC0300,Sd,spiral,5.9,9.440000000000001,False,82.8,50.53640272120681,50.53640272120681,38.96569719661013,1.0841114896601998,52.61884347422408,36.45067213257961,5000000000.0,shell
NGC0300,Sd,spiral,6.36,9.440000000000001,False,88.2,51.20557098597769,51.20557098597769,41.94379706805251,1.1547605392701816,55.025396490639466,37.612929148934846,5000000000.0,shell
NGC0300,Sd,spiral,6.81,9.440000000000001,False,88.5,51.959603539673004,51.959603539673004,41.28858357099096,1.2358438527595939,57.76271918822634,34.731390747766845,5000000000.0,shell
NGC0300,Sd,spiral,7.26,9.440000000000001,False,88.4,52.38436885178631,52.38436885178631,40.74166419481187,1.3214977231891125,60.21919218407805,31.87874187321488,5000000000.0,shell
NGC0300,Sd,spiral,7.71,9.440000000000001,False,88.2,52.05041594454361,52.05041594454361,40.98592296537006,1.4040954161199908,61.67689688142828,30.071545485908985,5000000000.0,shell
NGC0300,Sd,spiral,8.17,9.440000000000001,False,89.5,50.88195849218071,50.88195849218071,43.14864972940703,1.4777165951493636,61.85280430906307,30.890721442387633,5000000000.0,shell
NGC0300,Sd,spiral,8.62,9.440000000000001,False,89.7,49.48285056461481,49.48285056461481,44.83517216876833,1.5326284485957518,61.2594582034501,31.70628962826076,5000000000.0,shell
NGC0300,Sd,spiral,9.07,9.440000000000001,False,93.7,48.335640059897834,48.335640059897834,48.414471654324615,1.5656847642056468,60.481093777015246,35.452407922075516,5000000000.0,shell
NGC0300,Sd,spiral,9.53,9.440000000000001,True,97.0,47.357530552173,47.357530552173,51.17780355446082,1.7265977912461656,62.22782742446439,35.847600593335684,5000000000.0,shell
NGC0300,Sd,spiral,9.96,9.440000000000001,True,96.2,46.003069462808675,46.003069462808675,52.17976147317186,1.7431101329125733,60.736424784016876,36.86442330143776,5000000000.0,shell
NGC0300,Sd,spiral,10.45,9.440000000000001,True,94.8,44.57645118221055,44.57645118221055,52.978427022984654,1.7610788927721996,59.15546825672101,37.59971702877531,5000000000.0,shell
NGC0300,Sd,spiral,10.93,9.440000000000001,True,92.5,43.25441942738337,43.25441942738337,53.23846548390988,1.777881941605558,57.67424879147384,37.649460765974226,5000000000.0,shell
NGC0300,Sd,spiral,11.32,9.440000000000001,True,92.8,42.18011142706951,42.18011142706951,54.54729372083027,1.790999730690289,56.44889994193377,39.171444028088615,5000000000.0,shell
NGC0300,Sd,spiral,11.8,9.440000000000001,True,93.5,41.36379697271516,41.36379697271516,55.76064494896775,1.8065378118893742,55.59604858998656,40.53898546525502,5000000000.0,shell
NGC0801,Sc,spiral,1.17,47.856,False,123.0,183.67812063498474,183.67812063498474,49.33180539429653,,,,0.0,shell
NGC0801,Sc,spiral,1.56,47.856,False,142.0,210.68792205534706,210.68792205534706,48.371776095314836,,,,0.0,shell
NGC0801,Sc,spiral,1.96,47.856,False,205.0,232.4094131054076,232.4094131054076,13.370445417271997,,,,0.0,shell
NGC0801,Sc,spiral,2.73,47.856,False,228.0,264.70710455142677,264.70710455142677,16.099607259397704,,,,0.0,shell
NGC0801,Sc,spiral,3.52,47.856,False,238.0,281.64283001702705,281.64283001702705,18.33732353656599,,,,0.0,shell
NGC0801,Sc,spiral,10.59,47.856,False,229.0,270.16796423706495,270.16796423706495,17.97727695941701,,,,0.0,shell
NGC0801,Sc,spiral,17.65,47.856,False,225.0,246.46340823740957,246.46340823740957,9.539292549959807,,,,0.0,shell
NGC0801,Sc,spiral,24.61,47.856,False,220.0,231.55375229090976,231.55375229090976,5.251705586777162,,,,0.0,shell
NGC0801,Sc,spiral,31.67,47.856,False,222.0,227.31047072231408,227.31047072231408,2.392103928970306,,,,0.0,shell
NGC0801,Sc,spiral,38.74,47.856,False,219.0,211.61590890100868,211.61590890100868,3.3717310954298263,,,,0.0,shell
NGC0801,Sc,spiral,45.8,47.856,False,214.0,192.45075240175083,192.45075240175083,10.069741868340731,,,,0.0,shell
NGC0801,Sc,spiral,52.86,47.856,True,216.0,179.65069329117546,179.65069329117546,16.82838273556692,,,,0.0,shell
NGC0801,Sc,spiral,59.82,47.856,True,216.0,171.7692527782548,171.7692527782548,20.477197787844993,,,,0.0,shell
NGC0891,Sb,spiral,0.92,13.688,False,234.0,282.42250972611936,282.42250972611936,20.693380224837334,,,,0.0,shell
NGC0891,Sb,spiral,2.32,13.688,False,192.0,336.87943318047775,336.87943318047775,75.45803811483216,,,,0.0,shell
NGC0891,Sb,spiral,3.24,13.688,False,212.0,361.61383408271314,361.61383408271314,70.57256324656281,,,,0.0,shell
NGC0891,Sb,spiral,4.17,13.688,False,223.0,341.320654517127,341.320654517127,53.058589469563685,,,,0.0,shell
NGC0891,Sb,spiral,5.1,13.688,False,222.0,319.9545670872663,319.9545670872663,44.12367886813797,,,,0.0,shell
NGC0891,Sb,spiral,6.03,13.688,False,224.0,303.70049802395783,303.70049802395783,35.58057947498118,,,,0.0,shell
NGC0891,Sb,spiral,6.96,13.688,False,224.0,292.4001600546758,292.4001600546758,30.535785738694546,,,,0.0,shell
NGC0891,Sb,spiral,7.89,13.688,False,226.0,279.5277132951221,279.5277132951221,23.68482889164695,,,,0.0,shell
NGC0891,Sb,spiral,8.8,13.688,False,226.0,272.4550724431461,272.4550724431461,20.555341789002696,,,,0.0,shell
NGC0891,Sb,spiral,9.73,13.688,False,227.0,259.2850338912757,259.2850338912757,14.222481890429824,,,,0.0,shell
NGC0891,Sb,spiral,10.64,13.688,False,227.0,249.55605502571962,249.55605502571962,9.936588117057099,,,,0.0,shell
NGC0891,Sb,spiral,11.58,13.688,False,224.0,242.12093837584558,242.12093837584558,8.089704632073921,,,,0.0,shell
NGC0891,Sb,spiral,12.52,13.688,False,220.0,232.08317323752706,232.08317323752706,5.49235147160321,,,,0.0,shell
NGC0891,Sb,spiral,13.46,13.688,False,218.0,226.8497178750725,226.8497178750725,4.059503612418585,,,,0.0,shell
NGC0891,Sb,spiral,14.4,13.688,True,217.0,220.0504189952839,220.0504189952839,1.405723039301339,,,,0.0,shell
NGC0891,Sb,spiral,15.33,13.688,True,216.0,212.87548966473335,212.87548966473335,1.4465325626234486,,,,0.0,shell
NGC0891,Sb,spiral,16.27,13.688,True,210.0,206.4204493261266,206.4204493261266,1.7045479399397139,,,,0.0,shell
NGC0891,Sb,spiral,17.11,13.688,True,208.0,200.283838838784,200.283838838784,3.709692865969234,,,,0.0,shell
NGC1003,Scd,spiral,1.25,24.192,False,47.0,57.01686504886076,57.01686504886076,21.312478827363314,1.0,57.01686504886076,21.312478827363314,2500000000.0,shell
NGC1003,Scd,spiral,2.08,24.192,False,59.5,64.91441904538621,64.91441904538621,9.099863941825564,1.0,64.91441904538621,9.099863941825564,2500000000.0,shell
NGC1003,Scd,spiral,2.9,24.192,False,71.6,75.68595774646707,75.68595774646707,5.706644897300382,1.0,75.68595774646707,5.706644897300382,2500000000.0,shell
NGC1003,Scd,spiral,3.73,24.192,False,77.6,79.09558584396477,79.09558584396477,1.9273013453154326,1.0,79.09558584396477,1.9273013453154326,2500000000.0,shell
NGC1003,Scd,spiral,4.56,24.192,False,83.4,81.36574770749667,81.36574770749667,2.439151429860119,1.0,81.36574770749667,2.439151429860119,2500000000.0,shell
NGC1003,Scd,spiral,5.39,24.192,False,89.7,81.69283750733598,81.69283750733598,8.926602555924216,1.0,81.69283750733598,8.926602555924216,2500000000.0,shell
NGC1003,Scd,spiral,6.22,24.192,False,93.8,76.49868495601739,76.49868495601739,18.444898767572084,1.0,76.49868495601739,18.444898767572084,2500000000.0,shell
NGC1003,Scd,spiral,7.04,24.192,False,99.0,73.41334006840991,73.41334006840991,25.845111042010195,1.0,73.41334006840991,25.845111042010195,2500000000.0,shell
NGC1003,Scd,spiral,7.87,24.192,False,103.0,71.27428287959128,71.27428287959128,30.80166710719293,1.0,71.27428287959128,30.80166710719293,2500000000.0,shell
NGC1003,Scd,spiral,8.7,24.192,False,100.0,68.96441111181912,68.96441111181912,31.035588888180882,1.0,68.96441111181912,31.035588888180882,2500000000.0,shell
NGC1003,Scd,spiral,9.54,24.192,False,98.3,66.5529278093759,66.5529278093759,32.296105992496535,1.0,66.5529278093759,32.296105992496535,2500000000.0,shell
NGC1003,Scd,spiral,10.34,24.192,False,98.4,63.969531810073455,63.969531810073455,34.990313201144865,1.0,63.969531810073455,34.990313201144865,2500000000.0,shell
NGC1003,Scd,spiral,11.21,24.192,False,94.5,62.062430664613835,62.062430664613835,34.325470196175836,1.0,62.062430664613835,34.325470196175836,2500000000.0,shell
NGC1003,Scd,spiral,11.98,24.192,False,94.9,60.79630416398681,60.79630416398681,35.93645504321727,1.0,60.79630416398681,35.93645504321727,2500000000.0,shell
NGC1003,Scd,spiral,12.85,24.192,False,95.3,59.46779380471416,59.46779380471416,37.59937691005859,1.006305108090469,59.65497465338188,37.402964686902536,2500000000.0,shell
NGC1003,Scd,spiral,13.72,24.192,False,96.9,58.21111405908669,58.21111405908669,39.92661087813551,1.0289109311672833,59.046587263361914,39.06440942893508,2500000000.0,shell
NGC1003,Scd,spiral,14.49,24.192,False,97.2,57.09418359167596,57.09418359167596,41.26112799210293,1.0617375700521845,58.83021829536088,39.4750840582707,2500000000.0,shell
NGC1003,Scd,spiral,15.36,24.192,False,100.0,55.8984373663522,55.8984373663522,44.1015626336478,1.1116020534043622,58.9351424501524,41.0648575498476,2500000000.0,shell
NGC1003,Scd,spiral,16.13,24.192,False,104.0,54.746004420414096,54.746004420414096,47.35961113421722,1.165086906591005,59.09239456069254,43.180389845487944,2500000000.0,shell
NGC1003,Scd,spiral,17.0,24.192,False,104.0,54.151558610994755,54.151558610994755,47.93119364327428,1.2332991996439935,60.13747453404582,42.17550525572517,2500000000.0,shell
NGC1003,Scd,spiral,17.78,24.192,False,105.0,52.60509195885889,52.60509195885889,49.899912420134385,1.2987372815735436,59.94989653642579,42.90486044149925,2500000000.0,shell
NGC1003,Scd,spiral,18.65,24.192,False,109.0,51.33711035888171,51.33711035888171,52.901733615704856,1.3731044440955125,60.156589431240484,44.81046841170598,2500000000.0,shell
NGC1003,Scd,spiral,19.52,24.192,False,110.0,49.46464191723215,49.46464191723215,55.03214371160714,1.4452739194236928,59.46616784835774,45.939847410583866,2500000000.0,shell
NGC1003,Scd,spiral,20.29,24.192,False,107.0,48.5232336103026,48.5232336103026,54.65118354177328,1.5043653358264977,59.5149939220185,44.378510353253745,2500000000.0,shell
NGC1003,Scd,spiral,21.16,24.192,False,106.0,47.603177414958346,47.603177414958346,55.09134206136005,1.5626500647514407,59.506829123688085,43.86148195878483,2500000000.0,shell
NGC1003,Scd,spiral,21.93,24.192,False,106.0,46.378116606865355,46.378116606865355,56.24705980484401,1.6044449221112134,58.74562311341327,44.57960083640258,2500000000.0,shell
NGC1003,Scd,spiral,22.8,24.192,False,108.0,45.25024861810154,45.25024861810154,58.10162164990598,1.638429344793256,57.92083692384373,46.36959544088544,2500000000.0,shell
NGC1003,Scd,spiral,23.67,24.192,False,109.0,43.86181596787802,43.86181596787802,59.75980186433209,1.6567269451323392,56.45625632525293,48.205269426373455,2500000000.0,shell
NGC1003,Scd,spiral,24.44,24.192,True,110.0,43.73600004572892,43.73600004572892,60.23999995842825,1.9836453648759929,61.59863340501196,44.00124235908004,2500000000.0,shell
NGC1003,Scd,spiral,25.31,24.192,True,110.0,42.9900569899599,42.9900569899599,60.91813000912737,1.9986787925530862,60.77703692236916,44.74814825239167,2500000000.0,shell
NGC1003,Scd,spiral,26.08,24.192,True,110.0,42.2120835780467,42.2120835780467,61.625378565412085,2.0115592764666395,59.8691657897857,45.57348564564937,2500000000.0,shell
NGC1003,Scd,spiral,26.95,24.192,True,113.0,42.72483352805485,42.72483352805485,62.190412807031095,2.025662687464863,60.80845140482528,46.187211146172324,2500000000.0,shell
NGC1003,Scd,spiral,27.73,24.192,True,114.0,44.93768129309744,44.93768129309744,60.58098132184435,2.037925303374279,64.15120088971493,43.72701676340796,2500000000.0,shell
NGC1003,Scd,spiral,28.6,24.192,True,112.0,45.24908949360197,45.24908949360197,59.59902723785539,2.0512023538277844,64.8058330749289,42.13764904024206,2500000000.0,shell
NGC1003,Scd,spiral,29.47,24.192,True,113.0,46.95979663499406,46.95979663499406,58.442657845137994,2.0640815124466454,67.46672508045259,40.2949335571216,2500000000.0,shell
NGC1003,Scd,spiral,30.24,24.192,True,115.0,48.82695362194943,48.82695362194943,57.54177945917441,2.0751670127572672,70.33737502450626,38.83706519608152,2500000000.0,shell
NGC1090,Sbc,spiral,0.35,24.072000000000003,False,20.9,48.76,48.76,133.30143540669857,1.0,48.76,133.30143540669857,1500000000.0,shell
NGC1090,Sbc,spiral,1.07,24.072000000000003,False,61.7,98.26,98.26,59.25445705024311,1.0,98.26,59.25445705024311,1500000000.0,shell
NGC1090,Sbc,spiral,1.6,24.072000000000003,False,81.3,114.22,114.22,40.492004920049204,1.0,114.22,40.492004920049204,1500000000.0,shell
NGC1090,Sbc,spiral,3.7,24.072000000000003,False,124.0,144.04,144.04,16.161290322580637,1.0,144.04,16.161290322580637,1500000000.0,shell
NGC1090,Sbc,spiral,5.09,24.072000000000003,False,156.0,154.24,154.24,1.1282051282051224,1.0,154.24,1.1282051282051224,1500000000.0,shell
NGC1090,Sbc,spiral,6.61,24.072000000000003,False,166.0,166.19,166.19,0.11445783132529984,1.0,166.19,0.11445783132529984,1500000000.0,shell
NGC1090,Sbc,spiral,8.17,24.072000000000003,False,165.0,171.87,171.87,4.163636363636367,1.0,171.87,4.163636363636367,1500000000.0,shell
NGC1090,Sbc,spiral,9.11,24.072000000000003,False,174.0,169.32463524248325,169.32463524248325,2.686991239952153,1.0,169.32463524248325,2.686991239952153,1500000000.0,shell
NGC1090,Sbc,spiral,10.37,24.072000000000003,False,164.0,167.16574589311054,167.16574589311054,1.930332861652768,1.0,167.16574589311054,1.930332861652768,1500000000.0,shell
NGC1090,Sbc,spiral,11.28,24.072000000000003,False,176.0,169.28614828154133,169.28614828154133,3.814688476396972,1.0,169.28614828154133,3.814688476396972,1500000000.0,shell
NGC1090,Sbc,spiral,13.62,24.072000000000003,False,174.0,167.92996754599818,167.92996754599818,3.48852439885162,1.030785209414164,170.49525359278684,2.0142220731110125,1500000000.0,shell
NGC1090,Sbc,spiral,15.04,24.072000000000003,False,168.0,163.23701847313924,163.23701847313924,2.835108051702831,1.1066747068439902,171.72307073455482,2.2161135324731096,1500000000.0,shell
NGC1090,Sbc,spiral,16.37,24.072000000000003,False,166.0,157.67489368951544,157.67489368951544,5.015124283424432,1.2098873905383627,173.4343121048204,4.4785012679641,1500000000.0,shell
NGC1090,Sbc,spiral,17.59,24.072000000000003,False,167.0,151.53043027722188,151.53043027722188,9.26321540286115,1.3212193291899283,174.17560020909875,4.2967665922746985,1500000000.0,shell
NGC1090,Sbc,spiral,18.8,24.072000000000003,False,167.0,146.28146704213765,146.28146704213765,12.406307160396619,1.436054288553557,175.29710195721043,4.9683245252757064,1500000000.0,shell
NGC1090,Sbc,spiral,20.13,24.072000000000003,False,165.0,141.09410831072998,141.09410831072998,14.488419205618193,1.5537913452432912,175.87545267927695,6.591183441986027,1500000000.0,shell
NGC1090,Sbc,spiral,21.35,24.072000000000003,False,165.0,136.81627278946024,136.81627278946024,17.08104679426652,1.6423203279347196,175.33422143183907,6.26316450414489,1500000000.0,shell
NGC1090,Sbc,spiral,22.57,24.072000000000003,False,165.0,133.22192649860608,133.22192649860608,19.259438485693284,1.7030010179850121,173.8533899651691,5.365690887981273,1500000000.0,shell
NGC1090,Sbc,spiral,23.89,24.072000000000003,False,165.0,129.75872725947954,129.75872725947954,21.358347115466945,1.7303090945444455,170.6862049347031,3.446184808910978,1500000000.0,shell
NGC1090,Sbc,spiral,25.11,24.072000000000003,True,163.0,127.03717920357016,127.03717920357016,22.06308024320849,2.212259982910098,188.95088207962817,15.920786551919123,1500000000.0,shell
NGC1090,Sbc,spiral,26.33,24.072000000000003,True,162.0,124.66476727608327,124.66476727608327,23.04643995303502,2.234843815119191,186.3662726199564,15.040909024664439,1500000000.0,shell
NGC1090,Sbc,spiral,27.65,24.072000000000003,True,162.0,122.35681019052434,122.35681019052434,24.471104820663985,2.2581292823988104,183.86647403272562,13.497823476991123,1500000000.0,shell
NGC1090,Sbc,spiral,28.87,24.072000000000003,True,162.0,120.51073188724729,120.51073188724729,25.610659328859697,2.2786826248870504,181.91463711484423,12.292985873360633,1500000000.0,shell
NGC1090,Sbc,spiral,30.09,24.072000000000003,True,160.0,118.391768717255,118.391768717255,26.00514455171562,2.298385139949044,179.48696388598196,12.179352428738728,1500000000.0,shell
NGC1705,BCD,dwarf BCD,0.22,4.800000000000001,False,50.2,33.71174869389009,33.71174869389009,32.845122123724934,1.0,33.71174869389009,32.845122123724934,5000000000.0,shell
NGC1705,BCD,dwarf BCD,0.66,4.800000000000001,False,62.2,46.8263173867004,46.8263173867004,24.71653153263601,1.0,46.8263173867004,24.71653153263601,5000000000.0,shell
NGC1705,BCD,dwarf BCD,1.11,4.800000000000001,False,72.4,46.98283622771192,46.98283622771192,35.106579795978014,1.0,46.98283622771192,35.106579795978014,5000000000.0,shell
NGC1705,BCD,dwarf BCD,1.55,4.800000000000001,False,73.2,43.03558178995608,43.03558178995608,41.20822159842065,1.0,43.03558178995608,41.20822159842065,5000000000.0,shell
NGC1705,BCD,dwarf BCD,2.0,4.800000000000001,False,72.9,39.2542851164048,39.2542851164048,46.15324401041866,1.0,39.2542851164048,46.15324401041866,5000000000.0,shell
NGC1705,BCD,dwarf BCD,2.45,4.800000000000001,False,72.6,35.70664503982417,35.70664503982417,50.81729333357553,1.0006148628384346,35.717620697512494,50.802175347778935,5000000000.0,shell
NGC1705,BCD,dwarf BCD,2.89,4.800000000000001,False,71.5,32.71683358761969,32.71683358761969,54.24219078654589,1.0570748546059276,33.63753293735235,52.954499388318396,5000000000.0,shell
NGC1705,BCD,dwarf BCD,3.34,4.800000000000001,False,71.1,30.257754378010276,30.257754378010276,57.4433834345847,1.1913137412271186,33.025527925213005,53.55059363542475,5000000000.0,shell
NGC1705,BCD,dwarf BCD,3.78,4.800000000000001,False,71.4,28.287559102898925,28.287559102898925,60.38156988389506,1.3542141651099993,32.91843276832464,53.89575242531563,5000000000.0,shell
NGC1705,BCD,dwarf BCD,4.22,4.800000000000001,False,71.5,26.962677908546105,26.962677908546105,62.28996096706839,1.4954836754339644,32.97265071645039,53.88440459237708,5000000000.0,shell
NGC1705,BCD,dwarf BCD,4.66,4.800000000000001,False,71.5,25.910028946336592,25.910028946336592,63.762197277850916,1.5695404124646277,32.4604210891312,54.60080966555077,5000000000.0,shell
NGC1705,BCD,dwarf BCD,5.11,4.800000000000001,True,71.3,25.06134872667471,25.06134872667471,64.85084330059648,1.7464634579211389,33.11953199809259,53.54904348093606,5000000000.0,shell
NGC1705,BCD,dwarf BCD,5.56,4.800000000000001,True,71.8,24.290327292978166,24.290327292978166,66.16946059473794,1.7780416565284927,32.38950660607446,54.8892665653559,5000000000.0,shell
NGC1705,BCD,dwarf BCD,6.0,4.800000000000001,True,71.5,24.13896642360646,24.13896642360646,66.2392077991518,1.8065378118893742,32.44458314801526,54.62296063214649,5000000000.0,shell
NGC2366,Im,dwarf irregular,0.12,4.848,False,4.2,3.95,3.95,5.9523809523809526,1.0,3.95,5.9523809523809526,2500000000.0,shell
NGC2366,Im,dwarf irregular,0.36,4.848,False,9.41,11.2,11.2,19.02231668437831,1.0,11.2,19.02231668437831,2500000000.0,shell
NGC2366,Im,dwarf irregular,0.59,4.848,False,15.3,15.973956929953205,15.973956929953205,4.4049472545961095,1.0,15.973956929953205,4.4049472545961095,2500000000.0,shell
NGC2366,Im,dwarf irregular,0.83,4.848,False,18.4,20.121095894607727,20.121095894607727,9.353782035911568,1.0,20.121095894607727,9.353782035911568,2500000000.0,shell
NGC2366,Im,dwarf irregular,1.07,4.848,False,23.4,23.16136869876217,23.16136869876217,1.019791885631741,1.0,23.16136869876217,1.019791885631741,2500000000.0,shell
NGC2366,Im,dwarf irregular,1.31,4.848,False,28.1,25.26232372526328,25.26232372526328,10.098492080913601,1.0,25.26232372526328,10.098492080913601,2500000000.0,shell
NGC2366,Im,dwarf irregular,1.54,4.848,False,33.1,26.190007636501367,26.190007636501367,20.876109859512493,1.0,26.190007636501367,20.876109859512493,2500000000.0,shell
NGC2366,Im,dwarf irregular,1.79,4.848,False,37.5,27.402541852901166,27.402541852901166,26.926555058930226,1.0,27.402541852901166,26.926555058930226,2500000000.0,shell
NGC2366,Im,dwarf irregular,2.02,4.848,False,40.5,28.573597953355474,28.573597953355474,29.447906288011175,1.0,28.573597953355474,29.447906288011175,2500000000.0,shell
NGC2366,Im,dwarf irregular,2.26,4.848,False,42.3,29.2724460884293,29.2724460884293,30.797999790947276,1.0,29.2724460884293,30.797999790947276,2500000000.0,shell
NGC2366,Im,dwarf irregular,2.49,4.848,False,45.2,29.29297697401205,29.29297697401205,35.19252881855741,1.0012060896096022,29.310636628416535,35.153458786689086,2500000000.0,shell
NGC2366,Im,dwarf irregular,2.74,4.848,False,47.4,29.382499893644177,29.382499893644177,38.0116035999068,1.0272804708169823,29.780587373909153,37.171756595128365,2500000000.0,shell
NGC2366,Im,dwarf irregular,2.97,4.848,False,48.1,29.722188681185642,29.722188681185642,38.20750793932299,1.0792032279039008,30.87680852610488,35.80705088127883,2500000000.0,shell
NGC2366,Im,dwarf irregular,3.21,4.848,False,48.8,30.02493796829562,30.02493796829562,38.47348776988602,1.1568610432435147,32.2940651546812,33.82363697811229,2500000000.0,shell
NGC2366,Im,dwarf irregular,3.44,4.848,False,50.7,30.246540298024172,30.246540298024172,40.342129589695915,1.2469788785807774,33.77576967889904,33.38112489369026,2500000000.0,shell
NGC2366,Im,dwarf irregular,3.69,4.848,False,52.1,30.32618835264333,30.32618835264333,41.79234481258478,1.3529448975732534,35.27425763395887,32.29509091370659,2500000000.0,shell
NGC2366,Im,dwarf irregular,3.92,4.848,False,53.0,30.403040966324404,30.403040966324404,42.635771761652066,1.4485731339387826,36.5920918865447,30.958317195198678,2500000000.0,shell
NGC2366,Im,dwarf irregular,4.16,4.848,False,53.7,30.251112376241636,30.251112376241636,43.666457399922464,1.5370763290804828,37.50499104940776,30.158303446168055,2500000000.0,shell
NGC2366,Im,dwarf irregular,4.4,4.848,False,51.2,30.131891742803006,30.131891742803006,41.14864893983788,1.6056938182335658,38.18192024392223,25.4259370235894,2500000000.0,shell
NGC2366,Im,dwarf irregular,4.64,4.848,False,51.6,30.052196259175467,30.052196259175467,41.759309575241346,1.6478401212513056,38.577470938181484,25.23745942212891,2500000000.0,shell
NGC2366,Im,dwarf irregular,4.87,4.848,True,51.5,30.262597376960226,30.262597376960226,41.23767499619374,1.9812078270004223,42.59623530220829,17.288863490857686,2500000000.0,shell
NGC2366,Im,dwarf irregular,5.11,4.848,True,50.4,30.41193351301426,30.41193351301426,39.65886207735266,2.001883136007743,43.02921200260024,14.624579359920158,2500000000.0,shell
NGC2366,Im,dwarf irregular,5.35,4.848,True,48.5,30.312588144201744,30.312588144201744,37.49981825937785,2.021609332508062,43.09944083167473,11.135173542938709,2500000000.0,shell
NGC2366,Im,dwarf irregular,5.59,4.848,True,50.0,30.05508609204106,30.05508609204106,39.88982781591788,2.0404697444276914,42.932191325314825,14.13561734937035,2500000000.0,shell
NGC2366,Im,dwarf irregular,5.82,4.848,True,49.0,29.636605743573266,29.636605743573266,39.51713113556476,2.057799346627443,42.51380490669269,13.237132843484304,2500000000.0,shell
NGC2366,Im,dwarf irregular,6.06,4.848,True,49.4,29.396416448267974,29.396416448267974,40.49308411281786,2.0751670127572672,42.346831303620384,14.277669425869664,2500000000.0,shell
NGC2403,Scd,spiral,0.16,16.696,False,24.5,23.21,23.21,5.265306122448976,1.0,23.21,5.265306122448976,1500000000.0,shell
NGC2403,Scd,spiral,0.26,16.696,False,35.3,35.33,35.33,0.08498583569405421,1.0,35.33,0.08498583569405421,1500000000.0,shell
NGC2403,Scd,spiral,0.36,16.696,False,43.2,47.00922569028339,47.00922569028339,8.817652060841166,1.0,47.00922569028339,8.817652060841166,1500000000.0,shell
NGC2403,Scd,spiral,0.46,16.696,False,52.0,56.726241722856976,56.726241722856976,9.088926390109568,1.0,56.726241722856976,9.088926390109568,1500000000.0,shell
NGC2403,Scd,spiral,0.56,16.696,False,60.9,63.8246229914443,63.8246229914443,4.802336603356817,1.0,63.8246229914443,4.802336603356817,1500000000.0,shell
NGC2403,Scd,spiral,0.66,16.696,False,65.8,67.62657465819188,67.62657465819188,2.7759493285590997,1.0,67.62657465819188,2.7759493285590997,1500000000.0,shell
NGC2403,Scd,spiral,0.76,16.696,False,71.7,70.9087053893949,70.9087053893949,1.1036187037728125,1.0,70.9087053893949,1.1036187037728125,1500000000.0,shell
NGC2403,Scd,spiral,0.86,16.696,False,74.6,72.89295164829038,72.89295164829038,2.2882685679753574,1.0,72.89295164829038,2.2882685679753574,1500000000.0,shell
NGC2403,Scd,spiral,0.96,16.696,False,74.6,74.9778453944897,74.9778453944897,0.506495166876288,1.0,74.9778453944897,0.506495166876288,1500000000.0,shell
NGC2403,Scd,spiral,1.06,16.696,False,76.6,77.24371366007722,77.24371366007722,0.8403572585864555,1.0,77.24371366007722,0.8403572585864555,1500000000.0,shell
NGC2403,Scd,spiral,1.16,16.696,False,78.5,79.61182952300493,79.61182952300493,1.4163433414075521,1.0,79.61182952300493,1.4163433414075521,1500000000.0,shell
NGC2403,Scd,spiral,1.27,16.696,False,83.4,82.34121021699889,82.34121021699889,1.2695321139102125,1.0,82.34121021699889,1.2695321139102125,1500000000.0,shell
NGC2403,Scd,spiral,1.36,16.696,False,86.4,85.36800454502846,85.36800454502846,1.19443918399485,1.0,85.36800454502846,1.19443918399485,1500000000.0,shell
NGC2403,Scd,spiral,1.47,16.696,False,87.4,88.12843581954691,88.12843581954691,0.8334505944472568,1.0,88.12843581954691,0.8334505944472568,1500000000.0,shell
NGC2403,Scd,spiral,1.57,16.696,False,90.3,90.96677030652457,90.96677030652457,0.7383945808688471,1.0,90.96677030652457,0.7383945808688471,1500000000.0,shell
NGC2403,Scd,spiral,1.67,16.696,False,93.3,94.184948372869,94.184948372869,0.9484977201168324,1.0,94.184948372869,0.9484977201168324,1500000000.0,shell
