cluster,theta_E_obs,theta_E_pred,error,chi2,R_500,ell0,A_c
MACS0416,30.0,32.51975385554959,2.519753855549588,2.8218486633586735,1200,204.4666774461253,4.931005360054105
A2744,26.0,31.627916393514433,5.6279163935144325,7.918360733097124,1430,208.7860112188648,4.536932023008752
RXJ1347,32.0,35.35094445622263,3.350944456222628,2.8072071871722906,1500,209.97894459713106,4.356125703851638
A370,38.0,36.56322033949194,-1.4367796605080585,0.516083948212413,1300,206.42711052896092,4.513020489230554
CL0024,24.0,26.905779246948544,2.905779246948544,1.3509684851194959,1180,204.05740289179883,4.61840300685376
