R_kpc,g_phi_R,g_N_R,g_tot_R
0.0,3.055170310335562e+21,0.0,3.055170310335562e+21
9.523809523809524,4.0569237713891644e+21,8881.18898623234,4.0569237713891644e+21
19.047619047619047,3.7701374859452015e+21,3897.937813274325,3.7701374859452015e+21
28.57142857142857,1.9381863397978475e+21,2478.9807854972587,1.9381863397978475e+21
38.095238095238095,6.696381045212386e+20,1850.6254897953318,6.696381045212386e+20
47.61904761904762,2.3142969615077363e+20,1542.5757272357248,2.3142969615077363e+20
57.14285714285714,1.2701481210930723e+20,1366.0917001133082,1.2701481210930723e+20
66.66666666666667,5.914653652603904e+19,1237.750742575465,5.914653652603904e+19
76.19047619047619,3.787951197894943e+19,1128.67309833701,3.787951197894943e+19
85.71428571428571,1.9444798442583167e+19,1052.0865139307482,1.9444798442583167e+19
95.23809523809524,1.245627660949369e+19,1006.9553089879648,1.245627660949369e+19
104.76190476190476,6.946937173309835e+18,950.9673290077786,6.946937173309836e+18
114.28571428571428,4.727436331796681e+18,903.0151716768239,4.727436331796682e+18
123.80952380952381,3.036917513858106e+18,784.2410152264301,3.036917513858107e+18
133.33333333333334,2.4796426253690527e+18,676.2078141493197,2.479642625369053e+18
142.85714285714286,2.009293782702413e+18,589.0521403256297,2.0092937827024136e+18
152.38095238095238,1.8561296966459986e+18,517.7216077080731,1.856129696645999e+18
161.9047619047619,1.6160764662218875e+18,458.60460751995396,1.616076466221888e+18
171.42857142857142,1.5190161175933501e+18,409.0639863372429,1.5190161175933507e+18
180.95238095238096,1.3636832871168684e+18,367.1377605907664,1.3636832871168686e+18
190.47619047619048,1.2782692830074952e+18,331.3418289331667,1.2782692830074954e+18
200.0,1.1496929635844905e+18,300.5368062885866,1.1496929635844908e+18
209.52380952380952,1.0763879255858487e+18,273.8362222588155,1.076387925585849e+18
219.04761904761904,9.681635626425015e+17,250.54202565834916,9.681635626425018e+17
228.57142857142856,8.898417359889482e+17,230.09849231469914,8.898417359889485e+17
238.0952380952381,7.922754323502943e+17,212.0587705172267,7.922754323502945e+17
247.61904761904762,7.173502176137509e+17,196.06025380660753,7.173502176137512e+17
257.14285714285717,6.278193303931583e+17,181.8062161498857,6.278193303931584e+17
266.6666666666667,5.622465531755239e+17,169.05195353732992,5.622465531755241e+17
276.1904761904762,4.802007356588089e+17,157.5942111453825,4.80200735658809e+17
285.7142857142857,4.221699347584193e+17,147.26303508140742,4.2216993475841946e+17
295.23809523809524,3.474841330436503e+17,137.91543347894557,3.474841330436504e+17
304.76190476190476,2.984245309141601e+17,129.43040192701827,2.9842453091416026e+17
314.2857142857143,2.3896010696380966e+17,121.70498767058466,2.389601069638098e+17
323.8095238095238,1.9979548317595478e+17,114.65115187998849,1.997954831759549e+17
333.3333333333333,1.560872565545038e+17,108.19325026389119,1.560872565545039e+17
342.85714285714283,1.2703868194832435e+17,102.26599658431073,1.2703868194832445e+17
352.38095238095235,9.62702223828948e+16,96.812806116338,9.62702223828949e+16
361.9047619047619,7.434814629457216e+16,91.7844401476916,7.434814629457226e+16
371.42857142857144,5.413299260744253e+16,87.13789058071444,5.4132992607442616e+16
380.95238095238096,4.0722636642118e+16,82.83545723329168,4.072263664211808e+16
390.4761904761905,2.7982914125619468e+16,78.84398070985526,2.7982914125619548e+16
400.0,2.1173948133172304e+16,75.13420157214665,2.117394813317238e+16
409.5238095238095,1.3762931252855436e+16,71.68022259235624,1.3762931252855508e+16
419.04761904761904,1.0093697692707664e+16,68.45905556470387,1.0093697692707732e+16
428.57142857142856,6521911125741889.0,65.45023781395886,6521911125741954.0
438.0952380952381,4594889882170424.0,62.63550641458729,4594889882170487.0
447.6190476190476,2861326243775125.0,59.99852040437606,2861326243775185.0
457.1428571428571,2002855746027894.5,57.524623078674786,2002855746027952.0
466.6666666666667,1213364072146289.5,55.2006378897404,1213364072146344.8
476.1904761904762,837304108967937.0,53.01469262930667,837304108967990.0
485.7142857142857,499290791772279.1,50.9560675022171,499290791772330.06
495.23809523809524,350855187305594.06,49.01506345165188,350855187305643.06
504.76190476190476,194479779723395.1,47.18288770853211,194479779723442.28
514.2857142857143,141528226148420.88,45.451554037471425,141528226148466.3
523.8095238095239,76327319540155.0,43.81379556141047,76327319540198.81
533.3333333333334,53972487975791.57,42.26298838433248,53972487975833.836
542.8571428571429,27901571607354.914,40.79308451008515,27901571607395.707
552.3809523809524,20545699921365.227,39.398552786345626,20545699921404.625
561.9047619047619,10182221686262.098,38.074326794963135,10182221686300.172
571.4285714285714,6729760897174.735,36.815758770351856,6729760897211.551
580.952380952381,3086382152174.325,35.61857876196364,3086382152209.944
590.4761904761905,1896015131755.0295,34.47885836973639,1896015131789.5083
600.0,888292491731.3088,33.392978476509626,888292491764.7018
