R_kpc,g_phi_R,g_N_R,g_tot_R
0.0,30.630492456730185,0.0,30.630492456730185
4.724409448818897,359.3905653155689,116.37809147158683,475.7686567871557
9.448818897637794,441.5244652233887,217.87321327287438,659.3976784962631
14.173228346456693,553.4162770305272,368.20706683611166,921.6233438666388
18.89763779527559,554.5621992425934,492.39112068128674,1046.9533199238801
23.622047244094485,622.9785238185558,588.2186258230411,1211.1971496415968
28.346456692913385,638.0494653598557,635.870097603713,1273.9195629635688
33.07086614173228,691.7866395207683,661.3996829058876,1353.1863224266558
37.79527559055118,740.8157473607221,686.7287558455399,1427.544503206262
42.519685039370074,780.1489972166545,712.9040461591388,1493.0530433757933
47.24409448818897,807.7451557475081,737.5101346823603,1545.2552904298684
51.96850393700787,828.1785304106821,760.1050119753935,1588.2835423860756
56.69291338582677,846.5271271729737,775.4867063420334,1622.013833515007
61.41732283464567,875.2794646916363,783.5536658210412,1658.8331305126776
66.14173228346456,899.1967248614189,786.1734677317304,1685.3701925931493
70.86614173228345,931.0511856401121,779.6833265008007,1710.7345121409128
75.59055118110236,950.8214851185732,771.9441594732278,1722.765644591801
80.31496062992126,970.7777177711475,764.8577208035695,1735.635438574717
85.03937007874015,989.8735676010207,761.4530304091573,1751.326598010178
89.76377952755905,1015.014992256652,764.2692655223985,1779.2842577790507
94.48818897637794,1019.5474045362689,766.5492025232471,1786.096607059516
99.21259842519684,1026.157765920277,760.7720821783558,1786.9298480986326
103.93700787401573,1038.9036220021676,750.1516791179024,1789.05530112007
108.66141732283464,1058.9744765400067,738.4156127910264,1797.390089331033
113.38582677165354,1062.9809444175153,728.9942924590409,1791.9752368765562
118.11023622047243,1082.4353959846896,699.1336412132949,1781.5690371979845
122.83464566929133,1094.4214867043006,646.3883517134753,1740.809838417776
127.55905511811022,1097.5523545135677,599.3944111910965,1696.9467657046644
132.28346456692913,1105.8320546925283,557.3450583651904,1663.1771130577188
