cluster,theta_E_obs,theta_E_pred,error,chi2,R_500,ell0,A_c
MACS0416,30.0,26.864144489367057,-3.1358555106329433,4.370484348251999,1200,217.56809299775927,3.4993404375575228
A2744,26.0,24.969407679090338,-1.030592320909662,0.2655301329794909,1430,236.11527798832657,2.5457895225317246
RXJ1347,32.0,32.73235597798391,0.7323559779839073,0.1340863196221913,1500,241.4388361441185,3.240119713114878
A370,38.0,36.56322033949194,-1.4367796605080585,0.516083948212413,1300,225.84628350834677,4.074606123044735
CL0024,24.0,26.905779246948544,2.905779246948544,1.3509684851194959,1180,215.86878839206423,2.935028762269952
