cluster,theta_E_obs,theta_E_pred,error,chi2,R_500,ell0,A_c
MACS0416,30.0,18.38073044009324,-11.619269559906758,60.00330004701146,1200,218.882617776573,2.03695818407773
A2744,26.0,38.28642510793852,12.28642510793852,37.73906048324552,1430,238.7263525857037,4.744972657356185
RXJ1347,32.0,17.020825108551634,-14.979174891448366,56.093920107149295,1500,244.43992638246112,2.092429389182778
A370,38.0,33.638162712332594,-4.361837287667406,4.756406131021438,1300,227.7272900384494,4.610466328471334
CL0024,24.0,21.24140466864359,-2.7585953313564104,1.2175757123490214,1180,217.06953352862237,2.516782118326045
MACS0329,28.0,17.04236624383362,-10.95763375616638,19.21115800548431,1380,234.558243577349,2.173429796699504
