R_kpc,g_phi_R,g_N_R,g_tot_R
0.0,8961.46590568695,0.0,8961.46590568695
7.086614173228346,7698.821340938741,0.0,7698.821340938741
14.173228346456693,5933.027557564847,1623.190322260737,7556.217879825584
21.259842519685037,6471.4673739192385,1503.9423014033339,7975.409675322572
28.346456692913385,5982.19524809343,1331.3543172729544,7313.549565366384
35.43307086614173,5578.590115060954,1171.567753483296,6750.15786854425
42.519685039370074,5482.612905954884,1106.068786823236,6588.68169277812
49.60629921259842,5001.70502531309,1060.7317383405461,6062.436763653636
56.69291338582677,4803.723583674468,1038.499203111838,5842.222786786306
63.77952755905512,5604.381352282259,1034.1000848226404,6638.4814371049
70.86614173228347,5581.741662165489,1021.8751379821839,6603.6168001476735
77.95275590551181,5917.710612891575,1018.8311479133492,6936.541760804924
85.03937007874015,6210.9208953706975,1005.4453625149665,7216.366257885664
92.1259842519685,5984.563791484879,998.902358337314,6983.466149822193
99.21259842519684,5787.71281821834,983.9023720196782,6771.615190238018
106.2992125984252,6297.863156299093,976.4177486092793,7274.280904908373
113.38582677165354,6333.78508338036,963.2285127819886,7297.013596162349
120.47244094488188,6449.064934852382,949.5655705185603,7398.630505370942
127.55905511811024,6702.55684767725,933.5119710193427,7636.068818696593
134.64566929133858,6815.819638858707,923.1159738617781,7738.935612720485
141.73228346456693,6547.708500188257,913.4321870048855,7461.140687193142
148.81889763779526,6485.646012432004,904.0508995333602,7389.696911965364
155.90551181102362,6547.236755168726,894.856765407548,7442.0935205762735
162.99212598425197,6747.351044540203,885.7196890639162,7633.070733604119
170.0787401574803,6788.97188650032,878.0845806223768,7667.056467122697
177.16535433070865,6940.271340286966,870.6290898226358,7810.900430109602
184.251968503937,6988.930236363992,868.256473753926,7857.186710117918
191.33858267716536,6924.2474871544555,863.8808026607961,7788.128289815251
198.4251968503937,7001.5188639988,858.6549091809336,7860.173773179734
205.51181102362204,6988.612686059359,852.0829874625249,7840.695673521884
212.5984251968504,6710.108912296261,844.298493733529,7554.40740602979
219.68503937007873,6805.560962277349,835.7100116326596,7641.270973910008
226.77165354330708,7012.818043594874,829.1218539265051,7841.939897521379
233.85826771653544,7190.896998823473,822.662376211897,8013.55937503537
240.94488188976376,7179.054894625213,815.7666593778868,7994.8215540031
248.03149606299212,7344.453475166617,808.4756450243297,8152.929120190946
255.11811023622047,7145.82483925298,801.0867757096761,7946.911614962656
262.20472440944883,7220.936500046895,793.7723598486369,8014.708859895532
269.29133858267716,7158.598014701533,786.8327839737235,7945.430798675257
276.3779527559055,7055.2430881798045,781.441632405672,7836.6847205854765
283.46456692913387,7331.2003680294365,775.6931028676605,8106.893470897097
290.5511811023622,7353.201101593437,770.2858754949417,8123.486977088379
297.6377952755905,7266.208027210538,764.5080208762682,8030.716048086806
304.7244094488189,7328.13719958227,757.8765365544153,8086.013736136685
311.81102362204723,7367.450287679419,751.0261865550964,8118.476474234515
318.89763779527556,7539.078008617003,742.1441153057986,8281.222123922802
325.98425196850394,7470.546094531136,732.8604341598864,8203.406528691023
333.07086614173227,7259.91384925036,724.005860051321,7983.919709301681
340.1574803149606,7336.099323783871,715.4159168558405,8051.515240639712
347.244094488189,7328.206496808052,708.1956296669669,8036.402126475019
354.3307086614173,7424.5551822679945,702.2736506474902,8126.828832915485
361.4173228346457,7533.572398663263,696.6832901575148,8230.255688820778
368.503937007874,7566.8677163194125,691.812983958791,8258.680700278204
375.59055118110234,7374.409261634828,686.652908737718,8061.0621703725465
382.6771653543307,7344.805242488749,680.6734686215905,8025.47871111034
389.76377952755905,7323.117825006526,674.664634608648,7997.782459615174
396.8503937007874,7166.203899466215,668.30394800089,7834.507847467105
403.93700787401576,7177.705796615248,661.9704038690126,7839.67620048426
411.0236220472441,7288.015990221808,657.2884341707953,7945.304424392603
418.1102362204724,7265.875384738234,652.7923528157941,7918.6677375540285
425.1968503937008,7269.361722806025,648.4758128096512,7917.837535615676
432.2834645669291,7251.397714469045,644.1892618854516,7895.586976354497
439.37007874015745,7105.844174817629,638.5892282250423,7744.433403042672
446.45669291338584,7033.5969793749255,632.0222008660024,7665.619180240928
453.54330708661416,7039.35983925786,625.7106253047634,7665.070464562623
460.6299212598425,7025.6513426445545,619.7251549490886,7645.376497593643
467.7165354330709,7022.128790810548,613.8245869303595,7635.953377740907
474.8031496062992,7070.553290894269,608.0358481612367,7678.589139055505
481.8897637795275,7144.43755633898,602.3129554242119,7746.750511763192
488.9763779527559,7189.839619345031,596.5884720043157,7786.428091349347
496.06299212598424,7334.615317143428,590.9429233762324,7925.55824051966
503.14960629921256,7539.055362579787,586.0687136406932,8125.12407622048
510.23622047244095,7749.026004381253,581.2917289538436,8330.317733335098
517.3228346456693,7984.077741235613,577.926756843421,8562.004498079034
524.4094488188977,8336.462618375941,574.9365747030843,8911.399193079025
531.496062992126,8654.860236657132,570.7579867241011,9225.618223381232
538.5826771653543,8860.595081066966,565.8895306675083,9426.484611734473
545.6692913385826,9176.028596237302,560.4596516793117,9736.488247916614
552.755905511811,9417.390791254236,554.3944056973136,9971.78519695155
559.8425196850394,9651.905140472529,549.3015066742298,10201.206647146759
566.9291338582677,9877.93222114061,546.2327246166046,10424.164945757215
574.0157480314961,10073.773809921584,543.0580450257145,10616.831854947299
581.1023622047244,10304.711860681238,539.3493831931464,10844.061243874385
588.1889763779527,10488.478665404758,535.6607158902194,11024.139381294977
595.275590551181,10671.574315226939,530.9668558689862,11202.541171095925
602.3622047244095,10851.991367116767,526.3298005956158,11378.321167712384
609.4488188976378,11049.794584245885,522.1012199897236,11571.895804235608
616.5354330708661,11184.383331534144,517.9946453504909,11702.377976884634
623.6220472440945,11328.882481907547,513.8704736702839,11842.752955577831
630.7086614173228,11509.116998037449,509.7674115967994,12018.88440963425
637.7952755905511,11639.50819969414,505.5224029502652,12145.030602644407
644.8818897637796,11775.409462094383,501.1605143726193,12276.569976467003
651.9685039370079,11901.754295322185,496.7195035768139,12398.473798899
659.0551181102362,12008.448022516437,492.09576046571306,12500.54378298215
666.1417322834645,12119.517367320119,487.76194448436695,12607.279311804486
673.2283464566929,12217.153475908968,484.2859029843989,12701.439378893367
680.3149606299212,12302.627797749525,480.9164295605517,12783.544227310076
687.4015748031496,12410.12727545914,478.8904073037813,12889.01768276292
694.488188976378,12548.774155031913,476.84650872683386,13025.620663758747
701.5748031496063,12615.459933422093,473.257397273731,13088.717330695825
708.6614173228346,12626.98155203377,469.5351854782939,13096.516737512065
715.7480314960629,12711.621417844028,465.0806976912714,13176.7021155353
722.8346456692914,12787.4808401219,460.4337422368148,13247.914582358715
729.9212598425197,12823.03935131037,456.4352344715089,13279.474585781878
737.007874015748,12901.38860331411,452.8996983563661,13354.288301670476
744.0944881889764,12932.293595877989,449.7794828899148,13382.073078767904
751.1811023622047,13013.849257802482,447.18121092213124,13461.030468724613
758.267716535433,13082.462859184769,444.5627317954136,13527.025590980182
765.3543307086615,13090.918344643937,441.8612769606245,13532.77962160456
772.4409448818898,13154.73025787556,438.9491923695673,13593.679450245128
779.5275590551181,13073.97435878193,434.2369181363702,13508.2112769183
786.6141732283464,13108.784347063707,429.62243846744013,13538.406785531148
793.7007874015748,13171.143731048429,425.2458063307753,13596.389537379204
800.7874015748031,13182.924067597576,420.9626756792531,13603.88674327683
807.8740157480315,13244.10326311702,418.62872689659935,13662.731990013619
814.9606299212599,13260.192442949397,416.7722542472487,13676.964697196647
822.0472440944882,13272.876625330062,414.7120281396202,13687.588653469682
829.1338582677165,13233.618071097719,412.54905333556064,13646.16712443328
836.2204724409448,13196.856753817909,410.3038657269803,13607.16061954489
843.3070866141732,13137.900791062493,407.97644847735114,13545.877239539845
850.3937007874016,13084.431323947652,405.5897268230026,13490.021050770654
857.4803149606299,12913.944021313682,403.067464143242,13317.011485456924
864.5669291338583,12741.154974588058,400.59056878469835,13141.745543372757
871.6535433070866,12590.315137671054,398.22207493165047,12988.537212602705
878.7401574803149,12355.0583984767,395.87374278140254,12750.932141258103
885.8267716535432,11843.054950417332,393.34798868422627,12236.40293910156
892.9133858267717,11424.321867445678,390.85222835570835,11815.174095801387
900.0,10896.754733621165,388.6415543604293,11285.396287981594
