gal_id,r_kpc,g_obs,g_bar,g_mod
MilkyWay,8.05,6571.978159439832,5993.7485260701,6781.044331808191
MilkyWay,8.15,6480.588787748097,5886.390470513334,6673.129549892151
MilkyWay,8.25,6362.096912218709,5781.53122838289,6567.5993941318475
MilkyWay,8.350000000000001,6296.357400925359,5679.10840547061,6464.397081684026
MilkyWay,8.45,6224.134839280717,5579.0607742174225,6363.466831308474
MilkyWay,8.55,6084.26663982564,5481.328302596058,6264.75388943916
MilkyWay,8.65,6020.6702691141345,5385.852176662726,6168.204550886333
MilkyWay,8.75,5854.627814219914,5292.574817357668,6073.766174659707
MilkyWay,8.850000000000001,5707.432602337913,5201.439892100715,5981.38719537293
MilkyWay,8.95,5681.9437349341915,5112.392321693616,5891.017130659586
MilkyWay,9.05,5538.460159251545,5025.378283006557,5802.6065850011255
MilkyWay,9.15,5464.906246066499,4940.34520789285,5716.107250338235
MilkyWay,9.25,5390.7664870724075,4857.241778742858,5631.471903808997
MilkyWay,9.35,5273.820435153498,4776.017921056809,5548.654402930415
MilkyWay,9.45,5265.029780492265,4696.624793386082,5467.609678514394
MilkyWay,9.55,5246.343575628838,4619.014774963838,5388.293725585081
MilkyWay,9.650000000000002,5213.417052469213,4543.14145131897,5310.6635925419405
MilkyWay,9.75,5137.425168274097,4468.959598141819,5234.677368791573
MilkyWay,9.85,5118.9926876010395,4396.425163646366,5160.29417105166
MilkyWay,9.95,5079.550177397816,4325.495249651445,5087.4741285119635
MilkyWay,10.05,5121.347328412057,4256.128091582715,5016.178367020212
MilkyWay,10.150000000000002,4982.654239192606,4188.283037578135,4946.368992445084
MilkyWay,10.25,5029.929469780543,4121.920526861874,4878.009073353882
MilkyWay,10.35,4907.263240433169,4057.0020675351784,4811.062623129049
MilkyWay,10.45,4884.848120325013,3993.4902139178157,4745.49458163559
MilkyWay,10.55,4876.015782214055,3931.348543559664,4681.270796539889
MilkyWay,10.650000000000002,4670.71045475937,3870.5416340294987,4618.358004370396
MilkyWay,10.75,4644.984781039261,3811.0350395762607,4556.723811400878
MilkyWay,10.85,4582.153062775991,3752.7952677475528,4496.336674428589
MilkyWay,10.95,4545.141527020208,3695.789756040406,4437.16588151163
MilkyWay,11.05,4306.136877694351,3639.986848650412,4379.181532722637
MilkyWay,11.150000000000002,4462.036213062338,3585.3557733774887,4322.354520969473
MilkyWay,11.25,4379.538160841189,3531.866618739009,4266.65651292752
MilkyWay,11.35,4454.193345360328,3479.490311334611,4212.059930122894
MilkyWay,11.45,4458.94126599851,3428.198593500864,4158.537930200894
MilkyWay,11.55,4370.832044140125,3377.9640012886493,4106.064388409652
MilkyWay,11.650000000000002,4628.6221517194035,3328.7598427911576,4054.613879324844
MilkyWay,11.75,4305.998627939825,3280.560176846046,4004.1616588377306
MilkyWay,11.85,4718.839873706484,3233.3397921312876,3954.683646425503
MilkyWay,11.95,4181.830446506724,3187.07418667077,3906.156407719958
MilkyWay,12.05,4318.658020430197,3141.739547762387,3858.557137387796
MilkyWay,12.150000000000002,4311.077218754286,3097.312732338642,3811.8636423335192
MilkyWay,12.25,4376.723608579715,3053.7712477671753,3766.0543252337106
MilkyWay,12.35,4393.342801064792,3011.09323309631,3721.1081684094693
MilkyWay,12.45,3852.4647078673124,2969.2574407488596,3677.004718042206
MilkyWay,12.55,4057.841387782705,2928.243218665463,3633.724068736285
MilkyWay,12.650000000000002,4154.532095196573,2888.030492897287,3591.2468484307255
MilkyWay,12.75,3942.3128575002847,2848.5997506464932,3549.5542036609054
MilkyWay,12.85,4047.493944992166,2809.932023751626,3508.627785170111
MilkyWay,13.05,3790.9921525411014,2734.8123705611783,3429.0026671472147
MilkyWay,13.25,3778.0073294015497,2662.5300808315956,3352.2342596074404
MilkyWay,13.45,3827.713132280957,2592.951432405297,3278.192532389043
MilkyWay,13.650000000000002,3941.2673677429975,2525.949980248557,3206.7542596917074
MilkyWay,13.85,3926.0358584929595,2461.4061289913184,3137.802640794118
MilkyWay,14.75,3663.8833737177342,2198.4760515103376,2855.454264331999
